Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,25,8,463,2,0,1,4,4,1,0,1
F,56,7,492,5,2,0,4,0,5,3,3
M,25,17,198,2,0,5,2,5,0,0,0
M,18,16,460,4,0,3,0,1,4,0,0
M,45,9,284,4,1,0,5,0,0,5,0
M,25,15,602,3,4,3,0,0,4,1,4
M,1,20,78,5,0,4,1,4,1,4,5
F,56,5,900,0,4,0,3,1,5,3,1
M,18,8,704,5,0,5,5,0,2,3,4
F,25,18,441,5,1,0,0,3,3,4,0
M,56,20,33,2,0,2,0,0,4,1,4
M,50,13,968,0,4,0,4,1,3,4,0
F,18,3,292,5,4,0,3,0,1,3,3
M,45,0,705,4,3,5,3,0,0,5,1
M,25,5,944,4,0,0,1,0,0,0,2
M,50,0,282,0,0,2,0,0,1,4,0
M,35,0,492,5,3,0,5,3,2,1,0
M,45,1,705,5,2,5,0,5,3,2,5
M,25,19,173,5,5,0,2,1,5,5,0
M,18,2,927,4,1,2,0,0,5,0,0
M,18,6,111,2,0,4,3,2,4,4,0
M,25,1,756,1,4,0,0,0,1,0,0
M,50,13,674,2,0,0,2,0,3,1,0
F,18,5,805,4,2,0,2,0,2,3,4
F,50,17,937,4,1,1,0,0,5,3,5
F,45,7,103,5,3,1,4,0,3,3,4
M,45,6,421,5,5,3,3,3,4,4,3
M,25,15,833,4,4,0,1,5,2,3,4
M,35,16,895,4,5,2,3,0,3,4,3
M,25,19,19,4,2,4,1,5,1,3,0
F,45,9,115,4,0,1,2,5,1,5,3
M,25,14,805,5,0,0,0,0,2,0,5
M,56,16,82,3,0,4,0,0,2,1,3
F,1,15,973,0,1,0,1,1,0,4,0
M,25,13,560,5,2,5,0,0,3,4,3
F,18,2,934,4,0,1,5,3,4,3,0
M,56,1,462,3,5,1,1,0,5,4,4
M,56,12,114,2,2,5,0,0,0,3,0
M,45,4,765,1,1,1,3,3,0,3,0
M,1,0,524,5,3,1,0,5,0,3,0
M,50,1,120,4,4,4,4,5,4,2,3
M,18,16,983,3,1,3,0,3,4,0,3
F,18,9,329,5,0,5,1,1,5,2,0
F,25,5,544,2,1,4,3,1,4,0,0
F,25,9,27,4,5,5,4,0,1,0,0
F,18,1,196,4,3,3,0,3,3,1,5
M,18,1,140,5,0,2,5,0,3,0,3
M,18,11,180,2,3,0,0,1,1,0,0
M,18,12,143,1,2,0,4,5,4,5,0
F,25,14,49,0,3,0,2,1,0,1,4
M,56,12,471,5,3,0,5,3,0,2,2
F,1,3,457,2,0,5,4,3,4,4,2
F,18,7,405,0,0,0,2,0,5,0,2
M,56,20,26,5,3,0,0,0,5,0,5
F,50,7,424,0,3,5,3,3,0,5,3
M,45,2,433,1,1,1,3,1,0,5,0
M,18,5,875,2,2,5,5,3,3,3,3
M,35,2,535,0,2,0,3,2,1,5,2
M,50,17,559,2,0,0,2,5,5,1,0
F,18,5,488,5,5,0,1,1,0,2,5
F,25,3,40,1,2,5,0,0,2,2,5
M,56,0,141,1,0,0,3,1,4,4,3
M,45,0,118,0,5,0,2,5,0,4,1
F,18,4,488,0,5,3,0,0,4,5,0
M,25,12,314,4,4,0,4,1,4,2,4
M,18,18,580,1,0,4,0,5,0,0,3
M,56,4,627,2,3,5,0,0,0,4,5
M,18,6,231,2,3,0,0,5,5,0,5
M,1,0,459,2,1,3,0,5,2,3,0
M,25,0,627,5,1,0,0,0,0,2,3
F,45,20,381,2,4,2,0,3,2,0,3
M,45,1,62,2,0,0,4,2,0,5,3
F,25,0,190,5,3,0,0,3,5,3,2
M,25,15,104,2,2,5,1,3,4,0,5
M,25,1,285,5,1,0,3,4,2,1,4
F,18,7,372,2,4,0,5,0,3,3,3
F,18,9,442,1,5,3,5,0,0,3,4
M,45,12,334,5,1,0,2,3,5,2,4
M,56,20,618,0,0,5,5,2,3,4,4
F,25,20,843,5,3,4,1,0,2,5,0
M,35,0,302,3,4,3,2,3,4,3,4
F,35,2,934,3,1,4,1,3,0,4,1
