Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,25,19,492,3,1,0,0,5,3,5,5,0,4,2
M,25,14,490,2,0,0,0,0,1,3,1,4,0,1
F,25,1,773,5,2,0,5,2,2,4,3,0,3,4
F,56,5,943,2,0,0,4,5,0,1,0,1,0,2
M,35,12,277,2,3,5,5,3,4,4,0,5,0,0
M,45,8,473,2,0,0,3,0,0,1,5,4,0,2
M,50,15,480,0,0,0,1,2,2,2,0,3,3,4
M,25,12,345,1,0,5,1,5,1,2,4,0,0,2
M,18,1,236,5,0,4,2,0,4,0,0,4,4,0
F,35,5,983,4,2,1,4,4,2,0,3,0,0,3
M,50,17,836,3,0,3,0,3,2,2,5,3,2,0
M,56,4,928,4,2,4,5,0,1,5,1,2,2,0
M,18,20,410,0,4,3,5,0,0,1,2,0,1,4
M,35,4,127,2,2,2,5,4,3,4,4,1,1,0
F,56,12,799,1,4,4,2,0,2,0,5,4,1,3
M,25,2,60,4,1,5,3,1,3,2,5,3,4,3
F,18,7,198,0,2,4,2,1,1,1,4,5,2,1
F,18,2,973,5,0,0,0,3,5,5,0,1,5,0
M,25,11,554,5,0,5,3,4,0,5,2,3,5,2
M,25,8,582,5,3,4,1,5,3,0,3,2,3,3
M,25,9,28,5,3,2,5,4,3,4,0,5,0,5
M,18,13,358,3,0,2,4,0,5,0,4,0,4,0
M,56,16,997,5,0,0,4,5,3,4,0,3,0,4
M,50,11,98,1,1,3,3,3,1,0,0,3,4,2
M,18,19,920,4,2,0,5,4,5,4,3,1,3,2
M,25,11,775,5,3,0,3,4,2,2,3,1,0,3
M,25,7,224,2,1,4,3,0,2,2,0,1,5,0
M,25,1,502,0,0,4,1,5,0,2,1,2,4,2
F,35,0,923,0,3,5,3,0,2,3,5,0,0,5
F,18,4,708,4,2,5,1,2,3,2,0,4,1,4
M,35,8,641,5,0,0,4,5,4,5,4,4,5,2
M,25,14,282,4,0,5,0,0,2,1,1,0,0,0
M,18,7,977,5,2,0,1,0,0,0,5,3,3,0
F,1,1,787,1,4,0,3,5,2,2,0,3,1,3
M,56,18,837,4,2,1,5,0,1,5,3,3,2,0
F,25,6,787,1,2,5,2,4,3,0,4,3,2,3
F,56,0,354,3,0,0,5,3,5,5,4,0,3,0
F,25,4,424,4,2,4,5,0,2,3,0,5,5,0
M,25,19,12,3,3,0,2,4,4,4,1,5,2,3
M,1,17,327,2,2,3,1,5,0,4,0,5,4,0
F,25,0,168,2,0,4,2,5,2,2,0,3,3,3
M,35,4,880,3,0,4,5,4,5,3,5,5,2,0
F,45,11,178,1,2,2,1,2,2,3,0,2,5,4
F,50,9,90,1,0,3,2,4,0,2,1,1,0,4
M,56,0,358,2,2,0,4,0,5,0,0,1,0,0
M,56,4,281,5,0,2,5,2,5,1,1,4,2,2
M,18,0,21,2,0,3,3,0,5,3,3,4,2,5
M,25,14,373,1,0,4,4,0,3,4,2,4,0,0
F,18,1,282,0,0,5,3,0,3,0,0,2,0,0
M,50,6,440,2,1,5,4,4,5,0,2,4,5,3
M,25,7,446,4,3,1,5,5,3,5,1,2,1,0
M,35,16,916,0,3,5,1,4,5,3,0,0,4,5
M,45,14,940,3,0,1,2,0,0,4,0,5,0,0
F,35,10,406,0,0,5,5,5,4,2,2,2,4,0
M,18,2,850,5,2,3,3,0,4,3,0,3,3,0
M,56,4,460,4,0,2,5,0,0,2,1,5,2,0
M,45,12,911,4,1,0,0,0,0,2,5,1,0,3
M,18,17,274,4,3,4,1,0,1,3,0,5,0,0
F,50,0,90,5,0,5,2,1,5,5,0,2,0,0
M,25,7,37,2,0,5,1,0,5,0,3,2,0,3
F,50,5,843,3,0,1,0,2,5,1,2,5,1,4
M,45,19,362,1,4,5,0,0,0,0,3,2,4,5
M,35,14,360,3,0,0,4,0,0,2,0,4,2,3
F,18,13,244,0,0,0,2,0,5,0,0,4,1,0
M,35,7,18,1,4,0,1,3,3,4,3,0,5,1
M,25,17,435,1,2,1,4,5,5,0,4,3,0,4
M,45,0,171,5,2,0,3,0,3,0,3,1,3,0
M,1,6,847,5,0,0,5,1,4,3,0,1,2,3
M,18,4,287,2,1,3,3,3,0,2,3,0,0,5
M,25,17,380,4,0,4,5,0,1,4,0,1,0,0
F,25,11,554,2,0,0,2,0,4,2,0,3,3,0
M,25,18,142,3,0,5,3,2,1,2,4,3,0,0
M,18,2,22,0,0,5,1,4,0,0,0,3,2,4
F,25,15,226,5,0,1,4,3,2,5,1,1,4,0
F,50,12,143,0,3,3,4,0,3,0,3,4,3,3
M,25,9,18,3,1,4,1,3,3,1,0,0,0,1
F,50,11,37,1,4,3,2,4,4,0,0,0,3,2
M,50,10,64,1,3,5,3,0,2,2,3,4,4,3
M,25,17,322,2,3,0,1,4,0,5,0,0,0,5
F,25,9,967,1,1,5,0,2,1,0,1,1,4,4
M,25,17,402,3,0,1,2,0,5,1,4,4,2,4
F,25,10,417,1,0,0,3,0,2,1,0,4,0,0
M,35,0,830,1,0,5,5,0,5,5,0,0,1,0
M,25,17,560,0,2,4,5,2,3,1,2,1,2,0
M,25,4,168,1,0,1,2,5,2,3,0,0,0,0
F,35,20,547,1,3,0,1,1,4,0,0,1,5,1
F,25,20,967,2,0,5,3,3,0,3,3,4,0,1
M,56,0,917,0,0,0,4,0,1,1,0,5,3,0
M,25,11,672,1,2,5,0,0,2,3,0,2,5,0
M,25,14,358,2,4,5,3,0,0,0,0,3,0,0
F,45,16,801,4,0,4,1,0,4,1,1,2,0,0
M,18,10,224,2,0,2,2,0,4,5,3,4,2,1
M,45,14,756,3,2,0,1,0,0,4,0,4,1,0
M,56,13,128,2,0,3,3,5,5,2,5,3,0,0
F,50,16,201,0,3,5,3,0,5,4,5,0,3,5
M,1,15,966,2,2,4,3,5,2,1,1,1,3,2
F,18,0,346,5,2,5,3,0,2,5,5,3,3,0
F,1,11,947,1,0,4,5,0,1,3,1,5,2,0
F,25,12,900,3,2,2,1,5,2,2,0,5,0,1
F,1,0,917,2,0,2,5,5,5,5,2,4,4,0
M,18,7,120,1,3,0,5,4,1,0,3,5,4,5
M,50,12,853,5,1,5,3,2,2,5,0,3,0,4
M,25,16,984,1,2,1,5,5,4,3,0,4,3,3
F,56,12,497,1,2,5,1,5,5,3,0,1,4,3
M,45,3,275,4,0,0,5,3,0,4,0,4,0,1
F,25,0,780,2,3,0,5,4,2,0,2,4,4,3
M,50,17,630,1,2,4,4,0,4,3,0,0,1,1
M,45,0,77,4,0,5,5,4,5,0,0,0,2,2
F,25,9,539,3,3,0,4,0,4,0,1,5,4,0
F,18,9,906,0,3,3,0,0,2,3,4,1,2,0
M,35,11,65,5,0,1,3,5,2,0,2,0,4,2
M,25,13,916,1,2,2,3,2,5,0,4,1,0,0
M,35,5,78,4,3,1,3,0,3,0,4,4,1,0
M,18,14,991,0,0,0,3,0,2,3,2,3,3,0
F,25,0,730,5,3,5,0,0,0,0,5,2,0,0
M,45,1,972,2,2,5,0,4,3,5,5,3,0,0
M,18,16,325,5,0,5,5,0,5,4,5,3,0,0
F,18,3,161,2,0,0,4,0,4,2,0,4,1,0
M,35,0,98,3,4,3,5,0,1,5,0,0,0,0
M,56,10,436,3,2,4,0,0,4,3,3,3,1,0
M,18,4,64,3,2,5,2,5,5,5,4,3,0,3
M,18,11,554,2,3,2,0,0,4,0,4,5,3,0
M,45,9,773,0,2,4,1,0,2,3,0,3,2,2
F,56,6,550,4,0,0,1,1,1,0,5,5,4,4
F,25,6,486,3,2,0,3,2,1,2,5,4,3,2
M,50,12,31,3,0,4,0,0,4,1,0,4,0,0
F,1,7,127,5,1,4,2,0,5,1,0,1,0,0
F,25,2,434,4,0,5,5,5,5,5,1,0,4,0
M,45,17,181,5,2,1,1,0,5,0,2,0,2,2
M,50,18,74,0,0,2,5,2,5,1,0,1,4,0
M,45,13,196,2,1,1,3,0,2,5,4,0,4,2
M,35,17,113,5,3,3,2,0,4,0,4,3,4,0
F,25,8,79,1,2,0,4,0,0,1,0,5,0,0
M,50,4,229,5,0,2,5,0,1,2,4,2,3,1
M,25,3,612,4,0,0,1,5,4,5,0,2,2,4
M,25,4,928,5,3,1,4,3,3,0,0,0,1,1
M,35,14,215,5,0,0,4,5,1,5,0,0,2,0
M,25,12,943,5,4,2,3,0,3,2,2,2,2,0
M,25,12,146,2,0,1,0,0,4,4,0,0,1,0
F,25,11,523,4,3,5,4,5,5,5,0,4,4,1
F,18,15,21,2,3,5,2,3,5,0,4,4,0,0
F,50,17,453,4,2,4,3,4,2,0,4,1,4,0
M,25,14,111,1,0,4,2,5,3,2,0,0,0,2
M,25,2,939,2,0,5,1,4,0,4,5,3,0,0
F,50,0,640,1,0,0,3,4,0,4,1,5,0,2
F,45,7,933,4,0,0,5,0,2,5,0,0,0,0
M,50,14,362,2,2,2,2,4,2,4,1,4,0,5
F,56,17,793,2,0,5,5,0,3,4,0,1,5,0
M,56,3,337,4,2,5,4,0,1,1,5,4,5,5
F,18,14,442,1,3,3,3,0,1,0,5,0,0,0
M,1,4,319,3,4,5,4,0,1,0,3,1,0,0
F,25,17,957,5,0,0,4,2,2,3,3,0,4,3
F,35,7,582,4,3,5,0,4,0,0,3,4,3,5
M,45,13,942,0,0,5,4,3,5,0,2,5,0,5
M,56,7,852,5,0,0,2,0,0,5,3,0,4,0
M,45,17,610,2,2,3,0,4,2,1,4,4,0,2
M,35,8,433,4,0,5,2,3,5,2,0,3,4,2
M,25,12,201,0,4,1,5,0,5,3,5,1,1,0
F,18,4,853,3,0,0,1,0,2,2,0,0,0,0
M,35,16,598,3,3,0,1,0,4,0,0,4,0,0
F,25,6,143,5,2,1,4,5,1,0,3,1,2,3
M,50,11,993,0,0,1,4,5,5,2,0,0,4,2
M,56,12,801,1,1,5,4,0,5,0,4,3,0,3
F,56,0,870,1,0,2,0,3,0,0,0,0,0,1
M,18,1,15,0,1,0,0,3,3,2,1,2,3,5
F,25,2,22,2,4,0,3,3,2,4,0,2,0,0
M,45,15,952,2,2,0,0,0,2,0,2,4,0,0
M,25,2,328,5,0,2,1,0,4,0,3,3,3,0
M,18,1,361,4,2,0,5,0,3,5,5,2,1,4
F,50,18,609,4,0,0,4,0,4,0,0,0,1,0
M,18,15,944,5,0,5,2,0,2,0,0,5,3,1
F,45,14,142,4,2,0,2,0,2,1,0,4,4,0
F,25,19,144,5,0,4,2,0,3,5,3,5,4,0
M,1,11,809,1,2,0,3,4,1,0,0,1,4,2
F,35,7,801,4,4,2,2,4,3,2,1,3,4,1
M,45,10,435,1,0,5,1,0,5,0,3,2,1,0
F,1,1,452,3,2,2,1,0,5,5,5,3,3,2
F,25,17,959,5,3,0,2,5,0,0,2,0,0,3
F,25,19,469,5,2,0,4,3,0,5,4,4,0,4
F,1,4,610,5,3,1,0,0,3,3,3,1,2,2
M,25,17,132,0,0,0,2,4,0,4,0,0,4,2
F,25,17,557,5,2,0,5,0,0,4,3,1,0,3
M,18,12,141,3,0,4,1,0,4,5,5,2,3,0
M,45,14,405,3,0,5,4,3,0,2,1,5,0,5
F,25,15,63,4,1,2,5,0,4,5,3,0,1,0
M,25,14,354,3,4,5,5,0,0,1,3,4,4,0
M,35,7,320,4,0,4,1,3,4,4,0,3,2,0
F,35,9,445,2,0,4,1,3,3,4,3,0,0,0
F,18,7,312,2,0,5,2,3,3,5,3,4,0,5
F,25,8,370,4,2,3,2,4,0,1,0,4,0,0
M,25,0,281,4,0,4,0,3,3,3,1,0,3,1
F,25,9,984,1,3,4,5,4,2,2,0,4,4,2
F,35,7,722,2,3,1,3,4,4,2,2,4,0,2
F,18,8,488,4,4,4,5,3,2,3,4,3,3,5
M,1,20,376,5,0,0,5,4,5,2,3,2,3,0
F,25,2,378,4,0,2,2,5,4,5,2,0,4,3
M,35,13,758,0,2,5,5,4,0,5,1,0,0,3
M,25,17,228,5,4,0,0,0,0,2,2,4,0,0
M,1,4,434,4,2,1,4,0,4,3,1,3,0,0
M,18,6,982,3,0,1,4,1,4,5,0,0,5,1
M,25,7,921,4,3,1,4,0,2,4,0,1,0,1
F,45,12,925,4,3,0,5,5,2,5,3,3,0,2
F,45,1,53,1,0,0,3,0,0,2,4,5,1,0
F,25,2,904,2,4,5,0,5,1,5,5,2,3,1
M,56,10,109,1,3,5,4,4,1,3,3,4,0,3
M,35,18,274,4,0,4,0,0,3,5,4,3,0,0
M,45,0,402,2,0,5,3,0,2,0,1,1,1,5
M,25,2,775,2,3,0,1,4,2,3,2,2,0,2
M,25,17,483,4,1,3,4,0,4,4,2,3,0,0
M,1,12,186,1,0,1,4,4,0,4,2,2,0,0
M,25,4,421,5,3,2,0,3,1,4,0,5,2,0
F,18,2,362,2,3,4,4,0,3,4,5,3,0,0
M,50,14,928,2,0,0,1,2,3,2,0,3,2,3
M,25,1,871,4,0,2,5,5,5,0,0,2,5,2
M,35,7,458,0,4,0,3,0,3,5,5,5,1,5
M,1,14,235,3,3,3,1,0,2,4,0,2,1,0
M,18,20,78,1,0,5,1,0,2,3,5,1,3,0
M,25,0,988,5,0,4,4,0,3,4,0,2,0,0
M,1,11,610,4,3,0,0,0,2,0,0,1,2,0
F,1,8,193,1,0,3,5,0,0,1,0,1,2,4
M,25,7,89,4,3,2,4,0,2,3,5,4,0,2
M,56,4,652,3,0,4,4,3,0,1,0,1,0,0
M,18,7,236,2,3,0,5,0,5,1,0,0,0,0
M,56,4,301,0,0,0,3,1,2,0,5,0,0,3
F,56,12,440,4,0,2,3,5,0,2,5,3,4,1
M,35,15,337,5,3,1,1,4,0,0,2,5,2,2
M,45,4,88,1,0,4,3,0,4,2,0,4,0,0
M,25,8,618,0,2,5,0,0,2,3,5,4,2,4
M,56,16,277,2,0,0,0,2,4,2,3,0,3,3
F,56,9,942,2,0,2,5,4,0,4,0,1,2,5
M,35,18,303,3,1,0,5,2,3,1,3,1,2,4
F,45,17,78,2,0,5,1,0,2,3,5,4,0,0
M,56,3,152,0,0,5,0,0,5,0,5,0,0,0
M,18,4,66,1,0,3,3,0,4,0,0,4,5,2
F,25,8,276,2,2,1,4,4,0,1,2,1,1,0
M,56,5,111,0,1,0,1,0,3,0,3,0,0,0
M,45,6,442,2,0,5,3,0,2,0,0,0,5,0
F,50,8,284,4,2,2,5,0,4,0,4,1,4,0
M,25,4,680,1,3,0,2,0,5,2,0,4,5,3
M,56,14,431,2,0,3,1,3,1,4,2,0,2,0
F,25,20,708,0,0,0,4,1,1,0,3,0,3,1
M,18,4,114,2,0,4,1,4,3,5,1,3,0,5
F,25,11,559,0,2,0,2,0,2,0,1,1,4,2
M,50,6,760,1,1,2,0,4,0,5,3,5,2,3
M,18,17,223,1,1,5,1,5,4,1,1,4,4,0
M,56,5,801,5,2,3,4,0,2,2,2,5,1,0
F,25,1,652,1,2,0,4,1,0,4,0,4,4,0
M,1,4,927,2,0,5,5,5,3,3,5,3,0,4
F,25,19,396,1,2,0,5,5,5,0,0,2,0,0
M,25,1,490,4,2,3,3,0,5,1,0,3,5,0
M,56,1,662,4,0,3,4,0,2,5,0,1,4,0
M,1,2,275,0,2,0,3,4,4,5,0,5,4,2
M,25,17,290,2,0,4,5,2,4,2,0,2,0,2
M,35,17,993,1,4,2,0,4,0,0,0,3,0,3
M,45,2,485,0,4,5,5,0,1,3,0,1,4,0
M,18,5,285,3,3,1,5,4,2,3,0,3,0,4
M,35,20,751,3,0,4,2,0,4,4,1,5,0,0
F,18,5,459,5,0,5,1,0,3,1,1,5,4,4
M,25,0,56,0,2,5,2,0,1,1,0,1,2,0
F,25,7,434,1,1,1,5,0,2,4,0,1,4,0
F,50,7,121,5,4,0,5,3,3,0,0,1,1,1
M,50,6,775,0,1,0,2,0,4,5,0,5,5,4
M,1,16,13,1,0,0,4,0,2,5,3,1,2,0
M,35,14,328,2,3,5,5,0,4,1,0,4,5,0
M,45,16,235,3,0,0,3,0,3,3,4,4,2,0
F,35,0,494,1,0,3,3,1,1,2,0,3,4,3
M,35,0,775,2,0,3,3,0,2,0,3,0,4,0
F,25,0,605,2,4,3,0,0,0,1,0,2,4,3
M,35,10,984,5,0,0,3,0,0,2,0,0,0,2
M,45,12,830,3,4,5,2,0,2,0,0,5,4,0
M,45,1,672,0,2,0,1,1,1,2,5,0,0,0
M,25,7,87,0,1,0,0,5,3,0,0,1,0,1
M,25,3,64,1,2,2,2,0,2,3,4,0,4,0
M,45,9,917,0,0,2,3,2,5,2,0,2,0,1
F,45,6,76,4,0,1,1,5,2,5,3,0,2,4
F,50,9,630,2,0,0,1,0,4,2,0,5,4,0
M,1,8,123,1,0,0,1,0,5,2,2,0,4,2
M,25,15,928,4,3,5,1,0,2,2,0,3,5,1
M,45,16,765,4,3,3,0,0,1,3,4,3,3,0
F,25,15,836,4,0,0,5,0,2,0,2,1,2,0
F,18,7,923,2,0,0,4,5,2,1,0,0,0,2
M,50,11,802,4,0,5,0,2,0,2,2,0,4,2
F,50,0,115,4,3,0,0,3,4,3,5,4,5,1
M,25,17,13,1,0,5,4,3,2,2,5,2,4,3
M,25,4,132,2,0,1,1,0,2,2,0,3,0,0
M,45,2,797,1,0,0,3,2,5,0,5,0,5,2
F,25,19,328,2,1,1,5,0,1,4,3,4,4,0
F,45,3,765,1,0,3,2,0,0,3,0,3,4,4
M,45,13,950,4,3,0,1,0,4,1,1,1,0,1
F,18,11,458,5,1,2,4,5,0,1,5,2,1,0
M,1,12,22,5,0,0,1,0,1,3,3,3,3,0
F,45,0,756,4,0,3,5,5,3,5,4,4,1,3
M,25,4,928,2,0,5,1,0,1,3,2,2,1,0
F,25,0,927,5,0,5,3,0,2,1,1,0,0,0
F,35,6,66,1,2,4,4,4,4,3,5,5,3,2
F,18,0,958,0,0,3,1,0,1,5,2,1,1,0
M,35,15,245,3,2,0,2,2,0,0,3,4,4,4
F,18,7,609,0,0,0,0,5,1,0,4,5,0,1
M,45,1,843,0,0,5,0,1,4,2,0,4,3,0
M,18,18,641,4,2,4,3,0,3,2,4,0,3,0
F,25,13,841,4,0,1,4,1,0,5,0,4,3,1
M,35,16,965,3,0,1,3,4,0,0,4,4,2,3
M,56,9,442,0,0,4,0,5,3,4,2,4,4,2
F,25,4,984,3,0,3,5,0,0,3,0,4,4,0
M,56,11,631,2,1,5,1,0,2,5,2,0,0,0
M,18,13,206,1,4,5,3,0,1,3,0,4,4,0
M,45,11,910,2,0,5,3,0,1,5,5,0,2,0
M,45,7,322,0,1,5,3,0,2,3,4,0,0,0
M,25,0,797,0,2,5,3,5,5,5,0,1,5,1
M,25,4,544,0,1,0,4,0,3,4,0,1,0,0
F,18,4,485,3,4,1,3,1,4,4,2,1,3,3
M,35,18,481,2,0,2,0,5,3,2,1,3,4,4
M,50,8,782,4,4,1,0,5,0,2,0,3,1,2
M,25,1,582,0,0,4,4,3,3,1,1,2,0,0
F,25,7,970,3,0,5,4,3,3,3,0,0,0,5
M,45,0,598,1,2,0,0,4,4,5,4,0,3,0
M,18,9,580,2,4,2,1,0,2,4,0,1,1,0
F,35,6,601,4,2,0,1,3,5,1,3,3,1,5
M,50,7,16,3,2,3,4,0,1,2,0,0,0,0
M,56,4,358,3,2,5,4,0,5,3,0,5,0,0
M,1,17,314,5,0,0,1,0,1,5,0,4,4,0
