Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,45,17,38,0,4,2,0,3,3,2,0,4,3,0
M,18,0,146,3,1,2,0,1,5,3,1,2,1,0
M,56,19,770,3,2,3,2,1,5,5,0,2,5,1
M,25,8,941,1,0,2,1,5,2,3,5,1,4,3
F,50,7,708,0,1,2,1,1,1,0,0,5,1,5
F,45,1,756,0,0,0,1,1,0,0,5,4,2,4
M,56,20,17,0,0,4,0,4,4,1,0,4,0,0
F,35,7,161,1,3,3,2,0,4,1,4,4,4,5
M,56,14,285,2,0,4,0,0,3,2,0,4,0,0
F,35,18,60,0,0,2,0,0,3,3,0,5,4,3
F,1,16,322,4,4,4,2,3,1,3,0,2,2,3
F,18,7,417,3,2,5,0,0,1,1,2,4,0,0
M,45,20,811,1,2,4,0,4,2,2,4,4,5,3
M,18,20,410,5,2,4,5,1,0,2,1,3,0,3
F,35,0,597,0,0,5,0,1,4,4,1,2,0,3
M,56,14,761,0,4,5,1,3,4,5,1,1,0,5
M,35,3,602,3,0,2,3,0,2,3,0,0,0,0
F,18,0,700,0,0,3,1,1,2,3,0,5,0,0
F,45,2,601,0,0,3,4,4,5,4,1,0,3,0
M,56,12,442,0,0,3,3,2,0,5,0,5,1,3
M,45,7,465,5,1,1,1,0,2,3,4,1,5,5
F,35,4,323,4,0,3,2,1,5,1,0,2,0,0
M,1,1,482,0,0,3,3,0,0,4,0,4,1,3
F,1,9,984,5,0,5,4,2,2,3,1,2,5,4
F,18,10,280,3,0,1,0,0,2,0,0,3,5,3
M,1,1,89,4,0,3,3,0,0,2,0,0,4,3
M,50,17,6,0,0,4,3,0,5,3,0,4,3,0
F,56,7,74,0,0,2,1,0,0,1,0,1,0,0
M,25,16,290,3,4,4,0,0,5,0,2,0,0,5
M,56,0,29,2,0,0,1,0,0,1,3,5,5,0
M,56,1,319,1,0,1,4,0,4,3,1,4,0,3
M,18,8,834,1,3,5,0,1,1,2,2,1,0,2
F,50,9,103,0,0,2,0,5,4,2,4,3,0,0
M,1,1,943,0,0,4,0,0,2,5,4,1,0,0
M,50,14,940,5,0,2,2,0,1,4,0,2,0,0
M,50,0,336,0,0,2,0,0,5,4,0,5,2,2
F,25,15,152,0,0,0,0,0,4,3,3,0,4,0
M,35,9,582,0,0,3,1,1,0,2,2,2,0,0
M,35,19,325,5,1,5,4,1,2,0,0,1,0,1
F,35,2,977,1,3,1,1,1,4,1,4,0,1,2
M,25,11,382,3,0,1,0,2,1,5,0,2,4,4
F,35,11,376,0,0,3,3,5,4,5,2,4,2,2
M,35,13,967,2,0,4,0,2,4,4,3,4,1,4
M,35,0,811,0,0,1,0,0,1,4,0,5,5,0
M,1,2,950,0,0,4,0,1,4,4,4,3,4,3
F,18,12,931,0,0,2,0,2,0,5,0,0,0,0
M,45,6,186,2,4,5,0,5,5,3,5,5,0,0
F,18,12,245,2,1,3,0,2,0,2,1,3,0,3
M,1,1,501,0,0,1,1,0,0,3,0,5,0,0
M,50,9,148,1,4,0,3,1,2,0,1,0,4,5
F,1,17,224,3,3,3,4,1,1,0,4,5,4,5
F,45,17,69,0,0,4,2,5,4,5,5,5,1,4
M,50,0,627,1,0,1,3,0,3,4,0,0,4,3
M,56,6,956,0,2,2,0,0,3,2,0,0,0,5
M,25,19,60,4,0,0,1,4,0,1,5,1,5,5
F,1,0,370,5,0,4,3,2,2,4,1,2,0,0
F,56,19,672,3,2,5,0,0,0,0,1,1,4,5
F,18,5,87,0,0,1,2,0,5,4,0,0,0,0
F,35,14,223,1,4,4,4,0,4,0,0,5,4,2
F,25,0,33,5,3,4,2,0,3,3,3,2,0,0
M,35,6,480,1,1,2,0,0,0,4,0,1,3,1
M,1,7,805,3,1,0,5,0,1,4,1,4,0,3
M,1,4,465,5,0,4,1,2,4,4,4,3,2,0
F,35,20,581,0,0,1,0,3,4,1,0,4,0,0
F,45,19,502,3,1,2,0,2,2,0,1,1,2,3
F,45,17,457,0,2,5,0,5,3,4,2,5,0,0
M,25,20,454,0,0,1,0,0,2,5,0,4,2,0
M,45,20,197,1,2,1,0,4,2,3,1,4,4,3
F,56,17,672,4,4,2,0,1,2,2,2,5,1,0
F,56,14,501,5,3,2,1,5,2,0,5,5,1,2
M,45,1,469,0,0,5,0,0,4,5,1,0,2,3
M,25,3,581,0,3,5,1,3,0,5,0,5,0,0
M,18,18,911,1,0,3,2,3,4,3,3,5,2,1
M,25,17,880,2,2,4,3,0,1,0,0,1,0,3
M,50,13,83,3,2,3,3,2,1,3,4,2,4,3
F,18,15,262,0,0,2,5,0,1,5,4,2,1,1
M,45,5,947,5,0,2,0,2,3,0,1,2,0,3
M,35,1,968,0,0,5,0,0,1,4,0,1,3,0
M,1,3,309,5,1,2,4,0,4,4,0,1,0,0
M,25,11,136,4,0,0,1,0,0,1,0,4,3,0
M,50,10,907,1,1,2,0,3,5,0,1,3,4,3
F,56,4,921,0,3,3,0,0,2,3,0,2,3,1
M,56,2,986,0,0,4,0,5,0,4,5,3,5,5
F,25,0,235,0,0,5,0,0,4,0,0,3,0,3
M,50,0,328,0,4,2,5,3,0,4,5,5,4,0
M,50,3,605,0,1,5,0,3,5,1,0,2,0,1
M,25,5,60,0,0,5,4,0,4,4,0,0,0,0
M,25,12,481,5,2,2,0,0,0,0,0,2,5,0
F,35,16,69,0,4,4,0,5,0,5,2,4,2,0
F,50,1,292,0,0,0,0,5,0,2,5,2,5,0
F,18,12,313,4,0,3,3,0,4,2,4,5,5,0
M,25,1,424,5,0,5,0,4,3,4,4,3,0,3
F,45,6,165,2,0,1,0,1,5,4,0,3,3,5
F,35,3,603,0,0,3,0,3,3,0,5,4,5,0
F,18,11,190,2,0,2,0,5,0,0,3,2,0,0
M,18,7,63,0,3,4,0,4,0,2,1,4,5,0
F,25,4,234,0,0,1,0,0,0,4,0,0,0,0
F,45,0,944,0,0,3,0,0,3,5,0,0,0,0
M,50,15,220,5,0,1,0,0,4,0,0,0,3,0
M,25,0,261,2,1,4,3,4,0,2,5,3,5,3
F,18,9,53,5,0,4,0,0,4,4,0,1,0,4
F,35,15,265,3,0,0,0,4,4,2,2,2,0,0
F,50,18,534,1,3,2,4,0,0,0,0,3,2,2
M,1,16,600,5,0,0,1,0,1,2,0,4,5,0
F,18,1,605,0,0,1,4,1,0,1,4,4,0,0
M,25,14,966,5,2,2,4,0,0,2,0,5,4,3
M,50,18,123,0,2,1,0,0,3,3,0,3,0,0
M,50,17,787,0,0,5,2,0,2,3,0,2,3,0
M,50,17,942,2,0,3,0,0,2,4,0,4,4,0
M,50,7,554,0,0,2,0,0,0,2,0,5,0,0
F,56,7,468,2,0,3,3,3,4,0,3,4,4,5
F,56,14,625,2,0,1,0,1,1,0,0,2,2,3
