Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,35,17,6,0,0,1,4,2,0,2,1
M,25,20,6,2,1,4,3,2,1,2,4
M,25,17,6,4,4,2,3,3,0,5,5
M,1,7,6,3,3,1,0,3,0,1,3
M,35,17,6,3,4,1,4,4,0,4,0
M,25,8,6,4,5,0,1,0,1,5,0
M,35,17,6,4,4,0,0,3,4,0,1
M,45,6,6,5,4,1,0,4,5,4,5
M,50,17,6,5,4,0,5,5,0,4,3
F,35,12,10,0,4,3,3,3,2,4,2
M,50,2,10,3,4,4,5,0,0,3,3
M,50,8,10,3,1,3,1,0,0,2,0
M,18,1,10,3,0,0,1,3,1,3,2
M,25,11,10,4,3,4,0,5,0,2,4
F,45,12,10,1,1,2,2,0,1,1,1
M,18,2,10,2,1,0,1,0,1,0,3
F,25,18,10,5,4,0,4,0,1,3,2
M,25,17,10,5,3,0,2,0,0,0,3
F,56,14,10,5,4,0,0,0,0,5,0
F,56,7,10,5,2,0,5,4,3,5,0
M,45,0,12,2,4,1,4,0,0,2,0
M,56,14,12,5,0,2,2,5,4,3,2
M,35,0,12,1,1,0,0,4,1,1,0
F,18,11,12,4,4,3,0,3,2,5,1
F,56,0,12,4,2,2,0,3,4,0,4
F,1,1,12,5,0,0,2,0,0,1,2
M,25,0,12,5,1,1,3,0,5,3,5
M,1,17,12,5,0,0,4,2,5,3,0
M,1,19,12,5,3,0,0,3,1,2,0
F,35,17,12,5,4,0,5,2,0,5,0
F,45,8,13,4,2,0,2,3,2,5,4
F,18,19,13,2,3,0,0,0,5,1,2
F,18,13,13,5,0,0,3,0,0,4,5
F,18,11,15,0,4,0,4,0,0,0,4
F,45,1,15,0,3,2,0,4,1,3,2
M,25,4,15,1,2,5,4,0,1,1,5
M,25,0,15,1,0,3,0,0,2,5,2
M,35,19,15,1,2,1,3,0,4,4,1
M,25,4,15,1,1,0,0,5,3,0,0
M,25,3,15,2,2,0,5,0,1,2,3
M,45,16,15,2,5,4,4,5,0,0,4
M,25,9,15,4,0,0,2,1,4,2,5
M,25,19,15,5,4,5,0,0,4,2,4
M,25,4,15,5,2,0,1,3,0,1,2
M,25,17,15,5,4,2,3,0,0,5,4
M,35,2,15,5,2,0,2,0,4,4,1
M,25,5,15,5,0,1,0,3,0,1,4
M,18,11,15,5,4,0,4,5,0,5,0
M,35,7,15,5,1,0,1,5,0,5,5
M,35,16,15,5,1,0,2,0,1,4,0
M,25,14,15,5,1,0,5,0,2,5,4
F,45,20,15,5,5,0,2,5,5,1,3
F,1,12,15,5,5,5,2,2,4,4,0
F,35,1,112,5,0,1,2,0,0,5,4
M,18,5,16,0,0,3,3,0,0,1,5
F,25,4,16,0,4,0,4,0,5,1,0
F,25,8,16,0,3,0,0,1,5,0,4
M,56,7,16,0,1,3,0,4,1,1,0
M,18,7,16,1,3,0,5,3,0,0,0
F,35,4,16,1,4,1,4,4,4,4,5
M,50,20,16,1,2,1,0,4,4,2,0
F,56,12,16,1,5,2,0,2,0,3,5
M,45,14,16,2,4,0,0,0,5,5,0
M,50,8,16,2,5,0,2,5,0,1,0
M,25,19,16,2,2,0,4,0,4,1,4
F,25,2,16,2,4,2,0,0,3,1,0
M,18,0,16,3,4,2,5,2,1,5,4
M,45,0,16,3,4,1,0,3,0,2,2
M,56,0,16,3,2,2,0,0,0,5,1
F,25,6,16,1,5,4,5,5,1,2,4
M,18,14,16,4,4,0,2,0,0,2,3
M,56,12,16,4,1,2,0,1,1,1,2
F,18,14,16,4,4,3,0,0,1,2,0
F,35,17,16,4,4,1,0,3,4,5,5
M,25,18,16,4,4,0,5,0,4,1,4
F,56,16,16,4,4,4,0,2,0,5,0
F,35,0,16,4,4,5,1,5,4,1,3
F,25,3,16,5,1,3,0,0,3,2,0
M,35,16,16,5,0,3,4,5,1,4,4
F,35,17,16,5,1,2,0,1,1,1,5
M,45,10,16,5,0,5,1,0,2,1,0
M,35,14,16,5,5,0,0,0,1,4,4
M,25,7,16,5,4,0,1,0,0,5,5
M,35,17,16,5,4,0,5,5,0,0,3
M,56,12,16,5,2,0,2,3,4,0,4
F,25,11,16,5,3,0,0,4,4,4,5
F,56,2,16,5,0,1,5,3,0,3,0
M,45,3,16,5,3,3,3,0,0,3,3
F,25,20,16,5,1,1,2,0,1,5,3
F,35,7,16,5,0,2,2,3,0,0,2
M,25,1,17,0,4,1,3,4,5,0,1
F,50,7,17,1,2,0,5,0,2,3,5
M,25,1,17,5,5,1,2,0,0,0,1
F,25,9,17,2,4,0,4,0,1,4,2
F,18,17,17,2,4,2,2,0,3,3,0
M,35,5,17,3,2,0,1,1,3,1,4
M,56,16,17,5,4,0,5,0,0,0,5
M,25,9,17,4,4,3,4,5,0,4,0
F,35,13,17,4,0,1,4,0,4,5,0
F,25,15,17,4,2,1,4,0,1,4,0
M,18,7,17,4,2,0,2,0,3,0,2
M,25,7,17,5,1,1,5,3,5,1,1
M,1,10,18,0,0,2,2,0,5,1,0
M,56,0,18,0,3,2,2,0,0,3,0
F,1,4,18,1,2,0,1,0,5,2,0
M,25,16,18,3,0,1,3,0,2,2,0
F,25,0,18,4,2,1,3,4,4,3,3
M,45,0,18,4,4,4,2,5,0,1,5
M,45,15,18,4,5,0,4,0,1,4,4
M,35,4,18,1,0,0,3,5,0,0,5
M,25,16,18,1,1,0,5,5,3,2,0
F,25,4,18,5,5,0,1,3,3,0,3
M,25,0,18,5,3,5,0,3,0,4,4
M,50,10,18,5,4,0,1,1,5,2,4
M,25,4,18,5,4,2,0,3,3,4,0
M,56,7,19,0,4,1,0,0,4,5,5
M,45,15,19,0,3,2,0,0,4,4,2
M,25,14,19,0,4,0,2,0,0,2,3
M,25,5,19,1,0,0,3,3,0,2,0
M,50,11,19,1,2,0,0,0,0,1,0
F,25,4,19,4,0,0,2,5,4,5,3
M,18,18,19,4,4,3,0,3,1,2,5
M,50,1,19,4,2,2,5,1,5,2,5
M,18,1,19,4,1,0,3,2,4,3,0
M,56,10,19,5,5,0,0,0,4,0,0
M,25,16,19,5,4,0,1,0,3,4,2
M,18,14,19,5,1,5,0,4,1,3,3
F,45,7,19,5,4,1,3,0,0,4,3
M,25,19,19,5,1,4,2,0,0,3,1
F,56,1,19,5,5,1,5,4,2,4,0
F,1,0,19,5,1,0,0,0,0,2,5
M,18,17,20,0,5,0,1,4,1,0,5
M,25,17,20,2,4,0,0,5,4,0,5
F,45,0,20,4,4,5,4,2,5,2,3
F,56,8,20,4,5,1,2,0,4,4,5
