Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,3,600,4,5,3,1,2,5,4,0,5,5
M,1,1,81,0,1,2,0,4,3,4,5,2,5
M,1,1,81,0,1,2,0,4,3,4,5,2,5
M,1,1,81,0,1,2,0,4,3,4,5,2,5
F,56,13,537,0,5,1,0,3,3,4,5,1,0
M,45,20,801,0,5,5,4,2,4,2,5,0,5
F,56,8,181,1,4,5,1,4,1,2,1,1,1
M,45,20,801,0,5,5,4,2,4,2,5,0,5
F,56,13,537,0,5,1,0,3,3,4,5,1,0
F,35,3,534,1,0,1,2,3,4,2,0,4,4
F,25,12,740,2,0,2,3,0,0,4,2,3,4
M,18,2,780,1,1,1,3,5,5,0,3,1,5
F,25,3,600,4,5,3,1,2,5,4,0,5,5
F,18,20,285,5,3,2,1,0,5,2,2,0,4
F,18,14,811,3,4,3,1,1,1,2,0,3,0
M,56,16,296,5,3,5,5,1,0,5,2,0,4
F,18,5,532,0,5,0,0,4,4,0,3,0,3
M,56,16,296,5,3,5,5,1,0,5,2,0,4
M,1,1,81,0,1,2,0,4,3,4,5,2,5
M,56,16,296,5,3,5,5,1,0,5,2,0,4
F,18,14,811,3,4,3,1,1,1,2,0,3,0
M,56,2,152,5,5,2,0,0,5,4,4,4,5
M,56,11,48,3,2,4,1,4,1,0,5,0,0
M,1,1,81,0,1,2,0,4,3,4,5,2,5
F,35,3,534,1,0,1,2,3,4,2,0,4,4
M,56,2,152,5,5,2,0,0,5,4,4,4,5
F,18,5,532,0,5,0,0,4,4,0,3,0,3
F,35,3,534,1,0,1,2,3,4,2,0,4,4
F,25,3,600,4,5,3,1,2,5,4,0,5,5
F,56,11,662,4,3,4,3,4,5,4,2,0,4
F,45,8,466,3,0,0,0,0,0,4,0,0,1
F,45,4,115,0,2,1,0,4,3,0,3,5,0
M,50,14,950,2,1,5,4,0,2,1,5,5,0
F,25,16,6,5,3,5,4,1,4,4,2,4,0
F,35,8,809,1,5,4,4,4,4,3,4,0,5
F,56,11,662,4,3,4,3,4,5,4,2,0,4
F,35,3,534,1,0,1,2,3,4,2,0,4,4
F,18,5,532,0,5,0,0,4,4,0,3,0,3
M,50,12,957,2,2,5,5,0,5,2,1,0,2
M,50,14,950,2,1,5,4,0,2,1,5,5,0
M,1,1,81,0,1,2,0,4,3,4,5,2,5
F,50,15,803,0,0,0,0,3,5,3,2,5,5
F,35,5,946,3,0,1,0,5,3,3,3,3,0
F,25,14,915,1,1,2,2,3,0,3,2,5,2
F,25,16,230,4,0,3,2,4,4,0,0,0,4
F,18,6,946,5,0,1,2,0,5,0,2,0,2
F,35,5,946,3,0,1,0,5,3,3,3,3,0
F,35,5,946,3,0,1,0,5,3,3,3,3,0
F,45,4,115,0,2,1,0,4,3,0,3,5,0
M,56,11,48,3,2,4,1,4,1,0,5,0,0
M,25,2,980,1,3,0,4,2,2,1,1,1,0
M,45,20,801,0,5,5,4,2,4,2,5,0,5
M,45,20,801,0,5,5,4,2,4,2,5,0,5
M,50,10,146,1,3,3,1,0,1,0,4,3,3
M,56,11,48,3,2,4,1,4,1,0,5,0,0
F,45,1,554,0,4,4,0,0,0,0,0,0,0
F,25,12,740,2,0,2,3,0,0,4,2,3,4
M,56,16,296,5,3,5,5,1,0,5,2,0,4
F,18,4,452,5,3,2,4,4,5,4,5,2,5
M,18,2,780,1,1,1,3,5,5,0,3,1,5
M,56,16,296,5,3,5,5,1,0,5,2,0,4
F,1,18,446,0,0,3,1,4,4,4,5,5,4
F,45,1,554,0,4,4,0,0,0,0,0,0,0
F,18,20,285,5,3,2,1,0,5,2,2,0,4
M,25,8,497,2,5,2,1,4,4,2,5,4,3
M,35,0,857,4,1,0,5,1,1,0,1,3,0
M,25,8,497,2,5,2,1,4,4,2,5,4,3
M,45,17,115,2,0,0,1,0,4,3,5,1,0
M,56,11,48,3,2,4,1,4,1,0,5,0,0
M,25,17,522,4,0,1,4,0,4,0,3,5,4
M,35,7,986,5,1,3,5,5,4,0,5,5,3
F,35,5,946,3,0,1,0,5,3,3,3,3,0
F,45,8,466,3,0,0,0,0,0,4,0,0,1
F,56,8,181,1,4,5,1,4,1,2,1,1,1
M,18,10,109,2,1,4,4,4,4,3,2,0,5
M,56,16,296,5,3,5,5,1,0,5,2,0,4
M,50,6,122,0,0,5,3,3,0,4,1,0,0
F,18,20,285,5,3,2,1,0,5,2,2,0,4
M,25,0,370,2,4,0,5,5,1,1,0,4,4
F,18,5,532,0,5,0,0,4,4,0,3,0,3
M,18,2,780,1,1,1,3,5,5,0,3,1,5
F,25,14,915,1,1,2,2,3,0,3,2,5,2
M,50,6,194,3,5,1,4,3,5,4,2,0,4
F,56,13,537,0,5,1,0,3,3,4,5,1,0
F,45,8,466,3,0,0,0,0,0,4,0,0,1
M,56,16,296,5,3,5,5,1,0,5,2,0,4
M,45,20,801,0,5,5,4,2,4,2,5,0,5
F,1,15,406,0,0,3,4,3,1,1,5,3,4
M,35,9,245,4,2,1,0,2,5,0,4,3,1
M,25,14,551,4,5,5,4,0,4,4,3,0,4
M,35,10,606,4,5,0,1,4,0,2,2,0,5
M,25,2,980,1,3,0,4,2,2,1,1,1,0
F,56,1,301,5,2,3,5,2,4,3,1,5,1
M,50,14,950,2,1,5,4,0,2,1,5,5,0
M,50,4,982,2,1,0,1,4,5,2,5,2,4
M,25,2,980,1,3,0,4,2,2,1,1,1,0
F,35,15,321,1,3,2,1,5,2,2,1,5,0
M,35,0,540,1,1,3,5,0,0,3,1,3,1
M,25,14,551,4,5,5,4,0,4,4,3,0,4
F,18,20,285,5,3,2,1,0,5,2,2,0,4
M,35,9,245,4,2,1,0,2,5,0,4,3,1
M,56,6,604,1,3,2,3,0,0,4,2,4,0
M,25,19,786,0,4,0,3,3,0,2,5,0,5
M,35,0,857,4,1,0,5,1,1,0,1,3,0
F,35,15,321,1,3,2,1,5,2,2,1,5,0
M,35,7,986,5,1,3,5,5,4,0,5,5,3
F,35,5,946,3,0,1,0,5,3,3,3,3,0
M,35,10,606,4,5,0,1,4,0,2,2,0,5
M,35,10,606,4,5,0,1,4,0,2,2,0,5
M,18,2,780,1,1,1,3,5,5,0,3,1,5
M,56,12,934,4,1,5,1,1,2,2,3,1,2
M,45,3,421,0,4,2,5,3,4,0,5,3,5
F,56,5,115,2,2,5,3,4,4,4,0,5,0
F,18,20,285,5,3,2,1,0,5,2,2,0,4
M,50,5,297,3,4,3,0,2,4,2,2,4,0
M,35,9,245,4,2,1,0,2,5,0,4,3,1
M,25,8,212,0,0,0,2,0,0,0,2,3,2
M,35,9,245,4,2,1,0,2,5,0,4,3,1
F,25,7,906,0,5,5,2,5,2,4,0,0,1
F,35,3,847,1,4,0,5,5,0,0,4,4,0
F,56,5,142,1,5,3,3,5,5,0,0,4,3
M,50,18,275,5,0,1,1,4,5,0,4,4,2
F,18,14,811,3,4,3,1,1,1,2,0,3,0
F,18,4,452,5,3,2,4,4,5,4,5,2,5
F,25,14,915,1,1,2,2,3,0,3,2,5,2
M,1,6,20,2,0,0,0,4,5,0,5,0,1
M,35,13,811,4,4,1,3,4,1,4,4,0,5
F,45,1,554,0,4,4,0,0,0,0,0,0,0
M,35,12,878,5,5,2,1,3,2,2,1,1,0
F,35,6,450,2,2,1,0,1,2,3,0,0,2
M,56,14,109,2,0,4,0,0,4,0,1,4,3
M,35,10,606,4,5,0,1,4,0,2,2,0,5
M,18,10,109,2,1,4,4,4,4,3,2,0,5
F,35,15,321,1,3,2,1,5,2,2,1,5,0
M,35,15,953,4,1,2,4,5,5,2,5,0,0
M,1,12,486,2,5,4,3,1,0,0,2,4,1
M,25,0,370,2,4,0,5,5,1,1,0,4,4
F,25,7,906,0,5,5,2,5,2,4,0,0,1
M,25,17,522,4,0,1,4,0,4,0,3,5,4
F,25,12,740,2,0,2,3,0,0,4,2,3,4
F,50,14,115,1,0,1,0,4,3,0,2,5,0
M,50,7,977,0,3,1,1,3,0,3,1,4,3
M,45,20,801,0,5,5,4,2,4,2,5,0,5
F,25,7,906,0,5,5,2,5,2,4,0,0,1
M,35,9,700,3,0,1,0,4,2,0,1,2,0
M,35,0,857,4,1,0,5,1,1,0,1,3,0
M,25,19,786,0,4,0,3,3,0,2,5,0,5
F,35,13,820,0,3,2,4,4,1,2,5,3,5
F,56,17,301,3,5,5,5,4,1,2,3,0,1
M,1,5,465,2,0,4,3,5,0,0,0,3,4
M,35,9,41,0,1,5,1,4,4,1,5,2,0
F,50,14,115,1,0,1,0,4,3,0,2,5,0
F,25,7,557,5,5,4,0,5,4,3,1,1,5
F,25,14,957,5,1,0,1,0,4,0,3,3,0
F,25,19,941,3,5,1,4,5,0,1,4,2,3
M,25,2,980,1,3,0,4,2,2,1,1,1,0
M,1,5,465,2,0,4,3,5,0,0,0,3,4
M,45,1,606,4,0,0,0,0,0,0,2,0,0
M,35,9,245,4,2,1,0,2,5,0,4,3,1
F,25,19,194,2,1,0,0,3,5,0,4,5,2
M,45,17,115,2,0,0,1,0,4,3,5,1,0
M,50,4,982,2,1,0,1,4,5,2,5,2,4
M,50,17,144,1,0,4,3,2,4,1,3,2,1
M,25,8,212,0,0,0,2,0,0,0,2,3,2
F,18,4,553,3,5,4,3,4,0,4,1,0,3
M,18,13,880,0,1,2,3,5,0,0,5,3,4
F,1,18,446,0,0,3,1,4,4,4,5,5,4
F,56,5,969,5,2,1,3,4,5,2,2,3,1
M,35,7,986,5,1,3,5,5,4,0,5,5,3
F,25,1,534,5,2,5,4,2,0,5,1,0,0
M,18,2,780,1,1,1,3,5,5,0,3,1,5
F,56,11,303,4,2,5,0,4,1,4,1,1,4
F,35,5,946,3,0,1,0,5,3,3,3,3,0
F,1,1,949,2,1,0,3,1,0,5,3,5,3
M,56,11,48,3,2,4,1,4,1,0,5,0,0
M,56,14,109,2,0,4,0,0,4,0,1,4,3
