Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,18,5,17,2,2,5,5,0,3,3,0,0,3,0
M,18,16,672,3,0,2,0,4,5,1,3,3,2,0
F,1,10,629,3,0,4,5,3,0,0,2,4,4,2
F,25,2,104,0,0,0,3,3,1,0,5,4,0,0
F,25,15,894,4,0,0,2,1,3,1,2,0,0,3
M,25,11,17,5,0,4,1,2,5,4,0,0,0,4
M,18,14,815,3,0,3,3,1,4,4,5,3,2,5
M,45,3,13,3,0,1,2,2,3,5,5,4,0,0
F,25,2,49,1,0,3,3,0,5,4,0,4,5,0
M,35,15,21,3,0,4,1,0,0,5,2,4,0,5
F,25,2,775,5,2,0,4,2,3,0,0,0,0,1
M,50,1,778,2,0,0,3,0,0,0,5,0,0,5
F,45,7,301,0,0,1,3,1,0,4,2,5,0,0
F,35,9,285,2,2,0,0,4,4,3,2,2,3,0
F,35,0,984,5,4,2,3,0,1,5,2,3,5,4
F,25,8,616,1,0,0,0,1,3,4,4,0,0,0
F,35,7,931,3,0,0,1,0,2,0,5,4,4,0
M,56,7,358,5,4,3,5,1,5,4,0,3,4,4
F,1,3,118,4,2,4,0,3,0,1,0,5,0,3
M,50,3,480,0,0,0,3,1,2,2,2,2,1,2
F,25,17,109,0,4,0,1,3,3,4,1,1,0,1
M,1,8,337,2,4,1,2,3,4,0,2,3,4,1
F,18,15,641,2,2,4,3,2,0,4,4,0,4,3
F,56,7,303,2,1,5,5,5,4,4,4,0,0,5
M,1,3,809,5,3,0,0,5,5,5,0,4,0,5
F,18,14,331,2,2,4,3,5,2,5,2,1,0,4
F,45,17,799,0,0,0,0,1,4,2,3,4,0,5
M,35,0,549,3,0,4,0,5,0,4,0,4,0,2
F,25,4,555,3,1,3,1,2,5,1,3,4,0,4
F,18,16,381,1,2,0,3,5,1,3,0,5,3,4
F,35,20,618,0,4,0,4,3,4,2,5,0,0,5
F,50,15,132,5,3,0,3,0,5,4,4,0,3,2
F,56,0,563,0,0,0,1,2,4,0,0,0,5,0
M,45,3,974,3,0,1,0,2,5,5,1,0,0,5
M,18,3,12,4,0,4,1,1,2,1,3,4,2,4
F,25,5,274,0,0,4,3,4,0,2,4,0,0,5
M,25,16,148,4,0,4,4,5,2,3,3,3,2,0
M,56,20,984,5,1,5,3,1,4,1,4,5,2,3
M,25,12,720,3,4,4,0,3,1,3,1,0,2,5
M,18,4,743,0,4,0,4,0,3,4,0,4,1,1
F,50,0,581,3,1,1,0,1,5,0,4,0,5,3
F,35,1,460,0,0,0,5,3,2,3,5,4,5,1
M,35,17,598,4,4,4,4,1,5,0,1,4,3,1
M,50,0,987,1,0,0,0,0,0,0,2,2,1,5
M,35,12,973,1,0,0,5,5,1,0,4,4,1,0
F,25,4,559,0,4,1,2,4,5,0,2,2,0,1
F,45,14,331,5,0,3,5,2,0,5,5,4,4,3
F,35,7,37,2,3,1,0,2,5,3,4,0,3,3
M,56,7,640,5,1,0,3,5,4,5,5,0,5,1
M,56,11,493,5,1,5,2,1,2,0,3,4,4,4
M,35,17,772,1,2,4,3,0,0,0,0,0,4,5
F,18,2,841,5,0,5,2,2,4,2,4,0,1,0
F,50,18,430,0,1,0,0,2,4,2,3,0,0,3
M,45,16,53,4,2,2,3,5,3,3,1,5,5,3
F,18,1,265,3,0,5,1,2,2,1,3,3,0,1
F,35,4,838,0,0,3,5,5,3,5,1,4,0,4
F,18,3,833,4,0,5,3,0,3,2,5,2,0,0
F,56,0,459,0,4,5,5,1,1,2,1,0,3,5
F,25,0,631,2,0,0,0,0,4,2,4,2,3,0
M,18,15,915,5,0,2,1,4,5,2,0,0,5,0
F,35,1,287,5,3,5,3,0,0,4,4,0,4,5
M,35,2,625,3,2,4,3,0,3,3,2,0,0,2
F,35,9,431,2,2,3,2,0,5,4,4,3,0,5
F,35,17,672,0,1,0,1,0,0,4,0,0,2,5
F,45,9,902,1,0,1,0,0,2,0,5,3,0,0
M,50,4,120,0,4,5,0,1,4,5,3,5,2,4
F,35,2,838,0,0,0,1,4,4,4,2,0,3,1
F,50,9,850,0,0,4,0,2,4,3,2,0,3,5
F,35,17,462,2,1,3,2,0,2,1,4,3,0,1
M,18,4,68,0,1,5,3,0,2,4,3,4,0,0
M,50,17,610,3,0,0,2,3,4,0,3,0,1,0
M,35,3,273,4,4,5,3,3,5,1,0,1,4,2
M,45,12,941,0,3,3,0,2,3,5,3,0,0,1
F,25,17,194,5,3,5,5,4,0,1,1,4,3,0
F,25,5,221,2,1,0,3,1,0,1,1,3,5,4
M,50,19,622,0,0,5,0,3,3,5,3,0,0,5
M,50,12,181,4,2,0,3,0,4,4,1,0,2,4
F,18,12,907,1,0,3,2,4,5,3,3,0,2,0
F,25,19,605,0,0,0,0,4,0,0,1,4,1,0
F,35,7,136,5,3,1,1,1,2,0,4,0,4,2
M,25,4,245,4,0,4,0,0,3,0,4,3,2,0
F,45,17,360,5,4,3,0,5,0,3,0,0,2,5
M,45,1,433,1,0,4,1,0,5,3,0,4,2,0
M,35,0,777,4,0,2,5,0,4,0,0,5,3,0
F,35,5,838,2,0,5,3,4,0,3,1,1,4,0
M,56,0,452,0,2,2,3,5,1,0,0,4,1,4
F,18,5,410,3,2,5,1,0,4,1,3,4,0,4
M,25,13,847,4,0,0,0,2,1,2,4,0,2,0
M,18,13,840,2,2,2,3,1,1,2,3,2,2,2
M,25,3,902,5,0,2,0,1,0,5,1,4,4,5
F,18,11,208,4,0,4,1,5,0,3,3,0,4,0
F,50,2,303,1,3,5,5,0,2,5,3,4,3,5
F,25,17,230,5,3,4,3,0,0,0,2,4,4,0
F,35,13,328,4,0,2,0,4,4,2,3,5,4,4
F,18,7,672,0,4,0,0,1,5,5,0,0,0,5
M,25,18,221,3,0,4,5,5,5,0,1,0,0,2
M,25,16,294,5,0,0,4,2,5,4,1,3,5,0
M,25,10,856,3,3,2,1,3,3,3,3,4,4,4
F,25,7,606,0,0,2,3,1,3,2,1,5,1,0
M,35,16,672,0,3,1,5,2,2,4,0,2,0,0
F,56,8,27,0,1,3,5,2,0,2,4,4,0,5
M,50,17,173,5,2,1,1,4,3,1,0,3,5,0
M,56,6,481,2,0,5,1,4,0,0,3,0,0,5
M,18,8,523,3,2,5,0,5,0,1,2,3,5,0
M,25,14,924,0,0,3,3,1,3,2,4,0,2,1
F,35,1,181,5,0,2,0,5,3,3,3,0,2,1
M,35,10,120,5,3,4,0,0,0,2,3,5,5,0
F,35,3,140,0,3,0,4,3,3,2,2,3,0,5
M,50,0,945,0,0,3,5,0,0,2,1,3,0,0
M,50,19,21,4,3,0,1,4,4,4,0,4,0,0
F,25,3,530,1,3,0,4,4,5,2,1,2,0,0
M,25,10,560,5,0,1,2,2,0,1,4,2,1,1
M,1,10,458,3,1,2,0,5,2,2,4,0,0,5
F,25,6,424,3,4,0,0,4,2,4,4,0,0,0
F,35,16,441,0,3,2,0,1,1,3,0,4,0,0
M,56,9,908,1,1,5,5,5,2,0,1,4,4,0
F,25,2,224,3,0,0,3,0,0,1,4,1,0,0
F,56,1,261,3,3,5,3,2,3,4,5,2,0,0
M,50,0,988,0,4,4,3,5,0,2,4,0,0,2
F,25,0,326,3,0,0,2,5,0,0,4,2,0,4
M,50,11,930,2,1,3,3,4,0,3,4,4,0,4
F,25,20,535,0,0,5,0,4,2,2,4,0,0,3
M,50,9,597,1,3,2,0,0,4,4,5,0,3,1
M,45,0,437,2,0,2,3,0,3,2,0,4,1,0
M,1,0,326,5,3,2,3,2,3,3,2,0,2,4
F,50,18,68,0,2,1,0,3,1,0,5,2,1,0
M,25,8,378,5,4,0,5,0,3,1,5,2,2,0
M,1,14,82,3,0,2,3,4,4,4,1,0,4,0
M,35,20,149,1,2,0,3,4,2,1,1,0,3,1
M,56,7,799,3,0,5,2,4,4,4,5,3,0,2
M,50,16,655,2,3,0,0,2,4,3,0,4,0,4
F,35,16,483,3,0,3,0,0,4,1,5,5,0,0
M,35,8,904,4,2,5,3,0,3,1,5,5,0,2
M,25,0,522,0,2,5,3,1,3,1,5,0,0,0
M,25,6,62,0,0,1,0,4,0,4,0,5,0,1
F,50,5,547,2,0,1,5,4,3,1,4,0,4,4
M,35,19,891,1,0,0,5,2,5,5,4,0,0,0
M,25,18,987,0,3,5,1,3,2,4,0,0,2,1
F,1,9,590,3,2,3,3,4,4,1,5,0,4,0
F,25,1,640,0,1,2,4,0,0,5,2,2,0,0
F,18,13,954,0,0,4,1,0,2,2,3,0,0,0
F,45,15,206,5,0,5,5,5,2,1,3,5,3,5
F,1,2,830,4,3,2,0,2,0,3,5,4,2,5
F,50,8,540,3,2,2,5,0,4,1,1,0,0,1
F,25,2,764,3,4,0,3,1,5,0,5,0,0,0
F,56,9,751,2,1,3,1,5,3,2,1,2,0,4
M,56,17,947,1,0,4,4,2,1,5,0,2,3,0
F,18,15,372,3,0,1,1,0,2,4,1,4,4,5
M,50,0,616,2,4,1,4,5,1,5,5,2,4,2
M,45,0,18,3,0,5,3,0,3,2,4,4,1,0
M,50,5,358,0,2,5,5,2,4,5,0,0,1,3
M,25,16,927,0,1,5,4,0,4,0,2,0,0,0
F,25,20,89,0,0,0,4,3,4,0,1,4,2,1
M,18,4,287,0,0,5,2,2,0,1,4,4,4,0
M,25,18,297,5,4,4,0,1,5,5,5,0,4,4
F,50,15,997,3,4,0,0,3,0,1,5,4,0,2
F,1,2,33,4,2,0,0,0,4,5,0,5,4,0
M,18,18,379,3,4,5,4,2,2,4,5,2,0,3
F,50,11,672,0,0,0,0,0,2,3,4,0,3,0
F,50,11,396,0,3,0,5,5,0,0,1,2,3,4
M,1,16,63,3,3,0,5,3,1,3,1,2,0,4
F,18,7,934,0,1,2,3,0,4,0,1,3,3,4
M,1,13,277,1,0,0,0,2,0,1,0,0,2,0
F,45,19,490,4,0,3,5,5,2,1,3,2,3,0
M,18,15,229,1,1,2,3,2,2,1,1,0,3,5
M,18,17,150,2,0,5,1,0,1,0,5,2,0,0
M,35,15,967,0,0,0,1,0,1,2,3,0,3,0
F,50,17,302,1,3,0,0,2,3,2,1,1,2,0
F,25,17,836,3,3,4,0,4,1,2,3,3,5,5
M,35,18,373,1,3,0,3,0,2,3,5,0,5,5
F,25,15,836,3,0,3,2,0,5,2,3,3,0,0
F,25,4,945,1,1,3,5,0,0,2,0,4,0,4
F,18,4,904,3,0,5,3,5,5,5,1,0,0,2
F,56,4,349,3,0,4,0,4,5,5,0,4,3,5
M,45,18,758,0,0,4,0,0,0,5,0,0,1,2
F,18,0,796,3,2,2,3,4,4,4,4,4,3,0
M,35,0,601,4,0,4,1,5,2,0,5,2,0,0
M,45,3,916,3,0,1,5,0,3,2,1,0,4,0
M,1,10,910,3,0,3,1,0,1,4,3,4,3,0
M,25,9,121,1,0,3,3,5,2,5,5,4,1,0
F,45,14,84,2,4,2,2,2,5,2,5,5,4,5
