Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,50,6,6,5,2,3,0,0
M,56,0,6,0,1,4,4,0
M,1,0,6,2,2,3,3,0
M,45,2,6,5,4,4,4,2
F,25,16,6,0,2,2,4,3
M,25,7,6,0,5,2,0,3
F,45,20,6,5,4,0,5,3
F,1,7,6,0,4,2,1,4
F,45,11,6,1,4,2,0,4
M,56,19,6,1,3,2,0,5
M,45,17,10,4,4,2,4,0
M,25,14,10,0,2,3,0,0
F,18,6,10,0,3,0,5,0
F,25,3,10,0,2,5,1,0
M,18,2,10,0,3,3,0,0
M,25,15,10,5,4,0,0,1
F,25,7,10,3,5,3,1,3
M,50,15,10,2,2,0,3,3
F,25,7,10,0,5,0,0,3
F,56,0,10,4,2,5,5,3
F,35,12,10,0,1,4,0,4
F,18,12,10,0,5,0,0,5
F,45,13,12,1,1,0,1,0
F,25,18,12,4,0,4,1,0
M,35,7,12,1,5,0,0,0
M,25,6,12,3,4,5,1,0
F,50,1,12,0,1,4,0,0
F,56,20,12,4,5,2,1,0
M,50,1,12,0,4,4,3,0
F,18,5,12,0,1,4,0,0
M,56,4,12,0,0,1,1,2
M,45,7,12,0,1,0,2,3
M,25,10,13,4,3,0,0,3
F,25,5,13,0,1,2,0,3
M,45,14,13,1,2,3,2,0
F,25,16,13,3,1,2,2,5
F,1,0,15,2,3,0,5,0
F,18,17,15,4,1,0,1,0
M,35,20,15,3,1,0,1,0
M,25,11,15,2,3,3,2,0
F,25,1,15,5,5,0,0,4
F,35,20,111,2,4,0,3,0
M,45,14,15,0,0,2,5,1
M,25,6,15,5,2,2,1,1
M,35,16,15,0,2,3,2,1
M,25,19,15,5,3,0,4,1
M,18,18,15,4,4,1,2,2
M,25,2,15,4,5,3,0,2
M,50,4,15,5,3,5,0,2
M,25,4,15,1,5,5,0,3
M,25,10,15,0,5,0,0,3
F,25,4,15,0,0,1,0,5
M,35,6,15,1,0,0,5,5
M,18,12,15,0,1,0,3,4
M,45,18,15,1,5,2,0,4
M,35,14,15,4,0,0,2,5
F,25,8,15,5,1,1,2,5
M,35,6,16,4,1,0,0,0
F,50,8,16,1,1,0,0,0
M,56,7,16,0,5,0,0,0
F,18,13,16,0,5,0,5,0
M,1,4,16,4,5,0,0,0
M,1,0,16,4,0,0,0,0
M,35,4,16,5,5,1,5,0
F,25,14,16,0,1,0,0,0
M,45,11,16,0,5,0,0,0
M,25,17,16,3,2,0,3,0
F,35,10,16,4,2,0,0,0
F,18,5,16,4,4,0,3,0
M,1,10,16,0,1,0,2,0
F,1,7,16,4,3,0,3,0
F,18,1,16,0,2,0,0,0
M,25,0,16,0,2,0,1,0
F,35,13,16,0,1,1,4,0
M,50,11,16,0,5,0,0,0
M,45,0,16,0,5,0,1,1
M,35,19,16,4,3,0,0,1
M,56,16,16,0,5,0,3,5
M,25,10,16,1,2,0,0,1
M,45,0,16,3,3,4,1,1
M,25,7,16,2,2,0,1,1
