Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,1,0,6,3,0,4,4,0,2,0,1,4,0,0
F,18,0,6,0,0,3,0,0,0,0,1,0,0,0
F,18,0,6,2,0,1,1,0,4,3,3,1,0,3
F,25,0,6,0,0,2,5,4,3,2,4,2,3,3
F,56,0,6,0,0,3,3,0,5,0,1,0,0,0
F,56,0,6,1,1,2,0,0,0,4,1,4,0,4
F,25,1,6,3,2,0,4,0,0,0,3,0,0,5
M,25,1,6,0,0,0,4,0,2,3,4,0,0,0
F,35,1,6,0,0,4,4,0,0,0,1,4,0,0
F,56,2,6,0,2,1,4,3,1,5,0,5,3,3
M,35,4,6,0,0,3,0,1,3,3,2,2,0,4
F,18,5,6,2,1,0,1,1,3,1,4,2,0,4
F,25,5,6,4,0,5,2,5,2,3,2,5,3,5
M,18,7,6,0,0,3,0,0,0,5,1,4,0,0
F,25,7,6,4,0,3,4,0,4,4,2,5,0,0
M,25,7,6,2,0,2,1,1,1,2,3,2,3,1
M,35,7,6,5,0,2,4,0,3,4,5,4,3,4
F,45,7,6,0,0,4,4,0,2,5,3,1,3,0
M,50,10,6,3,0,3,5,5,0,4,0,5,3,4
F,56,10,6,0,1,0,1,0,3,3,0,3,3,5
M,1,11,6,0,0,0,1,0,4,2,2,5,0,0
F,25,11,6,4,0,5,2,3,0,4,0,0,3,0
F,50,12,6,2,1,2,5,5,3,1,2,1,0,2
M,50,12,6,4,0,1,3,3,1,5,0,3,1,4
F,1,14,6,3,0,4,3,3,4,5,1,4,3,0
F,25,14,6,2,0,0,0,0,3,1,5,4,0,5
F,50,14,6,1,0,4,5,1,1,5,5,2,0,3
M,56,15,6,4,3,2,3,4,4,5,4,1,3,2
M,50,18,6,4,0,1,3,0,0,0,5,4,0,2
F,56,18,6,2,1,4,0,0,1,0,3,2,3,1
M,56,0,10,3,4,1,5,4,2,0,5,3,1,4
M,18,2,10,4,0,2,1,3,2,5,1,3,0,3
F,45,3,10,4,0,3,5,2,1,4,4,4,2,0
F,18,4,10,0,0,0,4,2,0,0,1,0,0,0
F,25,4,10,1,0,1,0,2,3,3,3,0,2,4
F,56,5,10,4,2,4,0,4,4,5,0,5,3,3
M,56,5,10,2,2,2,3,5,1,4,2,4,5,0
F,45,6,10,4,3,0,2,4,3,4,0,2,0,3
M,25,11,10,0,1,3,0,0,0,2,0,0,0,3
M,50,11,10,4,0,3,1,1,4,0,0,0,0,0
F,50,12,10,5,0,4,5,3,4,5,5,3,5,2
F,18,16,10,0,0,4,0,2,3,3,0,4,2,0
M,45,16,10,4,2,4,0,3,4,0,1,2,0,0
F,18,17,10,2,0,3,1,0,3,0,1,4,0,0
F,25,17,10,0,0,4,0,2,4,0,0,0,1,2
F,45,17,10,0,0,4,0,0,0,2,4,3,0,0
F,45,17,10,0,0,4,5,3,1,3,1,2,2,4
F,56,17,10,3,2,0,1,3,4,0,4,0,0,1
F,35,19,10,5,4,4,5,2,2,3,4,0,0,4
M,56,19,10,4,4,0,5,3,3,3,4,0,4,1
F,45,0,12,0,0,2,4,0,0,0,5,3,0,0
M,35,2,12,3,1,2,2,0,2,1,4,4,0,2
M,50,2,12,3,0,0,1,5,3,4,4,1,0,3
M,18,6,12,3,3,2,0,1,2,1,0,3,2,4
M,50,7,12,0,0,0,5,5,4,3,4,4,0,2
F,18,9,12,4,0,0,3,4,4,4,0,0,5,5
M,45,9,12,0,3,4,4,3,2,4,0,4,0,3
F,18,10,12,4,0,4,2,0,0,4,0,0,0,0
M,56,10,12,4,0,1,0,0,1,3,0,4,0,4
M,1,13,12,2,2,2,3,4,4,0,5,2,0,0
F,18,14,12,0,0,2,3,2,1,0,4,4,0,0
M,18,16,12,0,0,5,4,0,3,0,3,5,0,1
F,45,18,12,5,3,4,4,5,1,3,0,5,4,4
F,18,0,13,5,1,1,4,2,4,0,2,5,3,3
M,18,0,13,2,0,4,0,0,4,4,0,2,2,3
M,25,0,13,0,0,3,0,0,3,4,1,0,0,5
M,35,0,13,4,0,1,0,0,3,1,4,2,0,4
F,50,0,13,4,0,1,1,1,0,0,0,0,0,4
M,35,5,13,0,0,4,4,1,4,0,3,0,0,0
M,35,5,13,4,0,0,0,5,0,1,4,2,0,4
F,1,6,13,5,4,4,4,2,1,0,0,2,0,3
F,50,6,13,0,4,0,1,0,0,0,4,5,0,0
M,35,7,13,2,4,3,2,3,3,4,0,3,3,1
F,45,7,13,4,2,4,3,5,5,5,0,3,1,3
M,25,10,13,0,0,3,0,0,0,5,1,0,0,0
M,1,11,13,1,4,2,4,3,5,1,1,0,1,5
F,25,12,13,0,0,3,2,3,0,1,4,0,0,0
M,35,12,13,4,2,1,3,1,0,3,2,4,0,2
F,50,12,13,2,2,3,4,0,3,0,0,3,4,4
M,18,13,13,0,0,3,0,0,0,0,3,5,0,0
F,18,14,13,0,2,3,4,4,4,0,5,5,1,4
M,18,15,13,2,3,3,0,3,1,1,3,2,0,4
F,25,15,13,1,3,1,0,0,4,3,0,0,2,5
F,35,17,13,4,2,5,0,4,3,5,5,5,0,3
F,50,17,13,0,0,3,4,0,3,2,0,0,0,0
F,35,20,13,2,4,4,0,4,3,4,4,3,0,3
F,50,20,13,2,1,1,3,1,2,0,4,0,3,4
F,35,2,15,3,0,5,0,4,0,5,4,4,0,2
M,18,3,15,0,0,0,2,1,1,0,4,4,0,4
M,45,3,15,2,0,5,3,2,3,4,1,3,0,1
F,50,3,15,1,2,5,2,5,1,3,1,0,0,0
F,35,6,15,0,0,5,3,5,2,5,3,3,0,2
F,18,7,15,0,3,4,3,0,2,0,2,2,3,1
F,1,10,15,4,0,1,2,3,4,0,2,0,0,5
M,25,10,15,0,0,4,4,0,3,5,0,0,0,0
M,45,10,15,2,0,1,4,0,3,4,3,3,0,4
M,45,10,15,2,2,0,2,0,0,5,0,1,0,0
F,25,12,15,0,0,4,3,0,0,4,0,0,0,0
F,56,12,15,2,2,3,2,0,1,4,5,2,5,3
M,35,13,15,0,0,3,4,0,4,4,0,5,0,2
M,35,17,15,4,4,2,4,2,2,5,2,5,0,3
F,56,17,15,2,0,1,4,5,3,0,0,3,5,5
F,50,0,16,0,0,0,5,5,0,3,1,3,0,0
F,56,0,16,0,4,5,1,4,5,0,2,0,0,3
F,45,1,16,0,2,4,3,5,5,3,4,1,0,3
M,35,2,16,1,1,2,2,3,3,3,1,5,0,2
M,18,4,16,0,2,3,2,3,0,0,4,2,3,5
F,45,4,16,5,2,3,4,2,3,0,3,4,3,0
F,25,5,16,0,0,4,3,1,2,5,1,2,4,0
M,45,6,16,0,0,4,3,3,0,4,1,0,3,1
M,1,9,16,0,0,3,1,0,0,3,4,0,0,2
M,35,11,16,1,4,2,3,0,3,5,3,4,0,4
M,18,12,16,0,3,3,3,5,4,4,4,3,0,0
F,1,17,16,1,0,2,3,0,1,0,1,4,5,0
F,35,17,16,0,0,5,4,0,4,0,0,5,2,0
M,25,20,16,3,0,5,4,0,2,0,5,5,0,2
F,25,0,17,2,2,5,1,1,4,4,0,4,3,4
M,18,1,17,3,0,0,2,0,1,0,3,1,2,0
F,35,1,17,0,0,2,0,1,0,3,1,0,0,4
F,35,3,17,3,0,1,5,1,4,4,3,4,4,4
M,50,3,17,0,0,0,5,3,2,1,5,4,0,2
M,50,3,17,0,2,5,3,2,2,1,1,1,0,4
F,35,5,17,3,2,5,1,1,0,3,4,0,3,2
F,18,6,17,0,0,4,5,2,5,4,0,5,0,0
M,35,7,17,1,0,5,2,4,1,4,5,1,1,4
F,50,8,17,4,1,0,4,2,2,3,0,2,3,5
F,18,9,17,0,3,2,5,4,1,0,5,2,0,2
F,25,9,17,0,0,1,2,0,5,0,0,5,0,0
M,25,9,17,3,0,3,1,2,0,0,1,0,0,0
F,1,10,17,3,0,3,4,0,0,0,4,0,0,0
F,45,12,17,0,0,1,2,3,0,3,0,5,0,0
M,18,14,17,0,1,4,4,0,4,0,2,5,0,0
F,50,17,17,1,0,1,3,1,3,2,5,4,0,4
M,45,18,17,0,0,2,0,2,0,3,0,2,0,5
F,45,0,18,0,0,2,0,0,4,3,2,4,0,0
F,45,0,18,0,0,2,3,2,0,0,1,4,2,2
M,45,0,18,0,0,1,0,0,0,1,4,1,0,0
F,50,0,18,3,0,4,3,5,0,4,0,5,2,0
F,25,1,18,0,0,3,0,0,4,4,0,0,0,0
F,45,1,18,0,0,4,0,1,0,4,0,0,0,0
F,25,2,18,0,1,4,3,2,3,4,3,3,4,5
F,50,2,18,5,0,1,1,5,0,3,1,4,4,4
F,25,3,18,0,0,3,5,3,3,1,0,5,0,2
M,25,3,18,0,0,4,2,0,4,0,4,4,0,0
F,45,3,18,0,0,3,5,3,4,1,4,4,2,1
F,25,4,18,2,0,4,0,4,4,3,1,4,0,0
F,45,4,18,2,0,5,1,5,1,3,5,2,0,0
F,50,4,18,0,0,4,1,5,3,0,0,0,5,0
M,50,5,18,2,0,1,0,2,1,4,3,5,3,2
M,50,7,18,5,3,0,0,5,0,0,0,4,0,5
F,1,8,18,3,0,1,0,4,3,4,5,3,0,0
M,35,8,18,0,0,1,0,5,0,1,0,0,0,0
F,18,9,18,0,0,2,4,0,2,4,5,5,4,2
M,18,9,18,0,0,3,0,0,0,2,3,0,0,0
M,18,9,18,0,0,4,1,2,5,1,4,0,0,0
F,35,9,18,0,0,2,1,5,3,3,4,4,3,0
F,35,10,18,0,0,3,4,0,0,2,5,4,0,5
M,1,11,18,0,0,1,4,5,1,2,3,2,0,0
F,25,12,18,3,3,0,5,2,4,1,0,1,0,3
F,56,12,18,3,3,1,3,5,4,3,3,5,0,3
F,18,13,18,1,0,0,0,0,2,0,0,0,0,5
F,25,14,18,4,0,5,2,1,4,3,0,3,0,5
F,35,15,18,5,3,4,4,5,3,3,4,4,5,2
F,25,16,18,4,4,3,1,1,5,1,0,0,0,0
