Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,25,7,221,3,0,0,5,4,5,2,2,2,0,1
M,35,17,793,0,0,2,0,0,5,1,1,1,4,1
F,50,14,549,5,0,2,0,3,3,5,0,4,3,2
F,18,2,22,5,4,0,5,5,0,5,1,5,0,0
F,18,7,758,5,2,4,4,0,0,4,2,0,0,0
F,50,16,488,2,0,1,0,2,2,5,0,0,0,3
M,50,12,30,0,4,0,3,3,1,3,3,4,0,4
M,45,16,103,1,0,5,3,0,3,2,5,0,2,4
M,18,7,925,3,1,3,2,1,1,3,0,3,1,0
M,25,5,450,0,0,4,1,0,2,0,3,0,0,0
F,56,18,272,3,1,5,4,4,1,0,4,0,1,3
M,25,14,354,0,0,5,4,0,5,0,4,0,1,0
M,56,3,301,2,3,2,3,5,1,1,0,3,0,0
M,56,7,424,3,0,1,4,4,0,1,4,4,1,0
M,18,7,33,5,1,3,5,0,1,3,0,4,0,0
F,1,16,720,1,0,5,4,4,2,5,5,4,1,4
M,50,5,56,1,0,5,4,0,0,2,3,0,5,3
M,1,19,286,5,0,0,1,1,3,0,5,4,1,0
F,45,9,652,5,2,2,4,3,5,0,2,3,0,2
M,56,5,853,5,2,3,4,0,5,0,4,0,3,0
M,35,1,980,0,0,5,4,3,1,1,1,3,0,1
F,35,13,302,2,4,1,1,4,0,4,2,2,0,0
M,1,5,78,4,3,3,2,0,3,3,5,0,0,5
M,25,15,180,0,0,4,0,0,0,0,1,0,0,3
M,45,8,915,2,4,2,1,1,0,5,1,0,3,0
F,35,16,758,5,0,3,3,2,3,1,2,2,0,2
M,18,1,949,0,3,2,1,4,3,3,0,4,0,4
F,18,19,598,4,0,1,1,0,3,2,5,0,1,2
M,18,4,915,1,4,4,0,2,2,4,0,0,3,1
M,18,5,662,1,2,0,0,0,0,5,4,0,3,0
M,35,13,915,5,0,0,5,3,0,3,3,5,0,1
F,18,19,76,2,0,2,3,1,2,4,0,0,2,0
M,50,13,320,5,0,0,0,4,4,4,5,2,5,0
F,35,4,811,1,2,4,0,2,2,2,0,4,2,0
M,45,19,914,0,0,3,4,4,3,4,5,1,0,4
M,50,17,532,5,0,4,3,0,3,3,4,5,1,5
F,50,0,535,5,0,4,0,1,2,5,2,5,2,0
M,50,5,226,1,2,0,4,2,0,4,2,2,0,0
M,25,11,988,1,3,5,0,4,4,5,2,3,2,5
F,18,4,161,4,3,1,2,1,5,1,1,0,0,0
F,18,19,221,2,0,0,5,0,2,0,0,2,0,0
M,25,8,708,5,0,0,3,1,5,0,0,3,0,2
F,45,20,804,0,3,5,5,0,5,5,4,0,0,0
M,50,20,69,0,4,0,5,0,1,0,4,3,1,0
M,56,6,790,5,1,3,2,2,2,1,1,1,5,5
F,35,0,820,3,0,3,0,5,5,1,5,4,0,0
M,1,7,786,2,0,3,0,5,2,3,4,1,4,2
M,1,19,740,5,3,0,4,3,5,3,5,5,0,4
M,18,6,208,2,0,4,0,0,0,5,4,0,5,2
M,18,17,811,0,0,4,3,0,3,4,2,4,0,0
F,25,7,26,0,0,2,0,0,4,2,4,4,0,4
F,56,17,782,0,3,2,0,1,2,5,3,2,1,2
M,1,10,680,5,2,4,4,0,4,2,4,2,3,2
F,56,16,975,4,0,3,0,5,4,2,2,4,1,0
M,35,12,325,3,0,3,5,4,2,5,2,3,0,0
F,56,6,959,0,2,2,0,4,2,2,3,3,3,2
M,56,14,221,0,2,1,0,0,5,5,0,4,3,0
M,25,13,98,0,0,0,3,0,0,0,0,3,0,4
M,18,6,641,0,3,5,1,0,1,1,0,4,5,1
F,56,17,923,0,3,0,1,0,1,1,4,0,1,3
F,18,9,820,4,1,0,3,1,1,2,4,4,2,0
M,18,20,980,3,0,4,4,1,5,0,0,1,0,3
M,1,2,466,0,3,2,0,2,5,1,5,0,0,2
M,1,12,826,1,3,1,2,4,3,2,5,1,1,4
F,45,16,223,5,0,5,3,2,5,0,1,4,0,1
M,18,17,236,4,0,4,0,3,0,3,0,4,0,1
M,1,13,272,5,4,1,1,5,0,0,4,5,2,4
M,45,20,347,2,2,5,2,4,5,2,2,5,0,1
F,25,1,115,0,4,0,0,4,4,1,0,1,0,2
F,1,7,210,5,0,1,4,2,5,1,2,3,0,4
M,45,15,207,2,0,3,3,0,3,1,2,5,1,4
M,35,13,919,1,0,5,0,0,5,2,3,5,5,0
M,45,1,157,0,4,0,0,0,1,5,2,0,5,4
M,1,12,377,5,0,1,2,0,1,2,0,2,5,2
M,35,15,735,3,0,0,0,0,4,5,3,4,0,0
F,50,4,815,3,2,3,3,3,1,4,2,3,0,3
F,25,6,801,0,2,2,2,1,1,4,5,4,1,0
F,45,2,56,2,0,0,0,5,2,1,1,4,1,2
M,18,4,841,1,0,4,0,0,3,2,4,4,1,0
M,50,19,13,0,2,3,0,2,0,4,3,4,1,2
M,1,4,360,1,0,0,0,0,4,1,5,4,2,0
F,35,0,980,3,0,3,3,0,0,4,3,0,3,0
M,45,17,166,4,2,2,0,2,3,3,1,1,1,0
M,25,0,926,5,2,0,0,0,0,3,1,4,0,0
F,1,15,946,3,1,5,3,1,3,2,4,0,5,0
F,1,10,33,0,0,3,2,4,1,2,1,1,5,1
F,1,11,440,3,1,1,1,2,4,1,1,5,5,0
M,45,17,863,4,3,5,3,4,1,2,4,3,3,1
M,18,0,121,5,0,2,3,0,0,0,1,3,4,4
M,45,9,191,0,0,3,4,0,0,5,4,4,5,4
F,25,1,240,0,0,5,2,0,5,1,1,3,0,5
M,25,10,12,0,0,0,3,2,0,0,0,2,2,0
M,45,0,658,1,2,4,4,0,5,1,5,2,5,3
F,50,11,571,0,4,3,5,1,5,0,0,2,0,3
M,45,9,327,0,0,4,1,0,5,2,0,3,0,0
