Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,35,17,993,0,3,2,4,0,3,3,0,0,5
M,25,20,338,0,0,2,3,3,5,0,4,0,0
F,1,0,914,2,2,5,0,0,1,0,1,4,2
M,25,3,878,2,5,4,4,4,1,2,2,5,1
F,25,13,802,2,3,4,2,3,4,4,5,0,4
F,45,20,109,3,5,5,2,3,0,0,4,4,5
M,1,6,836,1,5,5,5,5,3,3,0,0,0
F,1,6,942,1,5,3,1,5,4,0,0,3,4
F,25,6,282,0,2,5,4,3,3,2,1,3,0
F,35,13,797,5,2,1,0,2,0,0,3,4,4
F,25,12,972,0,3,1,0,4,1,4,0,5,2
M,50,9,168,1,4,0,0,5,5,0,4,0,0
F,45,1,815,1,0,4,0,0,0,1,4,0,5
F,18,8,987,1,4,1,3,3,2,4,0,4,0
M,56,0,191,4,1,1,5,5,3,1,0,0,0
M,1,14,830,0,3,2,1,0,0,2,0,0,4
M,50,16,974,2,1,2,3,3,3,1,3,0,2
M,56,16,146,0,4,5,3,2,3,3,4,0,0
F,35,5,580,5,0,3,3,0,5,0,4,3,1
M,1,10,330,4,1,5,0,0,4,0,3,4,0
F,50,0,115,3,2,2,0,1,2,4,0,0,3
F,18,4,840,3,5,0,1,4,0,0,5,1,3
M,1,16,469,0,5,1,4,4,1,0,0,0,5
F,50,20,130,0,2,2,1,0,5,2,0,4,5
F,35,7,417,1,1,2,0,2,5,4,4,0,5
F,25,6,362,2,3,3,0,4,4,3,0,3,2
F,1,10,471,3,0,3,4,4,0,4,4,0,4
M,35,20,974,1,3,3,1,0,3,2,4,4,0
M,45,1,727,3,5,3,4,1,4,0,4,0,0
M,50,18,809,3,0,3,3,1,1,2,5,4,4
M,1,8,983,4,4,4,3,0,2,0,1,4,0
F,50,6,261,2,2,5,5,2,4,3,0,3,0
M,25,0,105,1,1,4,4,4,1,0,0,2,4
M,45,12,326,5,1,3,2,0,3,2,1,5,1
F,56,16,146,4,4,5,4,2,3,2,4,0,0
F,50,18,503,0,4,4,0,4,0,0,0,5,0
M,35,17,735,2,4,3,3,5,1,0,3,0,5
F,56,19,968,1,0,5,1,2,5,2,3,1,0
F,1,15,312,1,0,4,5,4,0,4,0,1,0
F,35,15,841,3,0,2,0,4,2,5,0,3,0
F,35,13,319,0,0,0,3,2,1,1,0,3,0
M,35,0,965,2,0,0,0,4,0,0,4,0,1
F,1,10,327,2,1,1,0,4,1,5,0,5,5
F,50,3,891,0,2,5,2,0,5,4,4,0,0
M,35,12,108,2,1,4,0,3,3,3,3,0,1
M,1,5,110,3,1,3,3,3,4,3,3,4,3
M,35,5,337,2,0,5,3,1,5,1,3,4,1
F,45,20,229,0,2,0,4,3,5,4,5,5,5
F,35,13,522,5,4,0,4,3,1,0,0,3,0
F,25,0,970,3,0,4,0,0,4,4,5,5,5
F,35,4,173,2,2,5,4,3,1,5,0,5,0
F,25,8,984,0,4,3,2,4,5,3,2,1,1
M,18,14,146,4,0,0,1,4,0,4,0,0,0
F,45,8,993,3,2,2,0,4,3,0,1,4,2
F,35,13,836,1,1,4,4,0,0,0,0,0,2
M,45,7,744,4,4,1,4,0,4,1,0,0,3
M,1,11,459,0,1,2,2,5,5,1,1,1,2
M,35,17,474,0,2,4,4,1,4,5,3,1,4
F,45,16,631,4,1,2,0,4,5,5,2,1,3
M,35,15,640,4,2,5,0,0,5,0,3,3,5
F,50,19,911,3,3,1,0,4,2,0,3,4,0
F,35,14,501,1,4,5,2,1,0,2,0,4,3
M,25,6,720,0,1,1,4,0,0,5,0,1,0
F,25,20,900,4,4,0,1,3,2,0,1,5,1
M,25,20,830,0,2,2,4,2,2,3,0,0,0
F,45,8,968,1,1,3,2,5,0,5,4,1,5
F,35,5,104,3,3,2,0,4,2,2,1,4,4
F,1,15,149,3,0,3,4,0,1,3,0,3,5
M,50,18,853,2,4,0,2,5,5,0,5,0,0
M,50,5,19,1,2,1,5,0,1,0,0,5,0
M,25,8,672,5,3,3,5,0,5,1,3,4,2
F,25,7,986,4,4,0,5,2,4,5,4,5,4
M,18,16,347,0,2,1,5,3,0,2,0,4,5
M,1,15,210,5,3,4,0,5,3,3,4,5,0
F,25,8,210,5,3,3,3,4,3,1,4,0,0
F,35,17,178,5,3,5,3,0,0,0,3,5,3
F,35,4,445,1,4,3,0,5,4,1,0,0,0
F,45,1,453,5,2,4,5,4,1,0,4,2,2
F,35,20,770,4,5,5,3,2,2,0,5,5,2
M,1,3,88,3,5,1,0,3,4,0,5,1,4
F,1,18,495,5,4,4,3,0,4,0,2,3,4
M,35,20,50,1,0,4,4,3,2,5,4,3,2
F,25,5,76,0,0,1,2,5,4,4,4,2,5
M,50,12,722,5,0,0,3,0,0,0,5,0,5
F,1,11,442,3,1,5,0,4,1,0,3,0,0
F,56,13,297,5,4,5,5,5,5,0,2,5,0
F,35,5,231,3,0,4,0,2,1,4,2,1,0
F,18,19,640,5,1,5,4,3,0,2,0,1,0
M,25,18,911,3,1,3,2,3,1,0,4,3,0
F,56,13,222,1,3,5,4,2,3,5,1,5,1
F,1,9,186,0,5,0,3,0,4,4,4,3,0
M,50,9,410,1,5,3,2,0,4,4,1,4,1
M,25,17,115,5,3,5,5,2,5,0,0,4,0
M,1,5,917,1,1,4,4,3,1,5,3,0,3
F,45,15,347,5,4,1,0,1,5,3,4,1,2
F,25,17,563,0,3,3,3,5,1,1,3,4,4
F,56,14,16,3,5,3,5,2,0,2,5,0,0
F,25,0,941,1,1,3,2,0,0,5,0,0,3
M,1,18,796,4,1,0,5,5,1,4,2,1,0
F,25,0,371,2,3,5,0,3,1,1,0,3,1
F,18,3,329,5,2,2,2,0,4,2,5,4,5
M,50,15,655,0,5,4,3,4,4,0,2,1,0
M,18,17,38,3,3,0,2,0,3,0,3,2,2
M,35,2,991,5,0,3,2,2,0,0,0,0,0
F,1,9,190,5,5,4,3,3,1,2,0,5,0
F,25,5,847,4,2,4,4,5,4,0,4,3,0
F,1,8,89,2,0,4,0,5,0,0,0,0,0
F,50,13,16,1,5,3,4,5,1,0,0,0,1
F,18,9,494,1,5,1,0,5,1,2,1,5,0
F,35,5,302,1,2,2,3,0,1,4,1,4,5
M,35,14,171,1,0,0,0,1,1,5,0,5,1
F,56,19,16,1,5,3,4,2,3,1,4,3,0
M,25,8,120,0,4,1,0,3,1,3,0,3,3
M,45,1,410,1,5,2,3,2,5,0,5,4,0
F,35,0,735,1,4,2,2,0,4,1,0,0,3
M,35,5,194,2,2,1,2,3,1,4,0,4,5
F,25,11,377,1,2,5,3,0,4,4,1,3,4
F,35,14,744,2,5,2,0,4,2,4,0,0,0
F,1,1,949,1,0,1,5,4,3,0,0,1,4
M,50,10,830,3,2,2,2,2,2,5,1,3,5
M,18,14,146,1,3,1,3,4,0,0,0,0,2
M,45,8,580,5,2,0,1,0,4,1,1,2,0
F,50,3,307,0,2,2,0,0,2,5,5,5,0
M,50,9,333,4,4,2,4,3,5,2,0,0,2
F,50,10,234,0,3,4,3,0,4,3,4,0,3
F,18,20,750,2,0,2,0,0,4,0,4,0,0
F,1,9,329,5,5,1,0,4,5,0,0,2,0
F,35,15,279,4,3,1,3,4,0,3,2,1,5
F,1,9,465,1,2,2,2,3,0,0,4,1,4
M,45,3,830,0,5,2,0,5,1,0,1,4,0
F,50,2,988,1,2,5,5,5,5,3,1,4,3
M,25,1,907,3,1,0,3,4,3,0,0,5,0
M,18,8,951,2,5,4,2,4,5,2,1,3,2
F,56,7,799,0,5,0,5,4,4,4,5,0,3
F,35,3,474,5,1,2,3,4,0,2,0,0,0
M,18,16,972,5,3,5,0,3,2,3,4,5,0
F,50,0,215,5,3,3,4,5,0,2,1,5,5
M,1,15,279,4,0,2,4,3,0,2,5,5,0
M,56,11,33,0,0,0,4,1,5,1,0,3,4
M,25,20,42,2,0,1,4,4,0,3,5,4,0
