Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,18,15,276,0,3,4,4,4
F,18,1,427,0,1,0,3,0
M,50,16,613,2,3,0,2,0
F,1,9,236,3,4,4,2,3
F,25,7,435,2,3,3,2,3
F,50,0,555,1,0,5,0,1
F,35,14,741,0,4,0,4,4
M,1,10,871,0,5,0,3,4
F,25,0,672,0,0,0,1,0
F,25,0,108,0,4,0,0,0
F,18,12,490,0,3,3,4,3
F,25,12,330,2,0,0,0,4
M,25,6,166,4,5,5,3,2
F,56,19,49,0,5,4,0,3
M,35,12,103,1,4,1,5,3
F,35,0,82,1,0,0,1,5
F,1,16,286,4,3,5,2,0
F,50,18,933,5,5,0,0,2
M,56,12,286,1,5,4,5,3
M,35,1,302,5,3,0,4,3
F,25,9,296,0,4,2,2,3
M,45,18,443,2,3,0,0,4
M,35,20,360,5,5,1,1,3
F,18,9,853,0,3,1,2,3
M,50,0,287,1,1,3,2,0
F,18,0,547,3,0,3,0,4
F,25,7,445,3,3,0,1,1
F,50,12,445,1,5,1,0,3
F,56,4,445,1,4,5,1,5
M,56,7,50,4,5,5,0,5
M,50,17,740,4,2,1,2,1
F,1,2,378,3,4,0,5,0
F,18,1,181,0,4,0,2,3
F,35,15,973,0,2,2,3,5
F,45,9,772,5,0,3,2,0
M,50,20,349,0,2,0,4,0
F,18,8,110,1,4,1,1,5
F,18,19,919,2,2,2,0,0
M,45,7,173,3,4,1,5,1
M,56,20,41,0,5,0,4,3
F,50,17,571,0,0,0,1,0
F,25,19,84,4,4,2,2,1
F,45,20,956,3,0,0,0,3
M,35,12,705,5,1,3,0,4
F,1,5,328,5,0,0,5,0
M,35,5,63,0,2,2,5,4
M,50,11,12,3,4,0,2,0
M,1,6,54,0,1,2,0,3
F,1,14,942,0,1,2,3,0
M,45,9,974,5,3,0,5,0
M,25,13,577,1,1,0,0,3
F,56,6,157,3,0,1,5,3
M,45,2,613,1,1,0,5,4
F,35,3,958,0,4,2,4,0
M,45,6,371,2,2,5,2,3
F,1,5,945,0,5,1,2,4
M,35,15,793,0,0,0,4,0
M,18,12,602,0,1,0,0,0
M,45,16,982,1,1,4,3,1
F,50,3,284,3,5,0,0,0
F,1,19,708,4,1,1,1,3
M,56,10,982,0,2,0,3,3
M,18,3,245,0,2,5,5,3
F,35,18,498,4,2,2,5,2
M,35,7,306,0,5,0,0,0
M,45,17,612,2,0,0,2,3
M,18,13,804,5,0,1,3,1
M,45,12,12,4,1,0,3,3
F,1,19,804,0,0,5,5,1
F,18,7,741,0,2,2,5,4
M,45,7,524,0,4,0,1,3
M,45,4,211,3,2,0,0,0
F,56,3,895,2,5,5,0,3
F,45,3,836,4,4,1,1,4
M,1,4,856,3,4,0,4,3
F,25,18,322,0,5,2,3,4
M,1,1,431,3,4,4,0,0
F,1,7,489,1,0,5,5,2
M,45,14,224,0,1,2,4,1
M,35,17,224,0,4,0,4,4
F,25,5,532,0,2,0,1,3
M,45,7,301,2,0,2,4,4
M,1,1,853,0,1,2,3,0
M,45,0,525,3,0,5,1,3
M,1,17,331,0,0,1,0,3
M,18,9,443,1,3,3,0,3
F,35,17,484,4,2,5,3,4
M,18,2,337,2,4,2,0,4
M,18,17,958,0,2,0,0,4
F,56,17,498,3,0,5,5,0
M,50,1,939,3,0,4,1,0
M,18,16,235,3,3,4,4,0
M,35,0,708,0,3,4,0,3
M,56,19,700,2,2,3,2,3
M,50,18,836,0,0,0,2,5
M,25,18,24,2,1,4,5,3
M,18,5,329,0,2,2,2,4
M,45,9,376,0,0,3,4,4
M,50,6,334,0,3,4,5,2
M,50,6,132,3,3,0,4,3
F,25,17,523,0,2,0,2,4
F,50,1,327,0,5,2,4,3
F,45,15,296,0,3,2,4,2
F,25,2,847,1,0,1,5,0
F,1,12,966,2,2,3,0,0
F,35,20,194,1,3,0,2,0
M,1,2,894,0,4,3,5,4
F,1,5,924,4,4,3,5,0
M,45,12,330,5,5,2,5,0
F,50,14,523,2,4,2,5,4
M,1,18,279,1,5,4,0,4
F,35,10,520,4,1,0,4,1
M,1,2,144,1,0,2,0,4
M,25,4,891,2,0,2,3,4
F,1,2,485,0,3,4,5,4
F,50,4,928,4,2,0,2,0
F,35,6,534,3,5,1,5,2
F,45,15,940,4,2,1,3,5
M,50,11,410,3,2,4,0,2
M,18,17,226,3,2,5,2,0
F,1,8,930,0,1,0,5,2
M,56,12,612,0,0,2,0,3
F,18,8,274,5,4,5,2,0
M,25,4,968,2,5,3,2,3
F,45,7,880,0,4,5,0,1
F,25,8,482,4,0,0,4,2
F,45,0,640,0,0,4,4,5
M,56,4,376,1,4,4,2,1
M,35,5,926,0,0,2,5,1
M,1,17,943,2,3,4,1,3
F,56,12,443,1,1,2,3,1
F,25,9,969,1,4,4,1,3
M,1,4,598,0,5,0,0,0
M,50,14,437,1,3,0,1,2
F,18,14,240,4,5,4,1,0
M,18,7,410,2,0,2,0,0
M,1,4,280,5,5,2,0,0
M,1,10,969,5,2,0,5,0
M,56,10,334,4,0,2,1,0
M,25,18,944,0,3,2,2,0
M,1,16,990,0,2,4,0,3
F,25,6,974,0,0,0,0,3
F,50,3,534,4,0,0,3,2
M,45,16,161,0,3,0,5,1
F,18,20,447,0,2,5,0,0
F,18,7,221,1,1,5,2,5
F,18,13,463,0,3,2,3,2
F,1,6,523,2,0,0,3,0
M,25,9,555,1,3,5,0,3
F,25,9,550,2,0,0,2,1
F,18,6,787,1,5,4,0,0
F,56,12,493,3,0,2,4,1
F,18,11,900,0,3,4,3,2
M,35,9,840,0,3,4,0,0
M,50,2,550,0,2,1,1,2
M,1,16,191,3,2,0,4,1
F,50,6,931,0,2,2,0,3
F,35,3,432,4,5,5,3,2
M,25,10,265,2,1,1,1,3
F,18,18,539,4,2,5,4,4
F,56,2,120,5,0,2,2,4
M,35,2,13,3,0,0,5,0
F,45,5,616,5,4,2,1,4
M,1,19,946,0,4,3,4,3
M,25,18,458,3,5,2,1,3
M,56,6,70,4,1,0,5,5
F,25,12,924,3,1,1,2,3
F,25,11,900,5,3,4,5,4
F,18,3,306,1,3,2,2,1
F,18,18,539,3,5,0,4,0
F,50,1,662,5,5,0,5,5
F,25,4,708,3,1,2,0,4
M,35,4,157,5,5,0,2,0
F,25,9,460,0,4,2,3,3
F,50,2,314,0,5,3,2,2
F,56,18,802,1,3,4,2,0
F,18,17,53,5,5,5,2,3
F,50,20,986,0,1,4,3,1
F,50,0,802,0,3,2,3,2
F,1,6,804,1,1,2,0,3
