Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,56,12,78,0,0,1,0,1
M,1,14,15,5,0,3,0,0
F,50,14,273,2,0,4,0,4
F,50,1,325,1,1,0,0,0
M,25,8,460,0,2,0,0,1
M,18,20,120,0,0,0,0,0
F,25,16,992,5,3,2,3,2
F,35,2,786,3,5,0,3,5
M,25,10,122,0,2,0,0,5
M,18,20,740,1,0,5,4,5
F,45,4,89,0,2,0,0,5
M,25,19,956,5,4,0,4,5
F,56,1,19,2,3,1,4,1
F,45,5,984,0,2,0,0,1
F,1,17,236,0,0,4,0,0
F,18,11,352,5,4,0,0,4
F,18,13,811,0,1,0,2,0
M,35,1,904,4,1,0,0,0
M,25,19,469,0,5,0,0,0
F,45,1,245,0,1,0,0,1
F,45,0,276,0,4,0,0,0
F,25,4,462,0,0,3,4,1
M,1,12,523,2,3,1,2,5
F,56,6,446,2,4,0,0,2
M,35,2,170,5,4,2,0,0
M,45,11,253,2,3,0,3,3
M,1,0,493,5,0,4,2,1
F,35,2,349,5,2,0,5,1
F,45,15,537,0,0,3,4,0
F,45,9,780,3,1,0,0,2
F,25,9,630,0,2,0,1,0
M,56,8,563,2,3,4,4,1
M,25,0,700,0,0,0,0,0
M,56,5,495,0,2,0,0,5
F,1,13,144,4,4,2,0,2
F,35,7,358,0,0,0,0,0
M,45,17,120,4,2,3,1,4
M,45,7,923,0,0,1,1,0
F,18,0,453,1,1,4,2,0
M,18,10,322,0,0,0,0,2
M,18,15,229,1,0,4,2,0
M,25,17,178,0,0,4,5,5
M,50,3,166,1,4,0,3,0
F,18,6,554,0,0,0,0,5
M,50,6,463,3,4,0,3,0
F,45,8,794,0,2,0,5,4
M,50,16,674,0,0,5,4,2
M,25,1,974,5,5,0,0,3
M,18,9,215,5,4,0,2,3
F,45,3,640,5,0,0,3,0
F,25,17,550,1,4,1,3,1
F,25,9,40,3,1,0,0,0
F,25,8,850,0,3,0,3,2
M,1,6,655,2,3,0,0,1
F,50,3,931,0,0,0,4,4
M,35,17,347,4,2,0,0,5
F,50,20,226,0,4,0,0,0
F,1,9,930,0,0,0,0,0
M,56,14,558,0,0,4,3,3
M,25,0,31,1,2,0,3,5
M,45,1,914,1,3,3,1,3
M,50,14,454,2,2,1,4,0
M,50,7,796,1,4,0,0,0
M,35,6,181,5,1,5,0,4
M,45,7,985,4,0,0,0,0
F,56,2,331,0,0,4,0,1
F,25,3,782,0,3,0,2,4
M,35,0,549,0,0,0,0,0
F,25,13,220,0,2,0,0,0
M,25,19,240,0,5,0,0,2
M,25,20,362,0,0,0,0,0
F,18,9,461,0,3,0,3,0
M,35,3,38,0,0,0,0,0
M,45,20,919,1,0,3,2,5
M,18,0,360,3,3,0,3,5
F,56,17,540,0,4,1,0,2
M,35,3,480,0,0,0,0,0
M,35,8,596,0,3,1,4,4
F,35,4,223,0,0,0,5,0
M,45,17,928,3,3,3,1,1
F,18,0,972,3,4,0,0,0
M,35,2,652,0,0,0,4,0
M,45,5,498,0,1,5,3,2
F,18,9,171,0,0,5,0,0
F,35,1,815,0,0,0,0,2
M,25,4,282,0,0,0,0,2
M,50,15,701,0,0,0,0,4
M,25,20,276,0,0,0,0,0
F,50,5,272,5,5,5,5,4
F,18,7,980,0,4,0,0,0
F,25,1,534,3,0,0,0,0
F,45,0,786,0,4,5,1,1
F,1,13,522,0,0,0,0,1
F,18,19,652,5,5,2,5,2
F,35,0,430,2,3,0,0,2
F,1,20,325,0,0,0,4,2
M,35,0,802,4,4,2,0,4
M,56,11,956,0,3,4,4,4
M,50,18,78,0,0,0,0,0
F,25,10,405,0,0,0,0,0
F,18,14,606,1,3,5,0,5
M,56,5,85,0,1,5,5,0
F,1,15,490,0,0,0,4,0
F,50,6,840,3,3,3,0,0
M,50,17,773,0,2,4,3,0
M,1,9,446,0,4,0,3,0
F,25,10,53,0,3,0,0,0
F,56,17,361,1,1,0,4,2
M,25,3,244,0,0,0,0,0
M,18,15,63,0,0,0,0,3
F,45,15,127,0,1,0,0,0
M,1,17,777,4,5,2,2,0
F,56,19,442,0,3,0,0,0
F,25,20,727,0,4,0,3,5
M,25,7,6,0,1,0,0,0
F,18,19,136,5,1,4,5,0
M,25,10,949,0,3,0,0,2
M,56,4,336,3,2,0,0,0
M,35,10,802,0,0,0,5,2
F,50,8,498,1,3,1,4,0
F,45,18,502,4,4,4,3,0
F,56,9,600,3,4,4,4,3
M,35,19,245,3,1,1,0,3
M,35,15,331,0,0,0,0,0
F,45,0,132,5,5,2,0,1
F,50,15,16,0,4,0,0,0
F,18,8,463,0,0,0,4,5
M,1,14,23,0,0,4,4,2
F,1,14,658,0,3,2,3,2
F,50,14,130,0,0,3,1,0
F,18,0,152,1,2,5,4,0
M,50,0,951,5,5,3,4,1
F,56,2,402,1,5,1,3,0
M,45,16,641,0,0,1,5,5
F,50,17,761,0,2,0,0,3
M,25,7,376,0,0,0,0,2
M,25,2,483,0,0,0,0,4
M,18,16,801,0,0,0,0,4
M,35,9,658,0,1,0,0,0
M,18,8,914,3,5,0,0,4
M,56,5,24,1,3,1,4,1
M,25,4,279,0,0,0,0,0
F,18,1,597,0,0,0,0,0
F,1,6,274,2,0,0,0,0
M,35,9,457,0,2,0,0,0
M,25,15,983,0,0,0,3,5
M,45,17,609,1,4,3,4,2
M,1,1,485,0,2,4,5,4
M,45,4,16,2,4,3,0,2
M,45,16,410,1,3,5,3,1
M,1,7,489,1,1,4,1,0
F,25,0,497,0,0,3,0,0
F,25,5,977,0,2,5,0,2
