Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,50,2,600,2,1,4,1,1
F,50,2,600,2,1,4,1,1
M,35,5,537,1,2,4,1,0
M,45,20,801,0,3,2,0,0
M,35,20,181,0,0,2,0,0
M,35,11,983,0,0,1,5,0
F,25,12,81,0,0,1,0,0
M,25,2,950,1,2,3,5,1
M,35,11,983,0,0,1,5,0
F,18,20,285,0,4,0,0,0
M,56,5,534,0,3,1,0,0
F,18,20,285,0,4,0,0,0
F,18,20,285,0,4,0,0,0
F,56,20,780,1,0,4,4,1
F,25,12,81,0,0,1,0,0
M,56,16,296,0,0,3,4,2
M,35,11,983,0,0,1,5,0
M,35,14,532,0,4,2,0,3
M,56,16,296,0,0,3,4,2
F,56,20,780,1,0,4,4,1
M,56,16,296,0,0,3,4,2
M,25,2,950,1,2,3,5,1
M,45,17,115,0,0,2,5,0
M,45,20,801,0,3,2,0,0
M,50,18,152,5,5,1,0,0
M,1,4,194,0,0,3,0,0
F,56,20,780,1,0,4,4,1
M,56,5,534,0,3,1,0,0
M,50,18,152,5,5,1,0,0
F,35,9,826,0,3,3,4,1
F,35,0,48,2,3,0,4,1
M,56,20,803,0,0,4,2,3
F,18,20,285,0,4,0,0,0
M,56,16,296,0,0,3,4,2
M,50,18,152,5,5,1,0,0
M,56,20,803,0,0,4,2,3
F,35,9,826,0,3,3,4,1
F,35,5,946,0,0,0,0,0
F,56,20,780,1,0,4,4,1
F,25,12,81,0,0,1,0,0
F,35,14,10,5,1,0,0,5
M,50,18,452,1,5,0,3,5
F,45,11,146,5,1,2,0,0
M,35,9,941,0,3,2,0,2
F,56,6,752,5,0,2,0,1
M,1,4,142,2,4,1,3,0
M,35,7,986,5,4,4,3,1
M,25,6,811,2,2,1,0,1
F,45,4,115,5,0,5,4,0
M,35,9,941,0,3,2,0,2
M,56,16,296,0,0,3,4,2
M,45,20,801,0,3,2,0,0
F,1,5,28,3,0,4,3,0
M,56,16,296,0,0,3,4,2
M,45,20,801,0,3,2,0,0
M,35,20,181,0,0,2,0,0
M,1,4,142,2,4,1,3,0
F,1,18,957,4,0,0,0,2
F,45,4,878,4,4,1,4,4
M,1,0,630,0,0,4,4,3
M,35,5,537,1,2,4,1,0
F,56,6,752,5,0,2,0,1
F,18,6,946,0,0,1,0,0
F,35,15,446,0,3,3,5,2
F,50,2,600,2,1,4,1,1
F,35,0,48,2,3,0,4,1
M,56,6,809,0,0,0,0,0
F,18,13,497,5,0,0,4,0
F,35,5,786,0,0,0,4,0
F,25,14,915,3,0,3,0,3
M,35,5,537,1,2,4,1,0
F,45,1,934,1,0,4,4,0
M,35,20,181,0,0,2,0,0
F,25,14,957,5,0,0,0,0
M,35,9,41,0,0,5,4,0
M,45,20,773,0,1,0,4,0
M,45,17,584,5,3,0,3,1
M,56,16,296,0,0,3,4,2
F,45,12,406,1,3,4,4,2
M,25,6,811,2,2,1,0,1
F,1,2,662,1,5,4,2,5
F,56,6,809,1,0,5,0,1
M,1,2,446,0,3,2,4,2
M,35,0,857,0,1,0,4,4
F,25,12,740,5,0,5,0,0
F,18,13,497,5,0,0,4,0
M,35,9,700,0,0,0,0,0
F,1,18,957,4,0,0,0,2
M,25,2,950,1,2,3,5,1
F,25,14,915,3,0,3,0,3
M,35,7,986,5,4,4,3,1
M,56,16,296,0,0,3,4,2
F,18,13,497,5,0,0,4,0
F,35,11,301,0,0,0,0,0
F,25,16,468,2,5,4,0,0
F,35,9,826,0,3,3,4,1
M,35,9,770,1,1,0,5,3
M,35,5,537,1,2,4,1,0
M,35,20,181,0,0,2,0,0
F,56,6,809,1,0,5,0,1
M,56,16,296,0,0,3,4,2
F,1,5,28,3,0,4,3,0
F,35,11,301,0,0,0,0,0
M,56,9,321,0,0,1,3,1
M,45,20,801,0,3,2,0,0
M,25,2,950,1,2,3,5,1
M,35,9,700,0,0,0,0,0
F,25,14,957,5,0,0,0,0
M,50,18,152,5,5,1,0,0
M,35,10,965,0,0,0,3,0
F,35,9,826,0,3,3,4,1
F,35,12,975,0,0,0,0,0
F,1,6,452,0,0,0,0,0
F,25,3,122,2,5,3,4,5
M,56,5,534,0,3,1,0,0
M,25,2,950,1,2,3,5,1
F,35,11,301,0,0,0,0,0
F,35,0,48,2,3,0,4,1
M,18,10,109,0,0,3,0,0
F,45,11,146,5,1,2,0,0
F,18,18,775,4,1,2,4,4
F,1,20,923,0,0,1,4,2
M,25,17,522,0,1,0,1,3
F,25,12,469,5,3,2,3,1
M,1,0,554,2,0,2,4,5
F,56,1,875,5,0,0,4,0
M,18,10,297,0,0,3,4,0
F,35,20,942,5,0,2,2,0
M,56,16,466,0,2,0,5,3
F,45,4,309,5,0,4,3,5
F,25,16,468,2,5,4,0,0
M,56,5,534,0,3,1,0,0
M,45,10,801,2,5,0,1,1
M,56,1,875,0,0,0,3,4
M,1,4,142,2,4,1,3,0
M,50,5,297,2,3,0,4,4
F,35,5,786,0,0,0,4,0
F,18,12,980,5,1,3,0,2
M,35,9,700,0,0,0,0,0
M,18,4,540,2,1,5,5,4
F,1,1,949,2,0,0,0,0
F,56,1,875,5,0,0,4,0
M,45,17,115,0,0,2,5,0
F,18,6,946,0,0,1,0,0
F,45,20,144,0,4,3,2,0
F,56,1,875,5,0,0,4,0
M,1,4,142,2,4,1,3,0
M,56,9,321,0,0,1,3,1
M,35,7,465,0,2,0,0,4
F,1,18,957,4,0,0,0,2
F,25,12,740,5,0,5,0,0
F,25,7,128,2,0,0,0,0
F,18,13,982,0,0,0,0,3
M,45,20,773,0,1,0,4,0
M,18,10,109,0,0,3,0,0
F,18,13,982,0,0,0,0,3
M,56,20,803,0,0,4,2,3
M,25,2,950,1,2,3,5,1
M,35,19,115,0,0,0,3,4
F,50,16,360,1,0,0,0,0
M,35,9,700,0,0,0,0,0
M,25,2,950,1,2,3,5,1
F,50,9,701,1,3,1,5,5
M,45,1,606,3,0,0,0,0
M,56,7,606,0,0,2,0,1
M,18,11,815,5,2,5,3,1
F,18,18,775,4,1,2,4,4
M,35,20,988,2,0,4,0,0
M,1,13,443,0,0,1,0,0
F,45,1,934,1,0,4,4,0
F,50,7,604,2,5,2,1,5
M,45,17,115,0,0,2,5,0
M,35,9,41,0,0,5,4,0
F,18,20,48,3,4,4,2,0
M,50,6,947,5,0,5,5,4
F,25,7,801,0,0,0,0,0
F,45,4,309,5,0,4,3,5
M,45,1,197,4,0,0,0,2
F,18,20,871,0,0,0,4,0
M,35,10,306,1,3,3,0,0
M,45,14,462,3,0,0,0,3
F,35,4,23,0,0,0,3,0
F,35,0,48,2,3,0,4,1
M,35,9,115,0,4,0,3,0
M,18,6,33,5,0,2,4,3
M,25,7,490,5,3,4,3,3
M,35,20,988,2,0,4,0,0
F,35,11,301,0,0,0,0,0
F,18,6,109,4,2,0,3,3
M,56,8,577,1,0,0,0,1
F,18,6,946,0,0,1,0,0
M,1,3,820,0,1,0,4,0
F,18,14,811,0,0,1,0,0
M,18,6,33,5,0,2,4,3
F,45,4,878,4,4,1,4,4
M,56,8,577,1,0,0,0,1
M,56,6,809,0,0,0,0,0
M,35,9,245,0,4,0,0,0
M,45,19,480,0,5,0,5,0
M,18,10,297,0,0,3,4,0
M,25,17,20,3,0,3,4,1
M,50,18,990,4,0,1,0,0
M,35,12,62,0,2,0,0,5
M,1,0,554,2,0,2,4,5
M,56,1,875,0,0,0,3,4
M,1,14,284,5,0,5,4,4
M,56,16,466,0,2,0,5,3
F,45,0,473,0,0,0,4,0
F,56,5,70,2,2,5,0,2
M,56,8,577,1,0,0,0,1
M,56,7,606,0,0,2,0,1
M,56,16,296,0,0,3,4,2
M,45,12,104,1,1,0,4,0
M,35,2,228,2,3,0,0,0
F,35,4,23,0,0,0,3,0
M,56,16,466,0,2,0,5,3
F,35,19,551,0,0,0,0,0
F,25,7,128,2,0,0,0,0
F,25,12,740,5,0,5,0,0
F,45,17,376,3,5,0,0,0
M,50,10,969,0,4,0,3,5
F,50,7,604,2,5,2,1,5
M,35,9,770,1,1,0,5,3
M,18,6,33,5,0,2,4,3
M,56,16,605,0,3,0,4,2
