Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,25,0,554,0,1,5,5,0,2,2,3,2,0,3
M,25,11,904,0,2,4,1,3,3,0,1,0,5,0
F,1,13,525,0,0,5,0,1,4,4,1,4,0,0
F,45,8,261,0,0,1,3,0,0,3,0,5,0,0
F,25,5,273,1,0,0,0,4,4,2,0,0,0,0
M,50,4,434,4,0,0,3,5,2,0,4,4,0,2
M,25,13,765,1,0,0,3,0,0,2,4,0,0,3
M,18,16,445,0,3,4,2,1,3,5,1,0,3,3
F,35,13,68,1,3,1,5,0,0,4,0,5,0,0
F,56,19,27,3,0,0,1,4,0,3,3,4,0,0
M,25,20,741,2,0,2,4,2,4,4,4,3,0,3
F,25,11,462,1,4,2,0,0,3,3,2,4,0,0
M,25,7,820,2,3,2,5,2,5,3,1,4,0,0
F,50,17,222,2,0,0,4,2,4,5,0,1,0,2
M,1,0,37,0,0,1,3,0,3,2,0,4,2,1
F,18,17,700,3,0,4,2,0,2,2,0,2,5,3
F,25,11,424,0,0,3,0,0,0,1,0,0,0,3
F,35,3,327,5,0,5,0,0,3,3,0,1,5,4
M,50,2,931,3,0,1,0,1,0,0,2,0,4,0
M,25,2,965,0,0,4,2,2,0,0,1,4,0,0
F,18,3,857,2,4,2,2,0,3,4,0,0,0,0
F,1,18,109,0,0,5,3,4,0,0,5,2,5,0
F,25,4,462,0,2,5,0,4,0,1,5,4,0,0
F,50,16,731,0,0,5,1,3,3,4,0,3,0,4
M,1,18,902,3,0,5,0,0,2,4,0,0,0,0
F,35,4,836,3,0,0,5,1,0,5,1,5,0,0
F,18,4,809,0,4,3,5,5,3,4,5,1,0,0
F,45,2,658,0,0,1,0,2,0,4,1,0,0,3
M,1,17,197,1,0,0,0,5,4,4,4,4,1,0
F,18,19,604,2,4,5,0,0,0,3,3,3,2,0
F,35,2,790,2,0,2,0,1,3,4,0,3,0,3
F,50,5,100,0,0,1,0,1,3,3,4,0,1,0
M,18,16,560,0,0,1,4,0,2,1,0,3,5,5
F,1,7,274,0,1,2,4,0,3,1,3,5,4,4
F,25,0,50,5,0,5,5,0,2,3,0,5,0,1
M,56,17,360,0,4,5,5,0,2,0,0,5,4,0
F,25,20,811,5,2,4,5,2,0,3,3,4,0,4
F,56,16,794,2,4,5,0,0,2,2,0,4,4,1
M,35,6,17,1,1,3,3,3,2,0,0,5,0,1
F,56,10,957,0,2,3,1,0,2,0,0,0,0,0
M,56,3,997,2,0,5,5,2,3,2,3,3,2,3
F,45,4,157,3,1,1,0,0,3,4,0,2,0,0
M,35,9,166,0,0,2,1,0,3,3,0,0,0,0
M,18,8,152,3,1,1,2,4,5,5,4,2,3,0
M,50,19,143,0,0,1,0,1,2,2,3,4,0,0
M,25,14,165,0,4,0,2,4,5,3,4,1,5,3
M,1,8,229,0,3,0,0,0,1,3,0,2,0,0
M,45,2,559,0,3,0,3,2,3,1,4,4,2,3
M,56,12,937,2,0,0,0,4,0,1,1,5,4,0
M,56,7,66,0,1,3,4,3,0,4,5,2,0,4
F,35,19,60,0,1,0,0,3,4,5,1,0,2,0
M,56,16,372,2,0,0,0,2,2,2,1,4,0,0
M,25,5,830,1,0,5,4,0,0,0,0,4,0,0
M,56,15,245,0,0,5,3,0,1,3,0,2,2,0
F,35,19,330,4,0,3,1,4,0,3,3,1,5,1
M,25,19,786,5,0,4,0,4,0,3,1,2,5,0
F,35,20,114,1,2,3,1,0,5,2,3,0,0,0
M,50,11,362,2,2,4,3,4,4,0,1,3,2,0
F,1,1,65,4,0,5,3,0,2,0,0,3,0,1
M,25,19,74,0,3,5,3,0,0,4,0,5,1,0
M,56,8,63,5,4,1,3,3,0,4,4,0,5,0
M,56,17,130,0,0,1,0,3,4,4,5,5,0,0
F,56,17,144,0,4,0,3,3,2,5,0,3,0,5
M,45,15,431,1,3,3,3,2,1,5,3,0,1,0
M,25,15,66,0,4,4,4,5,0,0,4,3,0,3
M,18,2,405,1,4,4,4,5,3,3,0,1,5,5
M,56,3,223,0,0,1,5,0,0,2,0,4,0,0
M,25,14,523,2,0,1,0,4,0,4,1,0,5,1
F,45,11,473,3,3,4,0,0,0,0,0,1,0,0
M,25,0,196,0,2,2,0,0,0,4,3,1,4,3
F,35,1,382,1,0,0,0,1,3,4,4,3,3,3
M,56,17,336,5,0,3,5,0,2,4,2,1,2,0
F,56,20,282,0,3,2,1,0,2,1,3,5,3,0
F,18,4,503,5,3,3,4,2,1,4,5,2,4,0
M,18,15,680,5,2,4,0,2,0,0,1,4,2,3
M,35,5,358,2,0,4,2,0,0,2,0,3,2,0
M,18,12,627,0,4,2,0,0,0,1,0,5,5,0
M,56,17,80,0,0,3,3,3,2,5,0,5,4,0
M,50,15,786,1,1,0,1,0,4,2,0,2,0,0
M,35,2,319,2,0,2,4,0,1,1,5,1,5,4
F,50,1,82,0,0,4,2,3,4,2,0,3,4,4
F,18,1,382,0,0,3,0,5,1,0,5,3,5,1
M,35,9,122,5,3,4,4,0,3,3,0,3,3,3
M,56,12,551,3,0,5,3,4,2,2,5,5,0,3
M,50,15,240,3,0,0,3,0,0,5,0,0,1,0
M,50,1,111,5,1,2,3,2,0,3,4,5,3,0
F,50,9,280,2,2,1,0,0,2,2,0,2,0,4
M,25,0,613,3,0,3,0,0,3,4,0,0,0,0
F,35,8,524,2,0,5,0,2,5,3,1,3,0,0
M,1,17,853,3,2,2,0,2,1,4,1,1,0,3
M,25,11,326,2,1,2,3,4,0,3,1,0,0,0
M,35,1,224,0,0,3,3,1,4,4,0,0,1,0
M,25,12,834,4,3,1,0,1,3,5,4,5,0,0
F,56,1,895,1,0,4,3,0,0,1,0,0,4,5
M,25,3,623,1,0,2,1,1,5,0,5,3,0,0
F,35,1,61,3,0,2,0,4,4,3,5,4,1,0
F,1,11,396,0,0,3,0,1,5,5,1,1,0,3
F,56,3,261,2,0,5,0,0,4,2,0,5,0,0
M,1,17,616,0,2,1,0,0,2,3,0,5,1,3
F,45,7,813,5,1,5,0,0,1,4,0,5,4,0
M,18,14,843,5,1,3,2,4,5,5,3,4,4,3
M,25,3,571,0,0,0,3,0,1,1,0,0,0,5
M,50,12,571,0,0,5,0,1,0,0,4,2,3,3
F,25,3,207,0,0,4,3,4,0,3,4,5,1,0
F,18,7,997,5,0,1,5,4,4,4,4,5,0,2
F,18,15,612,0,1,5,3,4,4,0,4,2,5,3
