Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,56,13,372,1,2,3,0,5,0,2,1,5,2
M,18,4,492,0,1,1,5,2,1,1,2,0,0
M,25,3,953,5,5,5,4,0,2,2,5,1,5
M,56,17,300,3,4,4,3,4,4,1,1,2,0
F,25,14,974,0,3,4,2,3,0,4,1,4,4
F,56,1,301,3,3,1,4,4,0,0,1,4,1
M,50,16,685,4,5,5,4,4,0,2,4,3,3
M,35,5,110,1,2,0,3,4,2,4,2,5,5
M,56,7,782,0,2,0,0,4,0,5,1,0,5
M,35,20,441,2,3,3,5,3,5,2,1,5,1
F,45,15,175,1,1,0,2,4,4,4,5,3,0
M,35,19,674,4,0,5,1,2,3,4,4,5,5
M,35,1,850,3,3,1,1,4,4,2,2,0,0
M,56,18,631,5,5,2,3,5,0,3,5,4,2
M,35,5,850,2,3,5,4,5,0,4,4,0,4
M,45,20,940,5,4,0,4,5,0,5,2,3,3
M,25,0,31,1,0,0,5,0,2,0,0,0,3
F,18,10,544,0,3,4,5,0,5,2,0,0,1
M,35,15,178,5,0,1,1,2,0,5,1,1,2
M,1,0,532,5,3,3,4,3,0,0,1,4,0
F,25,7,141,2,4,0,4,1,3,4,0,2,4
F,1,0,26,5,2,3,2,0,1,0,0,1,5
M,50,10,770,3,3,5,4,2,3,0,1,2,0
M,35,17,904,3,4,4,5,4,3,3,0,0,4
F,35,15,68,5,5,2,1,5,5,4,2,4,1
M,1,2,245,2,5,1,4,0,1,4,1,4,5
F,1,7,457,5,2,0,4,5,0,3,3,5,5
M,35,9,492,3,1,3,5,0,1,3,0,0,0
M,56,3,601,1,0,1,4,1,0,5,3,0,5
F,1,19,863,3,3,3,1,2,5,4,4,0,2
F,25,3,447,0,5,5,0,0,3,2,5,3,3
M,25,14,782,0,0,3,1,5,0,2,0,0,1
M,35,14,148,4,1,4,4,0,1,1,1,5,2
M,56,8,539,1,4,5,3,5,4,1,2,3,0
M,45,0,33,1,4,3,3,1,3,2,5,5,2
M,25,2,465,3,0,4,0,5,0,0,0,0,0
F,35,9,539,5,4,4,2,4,2,5,0,3,0
F,45,9,498,2,5,1,3,4,1,4,3,3,0
M,35,15,326,5,5,1,4,0,4,0,3,3,0
M,35,9,443,1,0,0,1,0,1,0,3,0,4
M,18,5,912,4,1,3,4,3,1,2,1,0,5
F,56,9,815,3,1,2,4,2,4,3,4,2,5
F,56,8,104,0,1,2,0,0,3,0,4,0,5
M,50,9,704,2,3,0,4,5,2,2,0,0,1
F,18,4,975,4,3,1,0,0,3,4,4,4,5
F,18,16,62,4,2,1,5,0,0,0,2,5,3
F,50,8,307,0,3,0,2,0,5,4,3,1,3
M,56,17,972,4,0,5,4,0,3,4,3,1,3
F,45,0,83,4,3,4,1,3,0,3,0,4,2
F,56,1,372,1,2,4,0,4,0,2,1,0,2
M,35,5,465,1,0,1,4,0,0,4,0,3,0
M,25,14,878,3,5,4,3,0,4,2,5,0,2
F,45,20,314,1,5,2,3,0,0,2,5,4,0
F,25,7,149,0,4,1,0,4,0,3,2,3,2
F,50,11,991,4,0,4,3,1,3,4,1,0,4
M,56,9,220,3,1,1,4,2,4,2,4,3,0
F,45,20,12,1,4,0,1,0,1,0,5,0,3
F,18,20,26,2,0,2,3,0,0,3,0,4,3
M,18,4,371,4,1,3,0,2,2,2,1,1,0
M,18,20,442,3,2,3,5,5,0,1,4,4,3
F,45,19,349,0,5,1,0,5,1,5,3,3,0
F,35,1,984,2,0,5,1,0,1,3,2,0,5
F,35,0,547,1,5,3,4,3,4,3,4,0,4
M,45,17,435,2,4,1,0,4,4,5,2,0,5
F,50,10,322,3,2,0,1,4,1,2,3,5,2
F,56,18,662,1,3,1,5,0,5,2,2,0,2
M,56,8,970,4,3,3,0,3,0,2,2,0,4
F,50,6,800,2,5,5,4,2,1,3,1,5,0
F,1,19,497,2,1,2,0,0,0,2,3,3,0
F,1,2,370,2,4,2,2,5,3,3,2,4,3
M,35,14,523,0,0,3,5,5,2,0,3,3,0
F,25,5,226,5,4,3,2,0,2,1,1,5,0
F,50,3,77,0,5,3,3,0,0,0,1,1,1
M,25,7,307,4,4,0,0,3,4,4,2,4,0
M,18,19,493,2,3,4,5,0,0,3,0,1,0
F,25,12,917,5,4,2,5,1,4,2,2,5,0
F,25,0,452,5,2,0,0,5,2,4,0,0,4
F,18,6,433,0,5,5,2,3,4,1,4,3,0
M,35,3,549,3,2,4,5,4,3,0,1,4,4
M,56,16,136,4,4,1,3,3,1,1,2,0,3
M,25,14,105,5,2,0,4,5,2,0,0,0,0
M,25,7,337,1,2,1,3,5,0,0,5,2,4
M,25,4,345,1,3,4,1,4,0,2,3,5,3
F,56,18,582,4,4,3,5,5,1,5,1,4,5
F,56,18,773,2,2,3,3,5,2,1,5,3,5
F,45,15,793,3,3,5,3,5,4,3,1,0,4
F,18,20,307,4,2,4,5,0,4,3,2,4,5
M,35,14,826,2,4,3,0,0,4,5,5,5,4
M,35,2,273,4,2,0,0,3,3,2,0,0,4
F,25,13,520,3,4,3,4,0,1,0,0,0,4
F,25,17,988,1,3,2,3,2,4,0,1,1,0
M,1,1,891,2,3,2,5,0,0,1,2,0,0
M,50,11,900,4,1,2,1,0,4,4,5,3,4
F,25,0,937,2,2,2,0,4,1,3,4,1,4
M,35,0,551,5,5,1,2,0,0,0,4,3,0
M,56,10,551,4,4,1,3,5,4,3,3,4,2
M,50,20,674,2,3,1,5,3,4,0,3,0,0
M,56,3,700,0,1,1,1,4,4,3,3,4,0
M,18,8,773,1,4,1,2,3,0,0,1,0,0
