Gender,Age,Occupation,ZIP-code,2,56,673,810,885,1009,1073,1097,1525,1654,1702,1750,1881,1920,1967,2017,2043,2087,2093,2138,2399,3438,3439,3440
M,35,18,977,1,0,1,2,0,0,4,1,0,4,0,3,4,0,2,4,1,0,2,0,0,0,4,2
M,18,0,157,0,0,2,1,0,5,5,4,0,0,0,0,0,1,1,0,4,0,3,1,0,0,2,0
M,50,20,980,1,1,1,0,5,0,5,3,0,3,0,1,2,2,1,0,4,3,0,4,0,4,2,0
F,25,15,550,2,0,2,3,0,0,1,1,0,5,5,4,0,1,0,2,4,5,3,2,5,2,2,3
F,18,15,110,2,0,1,0,1,3,5,3,0,0,0,0,0,0,1,0,3,1,1,2,0,2,0,0
F,18,18,15,3,0,0,4,0,3,5,2,0,0,1,0,3,0,4,0,5,4,0,3,1,0,0,1
M,25,16,539,4,2,3,0,2,3,0,0,0,1,3,2,1,1,0,0,5,0,1,0,2,0,0,5
M,35,0,105,0,3,0,0,5,0,4,2,2,0,1,3,3,0,0,1,5,4,2,0,3,5,0,4
M,18,1,775,0,0,2,4,0,3,2,3,1,0,0,0,5,0,0,0,4,3,0,0,0,4,0,0
F,35,10,62,1,0,0,3,4,2,1,5,1,0,0,1,5,0,4,4,3,3,2,4,5,1,4,0
M,56,15,972,1,0,0,4,0,3,1,0,0,4,4,1,5,2,0,4,2,0,1,1,3,4,1,2
M,50,16,701,3,0,5,3,0,3,5,5,0,4,3,5,3,2,0,3,3,4,1,0,3,0,1,0
M,45,20,914,4,4,2,2,2,2,2,3,0,0,4,0,1,2,4,5,3,4,3,2,3,3,0,0
F,50,14,524,5,1,1,0,1,0,1,5,0,2,3,1,5,0,2,0,1,1,0,0,3,4,0,0
M,1,15,857,5,3,3,1,0,3,2,4,4,4,2,2,4,4,0,3,3,0,0,0,0,2,0,0
F,25,8,272,0,2,1,0,3,0,4,1,2,0,0,0,2,1,0,0,4,4,0,0,0,2,0,0
F,1,14,863,0,1,0,2,4,2,2,3,0,4,0,2,1,0,1,0,2,0,0,0,3,2,0,0
M,35,10,741,2,4,0,0,1,3,5,1,5,0,0,5,2,1,0,1,1,0,3,3,1,5,4,4
F,18,5,122,0,0,2,3,4,0,1,0,0,0,2,5,3,0,2,3,4,0,5,3,5,5,2,2
M,50,18,498,4,3,4,0,0,0,2,5,0,3,0,0,4,0,0,4,1,0,2,0,0,3,1,0
F,45,13,503,3,2,1,2,4,0,2,0,0,0,5,1,4,0,1,3,3,2,1,2,5,4,4,5
M,1,19,441,3,2,2,1,0,0,5,4,2,3,5,2,5,1,4,0,5,0,0,3,5,4,4,2
M,18,14,460,0,3,2,4,1,4,5,0,4,5,1,0,0,0,4,0,4,0,5,0,4,2,4,2
M,45,11,339,0,2,0,4,0,0,0,5,0,2,1,0,2,0,5,3,2,4,5,0,0,2,3,4
M,25,1,740,4,4,5,0,0,0,2,5,0,3,4,5,2,3,1,4,3,0,0,3,0,0,0,0
F,1,19,625,3,0,2,0,2,2,4,2,1,0,5,0,5,2,4,0,4,4,0,3,3,5,0,4
M,56,9,730,2,0,2,3,1,4,4,0,5,5,5,0,3,0,0,1,3,0,0,0,1,0,0,1
F,18,13,309,1,0,5,0,1,0,2,1,2,3,1,2,3,0,0,4,0,3,1,3,0,0,1,5
M,25,15,481,0,3,1,3,3,2,5,5,0,4,4,0,0,3,4,2,0,4,3,3,0,3,4,0
M,18,4,943,0,0,0,2,3,1,1,0,1,1,4,0,0,1,4,3,1,4,1,3,3,1,4,0
M,18,8,547,5,0,1,2,4,0,2,5,0,2,4,4,3,0,0,5,2,0,5,4,3,4,4,4
F,25,12,6,5,1,0,0,5,1,0,1,1,4,0,3,5,0,4,4,0,0,4,0,0,2,0,0
F,56,14,944,0,1,1,1,0,5,1,3,0,5,0,2,2,0,0,0,0,1,0,2,0,2,5,0
M,18,7,83,3,3,0,0,0,0,1,0,0,0,0,2,0,0,3,0,3,4,2,4,0,0,4,5
M,1,15,805,5,2,2,0,5,1,1,3,0,4,0,1,3,0,0,0,1,0,0,0,0,0,3,1
F,18,16,485,0,2,3,1,3,4,4,2,1,2,5,0,5,2,4,5,0,4,0,1,0,5,4,0
M,25,14,19,0,0,0,3,1,0,0,2,0,3,0,4,4,5,0,4,0,4,0,1,0,0,0,4
F,1,4,640,1,0,2,3,3,3,3,5,0,0,0,5,1,4,0,0,0,0,0,1,0,5,4,3
M,18,14,265,3,0,0,1,3,4,4,3,3,2,3,1,5,0,5,1,0,3,1,3,2,5,0,3
F,56,20,498,0,3,0,0,0,3,4,2,1,5,0,2,5,0,5,4,0,0,2,2,0,0,5,2
M,45,3,275,4,0,2,4,2,0,2,4,0,4,2,2,0,0,4,3,1,3,0,4,0,4,2,0
M,1,9,6,0,0,5,0,3,0,4,2,0,0,0,0,2,0,0,2,1,0,0,0,0,3,0,0
F,50,14,307,4,2,0,0,0,2,4,2,4,0,0,0,5,0,0,0,3,5,3,0,3,3,0,0
M,56,9,765,4,3,0,4,0,3,5,0,0,0,0,3,1,2,0,0,1,0,2,0,0,0,0,0
F,50,12,613,5,0,3,0,2,3,4,0,0,0,3,2,4,0,0,0,0,4,3,5,3,5,4,0
M,45,17,486,4,0,0,0,0,0,3,5,0,3,1,0,0,4,0,2,2,0,0,1,3,4,0,5
M,35,9,277,4,2,0,1,0,3,2,5,1,1,5,1,3,0,2,0,4,2,3,3,1,3,0,3
M,25,18,921,2,4,0,0,5,0,5,3,0,3,0,4,0,1,0,3,0,0,0,4,0,0,5,0
F,35,13,221,3,0,0,0,4,1,1,1,3,3,0,2,2,0,1,2,1,0,1,0,2,4,1,0
M,35,19,758,0,2,3,0,0,0,2,0,4,3,3,0,5,3,0,0,3,0,2,4,0,1,5,4
F,56,1,41,0,0,1,1,0,4,1,2,2,5,0,0,0,0,5,0,2,5,0,5,1,3,3,4
M,35,3,436,0,0,1,0,4,2,2,5,5,4,1,0,0,5,2,3,0,4,0,0,5,1,4,3
M,50,0,953,5,0,2,1,2,3,4,5,0,5,3,5,0,0,4,0,0,4,1,3,0,0,0,2
F,35,7,943,2,0,0,2,1,4,5,0,0,0,0,5,3,0,0,0,1,0,3,4,3,4,0,0
F,18,1,221,1,3,3,2,5,3,1,5,5,0,4,1,3,2,0,3,0,2,2,3,2,3,5,4
F,25,5,281,4,0,3,2,5,4,2,5,5,1,4,4,0,4,1,3,5,2,2,5,2,0,2,3
M,25,11,802,5,0,0,0,0,1,4,3,5,3,5,0,3,2,3,0,2,3,3,0,0,0,0,4
F,35,17,144,0,2,0,3,4,3,0,3,4,0,1,5,2,0,1,3,0,4,0,3,0,5,0,2
M,50,5,111,4,2,1,4,2,0,1,4,4,3,0,3,5,2,1,1,5,4,4,4,0,5,2,0
M,18,11,128,2,2,2,4,4,1,5,3,2,5,0,4,4,1,1,0,1,2,2,2,0,1,1,2
F,18,20,833,3,3,1,0,0,0,4,4,2,0,0,1,0,0,2,3,0,3,1,1,3,2,0,2
F,25,13,402,4,0,4,4,0,0,5,1,0,0,3,3,4,3,0,1,1,3,5,3,1,1,0,1
