Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,50,16,208,1,3,5,4
M,56,5,53,5,3,1,5
M,18,19,326,4,4,5,2
M,56,15,701,2,0,0,0
M,1,17,144,3,3,0,2
M,1,2,633,0,0,0,2
M,25,6,84,4,0,1,0
F,50,8,446,5,2,3,2
M,35,7,463,3,1,0,0
M,25,18,442,0,0,3,0
F,35,7,436,2,1,0,4
M,56,17,56,5,0,0,3
F,18,0,274,4,2,1,4
F,25,8,200,2,4,1,4
M,50,12,326,2,2,4,1
M,1,13,534,4,3,2,0
M,18,13,990,1,2,0,3
F,1,0,988,5,2,1,1
F,45,5,916,5,0,3,5
M,45,7,87,1,3,2,3
F,50,13,744,0,2,5,3
M,35,7,431,0,1,4,2
M,25,20,914,1,0,0,4
F,50,7,930,2,1,3,4
M,50,4,223,1,0,0,2
F,1,3,582,3,4,0,3
F,50,14,756,4,0,5,1
F,50,8,208,4,0,0,2
M,45,7,402,2,0,3,5
F,50,19,346,1,0,2,2
F,25,8,226,0,0,0,1
M,1,15,841,0,0,0,3
M,50,0,834,1,3,4,4
F,56,7,937,2,4,3,3
F,35,17,680,0,4,5,0
F,50,4,320,0,4,0,4
M,50,11,658,2,3,1,2
M,45,20,731,0,0,0,0
F,18,9,905,4,0,3,0
F,45,17,104,0,0,0,0
F,25,3,982,4,0,2,5
F,45,11,493,0,1,2,3
F,35,3,756,4,1,0,1
M,56,4,473,1,2,1,3
F,25,5,325,3,0,0,0
F,25,16,967,1,0,5,4
F,56,18,229,2,3,5,3
F,56,14,114,4,1,4,0
M,1,7,700,1,1,4,4
F,25,10,380,3,2,5,4
M,35,2,931,5,4,3,0
F,50,1,222,4,0,0,0
M,45,6,447,4,3,4,3
M,25,16,952,1,1,5,2
M,56,16,764,0,1,0,4
F,56,17,42,1,4,0,1
M,18,15,284,4,0,0,5
M,1,4,22,5,5,3,3
M,25,3,453,0,2,5,1
F,18,10,63,0,0,3,1
F,18,20,910,4,4,0,0
M,45,1,640,5,0,0,4
F,25,8,111,1,0,0,4
M,50,10,41,4,3,3,2
F,50,11,424,4,0,0,1
F,1,14,180,0,0,0,3
M,56,14,485,3,4,3,4
M,35,14,811,3,1,5,5
M,35,20,372,1,0,0,2
F,45,3,186,1,0,4,4
M,50,14,623,0,5,3,2
F,25,17,555,0,4,3,4
M,18,19,121,4,2,3,5
M,35,15,436,2,0,1,2
M,45,6,911,2,4,5,2
F,1,13,777,4,1,0,0
M,25,20,982,5,5,5,0
F,18,10,81,2,0,0,3
M,35,19,460,5,4,0,1
M,25,3,997,5,0,0,3
F,35,14,338,3,0,0,3
M,56,5,193,3,4,5,2
F,50,15,261,5,1,3,3
M,50,7,435,5,5,5,4
F,50,20,971,0,1,1,2
M,18,11,280,5,5,4,3
F,35,6,666,3,0,0,3
F,56,9,281,4,4,4,1
M,18,1,83,2,4,4,5
M,25,6,261,0,1,5,0
M,1,15,911,1,0,0,3
M,35,18,534,3,0,0,0
F,18,0,302,1,0,0,2
F,18,4,41,3,0,1,0
M,25,12,826,5,0,0,0
F,45,20,131,3,2,2,0
M,56,17,370,2,0,0,2
M,25,9,424,1,4,0,3
M,1,3,972,0,0,0,0
M,45,5,473,1,0,3,3
M,50,10,902,5,1,5,0
M,25,20,12,4,1,2,3
M,45,6,853,0,0,0,1
M,25,4,224,4,1,5,5
M,25,5,840,0,2,0,5
M,25,18,66,0,0,0,0
M,45,16,120,4,0,3,2
F,45,5,911,2,3,2,0
F,1,20,555,1,2,2,3
M,56,2,917,3,5,3,5
F,1,8,88,2,0,0,0
M,56,19,751,4,2,5,3
F,45,19,992,0,0,2,1
M,56,8,265,4,5,3,4
M,56,0,590,0,5,5,3
M,45,20,323,3,0,0,0
M,56,17,870,1,4,5,1
M,18,16,970,2,1,2,2
F,45,1,666,0,1,5,4
M,50,12,232,4,1,2,5
M,1,10,83,3,0,0,3
M,50,1,48,0,4,5,2
M,56,14,910,4,0,0,1
F,25,1,550,3,2,4,2
M,35,16,108,4,3,3,3
F,50,12,970,4,0,4,0
F,1,11,915,2,1,0,5
F,35,15,206,1,0,0,0
M,35,8,492,3,0,2,1
F,25,12,345,1,4,1,0
M,35,9,921,4,2,0,5
M,25,4,460,2,3,4,5
F,35,12,180,0,0,0,1
M,45,11,141,0,1,2,1
F,1,1,10,5,2,5,0
F,25,12,981,1,3,1,5
F,35,14,895,1,0,0,1
M,56,5,927,5,4,0,0
