Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,25,7,221,1,2,0,0,0
M,35,17,793,1,1,0,0,5
F,50,14,549,0,3,0,1,4
F,50,2,22,0,3,5,3,2
F,18,7,758,0,2,4,5,1
F,50,16,488,0,3,0,1,1
M,50,0,30,5,0,0,3,3
M,45,16,103,0,1,0,2,0
M,18,7,925,0,2,0,0,0
M,25,5,450,2,1,4,5,0
F,56,18,272,4,0,0,4,0
M,25,14,354,1,2,0,5,3
M,56,3,301,1,3,1,1,3
M,56,7,424,0,0,5,2,3
M,18,7,33,1,4,0,0,2
F,1,16,450,0,3,0,4,0
M,35,5,56,4,4,2,1,0
M,1,19,286,4,3,4,5,3
F,45,9,652,0,5,3,0,0
M,56,5,853,1,0,0,0,3
M,35,1,980,1,5,0,0,0
F,35,13,302,2,5,2,5,2
M,1,5,78,1,0,1,4,0
M,25,15,180,3,4,2,2,0
M,45,8,915,2,1,2,5,0
F,35,16,758,2,2,0,4,3
M,18,1,949,1,4,2,2,3
F,18,19,598,0,4,3,0,1
M,18,4,915,4,2,0,0,5
M,18,5,662,2,3,0,5,0
M,1,13,915,0,2,1,0,1
F,18,19,76,3,4,0,1,2
M,50,13,320,5,1,3,0,0
F,35,4,811,3,5,0,5,3
M,45,19,914,0,2,5,0,5
M,50,17,532,0,4,4,1,0
F,50,0,535,3,3,2,4,0
M,50,5,226,5,4,4,0,3
M,25,11,988,0,0,0,5,2
F,18,4,161,2,0,3,5,5
F,18,19,804,1,0,0,4,5
M,25,8,708,4,2,3,0,4
F,45,20,804,1,1,4,2,3
M,50,20,69,0,4,2,3,5
M,56,6,790,2,2,2,2,3
F,35,0,820,1,0,0,3,1
M,1,7,786,5,4,4,5,0
M,1,19,740,3,1,0,2,1
M,18,6,208,0,3,0,0,0
M,18,17,811,1,4,2,4,5
F,25,7,26,3,5,2,0,4
F,56,17,782,1,3,4,5,3
M,1,10,680,5,5,0,3,0
F,56,16,975,1,0,0,0,1
M,35,12,325,1,5,1,3,4
F,56,6,959,0,2,0,0,2
F,56,14,221,0,5,1,0,0
M,25,13,98,5,2,0,4,1
M,18,6,641,5,5,0,1,0
F,56,17,923,0,5,4,2,3
F,18,9,820,4,0,1,4,3
M,18,20,980,0,1,0,1,0
M,1,2,466,2,2,5,2,0
F,1,12,826,3,0,0,1,3
F,45,16,223,0,2,3,0,3
M,18,17,236,1,4,2,1,0
M,1,13,272,5,3,1,0,3
M,45,20,347,5,2,2,4,3
F,25,1,115,2,3,0,0,5
F,1,15,210,2,4,1,0,1
M,45,15,207,1,0,1,5,1
M,35,13,919,3,3,0,1,1
M,45,1,157,4,1,0,4,3
M,1,12,377,5,3,2,5,1
M,35,15,735,0,2,1,5,0
F,50,4,815,2,4,2,3,4
F,25,6,801,4,5,4,1,3
F,45,2,56,2,4,4,4,3
M,18,4,841,0,0,1,0,5
M,50,19,13,0,3,0,0,1
M,1,4,360,5,5,1,4,4
M,25,0,980,0,4,1,0,1
M,45,17,166,2,2,1,1,3
M,25,0,926,0,4,0,3,2
F,1,15,946,2,0,0,0,3
F,1,10,33,5,5,4,1,1
F,25,11,440,3,5,0,1,0
M,45,17,863,4,5,0,5,3
M,18,0,121,0,0,2,3,3
M,45,15,191,0,4,5,5,4
F,25,1,240,0,5,2,1,0
M,25,10,12,2,1,1,1,4
M,45,0,658,0,3,4,4,4
F,50,11,571,0,3,0,1,0
M,45,9,937,4,5,3,2,0
M,25,19,41,0,0,0,0,4
M,1,4,780,2,5,3,0,0
F,18,5,62,2,2,0,0,2
M,1,6,287,5,2,2,2,3
M,18,10,157,5,2,0,5,3
M,56,13,144,0,3,1,5,1
F,18,15,581,4,1,2,0,5
F,18,17,334,0,3,0,0,2
M,1,20,770,5,0,4,0,1
M,25,7,937,4,4,2,4,3
F,18,5,152,0,2,2,4,3
F,18,15,337,0,0,0,2,0
F,1,1,485,0,4,2,2,4
F,25,7,23,1,0,3,0,3
F,18,12,103,2,4,0,2,5
M,25,3,843,1,5,2,0,0
M,18,7,83,5,0,4,0,2
F,56,10,272,5,3,0,3,3
F,45,16,322,0,3,0,2,0
M,56,19,430,5,5,1,4,3
M,25,15,503,1,1,0,0,0
F,18,14,915,5,5,0,5,1
F,50,0,494,4,3,4,4,3
F,45,15,497,0,1,5,0,5
M,18,14,778,0,2,0,0,5
F,18,7,981,2,3,4,3,5
F,45,15,197,2,2,4,2,1
F,25,20,50,5,2,0,1,3
F,1,0,157,5,4,0,0,2
M,56,11,494,0,5,1,5,3
M,45,1,911,3,0,5,4,3
M,25,15,640,5,5,5,3,1
M,18,14,330,0,3,4,0,4
M,18,6,609,3,3,0,3,2
M,18,20,110,0,1,1,0,2
M,56,4,37,3,4,2,3,1
F,35,19,463,5,1,1,0,0
M,35,4,777,1,3,5,0,0
F,56,12,220,5,1,0,0,0
F,25,15,836,0,1,0,4,1
M,18,13,321,1,1,2,0,0
M,56,20,590,3,2,0,2,1
M,50,14,442,5,2,3,1,3
M,1,20,603,2,4,2,0,0
F,25,15,380,4,4,1,0,2
F,56,16,905,5,2,5,0,2
M,18,4,916,2,0,2,0,4
M,25,4,743,0,2,0,4,0
M,18,3,616,1,3,3,0,3
M,25,19,37,2,5,1,5,3
M,18,1,870,2,5,3,0,1
M,25,7,434,0,3,5,4,5
F,25,7,758,5,2,5,4,0
M,1,19,382,1,3,0,2,3
F,1,19,50,5,0,2,1,0
M,45,15,459,3,2,0,2,5
M,56,20,200,0,5,2,0,3
M,56,11,937,5,0,0,1,4
F,25,16,606,1,5,3,0,3
F,1,17,446,3,2,2,2,1
M,1,20,406,0,2,0,5,3
M,1,3,245,3,2,0,2,3
M,50,14,150,2,5,2,1,3
F,45,14,228,0,0,4,4,0
M,1,15,554,0,4,2,3,3
F,25,3,379,0,5,0,5,1
M,18,13,337,5,3,0,5,0
M,35,15,704,2,5,1,0,0
M,1,1,826,0,3,4,1,0
M,56,9,925,2,0,4,1,0
F,35,14,727,0,3,1,2,5
M,35,11,181,4,0,2,3,2
F,45,1,18,5,5,0,3,0
M,18,5,64,5,3,0,1,3
F,35,1,90,4,5,2,2,0
M,25,1,502,0,2,0,5,5
F,45,14,89,0,3,5,4,5
M,1,12,549,4,4,1,1,0
F,18,2,345,4,4,1,0,1
F,45,7,63,0,1,1,1,0
M,56,5,933,4,4,2,4,0
M,50,0,758,0,4,4,0,1
M,50,2,144,0,4,4,4,3
F,18,20,45,0,4,0,0,3
M,18,13,953,0,5,1,3,4
F,56,16,338,0,1,5,0,3
M,1,2,306,0,1,0,2,2
F,25,7,434,4,2,0,3,0
M,18,13,985,0,3,1,2,4
M,56,4,752,3,1,4,2,0
M,1,14,803,1,0,4,0,1
F,56,8,115,0,1,2,0,0
M,25,14,122,1,1,4,0,0
M,56,13,321,2,5,3,2,0
M,56,9,148,1,1,0,5,3
F,1,18,190,5,2,4,0,0
F,56,15,333,2,5,0,4,3
M,56,10,437,5,5,4,4,3
M,56,4,358,4,5,4,2,3
M,18,3,81,0,2,1,4,3
M,50,19,234,0,2,3,5,5
F,1,16,623,0,0,0,2,3
M,18,15,853,2,1,2,1,3
M,45,14,136,0,3,1,1,3
M,1,12,211,3,5,4,4,0
M,45,15,296,4,5,3,1,1
M,35,12,434,0,0,1,0,2
F,1,17,956,0,5,2,0,4
F,1,20,274,3,2,4,1,0
M,45,19,474,0,4,0,3,0
M,18,11,947,1,5,3,4,0
M,25,1,323,1,5,0,1,5
M,25,5,990,0,5,0,0,0
M,45,3,495,4,0,0,3,5
M,35,1,345,4,5,3,4,3
M,1,9,956,0,3,0,0,4
M,35,17,967,3,1,1,3,0
F,50,18,15,1,3,0,0,2
M,56,9,430,1,0,0,5,2
F,50,4,140,5,3,2,1,3
M,45,9,362,4,4,1,1,2
M,50,8,850,1,3,0,3,2
M,35,4,437,4,1,0,4,4
M,1,14,988,1,2,0,2,0
M,50,9,161,4,1,2,4,5
F,25,14,417,2,1,0,1,3
F,18,0,949,1,0,0,4,3
M,1,0,329,1,5,0,2,0
F,35,16,958,0,4,0,0,0
M,35,11,501,5,0,0,2,0
F,18,16,229,0,2,4,2,0
M,1,0,327,1,3,4,0,0
M,1,17,460,3,0,1,3,3
M,18,1,462,1,3,2,0,0
F,25,1,447,1,3,0,5,1
F,35,20,103,4,2,1,1,5
M,25,12,557,3,0,3,2,1
F,25,0,406,0,0,0,0,5
F,56,2,563,0,3,1,4,0
M,35,16,618,4,3,3,0,5
M,45,11,306,0,3,2,3,1
F,35,3,820,4,5,5,5,2
F,25,20,489,1,1,0,0,0
M,18,7,88,0,2,3,2,3
M,25,7,923,1,3,4,4,0
M,18,1,782,4,3,0,0,0
M,35,20,282,0,4,5,0,4
F,25,12,758,5,4,3,4,3
M,45,17,56,4,4,0,5,3
M,50,7,69,4,1,2,0,1
M,50,17,920,0,1,0,4,2
F,18,16,337,1,2,2,0,2
M,35,19,446,3,3,0,5,5
M,35,0,731,2,2,0,0,0
F,56,7,112,0,5,0,2,2
F,25,7,215,0,4,4,0,3
F,1,1,498,5,2,1,0,5
F,35,8,494,0,2,0,1,1
F,18,19,925,4,3,2,0,0
M,25,19,495,0,4,2,5,0
M,18,1,207,0,3,4,2,5
M,1,0,555,0,5,5,0,3
F,18,10,974,2,0,3,4,3
F,56,7,534,4,0,1,5,3
M,1,14,790,2,5,0,4,0
M,35,14,118,5,1,0,2,0
F,45,16,780,5,3,1,0,4
F,35,10,54,0,0,2,0,1
M,56,2,431,0,5,4,4,2
M,1,7,434,2,4,5,2,1
F,35,20,609,5,3,0,4,4
M,25,17,330,0,1,3,4,5
M,45,9,140,3,4,0,5,1
F,1,9,152,2,3,0,1,0
F,25,9,21,0,0,0,4,4
M,50,0,181,2,2,0,1,0
F,25,9,405,2,1,4,5,3
F,1,17,919,0,2,0,1,2
F,1,8,347,0,0,3,4,3
F,56,15,836,1,5,5,0,0
F,18,8,943,0,3,2,0,0
M,45,5,612,2,4,3,0,3
F,1,20,928,0,1,0,1,3
F,18,11,309,3,0,1,2,4
M,1,14,128,5,1,2,1,0
