Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,16,136,0,0,0,0,4,0,0,0,0,0
M,25,17,481,0,2,5,5,0,0,0,4,2,0
M,18,6,944,0,2,0,1,4,1,5,0,1,3
M,50,5,957,5,1,3,2,4,4,0,0,1,0
F,1,17,83,1,0,5,4,5,3,0,3,0,4
M,25,3,900,0,3,5,4,4,2,4,1,4,2
F,45,16,900,4,4,2,4,0,1,4,4,4,1
M,18,0,81,2,5,0,4,3,4,4,5,4,0
F,50,9,927,3,5,3,4,4,0,3,2,3,1
M,25,1,953,4,5,4,5,0,4,0,4,4,0
M,35,20,497,1,0,4,4,5,0,1,3,2,4
F,50,2,104,2,4,3,0,1,3,1,1,3,4
F,50,1,30,5,5,3,5,1,1,4,3,4,1
M,50,7,49,4,2,2,0,4,4,0,0,1,1
M,25,15,331,0,2,5,1,4,5,4,5,0,1
M,56,18,84,4,3,3,2,4,4,5,5,5,2
F,35,3,150,4,4,2,4,3,0,1,1,5,0
F,50,0,799,3,1,4,4,3,4,3,0,0,5
M,45,11,581,4,1,1,0,1,4,0,1,1,3
F,18,12,66,5,0,3,4,0,0,0,0,5,0
M,45,17,454,3,3,3,1,1,3,5,4,4,2
F,1,4,850,3,4,2,3,1,2,0,5,0,3
F,35,5,735,5,3,5,3,4,2,3,3,5,0
F,25,8,180,3,2,0,4,0,0,5,0,3,5
F,35,9,462,4,1,3,0,1,2,0,0,5,4
M,25,1,501,1,0,4,4,0,1,2,4,3,5
M,50,12,196,0,5,4,5,5,2,2,0,5,0
M,45,1,905,1,5,5,2,2,5,0,5,2,1
M,25,4,84,1,5,0,3,3,4,4,5,5,3
F,50,8,772,2,3,2,0,2,3,3,4,0,0
F,1,10,329,4,0,5,0,0,5,0,0,0,0
F,1,1,296,3,3,4,0,3,0,0,3,3,2
M,50,3,306,2,1,2,3,4,1,2,0,4,2
F,1,0,958,2,0,2,3,4,0,4,0,4,1
M,1,3,942,3,4,5,5,2,3,2,0,2,2
