Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
M,18,18,902,2,0,4,4,5,2,0,2,0,1
M,56,11,558,3,5,1,4,4,4,0,3,2,5
M,35,20,178,4,0,0,0,0,5,3,0,0,0
F,25,0,42,1,5,0,0,0,3,0,4,0,0
M,18,20,483,5,0,0,0,3,1,3,2,0,4
M,45,8,902,5,0,4,4,3,2,3,3,0,1
F,1,14,60,4,4,0,4,0,2,5,0,4,3
M,50,14,170,0,3,5,1,1,2,5,1,3,1
M,25,8,68,0,3,5,1,1,0,2,0,2,0
F,35,8,912,4,5,0,4,1,2,0,1,5,2
M,18,3,558,0,4,3,3,4,0,0,0,0,3
M,50,5,856,1,2,4,0,0,2,5,5,4,5
F,18,20,16,2,2,5,0,5,0,4,1,5,1
F,50,5,590,5,3,1,1,5,3,4,0,0,5
F,50,9,209,5,2,4,5,4,4,0,0,4,1
M,25,19,631,0,0,0,0,0,0,0,0,0,0
M,45,1,346,5,3,2,5,5,0,0,3,0,5
F,35,15,228,0,0,0,5,0,0,3,4,0,0
M,18,2,443,0,0,0,0,0,0,1,0,0,0
M,18,7,331,1,0,2,2,4,4,5,0,0,1
M,25,9,362,5,0,0,4,2,1,3,0,5,1
M,25,0,772,4,0,0,0,0,0,0,0,0,0
F,45,4,171,5,0,4,0,3,0,0,0,3,0
F,45,4,492,5,2,4,0,3,0,3,1,3,0
M,18,3,815,2,0,0,3,0,0,4,0,0,4
M,56,5,319,5,0,3,5,0,3,2,3,1,1
F,25,8,833,0,4,0,3,0,3,5,3,2,2
M,1,2,337,0,3,3,4,5,5,0,0,2,1
M,1,3,970,1,3,0,3,0,3,0,0,2,0
M,18,19,191,5,1,4,0,2,0,3,4,3,0
F,18,19,49,3,0,2,4,4,0,4,4,3,2
M,1,16,66,4,0,2,2,0,5,0,0,3,0
F,35,8,443,5,0,0,0,0,0,0,1,3,4
M,1,14,758,0,0,3,4,2,4,2,5,5,5
M,35,5,481,0,0,0,0,0,2,0,0,0,3
F,50,3,45,2,4,0,3,0,1,0,0,2,3
F,18,16,604,0,0,0,0,0,0,0,0,2,4
F,25,8,580,5,5,0,0,4,4,0,0,2,0
M,56,17,157,0,4,1,2,5,3,3,5,4,3
M,35,3,602,0,4,2,0,0,0,0,0,5,4
F,18,17,84,0,0,1,0,0,1,2,4,5,3
M,25,3,84,0,0,2,4,0,3,0,0,0,1
F,50,9,80,4,4,2,3,0,2,0,3,5,0
M,35,12,325,0,0,0,0,0,0,0,3,0,2
F,18,12,609,0,2,3,1,5,0,5,4,3,0
M,25,7,450,1,0,0,0,2,5,3,4,4,0
F,50,2,498,4,5,4,4,0,0,5,4,1,0
M,45,7,951,0,0,0,4,4,0,4,0,4,4
M,50,14,454,0,0,4,2,5,1,5,1,0,2
M,35,9,655,5,3,0,0,1,1,4,5,4,0
M,25,9,558,5,0,2,4,0,0,0,0,3,0
M,25,2,21,0,0,0,0,0,0,0,3,5,0
F,18,10,486,0,0,0,5,4,4,0,0,2,3
M,25,1,958,0,3,0,2,2,5,0,1,4,4
M,45,5,245,3,5,3,3,5,2,4,1,2,5
F,56,5,984,2,0,4,0,0,5,4,0,0,0
M,35,18,484,2,0,1,4,0,4,4,0,3,5
M,25,7,87,0,5,0,0,3,4,0,2,0,0
M,35,13,358,0,0,0,3,0,0,0,4,2,4
F,50,3,334,4,3,0,4,0,0,4,0,0,2
M,50,16,934,5,5,4,0,5,0,4,0,0,1
M,18,17,933,0,0,0,0,0,0,0,0,0,0
F,50,19,977,5,0,0,0,5,4,0,0,0,5
M,35,14,334,5,0,0,4,2,0,2,0,0,4
M,18,12,232,1,5,0,4,0,0,0,4,0,5
M,25,4,551,0,0,1,4,5,2,4,0,3,0
F,50,14,704,0,0,3,3,5,5,2,3,0,5
F,1,7,286,0,4,5,0,0,3,0,3,0,0
F,50,8,760,5,0,5,4,4,4,0,1,2,0
M,35,20,26,2,5,3,0,4,5,0,4,3,0
F,50,17,360,2,5,1,5,2,4,4,0,0,0
M,35,8,435,0,4,0,3,5,5,0,2,1,0
M,56,0,206,1,3,4,4,5,3,4,3,0,1
M,56,8,853,3,0,2,4,4,1,0,3,4,4
M,25,0,287,0,0,0,4,0,3,0,0,2,2
M,1,7,965,3,0,2,5,1,2,5,4,1,5
F,18,12,132,1,2,5,4,3,2,3,0,3,0
F,35,5,434,0,0,2,3,2,5,5,1,2,5
M,35,2,946,0,0,1,0,4,0,3,0,0,5
M,35,14,775,0,0,0,3,0,2,1,5,4,2
F,25,4,787,1,2,0,0,5,0,0,3,3,5
