Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,25,0,554,4,0,0,0,1
M,25,11,904,1,5,1,3,2
F,1,13,525,4,2,0,5,4
F,45,8,261,3,2,1,1,3
F,25,5,273,0,0,5,2,5
M,50,4,434,0,3,5,3,3
M,25,13,765,3,1,0,2,1
M,18,16,445,5,2,2,0,3
F,35,13,68,0,1,1,5,0
F,56,19,27,0,0,0,1,0
M,25,20,741,0,2,5,4,3
F,25,11,462,4,5,0,3,4
M,25,7,820,0,0,0,4,1
F,50,17,222,4,4,5,3,1
M,1,0,37,2,4,3,5,1
F,18,17,700,2,5,0,5,3
F,25,11,424,1,2,1,4,2
F,35,3,327,4,3,3,3,0
M,50,2,931,2,4,3,4,4
M,25,2,965,2,4,3,0,2
F,18,3,857,0,0,0,0,1
F,1,18,109,0,4,1,0,2
F,25,4,462,4,1,0,4,4
F,50,16,731,5,4,0,5,2
M,1,18,902,3,4,1,4,2
F,35,4,836,5,0,0,3,5
F,18,4,809,5,0,4,5,5
F,45,2,658,5,0,0,2,4
M,1,17,197,1,0,1,2,1
F,18,19,604,2,2,0,0,0
F,35,2,790,3,0,1,3,1
F,50,5,100,1,4,4,4,1
M,18,16,560,2,2,1,2,5
F,1,7,274,5,0,3,2,5
F,25,0,50,0,3,0,0,4
M,56,17,360,2,3,1,0,0
F,25,20,811,5,0,0,5,0
F,56,16,794,0,4,1,3,0
M,35,6,17,5,2,0,4,2
F,56,10,957,0,2,5,4,2
M,56,3,997,5,1,5,2,3
F,45,4,157,0,3,0,4,0
M,35,9,166,5,4,0,0,1
M,18,8,152,2,2,2,0,0
M,50,19,143,4,5,0,0,1
M,25,14,165,3,0,1,1,0
M,1,8,229,2,3,0,0,5
M,45,2,559,0,5,3,1,5
M,56,12,937,2,4,5,0,4
M,56,7,66,0,4,0,2,4
F,35,19,60,0,0,5,2,4
M,56,16,372,0,2,0,2,5
M,25,5,830,0,4,3,1,1
M,56,15,245,2,2,5,5,1
F,35,19,330,4,0,5,4,5
M,25,19,786,5,0,4,2,0
F,35,20,114,1,1,0,5,1
M,50,11,362,4,5,0,0,0
F,1,1,65,2,0,3,3,3
M,25,19,74,4,2,4,3,1
M,56,8,63,2,1,1,1,0
M,56,17,130,0,3,5,0,4
F,56,17,144,4,5,2,2,3
M,45,15,431,3,2,2,0,3
M,25,15,66,2,5,0,3,3
M,18,2,405,2,1,0,1,0
M,56,3,223,5,0,2,3,2
M,25,14,523,0,3,3,5,5
F,45,11,473,1,0,1,2,2
M,25,0,196,1,0,0,0,0
F,35,1,382,3,2,4,3,0
M,56,17,336,2,0,4,2,1
F,56,20,282,2,3,1,2,2
