Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,35,8,74,1,0,4,4
F,25,1,111,0,0,0,0
M,25,5,933,0,0,0,0
M,25,11,230,5,5,4,1
M,35,15,531,3,0,3,5
M,18,7,306,0,4,0,3
M,56,0,805,0,0,0,5
M,1,3,48,0,0,3,2
M,50,3,38,0,1,0,0
M,18,7,362,2,3,0,0
F,25,2,613,0,0,1,0
M,18,4,558,0,0,5,0
M,18,8,658,0,0,0,3
F,35,9,88,4,5,1,2
M,1,8,297,3,0,0,2
F,50,20,662,2,1,0,3
F,25,7,193,3,1,0,1
M,45,14,871,2,4,3,5
M,25,2,60,2,2,0,4
F,25,11,274,2,1,0,0
M,35,15,325,3,5,3,3
M,50,2,290,2,3,5,3
M,56,8,38,3,0,0,5
F,56,8,165,5,2,0,2
M,56,1,662,0,3,0,3
M,56,11,292,3,0,0,1
M,45,3,973,1,1,0,0
M,35,12,951,1,1,0,0
M,25,17,731,4,4,4,5
M,18,17,222,0,0,1,0
M,45,7,64,2,1,0,4
M,45,2,826,4,4,0,5
M,35,1,279,1,0,0,1
M,50,1,82,2,4,0,3
M,18,17,951,1,0,0,1
F,1,8,701,0,0,3,0
M,25,14,605,3,5,0,2
F,56,12,553,0,1,1,3
M,35,4,523,0,0,1,3
M,35,9,777,4,2,1,5
F,18,15,338,3,0,0,0
M,35,1,495,1,0,2,4
M,25,0,773,2,2,5,5
F,35,12,838,0,1,3,3
F,18,9,211,2,2,2,3
M,25,0,280,3,4,0,0
M,25,14,132,0,3,0,0
F,50,17,330,5,1,0,3
M,25,3,495,0,1,0,2
F,50,1,100,1,1,0,3
M,50,8,276,0,1,5,0
M,35,18,492,2,5,0,4
M,18,6,942,3,2,0,3
M,18,7,560,5,5,0,0
M,25,14,540,0,4,5,5
M,25,14,68,0,1,0,0
F,56,20,325,1,2,1,0
F,1,11,100,2,5,0,4
M,50,2,108,2,5,0,4
M,25,12,804,1,3,1,0
M,45,20,281,3,5,0,3
M,25,8,376,4,5,0,4
M,25,8,801,0,4,0,3
F,25,2,794,1,1,4,3
M,25,11,330,3,4,0,0
M,25,12,157,0,3,2,4
F,1,11,630,2,1,0,4
M,25,17,485,0,3,4,2
M,56,2,105,5,0,0,0
F,56,15,870,2,0,0,2
M,25,17,380,3,4,2,4
M,25,16,446,4,0,1,2
F,45,0,358,3,5,0,0
F,18,2,301,0,5,1,3
M,25,17,681,0,0,4,0
M,25,5,540,0,4,5,0
F,50,17,633,0,0,5,3
F,25,9,290,2,5,0,4
M,25,14,328,4,1,0,5
M,50,2,446,5,5,0,4
M,56,11,132,0,0,0,0
M,35,9,62,1,1,0,4
M,50,15,28,2,3,5,5
M,35,15,770,0,3,2,3
M,25,2,275,4,0,4,0
M,18,4,338,5,1,0,3
M,1,6,833,1,5,0,2
M,25,19,981,4,5,1,2
F,25,1,171,2,0,1,0
M,25,8,756,1,0,0,0
F,35,9,76,1,5,0,0
M,18,7,933,3,0,1,0
M,18,2,454,0,0,0,0
M,45,0,128,3,1,0,1
M,18,7,640,0,0,0,3
F,25,3,850,3,3,1,3
M,45,3,522,5,1,2,3
M,1,7,294,2,5,0,4
F,18,9,708,5,4,0,0
F,18,13,262,1,3,5,4
M,25,9,560,3,3,0,4
M,1,2,708,0,0,4,0
M,50,15,265,0,5,0,0
M,50,2,328,3,0,0,0
M,56,11,150,3,1,0,0
F,1,9,770,1,0,0,2
F,25,17,334,5,2,0,4
M,1,11,773,2,1,0,5
F,18,2,120,3,0,4,3
M,25,18,118,3,1,2,1
M,35,14,64,5,3,3,4
F,35,6,120,0,2,1,4
M,45,1,294,2,1,0,4
M,25,11,969,1,2,0,4
M,25,12,435,0,5,0,5
M,18,7,630,4,0,0,0
F,1,10,220,4,1,1,0
M,56,11,494,0,0,0,1
M,1,17,927,4,0,0,3
M,25,10,274,4,0,4,4
M,50,0,198,0,0,0,0
F,25,4,618,4,5,0,3
M,25,18,765,5,4,3,4
F,25,7,123,0,0,0,3
F,1,0,53,1,2,2,4
M,18,2,992,0,0,0,5
M,18,0,787,0,5,5,2
M,25,14,122,1,0,0,4
M,50,0,532,1,0,0,0
M,45,0,20,3,1,4,5
F,18,17,193,3,1,0,1
M,1,15,956,2,1,0,4
F,1,0,488,0,1,0,0
F,25,10,347,1,0,1,2
M,50,7,726,3,0,2,0
M,56,8,431,0,1,5,0
F,25,4,756,0,3,0,5
M,50,20,927,4,1,5,0
F,18,12,21,3,0,0,4
M,45,13,222,2,3,4,5
F,18,11,523,5,2,3,0
F,25,3,770,0,2,1,5
M,18,20,436,1,5,0,5
M,50,0,53,1,3,0,0
M,1,1,937,0,3,0,5
F,50,4,547,0,0,3,2
F,25,15,904,0,5,5,0
M,25,13,925,1,4,3,3
F,25,5,200,0,1,1,0
M,1,3,23,4,0,0,0
M,25,1,53,1,0,0,0
M,18,14,940,5,1,1,5
M,18,16,70,0,0,0,0
M,56,0,836,1,2,4,2
F,25,19,815,1,5,4,0
M,50,18,290,0,0,3,1
F,25,8,630,0,3,1,4
M,25,0,984,5,1,0,5
M,18,8,820,1,2,0,5
M,50,18,229,0,2,4,3
F,35,2,76,0,5,1,4
M,1,12,292,3,0,0,5
M,50,4,609,2,4,5,4
M,45,7,24,1,1,4,3
M,56,12,80,0,0,0,4
F,1,8,908,5,2,1,4
M,45,12,200,0,1,0,3
F,50,10,939,1,5,4,4
F,56,7,981,5,0,1,0
M,50,2,970,5,0,0,0
F,56,2,622,2,0,1,5
F,25,4,804,2,1,1,0
F,25,9,924,0,4,0,0
M,56,14,612,4,5,3,2
F,45,17,200,1,1,4,5
M,45,8,206,3,1,0,1
F,25,7,112,2,1,0,5
M,25,3,441,4,4,0,3
M,25,15,236,2,0,5,3
F,25,9,917,0,2,0,0
M,25,8,878,1,2,1,2
M,25,0,230,0,0,0,0
M,25,7,132,2,3,0,0
