Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
F,25,0,554,3,0,0,0
M,25,11,904,5,1,0,0
F,1,13,525,2,0,3,3
F,45,8,261,0,5,2,2
F,25,5,273,0,0,5,3
M,50,4,434,1,1,4,0
M,25,13,765,5,0,5,3
M,18,16,445,1,1,5,4
F,35,13,68,2,3,1,3
F,56,19,27,3,0,3,2
M,25,20,741,4,1,4,4
F,25,11,462,3,2,0,2
M,25,7,820,4,3,1,3
F,50,17,222,4,3,2,0
M,1,0,37,2,3,2,1
F,18,17,700,3,5,0,2
F,25,11,424,2,3,2,2
F,35,3,327,5,0,2,2
M,50,2,931,4,0,1,0
M,25,2,965,2,3,0,5
F,18,3,857,2,1,2,4
F,1,18,109,2,1,4,0
F,25,4,462,0,0,4,0
F,50,16,731,3,5,5,5
M,1,18,902,3,5,3,3
F,35,4,836,0,0,5,3
F,18,4,809,5,1,1,3
F,45,2,658,3,0,0,3
M,1,17,197,0,0,3,5
F,18,19,604,2,0,3,4
F,35,2,790,0,0,1,0
F,50,5,100,3,0,1,3
M,18,16,560,2,3,5,4
F,1,7,274,2,2,5,5
F,25,0,50,1,3,3,3
M,56,17,360,4,2,2,4
F,25,20,811,0,5,2,4
F,56,16,794,0,5,3,3
M,35,6,17,0,5,2,2
F,56,10,957,3,0,5,5
M,56,3,997,1,3,2,1
F,45,4,157,3,0,4,1
M,35,9,166,1,2,2,4
M,18,8,152,3,4,2,5
M,50,19,143,4,2,5,0
M,25,14,165,0,4,5,0
M,1,8,229,4,5,3,0
M,45,2,559,4,4,1,4
M,56,12,937,4,0,0,4
M,56,7,66,5,2,5,3
F,35,19,60,5,0,2,1
M,56,16,372,4,0,3,5
M,25,5,830,0,4,1,2
M,56,15,245,5,1,3,5
F,35,19,330,0,0,2,2
M,25,19,786,4,0,4,3
F,35,20,114,2,4,4,5
M,50,11,362,5,2,5,0
F,1,1,65,0,5,4,3
M,25,19,74,0,2,3,5
M,56,8,63,4,2,3,4
M,56,17,130,3,0,0,3
F,56,17,144,0,0,0,5
M,45,15,431,2,0,0,2
M,25,15,66,3,1,1,4
M,18,2,405,2,3,2,0
M,56,3,223,3,0,5,2
M,25,14,523,3,0,4,1
F,45,11,473,0,2,2,0
M,25,0,196,5,5,2,0
F,35,1,382,2,1,2,2
M,56,17,336,3,4,0,5
F,56,20,282,5,5,0,2
F,18,4,503,3,2,1,0
M,18,15,680,1,0,3,3
M,35,5,358,2,2,0,3
M,18,12,627,1,0,2,3
M,56,17,80,3,5,0,4
M,50,15,786,5,5,1,0
M,35,2,319,3,5,5,1
F,50,1,82,1,0,2,5
F,18,1,382,1,5,2,0
M,35,9,122,4,2,0,4
M,56,12,551,3,4,2,1
M,50,15,240,0,2,4,5
M,50,1,111,1,2,4,0
F,50,9,280,5,5,3,1
M,25,0,613,0,3,2,3
F,35,8,524,1,0,5,0
M,1,17,853,5,3,0,1
M,25,11,326,0,4,3,1
M,35,1,224,2,4,0,5
M,25,12,834,5,0,5,5
F,56,1,895,4,0,1,0
M,25,3,623,3,3,4,1
F,35,1,61,0,4,5,2
F,1,11,396,5,2,1,3
F,56,3,261,3,3,2,2
M,1,17,616,4,2,1,0
F,45,7,813,5,5,3,5
M,18,14,843,1,3,0,3
M,25,3,571,3,2,2,3
M,50,12,571,4,4,1,3
F,25,3,207,5,4,3,0
F,18,7,997,0,0,5,3
F,18,15,612,2,2,5,4
F,25,11,501,2,3,4,4
M,35,11,208,1,5,0,5
F,18,4,17,2,1,0,2
F,50,14,354,3,1,2,5
M,25,9,928,5,1,5,1
F,56,2,833,5,4,1,4
F,1,11,630,2,0,1,0
F,18,20,473,3,1,4,3
M,18,13,959,5,5,0,5
M,56,17,606,5,2,1,0
M,25,20,128,5,2,0,1
M,56,0,104,5,1,1,5
M,50,15,23,5,4,2,5
F,25,1,875,3,2,2,3
M,25,6,954,3,2,4,0
F,25,10,61,2,1,4,4
M,50,9,625,2,5,3,2
F,50,6,328,2,4,0,1
M,18,14,925,4,5,3,1
M,56,17,939,4,1,0,4
M,18,6,468,5,1,3,4
M,25,18,935,0,1,1,0
M,18,17,797,0,0,4,4
F,18,8,481,1,2,2,1
M,18,4,925,0,2,1,5
M,25,14,352,2,1,2,3
M,35,20,460,4,2,5,1
M,56,13,547,5,1,3,3
F,56,0,959,2,5,0,0
M,25,4,231,5,1,5,4
M,56,20,430,2,2,1,4
F,45,17,908,3,0,2,5
M,25,19,98,1,4,1,5
F,35,17,354,2,3,0,4
M,56,16,946,2,4,0,4
M,45,15,17,3,4,0,0
M,35,8,991,4,0,4,0
