Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,3,191,0,1,0,2,2,3,5,4,4,0
M,25,18,146,3,5,2,1,2,1,5,3,0,0
M,35,10,598,2,4,1,2,0,0,4,3,4,4
F,25,2,103,3,3,5,4,1,3,1,4,1,5
M,25,11,780,3,0,0,1,4,5,2,0,3,3
M,35,12,371,4,4,5,2,3,2,3,4,4,2
F,50,19,197,3,0,2,3,1,0,0,0,5,5
F,18,9,64,2,2,1,2,3,3,0,2,3,4
M,25,17,544,2,4,2,3,3,0,4,0,1,1
F,18,17,488,0,5,2,4,5,2,4,0,4,3
F,56,19,950,4,1,0,5,3,4,0,1,0,0
M,35,14,457,3,1,4,3,0,1,1,0,2,0
F,50,1,279,1,0,1,3,1,4,0,0,2,2
M,18,2,942,0,1,4,3,0,0,0,0,4,0
F,35,14,758,0,5,0,1,1,3,3,3,4,4
M,25,17,773,0,1,2,5,0,4,5,0,3,4
M,25,7,482,3,4,0,1,0,0,3,4,1,0
F,56,16,171,5,2,4,0,3,3,2,3,2,4
F,25,20,338,2,0,3,0,5,5,0,5,1,0
M,18,15,833,0,4,0,0,4,2,0,1,1,0
F,50,10,122,3,3,4,4,2,5,3,2,5,0
M,45,19,977,5,3,4,2,1,0,0,3,2,2
F,18,9,23,2,2,5,2,3,0,1,4,3,4
F,1,20,680,3,5,4,2,1,2,1,5,1,0
M,56,15,272,2,3,1,0,0,1,5,5,5,4
M,18,15,373,1,1,1,1,2,3,2,5,5,5
M,45,14,523,5,0,2,1,0,4,0,0,1,0
M,25,20,983,2,4,5,1,0,0,0,1,5,3
F,45,17,474,5,3,4,5,0,3,2,1,0,3
M,1,16,780,4,3,4,5,1,4,0,3,3,0
M,25,20,660,2,1,1,3,5,2,1,4,3,0
M,25,1,495,0,2,3,4,1,4,0,0,1,4
M,56,11,700,5,3,3,4,0,1,5,2,4,2
M,25,6,540,3,1,0,4,2,2,1,5,0,0
M,25,7,320,0,2,1,2,3,3,0,1,0,2
M,56,12,790,5,1,5,3,2,5,5,3,0,3
M,25,19,178,0,4,4,2,0,2,2,3,4,0
M,50,0,18,1,5,0,0,0,1,2,2,4,1
F,25,17,485,0,1,1,2,3,1,0,0,4,0
M,25,2,180,3,2,1,4,1,3,1,0,2,4
M,56,13,303,4,2,3,3,5,3,2,5,5,0
F,45,12,421,3,0,4,0,4,2,2,0,3,5
M,56,8,79,2,3,2,5,1,2,0,3,1,5
F,35,7,970,2,2,1,1,2,5,1,1,2,3
M,1,1,658,5,5,5,3,4,3,0,3,3,3
M,35,15,193,1,5,3,0,0,1,0,0,1,0
F,35,18,103,2,5,0,3,3,0,3,0,0,0
M,45,11,78,2,3,2,1,2,4,0,0,5,3
F,56,6,906,0,5,0,3,0,5,0,1,3,0
F,56,15,100,4,0,1,0,5,0,0,3,0,1
F,25,7,331,3,5,0,5,5,3,0,0,4,2
M,18,20,431,1,0,0,4,5,1,3,0,4,2
F,25,15,309,2,4,2,2,0,0,1,2,5,1
M,18,12,966,5,1,4,4,5,4,3,0,0,0
M,56,0,228,4,4,2,2,0,4,2,2,3,0
M,56,7,142,1,1,3,2,3,4,3,5,5,0
F,35,6,705,0,5,4,0,4,1,3,0,2,0
F,25,8,551,1,0,2,4,2,1,5,0,3,4
M,25,11,605,0,5,2,5,0,1,1,0,0,4
F,1,13,312,0,5,2,1,3,2,2,0,2,5
M,25,1,966,3,2,5,2,4,5,0,0,2,0
F,25,5,727,5,3,1,3,3,0,0,0,1,0
M,35,8,537,0,1,0,5,2,1,0,0,5,2
F,35,11,891,0,4,1,3,1,5,3,0,4,4
F,25,1,431,2,5,3,5,5,5,0,5,0,0
M,50,2,553,3,0,3,1,3,1,3,0,4,3
M,45,4,461,1,0,4,1,0,3,0,0,1,5
F,18,5,69,0,3,0,5,5,2,3,1,3,0
M,25,15,627,0,5,5,0,0,1,0,3,1,1
F,1,13,372,1,0,4,3,5,4,0,4,1,0
F,1,20,923,2,1,5,5,0,1,4,1,3,2
M,18,3,493,1,2,2,5,5,5,2,0,4,0
F,50,16,111,0,3,1,0,2,0,5,1,5,1
M,25,11,498,0,3,0,3,0,2,0,0,5,0
F,35,0,286,0,2,2,4,1,1,4,5,3,5
F,1,0,208,0,2,4,3,5,5,0,0,1,0
M,45,7,953,0,5,5,2,0,5,2,4,5,0
M,50,11,633,5,0,2,4,1,5,4,4,3,0
F,56,17,931,2,5,3,0,3,1,4,1,5,2
F,45,15,377,0,0,3,0,2,0,0,2,5,2
M,25,3,905,1,5,0,4,1,3,0,0,5,3
F,56,1,540,5,1,3,1,1,5,2,1,0,0
M,50,20,930,4,1,1,3,4,2,1,4,5,3
M,50,7,190,5,2,0,0,0,5,4,1,2,3
M,50,4,674,3,0,4,0,2,4,2,1,0,1
F,45,8,424,5,5,4,5,4,2,4,0,2,0
M,45,1,224,0,0,0,0,3,5,0,0,2,0
F,35,11,900,5,5,5,5,3,2,4,4,1,3
M,56,5,433,0,5,5,1,5,4,2,3,5,3
M,25,15,80,4,1,1,3,1,0,0,2,4,1
F,1,9,347,2,1,1,1,4,1,0,2,2,0
F,18,19,550,2,2,5,2,0,1,5,3,1,2
M,1,11,484,2,5,0,2,3,4,3,0,4,1
M,35,19,273,5,2,1,5,4,4,3,0,5,3
M,25,9,662,2,5,4,4,0,3,4,5,1,0
M,56,4,211,3,4,2,0,4,0,0,0,4,0
F,25,9,486,0,0,0,1,1,2,0,0,3,2
F,56,18,229,3,1,0,1,3,0,5,2,2,5
F,45,18,286,2,3,2,4,0,5,5,3,1,3
F,35,1,333,1,5,0,1,3,0,0,0,0,5
F,25,9,549,0,2,1,4,1,0,5,5,2,2
M,45,17,132,3,1,3,3,3,0,0,5,3,4
M,1,9,501,3,1,2,5,5,2,4,2,4,0
M,25,19,26,4,3,1,0,1,4,1,0,0,0
M,1,9,279,5,1,2,3,2,0,3,5,5,0
M,56,18,557,3,2,4,0,1,5,2,1,1,0
F,18,11,940,3,3,3,3,5,5,4,0,4,4
F,56,15,165,2,5,2,4,3,0,3,0,1,2
M,25,11,191,4,2,1,5,1,0,0,3,4,1
M,1,15,307,4,0,2,5,4,4,3,1,0,3
F,56,10,10,3,3,5,3,3,3,4,5,4,5
M,25,3,954,1,1,5,4,3,3,1,5,3,0
M,1,14,381,3,2,5,4,5,3,2,5,5,3
M,50,18,681,4,2,5,5,1,0,4,4,0,2
M,35,15,741,2,0,5,1,5,0,2,0,5,5
M,18,3,840,0,3,2,2,4,3,5,3,3,1
M,25,15,597,4,0,5,1,0,3,5,5,3,0
F,45,17,914,4,4,3,2,3,1,5,3,0,4
M,1,7,503,4,3,1,1,0,3,3,0,1,0
F,50,17,193,1,4,0,0,4,1,0,0,5,1
M,25,2,805,2,0,5,0,0,2,0,3,2,3
M,25,19,782,5,4,1,4,0,5,0,0,2,5
F,25,7,61,1,4,0,4,3,1,0,0,4,5
M,25,17,166,5,0,4,0,5,1,0,5,4,1
