Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,1,9,991,0,0,0,4
M,25,6,105,0,5,0,0
M,18,3,931,4,4,3,0
M,56,16,928,2,0,5,2
M,50,13,69,0,0,0,0
M,18,4,666,5,2,1,2
M,35,4,42,3,0,1,0
M,1,12,60,3,3,0,0
M,35,2,894,3,0,2,0
F,50,7,984,2,3,0,1
F,35,13,782,0,1,0,3
F,50,7,605,0,0,0,0
F,45,2,20,0,0,0,5
M,35,9,313,4,4,0,0
F,45,11,666,5,3,0,4
F,18,3,555,1,2,0,3
F,35,13,982,0,0,0,0
F,35,15,42,0,1,0,4
F,56,17,186,1,0,1,4
M,45,1,297,0,0,4,3
M,50,15,111,4,4,4,3
F,50,3,437,3,5,3,4
F,45,11,627,2,3,0,0
F,56,2,446,0,0,5,5
M,35,16,761,1,3,3,1
F,25,3,629,3,5,0,4
M,25,4,445,2,0,0,5
F,56,0,605,5,1,0,0
F,56,13,144,4,1,0,0
M,35,2,320,0,0,1,3
M,56,19,226,1,4,0,0
M,25,8,986,1,0,0,0
F,18,4,23,0,0,4,3
F,25,18,128,1,0,0,3
F,18,11,609,0,0,0,0
M,50,6,902,0,0,3,0
M,25,7,442,0,4,4,4
F,56,12,537,3,0,3,3
F,1,6,549,5,1,5,4
M,45,9,338,4,0,2,4
F,1,1,245,0,0,4,0
F,1,19,894,4,2,0,0
F,50,12,977,1,5,0,0
F,1,15,912,0,1,0,1
F,18,20,405,3,2,0,0
F,18,16,396,5,0,0,5
M,1,0,319,0,0,1,0
M,25,20,906,4,4,5,3
M,56,14,442,2,0,0,4
M,1,16,136,2,2,2,0
M,1,7,262,2,4,3,4
F,18,11,780,1,3,0,0
F,18,6,240,0,2,0,0
M,45,20,109,0,5,0,5
M,1,10,750,1,0,0,2
F,1,1,150,4,0,3,0
F,18,20,132,2,0,0,2
F,50,15,830,0,0,0,0
F,25,8,349,0,3,0,4
M,50,7,245,0,2,3,0
M,25,12,333,5,4,5,4
F,45,19,290,0,2,0,0
F,35,13,325,4,0,3,3
F,25,1,704,4,2,0,0
F,25,2,168,0,4,0,0
M,50,5,465,4,5,4,0
M,45,12,481,1,4,0,0
F,50,3,775,0,0,3,0
M,1,11,103,2,3,2,1
M,35,17,481,1,0,0,0
M,18,8,931,0,5,0,3
M,1,9,991,1,5,0,0
F,35,5,524,0,0,0,0
F,18,18,326,5,3,2,2
M,25,5,144,5,1,0,4
M,18,7,379,2,0,2,0
M,18,4,196,1,0,1,0
F,18,6,220,0,1,4,0
F,35,13,190,4,1,5,0
F,35,15,286,0,0,5,0
F,35,15,482,3,0,1,0
M,50,18,312,3,2,0,0
M,25,2,902,0,0,0,2
F,56,19,320,0,3,0,0
M,56,14,286,1,0,0,2
M,1,6,338,5,2,0,0
F,1,11,286,4,5,3,0
M,35,15,215,0,2,0,3
M,18,4,231,0,5,2,1
M,56,2,165,0,0,1,0
M,18,0,104,5,3,4,4
M,45,1,314,0,1,0,0
M,45,0,114,2,3,0,5
M,18,8,539,3,0,0,4
M,1,6,539,1,0,0,3
M,1,10,371,4,1,5,0
F,25,6,482,2,1,4,1
M,18,20,118,0,0,0,0
F,56,19,6,0,3,0,0
F,25,14,110,0,2,0,4
M,45,16,919,0,0,3,5
M,25,0,330,1,3,0,0
F,1,18,498,5,0,5,0
M,25,0,312,0,3,0,0
F,18,2,939,0,0,0,0
M,1,12,303,4,0,0,5
F,1,11,616,3,3,0,4
M,50,12,462,0,0,3,0
F,56,6,735,0,0,3,5
F,18,12,16,0,0,0,0
M,18,8,262,5,0,4,0
M,25,6,847,3,2,0,4
