Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
M,56,17,208,0,0,5,0,3
F,25,17,197,0,0,0,1,4
F,50,20,539,0,0,1,1,4
F,35,8,880,5,3,4,0,4
M,18,4,16,5,1,3,5,4
F,1,18,985,5,0,1,3,4
F,35,16,917,2,1,0,2,2
M,50,7,306,3,0,2,5,5
M,45,0,66,5,5,1,4,0
F,35,0,312,2,0,3,4,3
M,25,16,947,0,4,3,0,0
F,18,7,372,5,2,3,5,4
M,18,20,209,3,0,0,3,0
M,35,7,880,3,0,1,0,4
M,45,7,841,3,0,1,3,4
F,35,8,424,3,4,4,3,4
F,25,14,325,0,1,0,4,0
F,35,14,804,0,5,5,4,4
M,25,15,604,3,0,0,0,0
F,25,16,333,0,3,1,3,0
F,45,6,577,3,0,4,4,0
M,18,17,462,0,0,0,0,5
F,18,8,497,1,0,0,0,0
F,25,7,41,5,3,0,0,3
M,45,15,244,4,2,0,4,2
M,56,7,232,3,0,5,4,0
M,25,4,132,3,0,0,3,5
F,18,2,281,3,4,0,4,5
F,25,12,756,4,5,5,3,1
F,45,19,924,2,5,2,2,5
F,1,17,63,0,0,0,1,0
F,56,1,489,3,5,4,4,4
M,25,4,197,0,0,4,5,2
F,45,7,836,5,0,3,0,0
M,35,19,306,2,0,4,4,4
F,25,13,460,1,0,2,5,4
M,25,17,19,5,5,3,4,0
M,25,11,339,1,5,5,2,5
M,18,14,969,0,3,3,5,4
F,56,3,537,5,0,2,3,5
M,50,4,557,0,0,2,3,0
F,45,7,194,3,2,3,1,5
M,56,9,180,3,5,0,5,4
M,35,7,925,1,4,4,3,0
F,35,9,966,2,0,2,5,2
F,18,4,555,0,2,0,1,0
F,56,20,114,5,4,4,3,0
F,50,17,405,4,3,4,4,0
F,56,20,442,1,2,5,5,4
F,56,16,277,5,1,3,4,4
F,25,15,272,4,0,5,2,2
F,56,11,61,1,2,0,0,4
M,25,7,197,2,0,0,2,5
M,45,4,181,0,5,4,5,4
F,25,2,253,4,4,5,1,0
M,25,1,641,2,0,4,4,5
F,18,9,465,1,0,0,0,0
F,18,17,490,1,3,0,3,5
M,35,7,104,5,2,4,4,3
F,35,0,558,3,3,3,0,1
M,25,17,856,0,0,0,0,5
M,45,12,939,3,0,5,4,4
M,25,14,813,5,0,4,5,3
M,50,0,69,5,5,3,4,5
F,25,2,988,2,4,5,3,2
M,56,8,490,0,0,5,0,2
M,18,18,49,2,3,0,3,0
M,25,17,813,1,2,0,3,0
F,50,13,333,4,2,0,0,3
M,35,5,313,0,0,0,0,2
M,50,17,382,1,2,0,5,5
F,18,16,551,2,0,3,4,0
M,1,0,31,1,0,3,3,5
M,25,4,486,4,3,5,4,0
M,50,3,622,0,2,5,1,4
F,1,16,77,0,0,1,2,4
M,35,9,157,4,2,3,3,5
F,1,0,222,0,4,3,0,0
M,1,4,856,0,5,1,0,1
F,18,16,972,5,5,5,1,1
M,25,7,410,1,5,2,2,0
F,35,16,362,0,0,2,0,0
M,50,10,410,1,4,3,0,5
F,45,7,333,3,5,2,0,4
M,50,10,800,0,1,0,2,0
M,45,18,777,3,3,0,0,2
F,25,4,555,1,2,5,0,5
M,45,8,26,0,2,0,1,5
M,18,18,410,4,4,0,0,0
M,56,6,804,5,2,1,0,5
M,45,7,986,1,4,0,4,0
M,25,7,550,3,5,4,5,0
M,50,13,452,5,2,0,0,1
F,50,13,811,0,3,0,0,0
M,56,9,143,3,1,5,3,1
F,35,17,122,2,2,1,0,5
F,25,2,26,5,5,0,4,5
M,35,17,894,2,0,0,4,0
M,25,1,800,4,3,2,3,2
M,1,4,127,0,2,0,0,0
M,35,7,560,3,4,4,4,2
F,25,16,809,0,0,0,1,0
F,1,9,914,5,2,0,0,3
M,35,3,991,0,4,3,0,0
F,35,3,847,1,2,0,0,4
M,18,20,701,3,0,2,3,3
F,25,14,560,4,2,5,4,3
F,25,17,453,4,1,5,4,5
M,18,5,297,0,0,4,5,0
M,1,7,778,1,1,1,0,0
M,25,19,206,0,3,5,4,2
F,25,6,110,4,5,3,0,5
F,1,3,462,3,0,0,4,0
M,1,0,550,3,0,2,3,0
M,25,5,220,1,2,4,0,5
F,45,5,853,0,0,0,5,0
M,35,16,330,4,2,3,5,3
F,56,7,474,3,0,0,3,5
M,18,8,880,0,0,4,0,4
M,25,20,813,4,4,2,0,4
F,25,17,485,1,0,3,2,4
M,45,12,895,1,5,2,3,2
M,18,5,895,0,0,1,0,5
M,25,0,841,2,2,2,4,3
F,25,3,674,1,3,0,0,4
F,18,10,497,3,0,4,4,3
F,50,15,949,2,0,2,4,0
F,18,12,904,0,5,0,0,4
M,18,6,79,5,2,0,3,3
M,50,7,629,1,3,0,3,0
F,1,20,197,0,0,1,0,2
M,25,18,497,0,0,3,4,2
M,50,17,610,1,1,4,4,4
F,25,17,82,3,3,3,3,0
M,25,4,108,0,2,3,2,0
M,25,8,603,3,4,2,5,4
F,45,3,432,1,1,4,2,3
F,25,7,571,1,0,0,4,0
M,18,4,613,1,0,0,4,5
M,45,2,132,0,0,5,4,1
M,45,4,236,3,4,0,2,2
M,25,17,974,3,5,3,2,0
F,18,7,76,0,2,0,4,5
M,35,11,740,0,5,4,0,0
M,18,16,805,3,2,1,4,3
F,25,17,274,5,2,1,0,4
M,25,12,406,3,0,0,2,3
F,56,6,417,4,2,0,4,0
M,35,20,786,4,4,2,3,0
F,1,4,48,0,0,0,0,5
F,45,17,875,0,0,0,0,5
M,56,7,354,1,0,5,2,0
F,1,11,534,0,4,0,3,0
M,35,17,459,4,0,5,0,3
