Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,35,18,741,0,0,0,0
F,25,17,773,0,0,0,5
F,18,6,382,4,0,0,0
M,50,5,432,3,5,5,0
F,1,17,253,4,0,0,4
F,25,3,15,0,2,2,2
F,45,16,482,2,1,1,0
F,18,0,321,2,0,5,2
M,50,9,297,3,5,4,4
M,25,1,463,5,0,0,3
M,35,20,863,1,0,3,1
M,50,2,843,3,3,4,0
M,50,1,942,5,0,3,0
F,50,7,700,0,4,2,0
F,25,15,558,3,0,1,5
F,56,18,802,0,2,2,4
F,35,3,655,5,5,3,2
F,50,0,803,4,4,1,0
M,45,11,488,1,1,4,4
F,18,12,950,3,5,5,1
F,45,17,82,3,5,0,3
M,1,4,797,5,5,3,0
M,35,5,990,2,5,2,3
F,25,8,103,1,4,5,0
M,35,9,967,2,4,4,0
F,25,1,838,2,0,2,5
F,50,12,445,0,0,4,4
F,45,1,894,5,0,2,0
M,25,4,22,3,5,2,3
F,50,8,910,2,3,2,0
M,1,10,446,1,1,4,0
M,1,1,80,3,0,2,0
M,50,3,38,2,0,3,2
M,1,0,128,4,0,0,0
M,1,3,261,2,0,5,0
F,56,7,104,4,0,1,3
M,18,17,108,5,0,0,5
M,25,3,465,0,4,0,0
M,1,15,302,2,0,4,2
M,35,20,372,2,0,1,0
F,25,18,161,0,3,0,0
M,1,5,208,5,0,4,0
M,18,14,942,4,2,0,0
M,50,2,38,2,0,4,0
F,35,17,152,4,2,0,4
M,35,12,616,5,2,4,0
F,56,5,840,0,5,5,0
F,50,8,265,1,1,5,4
F,56,0,300,0,0,1,3
M,50,15,274,0,0,1,3
M,45,3,790,1,0,4,0
F,50,13,708,1,0,0,0
F,18,18,445,0,0,4,5
M,1,10,756,2,0,2,4
F,35,8,920,3,5,0,0
M,18,2,482,4,3,4,0
F,56,20,558,1,3,3,4
M,1,6,417,1,1,2,3
F,50,17,333,4,0,4,0
M,56,14,306,0,5,4,3
F,25,13,761,5,0,4,4
F,56,6,10,1,0,5,5
M,35,18,370,1,3,0,0
M,18,0,142,2,0,4,0
M,25,1,200,2,4,0,0
M,1,20,33,4,5,2,3
M,25,17,974,1,5,4,0
F,56,2,19,5,1,2,0
F,25,0,563,5,3,3,4
F,25,20,27,4,2,2,1
M,50,20,928,5,0,0,0
F,18,5,701,4,5,2,4
M,35,3,969,1,4,0,4
M,35,6,30,4,1,2,4
F,56,0,18,0,0,5,3
F,18,0,463,1,1,0,0
M,25,7,627,0,0,2,3
M,35,12,410,2,1,3,2
F,50,17,229,1,5,4,0
F,1,6,811,2,1,0,3
M,35,14,937,4,5,4,0
F,1,3,121,5,0,5,0
F,25,3,701,4,0,1,3
M,50,4,802,2,4,0,0
F,45,17,282,4,0,4,5
F,50,0,88,4,4,3,5
M,50,17,975,5,0,4,0
M,1,10,850,5,0,1,4
M,18,0,223,4,5,0,2
M,1,0,463,2,2,5,0
M,25,4,376,4,0,4,0
M,18,8,131,5,2,0,5
F,25,1,314,3,0,0,4
F,35,3,969,1,2,3,0
F,25,12,493,5,2,0,0
F,1,0,770,4,0,2,0
F,25,18,482,2,0,0,5
F,1,19,234,5,0,0,0
M,35,9,581,1,2,0,2
M,35,13,402,2,0,2,0
M,25,5,870,2,3,2,1
M,25,7,373,5,5,4,2
F,25,0,856,2,0,2,0
F,25,6,605,1,1,4,4
F,25,3,15,1,4,0,0
M,1,2,339,0,1,3,0
F,56,0,917,5,5,1,0
M,35,12,658,5,0,5,4
M,35,1,349,2,5,5,4
F,25,20,805,1,1,0,3
M,35,14,931,0,4,0,0
F,18,7,469,4,5,4,0
F,25,1,946,3,1,0,5
M,1,14,370,2,4,2,4
M,35,1,790,2,0,5,0
M,45,16,131,2,0,5,4
F,45,3,380,3,1,5,3
M,1,16,54,5,0,0,3
M,1,12,272,0,2,1,5
M,56,11,22,5,3,3,3
M,45,12,230,3,1,5,0
F,1,2,953,4,5,4,0
M,1,2,752,3,4,2,5
M,56,19,601,5,1,4,0
F,35,12,141,2,0,2,0
M,18,0,262,5,0,1,0
M,18,8,847,5,5,4,0
F,18,0,494,3,0,3,5
F,25,6,672,4,2,5,3
F,35,9,805,2,0,1,0
F,25,0,231,3,0,0,4
F,35,0,485,4,0,0,0
M,25,11,376,0,4,0,4
F,56,2,402,2,0,3,4
F,35,5,62,4,1,0,0
M,50,17,764,2,1,1,0
F,45,0,559,5,3,0,4
F,56,20,534,2,0,2,0
M,1,14,140,4,2,0,0
F,56,2,89,5,5,3,3
F,50,7,181,3,1,2,3
F,18,3,652,0,2,0,4
M,25,18,850,5,1,2,0
F,35,10,230,5,1,4,3
F,18,9,376,4,3,1,0
F,25,2,23,3,5,4,5
F,45,10,161,3,0,3,0
M,56,3,161,0,0,4,0
M,25,2,906,2,0,4,4
M,18,18,606,5,5,4,0
F,35,8,381,5,2,0,4
M,18,17,610,3,2,3,4
F,50,3,880,0,0,3,0
F,25,14,912,0,0,3,4
M,25,11,65,1,1,2,0
M,18,13,300,2,0,1,4
F,56,17,934,0,1,1,0
F,18,11,863,5,0,4,3
M,18,3,157,0,0,0,0
M,1,2,90,1,1,4,0
F,35,18,765,5,0,2,0
M,1,12,804,3,5,0,0
M,50,3,446,0,0,4,2
F,50,10,937,4,5,1,3
F,50,17,50,4,1,2,0
F,45,3,744,1,4,0,3
M,56,19,121,3,4,4,0
M,56,7,741,1,2,2,4
M,18,4,523,4,2,0,0
M,45,20,902,0,2,5,4
F,35,4,131,1,2,2,3
F,35,7,563,5,5,4,4
F,25,2,486,5,3,4,0
M,56,2,474,4,0,3,0
F,1,16,226,5,0,0,3
M,50,2,641,0,0,2,3
M,35,0,612,0,0,1,0
F,18,4,21,5,5,0,1
F,18,19,474,5,0,4,1
M,35,11,28,0,2,5,0
F,50,3,557,5,0,4,0
M,18,1,919,0,4,2,0
M,18,18,522,2,5,3,0
F,25,15,149,4,4,0,4
F,45,0,704,4,4,4,3
M,45,20,907,3,1,5,0
F,50,2,947,2,5,3,0
M,35,17,841,0,0,5,4
F,50,2,805,3,0,4,4
M,50,18,326,0,0,1,5
M,35,3,33,1,2,0,0
M,35,3,325,2,0,5,3
M,25,18,902,2,1,0,3
M,1,9,981,4,0,5,4
F,56,4,850,5,0,4,4
F,35,3,765,4,0,5,0
M,50,5,144,2,5,0,0
M,45,0,453,2,3,2,3
M,25,13,537,5,0,4,0
F,45,15,782,0,2,0,4
F,35,3,379,4,5,2,5
F,25,20,983,4,5,5,4
M,56,9,731,5,4,3,0
M,50,3,276,2,2,4,4
M,56,4,65,5,0,3,5
M,50,0,157,3,1,0,0
M,45,16,778,5,4,1,0
F,35,14,228,0,1,0,2
M,1,3,555,1,4,5,5
M,18,16,773,4,0,3,0
M,25,3,482,2,0,1,1
F,1,6,954,2,1,2,3
M,1,0,306,0,5,0,4
M,18,2,760,1,0,1,1
F,35,0,523,4,0,0,5
M,25,2,992,3,5,3,2
F,56,7,658,1,5,2,5
M,45,7,166,2,1,2,5
