Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,35,7,674,0,5,0,0,0,0,0,0
F,25,17,382,2,2,0,0,0,2,2,5
M,18,6,540,4,4,0,0,3,3,3,0
M,50,5,210,1,4,4,2,3,4,2,2
F,1,17,173,0,0,2,2,4,2,0,0
F,25,3,372,4,4,3,2,1,2,0,5
F,45,16,405,1,0,1,5,0,3,5,0
M,18,0,571,5,5,5,5,0,2,2,3
F,50,9,196,5,3,2,1,2,4,2,0
F,25,1,458,5,0,1,4,0,0,2,1
F,35,20,377,3,2,1,0,3,1,4,0
F,50,2,590,4,4,3,3,4,1,4,0
F,50,1,201,5,1,3,0,2,1,4,3
M,50,7,720,3,3,5,1,0,4,5,3
M,25,15,992,4,5,1,4,2,4,0,1
F,56,18,581,1,4,3,0,4,4,4,0
F,35,3,537,1,2,4,0,1,4,0,2
M,50,0,915,3,2,4,0,2,2,2,4
M,45,11,984,3,3,0,5,0,2,5,0
F,18,12,115,3,2,1,0,1,4,5,2
M,45,17,230,1,0,2,2,0,2,1,4
F,1,4,778,4,2,0,2,0,1,2,5
M,35,5,773,0,1,3,0,0,4,2,0
M,25,8,744,4,3,4,5,2,3,0,0
M,35,9,68,4,5,2,0,3,2,0,1
F,25,1,799,3,1,3,0,0,4,0,5
F,50,12,662,3,2,0,4,4,4,1,5
F,45,1,446,3,0,0,1,0,3,3,0
F,25,4,109,4,5,3,0,0,2,2,5
F,50,8,847,4,3,5,4,1,5,1,4
F,1,10,743,0,3,4,1,1,2,4,3
F,1,1,27,0,0,5,2,3,0,2,0
M,50,3,952,4,1,2,4,3,3,3,4
F,1,0,354,5,1,2,1,0,4,1,0
F,1,3,805,1,4,0,1,4,1,3,1
F,56,7,950,0,2,0,0,0,0,2,0
M,18,17,926,2,0,1,4,0,3,4,1
M,25,3,483,3,0,5,1,5,2,0,4
F,1,15,666,4,0,0,0,0,5,3,0
F,35,20,894,5,2,0,2,0,5,2,4
F,25,18,863,3,5,3,0,1,1,1,3
F,1,5,446,3,5,0,5,3,1,0,0
M,18,14,347,5,0,3,4,1,1,2,4
F,50,2,797,2,4,4,0,0,4,4,0
M,35,17,65,5,2,1,5,1,1,0,0
F,35,12,596,4,1,1,0,0,5,5,1
F,56,5,430,2,4,4,2,0,4,0,5
M,50,8,279,5,3,4,2,0,0,4,2
M,56,0,685,2,0,5,0,0,3,2,0
M,50,15,820,2,3,5,3,0,2,5,4
M,45,3,6,2,5,2,0,0,0,1,4
M,50,13,731,1,5,2,5,2,5,3,1
F,18,18,352,1,2,2,0,2,0,5,2
F,1,10,871,4,3,1,4,2,4,0,0
F,35,8,770,4,1,2,1,5,4,4,4
F,18,2,149,5,3,5,0,0,1,0,0
F,56,20,480,0,4,3,3,0,3,2,1
M,1,6,437,4,5,4,0,4,1,1,0
M,50,17,850,1,4,0,0,2,5,3,4
M,56,14,805,1,3,5,2,2,3,5,0
M,25,13,296,1,5,5,0,0,3,5,4
F,56,6,841,0,4,5,2,0,3,0,5
M,35,18,62,5,4,5,3,1,2,5,0
M,18,0,672,0,0,5,0,0,0,4,1
F,25,1,786,4,5,3,0,3,4,5,3
F,1,20,532,5,5,2,5,5,2,4,5
F,25,17,370,5,5,2,0,5,5,0,5
F,56,2,165,1,0,1,3,2,4,0,0
M,25,0,953,2,0,4,0,0,4,0,5
M,25,20,277,3,3,2,0,4,0,2,3
M,50,20,489,5,3,4,0,3,1,0,3
M,18,5,949,5,4,1,4,0,1,2,4
M,35,3,82,1,3,1,0,0,2,2,1
M,35,6,605,5,0,0,3,5,2,1,1
M,56,0,752,4,4,0,4,0,4,0,1
F,18,0,850,1,3,1,1,0,5,2,3
M,25,7,26,4,2,1,0,0,3,3,3
M,35,12,79,5,0,5,2,5,2,3,4
M,35,18,891,0,1,1,1,2,3,4,3
F,50,17,122,2,4,1,1,0,3,3,4
F,1,6,314,1,5,5,4,2,0,4,4
F,35,14,378,5,3,2,2,0,5,4,0
M,1,3,957,3,4,4,2,0,2,3,1
F,25,3,945,4,0,5,0,5,2,3,4
F,50,4,990,5,3,1,0,0,5,3,3
M,45,17,947,2,5,1,0,0,3,2,1
M,50,0,285,4,3,1,3,5,1,1,4
F,50,17,894,1,4,0,1,3,2,3,0
F,1,10,331,0,2,0,4,1,2,1,4
F,18,0,362,0,5,0,5,2,0,3,1
M,1,0,410,4,4,5,0,3,1,3,0
M,25,4,743,3,4,4,1,3,1,0,3
F,18,8,544,2,4,3,0,2,0,3,4
M,25,1,83,1,4,1,0,5,0,3,0
F,35,3,555,3,3,3,0,4,3,4,0
M,25,12,74,0,4,0,4,0,2,3,1
M,1,0,273,0,0,2,2,5,2,4,0
F,25,18,402,5,3,1,4,0,1,1,0
F,1,19,830,2,4,1,0,4,2,5,0
M,35,9,434,4,0,5,3,0,3,5,0
M,35,13,104,1,0,4,1,1,5,5,0
F,25,5,987,0,0,5,0,2,3,4,0
M,25,7,28,4,1,2,0,1,1,1,0
F,25,0,523,0,3,0,0,0,5,5,0
F,25,6,937,5,4,2,2,4,5,2,0
F,25,3,435,5,4,3,1,0,2,3,5
M,1,2,329,2,0,4,4,2,5,0,0
M,56,0,483,0,0,3,0,0,1,4,5
M,35,12,582,3,2,2,0,0,0,2,4
F,35,1,300,0,1,3,0,0,1,0,1
F,25,20,493,5,4,1,4,4,0,5,0
M,35,14,110,1,4,4,4,3,4,0,0
F,18,7,37,4,2,3,1,0,0,3,0
F,25,1,623,1,5,1,5,1,0,0,0
M,1,14,161,5,0,5,0,2,1,0,1
F,35,1,722,4,0,3,1,5,5,3,3
M,45,16,166,1,0,0,5,3,5,3,4
M,45,3,836,5,5,3,0,0,5,2,0
M,1,16,173,5,5,4,3,0,4,4,0
F,1,12,563,0,3,1,0,2,0,0,0
F,56,11,954,3,5,1,0,2,0,3,0
F,45,12,551,3,5,4,0,0,3,1,1
F,1,2,537,0,5,1,2,1,5,0,0
M,1,2,436,5,3,4,2,0,2,3,1
M,56,19,863,5,3,4,0,2,1,2,0
M,35,12,54,2,2,5,0,0,1,5,1
F,18,0,722,2,2,5,1,0,4,2,0
M,18,8,481,0,3,3,0,2,0,4,2
F,18,0,130,4,1,4,3,0,2,2,0
F,25,6,503,0,5,3,3,0,4,4,3
F,35,9,265,5,4,2,5,3,3,2,0
F,25,0,550,2,4,4,1,3,2,3,1
F,35,0,563,0,5,1,4,0,2,0,1
M,25,11,992,4,5,1,0,3,4,5,0
M,56,2,461,5,4,5,0,3,3,3,0
M,35,5,522,5,3,0,3,4,2,0,0
F,50,17,339,0,4,0,0,5,5,1,0
M,45,0,544,3,1,3,4,5,3,3,3
F,56,20,302,5,4,4,5,0,1,2,0
F,1,14,323,2,2,4,5,0,0,2,0
F,56,2,222,0,3,0,2,2,3,3,1
F,50,7,919,5,5,4,3,1,5,2,3
M,18,3,796,5,5,0,0,0,1,4,0
F,25,18,633,0,0,4,0,2,0,1,2
F,35,10,554,0,5,2,0,5,3,2,0
M,18,9,980,0,1,0,5,1,2,1,4
M,25,2,100,2,1,0,5,0,2,5,1
M,45,10,235,4,4,2,0,3,2,0,4
M,56,3,424,2,1,5,1,2,2,5,0
M,25,2,596,4,5,0,0,4,0,4,0
M,18,18,281,4,5,3,5,5,0,4,5
F,35,8,469,1,2,1,0,3,0,2,0
M,18,17,463,0,3,4,0,5,1,4,1
M,50,3,597,3,0,2,0,0,0,3,0
M,25,14,459,0,1,1,0,0,1,3,5
M,25,11,23,5,1,3,4,0,3,0,1
F,18,13,441,1,3,5,2,0,5,4,1
M,56,17,245,3,3,0,4,3,2,5,4
F,18,11,681,0,5,1,1,2,1,2,1
F,18,3,965,0,3,0,0,0,0,4,3
M,1,2,498,4,0,1,5,0,0,0,5
M,35,18,122,2,0,4,2,4,2,4,4
F,1,12,211,4,4,5,0,4,4,0,3
M,50,3,501,5,1,4,2,0,1,4,3
F,50,10,152,4,4,3,4,5,5,3,2
M,50,17,402,5,5,1,3,0,3,1,4
