Gender,Age,Occupation,ZIP-code,2,56,673,810,885,1009,1073,1097,1525,1654,1702,1750,1881,1920,1967,2017,2043,2087,2093,2138,2399,3438,3439,3440
M,25,9,130,0,0,0,0,5,2,1,2,0,0,3,0,0,0,2,1,0,5,1,0,5,0,3,0
F,18,7,333,0,0,0,0,0,3,4,4,2,0,4,2,0,1,0,0,2,0,0,0,3,0,0,0
F,35,1,660,5,0,1,3,0,3,5,3,0,4,3,4,0,5,0,0,0,0,0,3,0,3,4,0
M,1,12,170,1,4,2,0,3,0,4,1,0,0,0,0,0,5,0,0,0,0,0,2,2,5,0,0
M,56,17,489,5,0,0,0,0,0,5,0,0,0,0,2,0,1,0,0,1,0,5,0,0,1,0,1
M,50,19,333,0,0,0,0,0,0,2,4,0,1,0,0,0,0,4,1,5,4,3,0,0,5,4,3
F,35,0,522,1,0,0,0,0,2,4,5,0,0,0,0,5,0,0,0,2,4,0,0,0,0,1,0
M,25,13,281,3,0,2,3,1,4,4,5,2,5,4,2,0,3,5,3,5,3,0,5,2,4,4,4
M,35,3,235,0,1,1,4,3,0,2,4,1,2,1,5,5,4,4,0,1,1,0,4,1,5,4,1
M,35,8,466,2,3,0,1,5,1,2,0,2,3,1,4,5,1,5,1,5,4,2,5,5,5,0,5
M,35,1,629,0,1,1,3,0,0,5,2,3,0,0,4,0,0,3,0,4,0,5,3,4,1,1,0
F,18,17,280,5,4,0,0,0,2,3,2,4,0,0,0,0,0,0,5,5,0,0,5,3,4,4,3
M,35,7,314,1,2,0,0,0,3,3,2,4,0,1,3,1,0,0,3,5,0,1,3,3,3,1,2
M,56,20,750,5,2,0,3,4,4,0,5,5,5,0,2,1,0,5,0,0,0,1,2,2,1,0,0
F,45,15,878,4,0,5,0,0,3,2,0,1,0,2,0,0,3,3,0,0,0,2,4,5,2,4,0
F,18,15,208,4,0,0,0,0,3,3,1,0,0,1,0,0,2,1,0,4,1,0,0,2,5,2,0
M,50,2,468,4,0,0,2,0,4,3,5,2,0,0,0,0,0,1,0,0,3,0,0,5,2,3,0
M,56,10,581,2,3,0,0,0,1,1,4,3,0,0,1,0,0,0,0,1,5,0,0,0,1,0,0
M,25,5,622,4,0,4,0,0,0,5,4,4,4,0,2,0,0,0,5,5,5,3,2,3,3,0,1
M,35,19,12,3,0,0,0,0,0,4,5,2,0,1,0,0,0,0,0,5,0,1,0,0,1,0,0
M,25,20,926,0,0,0,0,0,5,3,1,5,0,0,0,0,3,0,0,0,1,0,0,3,1,3,3
F,25,15,658,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,3,4,0,1,0,0
M,56,3,794,5,2,4,0,0,3,1,4,4,0,5,0,0,0,0,0,0,0,0,0,3,0,0,0
M,35,15,701,4,2,3,4,4,0,1,5,1,3,2,2,0,4,3,1,0,3,0,3,2,3,0,3
F,50,0,27,0,0,0,0,0,3,0,5,0,0,1,0,0,2,0,0,0,2,0,4,4,1,0,0
M,56,8,551,2,2,0,0,0,0,5,1,0,0,0,0,4,0,3,3,2,1,0,5,0,0,3,0
F,35,3,212,4,0,1,0,0,3,2,5,2,0,4,0,0,0,0,3,0,0,0,0,3,2,0,0
