Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,0,554,3,4,5,3,4,4,0,2,2,4
M,25,11,904,4,0,1,3,0,2,0,0,1,5
F,1,13,525,1,4,0,0,1,0,0,5,2,0
F,45,8,261,2,5,4,1,1,1,0,0,2,0
F,25,5,273,5,5,2,4,4,5,0,5,4,5
M,50,4,434,1,4,2,2,2,4,2,5,1,0
M,25,13,765,1,4,4,3,0,3,0,1,2,5
M,18,16,445,2,5,5,4,1,0,2,1,0,3
F,35,13,68,2,4,4,3,4,1,4,0,4,0
F,56,19,27,3,4,5,1,2,5,0,4,0,0
M,25,20,741,3,5,3,2,3,2,0,0,1,3
F,25,11,462,4,5,4,3,5,5,4,1,3,2
M,25,7,820,3,2,3,3,4,5,1,0,4,5
F,50,17,222,5,4,3,1,0,3,2,3,4,5
M,1,0,37,0,3,4,0,5,2,4,3,0,4
F,18,17,700,2,4,2,0,0,1,3,1,0,0
F,25,11,424,3,0,0,2,3,1,1,4,2,3
F,35,3,327,2,5,2,0,3,5,0,3,3,4
M,50,2,931,4,3,3,1,0,5,2,4,0,1
M,25,2,965,2,4,4,1,1,2,0,5,0,0
F,18,3,857,2,4,4,3,3,4,5,0,5,1
F,1,18,109,4,4,2,3,3,0,0,2,2,3
F,25,4,462,2,0,3,4,1,5,3,2,1,0
F,50,16,731,1,3,5,5,4,2,5,5,1,3
M,1,18,902,2,4,0,2,3,4,0,2,3,4
F,35,4,836,1,2,2,3,0,1,3,0,1,0
F,18,4,809,0,1,0,1,0,0,2,1,2,3
F,45,2,658,1,1,4,5,1,5,4,4,3,4
M,1,17,197,2,4,0,4,5,1,5,4,2,4
F,18,19,604,2,1,2,5,3,0,0,4,5,3
F,35,2,790,1,2,1,0,1,5,0,0,4,3
F,50,5,100,1,2,0,3,4,4,0,3,0,1
M,18,16,560,0,3,1,0,2,0,3,3,3,0
F,1,7,274,0,3,0,3,0,1,4,5,1,5
F,25,0,50,1,5,5,4,1,4,4,1,1,1
M,56,17,360,0,4,2,3,5,5,3,2,3,0
F,25,20,811,4,2,4,0,3,2,3,0,5,2
F,56,16,794,0,0,2,5,5,5,1,3,3,3
M,35,6,17,3,4,5,4,5,1,0,0,0,0
F,56,10,957,2,5,5,4,0,3,4,2,0,0
M,56,3,997,5,5,4,3,1,4,5,1,1,1
F,45,4,157,1,5,0,0,0,5,4,4,5,3
M,35,9,166,4,4,1,3,1,1,0,5,0,3
M,18,8,152,1,2,2,2,1,0,3,2,5,1
M,50,19,143,1,1,2,3,0,5,2,0,4,3
M,25,14,165,1,0,0,3,4,4,0,5,2,1
M,1,8,229,5,3,1,0,0,3,1,0,3,2
M,45,2,559,1,3,3,2,5,5,0,1,1,1
M,56,12,937,1,4,4,1,5,2,0,1,1,4
M,56,7,66,5,1,3,3,1,2,5,5,0,4
F,35,19,60,5,5,3,1,5,5,5,3,3,0
M,56,16,372,4,0,2,4,3,0,5,0,2,0
M,25,5,830,5,2,5,4,2,3,2,0,1,4
M,56,15,245,3,3,3,0,2,3,4,1,2,0
F,35,19,330,4,2,3,3,3,0,3,2,1,0
M,25,19,786,4,1,5,0,4,5,1,1,2,0
F,35,20,114,2,4,0,5,5,2,3,3,3,3
M,50,11,362,0,5,2,5,0,5,0,4,3,1
F,1,1,65,3,0,0,4,3,4,4,5,3,0
M,25,19,74,3,3,1,2,1,1,4,2,0,2
M,56,8,63,3,0,3,0,3,4,2,4,4,1
M,56,17,130,4,4,0,4,0,0,5,2,5,0
F,56,17,144,3,5,5,1,4,0,4,0,3,1
M,45,15,431,2,5,4,2,0,2,0,0,5,3
M,25,15,66,0,5,1,4,3,3,0,3,0,0
M,18,2,405,1,4,3,0,1,5,2,5,3,5
M,56,3,223,1,3,2,3,5,0,0,0,3,3
M,25,14,523,2,0,5,4,2,3,0,4,4,4
F,45,11,473,2,0,2,5,5,3,5,4,2,5
M,25,0,196,4,5,3,3,2,2,3,3,2,0
F,35,1,382,1,0,5,5,5,1,0,5,1,2
M,56,17,336,2,0,0,4,3,2,1,4,5,0
F,56,20,282,1,0,4,3,0,3,4,3,0,4
F,18,4,503,2,2,5,3,5,1,3,0,2,5
M,18,15,680,5,0,1,0,2,1,4,1,4,0
M,35,5,358,5,4,1,4,3,4,0,5,3,4
M,18,12,627,0,2,4,2,1,1,3,5,1,1
M,56,17,80,4,3,2,3,1,0,2,4,3,0
M,50,15,786,4,1,1,3,0,3,3,5,1,1
M,35,2,319,3,2,2,3,4,1,3,2,1,1
F,50,1,82,5,3,4,1,1,4,0,2,5,5
F,18,1,382,4,0,3,1,1,4,4,4,5,5
M,35,9,122,3,2,0,2,2,5,3,2,0,0
M,56,12,551,5,2,5,4,2,5,1,4,1,1
M,50,15,240,0,4,5,2,4,2,3,3,3,4
M,50,1,111,2,0,1,0,0,3,4,2,2,1
F,50,9,280,2,1,0,5,1,3,0,3,4,3
M,25,0,613,5,0,4,2,2,1,4,5,2,5
F,35,8,524,4,5,1,3,4,4,0,0,5,0
M,1,17,853,5,5,2,0,3,4,5,1,5,0
M,25,11,326,4,0,5,4,5,4,3,3,1,3
M,35,1,224,1,2,0,5,4,0,0,4,5,3
M,25,12,834,2,5,5,4,3,0,3,1,0,2
F,56,1,895,3,0,3,4,5,4,5,5,5,4
M,25,3,623,4,4,2,0,2,0,2,4,5,3
F,35,1,61,5,0,4,0,3,4,0,1,0,2
F,1,11,396,3,2,4,3,4,5,4,5,4,5
F,56,3,261,1,3,2,4,4,3,4,5,3,5
M,1,17,616,3,1,1,2,5,4,2,0,4,5
F,45,7,813,5,0,0,3,2,1,2,5,4,4
M,18,14,843,4,3,0,3,3,3,1,2,3,1
M,25,3,571,4,2,2,2,4,4,0,0,1,0
M,50,12,571,0,3,4,3,3,1,1,0,5,4
F,25,3,207,4,1,0,4,2,3,1,4,1,2
F,18,7,997,3,5,1,2,5,4,0,5,0,1
F,18,15,612,2,4,4,3,1,5,0,3,1,0
F,25,11,501,5,5,0,4,1,5,4,3,4,4
M,35,11,208,1,5,4,1,4,5,1,1,4,0
F,18,4,17,3,0,2,0,2,4,3,4,3,1
F,50,14,354,3,4,0,2,5,3,0,0,1,0
M,25,9,928,4,5,2,2,0,5,0,5,5,3
F,56,2,833,3,2,5,4,1,0,4,4,5,4
F,1,11,630,3,1,5,0,1,5,0,1,0,2
F,18,20,473,2,5,2,5,2,2,3,4,3,1
M,18,13,959,2,2,3,3,0,5,3,2,0,0
M,56,17,606,1,1,5,2,2,2,3,2,1,0
M,25,20,128,0,0,3,0,1,2,4,1,5,0
M,56,0,104,2,4,1,4,2,3,5,4,2,3
M,50,15,23,1,4,1,3,4,0,2,2,2,3
F,25,1,875,0,3,4,2,4,5,3,5,1,1
M,25,6,954,5,5,3,4,2,1,3,1,4,5
F,25,10,61,1,2,0,4,2,2,1,0,4,1
M,50,9,625,0,4,1,5,2,0,3,3,2,5
F,50,6,328,2,0,1,3,4,2,3,1,1,4
M,18,14,925,2,5,5,4,1,1,5,2,2,0
M,56,17,939,3,4,2,4,5,3,3,4,0,1
M,18,6,468,0,5,0,3,0,5,5,3,5,3
M,25,18,935,1,3,1,4,1,2,2,3,1,0
M,18,17,797,0,2,5,3,1,0,4,1,1,0
F,18,8,481,4,3,0,0,4,4,3,3,3,3
M,18,4,925,4,0,1,1,3,0,4,1,5,2
M,25,14,352,3,4,3,3,5,0,2,5,2,4
