Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,18,8,950,0,0,0,0,0
F,35,11,161,4,2,2,4,0
F,45,14,560,4,2,4,0,0
F,35,0,62,2,4,5,5,0
M,25,10,221,0,3,5,5,5
F,35,5,229,4,2,2,0,1
F,25,16,296,0,4,0,0,0
F,56,1,372,0,2,5,0,3
M,35,17,680,3,0,1,1,4
F,25,12,559,0,0,2,0,0
M,50,6,930,0,2,5,5,4
F,18,2,301,1,4,1,3,3
M,25,7,680,4,2,4,0,5
F,25,7,303,3,2,2,4,0
M,50,12,220,0,2,5,4,3
M,56,16,446,4,2,1,0,0
M,18,5,473,2,3,5,2,1
M,50,10,900,2,2,5,0,5
F,56,6,494,4,0,0,3,0
F,50,13,927,1,1,5,0,1
M,25,15,481,2,0,1,0,1
F,35,14,953,0,3,3,1,0
M,35,15,490,2,3,5,1,5
M,35,8,465,0,2,1,5,2
M,45,9,571,4,4,1,0,3
F,56,7,987,0,3,3,0,4
M,1,19,965,0,5,1,3,3
F,45,11,975,3,2,3,0,0
F,35,1,953,0,4,4,3,0
M,56,19,924,3,2,5,2,0
F,25,1,726,0,1,3,4,0
M,35,1,13,0,2,0,1,0
F,35,14,50,1,0,0,4,1
F,18,20,920,0,2,2,1,1
F,50,15,836,0,4,2,0,1
M,25,1,109,4,1,2,4,1
M,50,0,606,4,4,1,0,5
M,35,20,925,0,0,0,2,1
M,45,1,946,0,1,3,1,3
F,35,10,705,0,0,2,2,3
F,35,10,704,0,0,5,0,0
M,50,8,220,0,5,3,0,0
F,56,16,103,0,3,2,5,3
F,35,1,498,0,4,4,1,4
M,50,11,229,0,0,1,0,5
F,56,6,520,4,1,3,0,4
F,1,19,489,0,0,4,0,5
M,18,6,80,0,0,5,0,3
M,35,11,63,3,4,4,0,1
M,45,2,987,4,5,3,0,3
F,25,7,497,0,4,2,5,0
M,35,10,313,0,2,5,0,2
F,1,2,122,0,2,3,0,1
M,56,12,640,0,5,0,1,3
F,18,14,975,5,2,2,2,0
M,18,20,15,5,0,0,0,3
M,56,6,360,2,4,1,5,2
F,25,19,303,2,3,1,0,0
M,35,1,197,0,3,4,0,0
M,56,6,786,3,0,2,0,2
F,25,1,965,4,4,1,0,3
M,25,1,87,4,4,5,2,2
F,50,16,234,0,0,0,3,0
M,50,16,223,2,1,2,1,0
M,1,19,175,2,0,2,1,1
F,35,8,143,0,2,3,5,5
M,45,17,571,2,1,2,0,3
F,45,19,853,2,3,1,5,2
F,45,14,157,0,2,5,5,3
M,35,0,780,0,0,3,0,3
M,18,20,142,3,0,4,0,4
F,35,1,376,4,5,2,1,3
F,45,17,105,2,2,3,0,1
F,1,16,945,0,2,3,3,5
F,56,1,984,2,0,2,3,3
M,35,9,61,0,2,5,0,5
F,35,15,244,0,0,3,4,2
M,35,15,954,0,3,4,3,4
F,45,15,559,2,0,3,0,2
F,56,6,977,2,4,5,5,4
F,18,4,760,4,4,2,4,0
F,50,3,190,0,0,0,3,1
F,18,4,731,0,0,1,0,0
F,50,8,554,4,1,0,3,3
F,56,16,377,1,0,0,5,0
F,50,5,253,2,2,1,3,2
M,25,15,597,4,1,0,2,0
F,18,20,459,1,4,4,3,0
