Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,50,17,450,3,1,0,0,0,3,3,2
F,50,17,282,4,0,3,2,0,0,0,5
F,50,11,547,5,5,0,0,0,0,0,2
F,50,12,488,3,3,3,0,0,1,3,0
M,1,19,13,5,4,4,2,0,3,2,3
M,35,15,79,4,2,5,1,1,5,4,0
F,1,0,997,5,0,2,2,0,0,3,0
F,35,12,328,4,1,3,1,4,1,2,4
F,50,6,951,0,0,3,2,3,0,3,3
F,45,10,122,5,2,3,2,0,3,4,0
F,56,15,294,4,0,2,1,4,3,0,5
F,56,10,410,2,5,0,5,3,0,1,0
F,1,11,967,0,3,0,5,0,2,3,0
F,18,12,440,4,1,4,3,0,3,0,4
M,18,13,231,2,0,5,5,2,0,4,5
M,25,11,582,1,1,5,2,1,1,5,3
M,18,10,503,5,4,1,0,0,0,5,5
M,25,5,751,4,1,4,5,3,0,2,5
M,56,0,80,3,4,5,5,1,5,0,5
F,45,12,928,5,3,0,5,4,1,5,3
M,35,7,378,5,3,0,4,3,2,2,5
F,45,5,345,4,3,3,0,1,2,4,5
M,56,18,974,1,4,3,2,1,2,3,5
F,50,15,584,3,3,3,5,5,3,2,1
F,50,3,82,0,3,2,2,3,0,5,4
F,1,4,290,2,3,3,0,4,0,2,3
F,25,5,535,1,5,2,0,0,0,1,0
F,25,3,13,3,4,5,5,2,3,2,0
M,25,20,484,1,3,4,4,0,0,2,0
M,18,9,212,5,2,5,5,3,2,5,3
F,56,9,235,3,2,4,2,0,4,0,5
M,56,6,731,5,5,3,2,3,3,2,2
M,25,8,912,3,3,3,0,3,4,1,1
F,18,14,211,2,0,4,1,5,0,4,5
M,25,9,309,3,5,4,2,0,0,0,5
F,56,6,904,0,0,0,0,0,5,4,2
F,18,4,630,1,3,4,5,2,5,2,2
F,18,8,282,0,1,0,5,5,0,3,5
M,25,14,346,2,1,5,4,0,1,2,1
M,50,4,662,0,3,1,0,0,4,0,4
M,25,10,322,2,2,5,1,5,5,3,1
F,45,18,296,5,0,5,1,3,3,1,0
M,25,4,539,2,1,2,4,2,4,2,1
F,25,15,984,3,1,5,3,1,3,1,4
F,50,19,275,5,5,1,0,3,0,2,1
M,50,11,953,5,2,3,0,1,0,3,4
F,1,10,273,0,5,1,0,3,2,0,0
F,35,2,98,5,4,1,5,3,4,3,0
M,56,3,170,0,3,0,4,1,4,0,2
M,25,20,953,5,5,0,4,5,2,2,5
F,50,16,891,0,4,2,3,0,4,1,1
F,35,1,171,5,2,2,4,5,1,2,1
M,56,12,279,5,0,0,3,0,2,3,0
M,35,16,100,1,0,2,0,0,4,3,1
M,45,4,970,3,1,2,5,1,1,4,4
M,50,13,123,5,4,3,0,0,5,2,1
M,18,17,969,2,4,5,0,0,3,5,2
M,45,1,111,4,0,4,3,0,3,2,0
M,18,15,10,2,1,2,3,4,3,3,4
M,1,4,459,4,2,1,2,5,0,0,1
F,25,9,223,3,2,4,5,0,4,0,5
M,18,16,954,3,4,3,2,5,0,2,5
F,35,7,974,1,4,1,2,0,5,2,4
M,50,12,330,5,5,0,0,2,4,0,3
M,18,12,811,5,2,0,2,0,0,2,2
F,35,11,240,4,5,0,0,5,0,2,3
F,35,12,750,4,0,0,0,0,2,5,0
M,18,0,904,1,1,5,1,5,0,2,4
M,25,0,502,0,2,1,4,3,5,0,1
M,18,1,452,3,3,3,0,0,0,2,1
F,35,20,63,4,4,1,3,4,3,3,1
F,45,11,942,5,3,1,4,2,3,0,3
F,45,19,871,5,5,2,5,0,4,4,3
F,18,6,793,0,4,1,2,3,3,4,2
M,1,0,953,2,2,4,5,3,1,0,2
F,18,9,232,3,2,0,1,5,3,3,3
F,25,14,380,1,1,3,4,3,1,3,5
M,56,11,111,2,1,4,1,3,2,5,4
F,1,3,333,0,5,5,0,0,4,4,5
M,18,15,777,2,2,2,1,3,2,3,2
F,25,1,165,5,1,3,5,5,2,3,5
M,1,16,804,5,3,1,3,3,5,4,1
M,56,14,130,5,0,4,0,0,5,5,5
M,35,4,376,1,2,4,2,3,4,0,3
F,1,5,652,5,5,1,4,0,3,0,3
M,45,9,853,4,2,2,0,0,0,2,4
F,45,11,945,5,5,2,5,2,0,3,1
F,50,18,804,3,3,2,1,5,2,5,2
F,50,8,253,4,0,3,5,0,0,5,3
M,56,18,685,3,1,1,3,0,1,1,4
M,25,0,85,5,5,0,4,0,1,3,4
M,1,8,42,4,1,2,2,2,3,1,2
F,35,1,906,4,0,4,5,5,3,3,2
M,35,7,442,4,1,5,2,0,3,4,5
F,25,16,53,5,0,2,0,2,0,0,4
F,50,20,826,4,2,5,4,0,3,2,4
F,50,17,198,2,0,3,0,0,4,4,1
M,25,17,758,4,4,2,0,4,4,3,2
F,25,7,358,4,0,2,3,3,1,3,3
M,45,5,337,2,3,0,1,0,4,5,5
M,56,14,780,5,0,2,2,2,4,0,1
M,35,18,382,2,1,3,2,0,2,1,2
F,35,4,916,5,1,1,0,0,0,0,3
M,1,4,758,5,2,2,0,5,4,4,2
F,18,12,967,4,1,5,3,1,2,0,1
M,35,5,604,5,1,2,0,0,2,0,0
M,25,3,88,1,4,4,1,3,5,1,3
F,56,16,584,0,2,3,3,1,3,2,4
M,1,4,320,1,4,1,0,3,5,1,0
F,1,15,10,3,3,4,3,4,5,1,3
F,35,12,190,5,1,3,1,3,4,5,2
M,45,14,708,2,3,1,4,3,4,3,0
F,18,11,193,4,5,1,0,0,2,1,3
F,56,3,534,2,2,1,0,1,4,0,0
F,25,16,166,3,0,3,2,5,4,4,0
F,18,5,891,4,2,2,0,4,5,3,2
M,25,10,12,2,4,4,3,3,0,4,2
M,35,4,554,3,2,5,1,0,0,4,3
F,45,17,480,3,0,5,3,1,3,0,5
F,45,20,600,2,1,3,5,3,1,2,3
F,35,0,958,3,0,2,0,3,0,4,5
M,50,11,111,4,0,1,1,5,5,4,3
F,25,10,421,3,3,1,4,0,5,2,1
M,18,18,705,1,4,5,1,3,3,0,5
F,45,15,123,3,2,0,2,0,4,1,3
M,1,11,629,3,4,1,4,1,2,1,1
F,50,8,750,5,4,0,0,0,4,0,1
M,35,13,346,1,0,1,0,3,2,4,5
M,18,20,598,5,5,5,1,2,5,4,5
F,18,14,132,3,2,2,0,3,2,2,0
M,18,16,345,3,0,0,0,0,0,0,5
M,56,7,501,0,3,1,4,3,5,2,5
F,35,17,235,2,2,2,5,3,0,5,4
F,18,2,171,5,0,1,3,0,0,0,2
F,50,17,524,3,4,1,4,2,1,3,1
M,35,13,53,0,0,3,0,0,4,2,5
F,25,7,913,4,0,4,0,4,0,5,4
F,18,17,708,3,1,5,4,4,3,2,2
F,1,5,969,5,5,4,2,5,3,4,2
F,1,20,314,3,1,3,1,4,5,0,2
M,56,20,380,4,4,0,1,3,1,1,3
M,25,5,532,4,3,1,4,3,3,0,1
M,45,16,16,4,4,1,0,3,0,3,5
M,25,18,208,2,1,3,5,4,0,0,1
M,50,4,261,4,3,0,0,0,3,1,3
F,35,0,406,2,1,1,4,3,5,2,1
M,56,15,339,0,5,3,4,5,3,1,1
M,1,3,325,5,5,3,4,5,0,4,2
F,18,13,142,5,5,2,3,0,1,0,5
F,25,12,201,3,2,1,1,0,0,4,5
M,25,20,430,1,5,1,4,0,1,1,5
F,25,5,800,5,0,4,5,3,5,4,5
M,56,17,523,5,4,3,5,0,4,3,3
F,35,17,83,1,3,1,0,0,5,5,4
M,56,2,87,3,2,2,2,0,0,2,4
M,25,3,985,1,3,1,5,0,2,2,4
F,18,13,959,2,3,4,4,0,3,0,1
F,35,14,434,2,2,1,2,0,0,0,4
M,18,7,967,4,2,3,4,4,5,4,2
M,50,9,175,2,5,1,4,0,5,1,5
M,25,5,361,1,4,2,4,0,3,3,3
F,50,19,347,3,5,2,0,4,3,4,0
M,35,15,190,5,3,0,3,5,1,0,0
M,25,12,752,2,5,2,1,1,4,1,0
M,45,6,602,3,4,2,3,1,3,0,3
F,56,6,245,5,3,4,2,2,1,2,5
M,1,6,553,3,3,2,5,1,3,4,2
F,50,4,325,5,0,3,4,3,0,3,0
F,18,11,603,3,4,5,0,0,1,1,5
F,18,5,170,5,0,2,3,3,2,3,2
F,56,10,38,1,5,4,2,2,0,0,0
F,18,3,919,2,4,0,2,5,0,4,2
F,56,15,312,5,4,0,4,3,3,1,1
F,50,4,547,1,0,0,0,0,4,2,4
M,50,5,830,1,4,2,4,0,0,4,2
F,1,20,294,3,3,4,1,3,4,2,2
M,45,12,421,4,0,5,1,3,4,4,0
M,25,4,61,2,4,1,2,5,3,1,3
F,56,10,450,5,0,3,1,1,4,5,3
F,25,17,830,1,4,0,4,4,4,1,4
F,18,3,605,0,3,4,5,3,4,3,4
M,35,14,720,5,5,3,3,0,5,5,0
F,1,18,143,3,5,4,3,0,3,1,3
M,56,5,380,5,0,2,3,0,2,3,3
F,25,7,190,2,5,2,5,0,3,1,4
M,45,3,652,5,5,5,0,2,3,0,5
F,35,5,928,1,0,2,4,3,5,3,3
F,1,5,523,5,4,4,0,5,3,2,1
F,1,10,765,5,2,2,2,3,5,0,0
M,45,0,53,1,1,3,3,0,1,5,5
M,1,17,265,5,4,1,2,3,0,2,2
F,45,0,841,4,2,1,4,0,5,2,2
M,25,4,465,5,1,2,3,3,2,5,0
F,35,2,488,5,0,0,4,0,0,4,3
M,18,1,502,5,0,4,2,0,5,3,3
M,25,10,809,1,5,5,2,4,4,1,0
M,45,2,555,5,5,3,5,4,2,1,4
M,18,16,200,4,2,1,1,4,3,3,3
M,56,12,554,1,5,5,2,4,0,0,5
M,56,17,473,5,2,2,1,5,3,4,4
M,50,2,971,2,0,4,5,2,0,3,3
F,35,14,600,4,4,4,4,0,4,5,5
M,35,18,77,5,0,1,4,0,4,5,3
F,25,16,349,3,5,3,2,4,4,5,3
F,35,19,22,5,0,0,5,2,3,4,4
F,1,2,752,4,5,1,5,0,5,4,0
M,1,7,857,0,1,5,4,3,5,3,1
F,56,15,494,2,1,4,4,0,1,3,4
M,18,7,196,3,5,2,5,3,3,3,1
F,1,0,468,5,3,5,3,0,4,0,2
M,50,16,928,1,2,0,1,3,4,3,0
M,25,15,440,5,5,1,0,0,3,4,4
F,35,0,265,5,0,0,5,2,0,0,0
F,18,9,756,5,5,4,1,3,2,0,4
F,56,3,943,1,1,0,0,0,3,2,4
M,25,3,24,0,2,0,0,1,5,4,3
M,56,2,559,2,3,1,4,0,5,2,0
F,45,17,493,3,5,0,2,0,2,1,4
