Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,1,0,6,1,5,4,0,0,0,0
F,18,0,6,1,0,2,5,2,5,2
F,18,0,6,4,4,4,0,4,3,0
F,18,0,6,5,0,4,0,0,5,4
M,35,0,6,4,1,3,0,2,1,4
F,50,0,6,2,3,4,1,5,2,0
M,50,0,6,5,0,0,5,5,5,3
F,56,0,6,1,0,0,3,4,2,2
F,25,3,6,0,0,3,0,3,2,5
M,18,4,6,3,0,1,2,2,1,3
F,18,5,6,2,0,4,5,5,4,4
F,50,5,6,2,5,1,2,0,5,0
F,45,7,6,5,3,4,0,4,4,0
F,56,7,6,1,0,1,0,4,2,3
F,56,7,6,2,0,1,0,3,1,0
F,18,8,6,2,3,4,0,0,3,0
M,25,9,6,2,5,5,4,4,3,4
M,50,9,6,4,2,2,3,0,1,3
F,25,10,6,2,0,4,4,4,1,0
F,50,10,6,1,0,5,4,2,1,2
F,18,14,6,0,2,4,5,5,5,0
F,18,14,6,3,3,1,0,3,3,1
F,18,14,6,3,4,1,4,0,5,3
M,50,14,6,1,0,1,0,4,1,4
F,35,16,6,2,0,1,0,5,0,0
M,35,16,6,0,4,1,0,4,1,0
M,56,16,6,1,0,5,0,0,2,0
M,35,17,6,5,0,5,0,5,5,2
F,50,17,6,3,0,4,3,5,3,3
M,1,18,6,2,0,0,1,2,5,0
M,50,0,10,4,0,3,1,0,2,5
M,56,1,10,0,3,5,0,3,1,0
F,50,2,10,4,5,5,0,5,5,1
F,56,2,10,0,0,0,1,4,0,0
F,50,3,10,2,0,1,3,3,5,0
M,50,3,10,5,0,4,1,3,3,0
M,25,5,10,3,0,3,0,5,4,0
F,45,10,10,1,0,4,4,3,1,5
F,45,11,10,5,5,5,0,3,3,0
F,35,12,10,0,3,5,4,0,3,1
M,45,15,10,4,4,2,5,4,4,1
F,35,16,10,2,3,3,0,2,3,5
M,50,16,10,0,4,5,3,0,0,4
F,1,17,10,0,0,0,2,0,2,0
F,25,17,10,5,1,0,5,0,0,5
F,50,17,10,3,0,1,0,0,5,0
F,56,17,10,3,5,3,0,2,4,2
F,35,18,10,4,0,5,5,3,5,0
M,35,18,10,4,4,3,5,0,2,4
F,25,19,10,0,0,0,4,0,3,0
M,25,3,12,3,0,5,3,4,1,0
M,50,4,12,2,0,0,0,2,2,3
M,35,5,12,1,0,0,2,2,0,0
M,1,6,12,2,0,3,0,4,0,1
M,50,6,12,0,0,4,5,4,2,0
F,56,8,12,3,5,0,0,4,0,1
F,18,9,12,1,2,5,0,5,3,0
M,50,9,12,1,1,4,1,5,0,4
F,1,13,12,3,3,4,3,5,2,5
M,1,13,12,2,0,5,4,5,5,0
F,25,13,12,1,4,0,3,0,1,4
M,35,15,12,1,3,1,0,0,4,0
F,45,16,12,0,0,1,0,4,4,0
M,1,0,13,0,0,3,3,3,5,5
F,18,0,13,0,0,5,0,5,2,0
F,56,2,13,2,4,0,4,2,3,4
M,18,4,13,2,2,4,0,5,2,0
F,25,4,13,0,5,5,0,3,3,2
F,18,5,13,2,2,4,0,5,1,0
M,25,5,13,5,2,5,5,0,3,0
M,35,5,13,3,3,0,5,3,0,4
F,50,6,13,1,1,5,0,2,0,0
F,1,7,13,0,0,0,0,2,0,0
M,56,7,13,3,0,5,0,4,0,4
M,18,8,13,0,4,0,0,3,2,4
M,35,11,13,2,0,3,4,0,3,0
F,25,12,13,2,0,4,5,5,5,3
F,25,12,13,3,5,3,1,0,0,1
M,35,12,13,3,0,4,5,5,4,0
F,50,12,13,3,0,3,5,3,4,0
M,25,13,13,4,0,2,4,2,3,2
F,18,15,13,3,0,5,5,5,5,4
F,1,17,13,0,0,4,0,0,0,0
F,35,17,13,1,1,3,0,2,4,0
F,35,18,13,5,5,3,2,3,5,4
M,25,20,13,0,0,4,0,2,1,1
M,35,20,13,1,2,4,0,3,0,0
F,18,0,15,4,5,1,0,3,4,1
M,35,2,15,5,2,3,5,3,3,4
F,25,3,15,3,0,0,0,5,3,4
F,35,3,15,3,0,1,2,3,4,0
F,56,3,15,4,1,0,4,2,4,1
M,35,6,15,5,1,4,4,0,4,3
F,45,6,15,0,3,3,0,2,4,4
F,50,6,15,5,0,3,5,0,2,4
F,1,8,15,3,2,0,4,4,2,3
M,35,10,15,0,1,3,3,5,5,0
M,25,12,15,5,4,0,2,0,4,0
M,50,12,15,1,0,4,3,0,3,1
M,35,13,15,0,0,4,1,4,0,0
M,50,18,15,3,0,5,2,4,3,0
F,18,20,15,0,5,3,0,0,2,0
F,18,0,16,1,4,4,0,0,0,4
F,18,0,16,4,5,0,0,5,4,0
F,35,1,16,4,5,4,0,5,4,4
F,45,2,16,2,4,2,2,3,3,5
F,35,4,16,5,0,5,0,4,1,0
F,56,5,16,3,1,5,0,0,1,3
M,25,9,16,4,5,5,0,5,1,5
M,18,10,16,4,3,3,5,0,1,4
M,1,12,16,3,2,5,5,0,4,3
F,45,14,16,4,0,4,4,0,2,0
M,25,17,16,1,3,2,0,5,5,3
M,56,17,16,2,1,3,0,0,1,0
M,18,19,16,4,5,5,0,5,1,0
M,25,19,16,2,5,0,1,3,5,4
F,50,0,17,1,4,0,5,2,3,0
F,56,0,17,0,4,4,5,5,3,2
F,18,1,17,2,5,4,1,3,0,4
M,18,1,17,3,0,5,4,2,1,0
