Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,45,1,402,3,0,2,0,0,0,3
F,25,17,6,5,4,3,0,3,3,3
M,50,9,48,0,0,0,0,2,0,4
F,50,15,809,2,0,0,2,5,2,1
F,35,15,900,0,5,4,0,0,0,0
F,50,16,90,5,5,5,5,2,0,4
M,1,1,794,0,1,2,0,2,1,5
M,35,5,157,3,0,5,0,0,4,3
F,25,20,775,0,1,5,0,0,0,0
M,25,4,302,0,0,3,0,0,0,5
M,1,4,261,2,0,0,1,0,3,4
M,25,2,105,0,5,5,3,0,0,5
M,25,9,982,0,0,2,1,0,4,0
F,25,14,813,0,5,4,5,5,0,0
F,56,1,21,0,2,0,0,3,2,5
F,50,18,980,1,0,4,4,5,2,3
F,45,8,778,0,0,3,0,0,0,3
M,35,3,440,0,0,5,0,0,3,0
M,25,2,272,4,1,4,0,2,3,4
M,35,0,627,0,0,0,0,3,4,5
M,56,4,933,0,0,1,0,4,0,4
M,56,11,780,3,0,0,2,2,1,3
F,25,0,221,2,5,5,0,0,3,4
M,35,13,891,1,0,5,2,5,3,5
M,35,9,313,3,0,5,0,0,0,3
F,18,7,971,0,0,1,0,0,0,1
F,25,20,563,5,0,5,0,4,0,0
M,56,16,347,3,1,4,4,0,0,5
M,35,18,244,2,4,4,4,0,5,5
F,1,6,701,5,0,2,0,0,0,4
M,1,9,540,0,5,3,0,4,3,2
F,45,1,122,0,0,4,0,0,5,5
F,25,10,100,2,4,4,2,3,4,4
M,35,1,805,3,0,5,0,4,2,1
M,1,12,778,2,1,1,3,0,0,4
M,1,19,815,0,0,1,5,3,5,0
M,25,2,640,2,0,1,2,4,5,3
F,25,8,80,3,0,2,0,3,2,1
F,1,12,108,0,0,4,0,0,0,4
F,45,5,735,0,4,4,0,3,4,4
M,18,6,469,4,0,0,0,5,3,4
M,35,9,895,0,0,1,4,0,5,3
F,50,12,120,1,3,1,5,0,4,2
M,18,11,891,3,0,3,0,0,0,5
M,56,15,328,0,5,0,3,0,3,1
M,18,11,303,0,0,5,0,0,0,2
F,35,7,983,4,0,3,0,0,0,2
F,45,10,200,0,0,2,4,3,1,3
M,1,6,606,0,0,2,0,0,0,3
M,50,18,525,3,3,1,0,0,0,0
F,1,10,485,4,5,3,0,2,5,0
M,1,15,951,5,4,1,0,0,2,0
F,18,9,313,3,0,5,5,2,5,1
F,18,3,110,4,0,1,5,0,0,2
M,25,18,674,0,4,2,0,5,0,0
F,35,5,622,2,3,4,0,2,3,5
F,35,13,200,3,0,1,3,5,0,3
M,35,6,772,0,0,0,3,2,0,3
M,25,7,115,0,0,3,0,3,0,5
F,1,14,358,1,2,0,0,4,3,0
M,50,3,764,5,0,1,0,4,4,4
F,25,18,371,0,0,3,0,0,1,4
F,35,15,459,1,0,0,0,4,1,2
F,35,20,532,0,2,2,5,0,3,1
F,50,3,672,1,0,2,0,2,5,0
F,56,17,756,0,0,3,0,0,0,5
M,56,14,760,1,3,0,0,0,3,0
M,45,0,502,2,3,3,1,4,1,0
M,56,13,171,5,1,4,3,3,5,0
M,35,17,417,4,0,1,0,4,4,2
M,56,16,655,2,0,2,0,0,0,1
M,25,17,483,0,3,3,0,2,0,2
F,18,7,735,3,0,3,0,3,0,3
M,1,10,446,5,0,1,0,5,4,0
M,45,3,142,4,5,1,1,0,0,2
F,35,16,919,4,0,2,0,4,0,3
M,18,19,972,0,1,1,0,5,0,4
F,35,5,490,4,3,1,0,0,0,2
F,50,3,631,5,1,5,4,5,1,4
M,25,17,969,2,0,2,2,0,0,4
F,25,4,950,5,0,5,0,0,4,5
F,50,3,581,1,3,4,0,4,0,1
M,35,15,27,1,0,3,3,0,5,3
M,18,12,797,0,2,0,0,0,3,4
F,35,4,923,0,5,0,2,0,0,0
F,35,0,424,3,0,1,0,0,4,0
F,18,6,701,1,0,4,0,3,0,5
M,25,9,12,4,5,3,3,2,2,3
M,18,11,782,1,5,5,1,3,5,4
F,18,2,74,1,0,1,2,4,4,3
M,18,7,215,3,4,3,5,2,2,1
M,25,6,362,0,5,3,0,5,0,5
F,35,13,322,5,0,3,0,2,3,0
M,1,9,895,4,0,1,0,0,3,4
F,1,9,913,0,4,5,0,0,3,4
M,18,4,442,4,1,3,4,0,1,0
M,1,18,424,0,0,1,0,3,0,5
M,25,8,330,0,0,4,1,0,0,3
M,45,11,265,1,3,4,2,0,2,3
F,1,3,937,0,3,1,5,3,3,4
M,50,3,750,0,2,5,0,3,0,4
M,50,7,983,0,2,4,0,5,0,1
F,35,1,616,3,0,4,0,4,5,3
M,18,14,489,0,0,5,0,0,0,3
M,25,7,531,4,0,5,0,3,4,1
F,50,0,65,2,0,2,0,0,4,4
M,35,6,481,0,0,2,3,4,0,2
F,56,7,484,0,5,0,3,0,0,3
M,35,13,262,0,4,3,0,0,5,1
M,50,6,74,0,0,2,0,0,0,1
F,25,18,21,4,0,3,4,0,4,5
F,18,1,360,0,2,1,3,0,0,1
F,35,13,144,1,3,2,0,0,0,0
M,1,5,197,0,0,3,0,0,4,1
M,25,18,432,2,5,5,0,3,3,1
M,1,15,371,0,0,3,0,0,1,4
F,35,13,433,3,0,1,0,0,3,5
F,18,4,532,0,0,2,0,5,0,0
F,45,4,975,5,1,0,4,5,4,4
M,45,9,708,0,0,0,0,0,3,4
F,1,8,442,1,0,5,0,0,3,0
M,18,7,379,2,5,5,0,0,0,0
F,56,11,616,3,1,4,0,0,4,3
M,35,20,38,1,3,2,2,0,0,3
F,56,20,165,0,1,4,4,2,1,5
F,50,16,108,0,0,4,0,0,4,0
F,25,7,847,4,0,3,5,2,5,5
F,18,11,108,1,2,0,0,0,0,1
M,1,12,244,0,3,2,2,5,0,4
F,25,8,6,0,0,1,0,2,0,3
M,45,1,333,0,2,4,0,2,3,0
F,50,4,221,1,5,5,0,0,0,5
M,1,6,446,4,1,1,0,2,5,1
M,56,18,38,4,3,0,2,0,3,1
F,45,1,37,3,3,5,2,2,0,0
M,35,20,535,0,0,2,0,0,0,5
M,25,1,235,4,0,3,0,2,4,4
M,18,18,967,1,0,0,3,0,0,5
F,18,14,161,5,0,1,0,0,0,3
M,25,9,197,5,0,5,0,0,0,2
F,35,1,984,0,2,2,3,2,0,5
F,50,14,991,1,0,0,3,0,3,2
F,35,5,27,4,0,1,0,4,0,3
M,18,11,834,0,0,3,0,0,0,0
M,18,18,79,4,2,5,4,5,1,0
M,1,10,180,1,0,5,3,5,0,0
F,25,12,484,0,0,0,0,0,0,4
M,1,16,834,0,0,0,0,0,3,0
M,25,5,294,4,5,1,3,0,2,1
F,1,10,121,0,0,3,0,2,0,3
F,56,16,53,2,2,2,3,4,2,0
M,56,19,584,5,5,4,4,0,3,3
M,35,13,301,4,0,5,0,0,0,0
M,45,2,951,4,0,3,5,2,0,1
M,25,13,492,0,0,0,3,0,0,3
F,1,19,20,4,0,5,0,4,2,3
M,25,7,120,0,1,2,5,3,3,5
M,45,14,434,5,2,2,0,0,0,4
M,25,17,612,5,5,1,2,0,4,3
F,35,17,294,0,2,4,5,0,4,1
M,18,8,74,3,0,1,1,0,0,5
F,18,12,913,0,0,1,4,0,4,2
F,50,3,144,2,5,0,0,4,3,3
F,35,4,601,1,3,2,0,0,2,3
M,25,5,563,2,3,2,0,5,2,4
M,50,6,969,0,0,2,0,4,3,3
M,35,19,313,1,0,3,0,0,5,0
