Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,1,0,6,0,0,0,0,0
F,25,0,6,4,0,0,0,3
F,35,0,6,0,0,3,0,1
F,50,0,6,4,0,0,0,0
M,50,0,6,2,0,5,4,5
F,56,0,6,0,1,0,4,3
F,56,0,6,4,2,0,3,5
M,1,3,6,0,0,0,0,2
F,45,3,6,0,0,0,4,5
M,50,3,6,2,0,0,0,5
F,45,4,6,5,5,4,5,4
F,50,5,6,2,3,0,2,1
F,25,7,6,0,0,0,0,1
F,25,7,6,4,1,0,5,0
F,56,8,6,4,1,2,1,5
M,25,9,6,0,5,5,4,2
M,35,9,6,5,3,4,4,2
F,25,10,6,0,1,0,0,4
F,18,11,6,0,0,3,4,0
F,35,11,6,0,0,3,0,4
F,25,14,6,0,0,0,0,0
F,25,14,6,0,4,3,4,0
F,35,14,6,2,3,3,0,5
F,45,14,6,1,0,3,0,3
F,25,16,6,0,4,0,0,0
M,25,16,6,5,2,2,2,3
M,56,16,6,0,0,0,4,4
M,50,18,6,0,5,5,4,2
M,50,20,6,3,0,1,0,2
M,50,20,6,5,0,1,3,0
M,25,0,10,1,0,0,0,0
M,18,2,10,0,4,5,0,1
F,50,2,10,3,0,1,4,3
F,56,2,10,2,1,0,0,5
M,18,3,10,0,0,4,0,3
F,45,3,10,2,3,0,5,0
F,50,5,10,0,0,1,3,1
F,50,5,10,4,0,2,0,0
F,25,7,10,0,0,4,0,2
F,56,9,10,4,0,4,3,5
F,45,10,10,0,0,0,4,0
F,45,10,10,5,3,0,2,2
M,50,11,10,4,0,5,1,1
M,50,12,10,2,3,4,5,0
F,18,14,10,2,2,3,0,4
F,35,16,10,0,4,0,4,5
F,25,17,10,0,4,1,0,5
M,1,20,10,5,5,0,4,3
F,25,20,10,0,5,4,5,5
M,35,20,10,3,4,1,3,1
M,25,0,12,1,0,0,3,4
M,50,2,12,3,3,0,4,3
M,45,6,12,0,0,0,0,5
F,50,6,12,4,4,1,4,1
M,50,7,12,0,4,2,5,5
M,1,8,12,3,0,4,0,4
F,1,9,12,3,0,0,0,3
F,50,12,12,0,0,0,4,2
M,35,13,12,0,4,2,5,4
F,1,16,12,0,0,4,4,5
F,45,16,12,0,4,5,4,4
M,35,17,12,3,4,5,0,2
M,50,18,12,3,2,5,3,3
M,25,0,13,0,0,0,0,4
F,35,0,13,0,0,0,0,1
F,50,0,13,0,0,0,4,3
M,56,0,13,0,3,5,4,1
F,25,1,13,0,0,0,0,0
M,35,4,13,0,0,2,4,1
M,35,5,13,4,1,5,4,4
F,50,5,13,2,0,1,0,2
M,50,5,13,0,1,3,5,0
F,18,6,13,5,0,1,0,0
F,25,7,13,2,0,1,1,5
F,35,7,13,1,0,4,0,1
M,45,7,13,2,0,1,2,2
M,18,8,13,3,0,3,0,2
M,1,10,13,0,3,5,0,0
F,25,12,13,3,1,1,0,2
F,35,15,13,2,0,5,3,0
F,1,17,13,0,1,5,4,0
F,18,17,13,5,1,4,1,4
M,25,17,13,5,0,0,0,0
F,35,17,13,0,3,3,0,0
F,25,19,13,0,3,1,0,1
M,25,20,13,0,0,0,0,0
M,25,20,13,1,0,0,5,0
M,35,0,15,0,0,0,4,5
M,18,2,15,2,0,4,1,3
M,35,2,15,5,0,4,3,4
F,45,3,15,0,3,0,4,5
F,56,4,15,0,0,4,5,1
F,35,5,15,0,5,4,4,3
F,45,6,15,0,0,1,3,1
M,1,7,15,2,2,5,3,4
M,35,8,15,0,2,0,0,2
M,50,10,15,0,0,0,3,3
F,25,13,15,4,0,0,1,1
M,25,15,15,0,0,1,0,5
F,35,18,15,2,0,1,0,2
F,18,20,15,1,0,4,4,2
F,35,20,15,0,3,4,5,4
M,25,0,16,0,0,0,5,0
F,35,0,16,4,0,5,0,4
F,50,0,16,2,5,0,0,0
M,50,0,16,0,0,1,0,5
M,18,1,16,0,4,3,0,1
F,45,1,16,3,5,0,1,5
F,56,2,16,0,0,4,4,1
M,25,3,16,3,2,0,0,1
F,35,3,16,3,0,0,0,4
M,50,3,16,0,0,0,0,4
F,25,5,16,4,3,2,3,1
M,56,12,16,3,0,0,0,3
F,45,17,16,0,0,3,1,4
M,25,19,16,3,0,2,4,1
F,50,0,17,0,0,4,5,0
F,1,1,17,0,4,0,4,3
M,45,1,17,2,0,3,4,2
M,25,2,17,0,0,5,0,2
M,1,3,17,0,0,0,5,3
M,1,3,17,0,0,1,0,2
F,18,3,17,2,0,2,4,1
M,56,3,17,2,0,3,2,5
F,18,4,17,0,0,0,0,0
F,25,5,17,0,3,0,0,3
F,35,5,17,0,3,0,0,4
M,1,7,17,5,1,2,4,4
F,45,8,17,4,5,4,5,0
F,18,10,17,0,0,1,0,3
F,45,14,17,0,0,4,0,4
M,50,15,17,2,0,2,5,1
F,18,17,17,0,2,0,0,1
F,25,17,17,0,0,0,0,5
F,18,0,18,0,0,0,3,4
F,18,0,18,1,0,1,0,4
M,18,0,18,0,0,2,0,5
M,25,0,18,0,0,0,4,4
F,25,2,18,2,0,3,3,0
F,45,3,18,0,3,0,2,0
F,50,3,18,3,0,0,4,2
M,56,3,18,0,0,0,1,5
F,25,4,18,0,0,0,0,3
F,25,4,18,0,0,0,0,4
F,25,4,18,0,0,5,2,3
F,45,4,18,2,4,0,0,5
F,56,4,18,3,2,0,0,3
F,25,5,18,0,0,1,0,3
M,25,5,18,2,0,0,1,4
F,50,5,18,4,4,0,3,3
F,35,6,18,5,2,4,4,3
F,45,6,18,0,4,4,0,3
F,45,6,18,3,0,0,3,2
F,50,6,18,0,4,0,0,5
F,35,7,18,0,1,0,5,5
M,35,8,18,0,0,4,0,2
M,18,9,18,4,0,0,0,3
F,18,12,18,4,0,0,0,3
M,50,12,18,4,0,2,3,4
M,56,12,18,0,5,3,0,1
F,35,13,18,0,4,0,5,3
F,35,13,18,5,0,1,0,2
F,25,14,18,5,2,1,4,1
M,25,16,18,0,3,5,0,0
M,50,16,18,0,4,5,0,3
F,45,17,18,2,0,0,0,3
F,50,17,18,0,0,0,0,5
F,1,18,18,0,0,0,5,3
M,35,18,18,0,5,0,0,5
F,45,19,18,4,4,4,0,5
F,1,20,18,0,0,3,0,3
F,25,20,18,3,3,2,0,5
F,35,0,19,0,1,0,0,1
F,50,0,19,0,0,0,1,0
F,50,0,19,1,0,0,0,5
F,50,0,19,5,0,4,0,1
M,56,0,19,4,4,4,4,2
M,25,2,19,5,5,0,2,0
F,35,2,19,3,0,2,3,3
F,18,3,19,0,0,0,0,1
M,35,3,19,2,0,5,0,2
M,35,4,19,1,0,5,0,4
F,1,7,19,5,0,5,1,2
M,18,7,19,0,5,0,2,3
F,18,10,19,0,0,0,0,2
M,18,11,19,1,0,5,0,5
M,50,11,19,4,0,3,0,3
M,56,13,19,4,0,0,4,2
F,35,14,19,4,0,1,4,4
M,18,15,19,1,5,1,5,2
M,18,15,19,3,1,4,2,3
M,35,15,19,1,1,0,0,2
M,50,15,19,0,0,1,4,5
M,25,16,19,5,4,1,0,0
M,56,16,19,4,1,5,0,2
M,25,17,19,5,0,5,0,4
M,35,17,19,3,4,5,1,0
F,50,17,19,3,3,1,3,1
F,35,18,19,2,0,0,0,2
F,50,18,19,0,5,2,5,5
F,50,18,19,2,0,2,0,5
M,18,20,19,0,1,1,2,1
F,56,20,19,0,3,1,5,1
F,1,0,20,0,1,0,1,0
M,18,0,20,1,2,0,0,4
F,25,0,20,0,4,4,3,1
F,25,1,20,0,0,0,0,0
F,18,3,20,0,0,0,0,0
F,25,6,20,0,0,0,0,5
F,35,6,20,5,0,1,5,3
F,50,7,20,4,0,5,0,2
F,50,8,20,0,0,0,0,3
F,35,10,20,0,0,5,3,0
M,35,10,20,3,0,1,0,1
M,18,11,20,3,0,5,4,0
M,25,11,20,0,3,4,0,3
M,25,11,20,4,1,2,1,2
M,18,12,20,0,3,5,3,0
M,18,12,20,3,0,5,4,0
M,50,12,20,4,0,2,0,1
M,35,13,20,0,0,0,2,3
F,50,13,20,0,5,0,0,5
M,25,14,20,2,0,0,0,3
M,56,15,20,3,2,1,2,0
M,18,16,20,0,3,0,5,0
M,35,16,20,2,0,5,0,3
M,25,18,20,1,4,5,0,0
F,45,18,20,2,3,1,0,5
F,1,0,21,0,0,0,0,0
F,1,0,21,0,2,0,0,0
F,1,0,21,4,0,0,4,1
F,45,0,21,1,0,1,3,0
M,18,2,21,5,2,5,4,3
M,45,3,21,3,0,3,5,4
