Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,25,0,554,0,4,5,3,2,2,1,4
M,25,11,904,1,0,2,4,0,4,4,3
F,1,13,525,1,2,5,0,1,0,0,2
F,45,8,261,0,0,5,5,1,1,4,4
F,25,5,273,1,5,0,0,4,2,3,0
M,50,4,434,1,2,5,3,0,1,4,2
M,25,13,765,4,2,1,4,4,0,1,4
M,18,16,445,5,5,0,5,1,2,1,4
F,35,13,68,1,1,0,2,1,1,3,5
F,56,19,27,5,3,1,3,1,5,3,2
M,25,20,741,3,1,0,5,2,5,4,0
F,25,11,462,5,3,0,0,0,0,3,2
M,25,7,820,4,4,4,0,0,1,4,1
F,50,17,222,1,2,0,0,5,4,3,1
M,1,0,37,5,4,0,0,0,5,2,0
F,18,17,700,2,3,1,2,0,0,3,3
F,25,11,424,1,4,5,0,0,1,4,4
F,35,3,327,0,0,2,5,4,2,2,2
M,50,2,931,4,4,5,2,1,0,0,0
M,25,2,965,4,4,0,5,0,1,3,2
F,18,3,857,4,3,0,5,0,0,5,1
F,1,18,109,0,1,2,1,0,5,4,1
F,25,4,462,3,1,0,3,3,4,0,3
F,50,16,731,3,4,0,3,0,1,5,0
M,1,18,902,4,4,5,0,3,3,5,5
F,35,4,836,0,3,4,2,4,4,2,4
F,18,4,809,5,3,0,5,4,2,5,2
F,45,2,658,1,0,2,4,2,3,2,5
M,1,17,197,2,0,3,3,5,4,0,5
F,18,19,604,3,0,3,0,1,4,2,4
F,35,2,790,4,1,2,3,1,5,2,0
F,50,5,100,3,3,2,4,3,0,0,1
M,18,16,560,3,2,2,0,1,0,3,1
F,1,7,274,3,0,1,0,5,1,4,3
F,25,0,50,1,1,3,1,3,0,2,0
M,56,17,360,4,2,5,1,4,0,5,5
F,25,20,811,3,2,0,5,5,4,4,3
F,56,16,794,3,4,5,1,0,1,3,0
M,35,6,17,0,1,0,0,0,4,2,0
F,56,10,957,5,0,3,0,5,5,2,3
M,56,3,997,5,5,2,5,0,0,5,5
F,45,4,157,4,0,1,5,5,4,0,1
M,35,9,166,1,2,2,5,1,5,5,0
M,18,8,152,3,2,5,1,1,5,3,5
M,50,19,143,1,1,2,0,0,0,3,3
M,25,14,165,2,2,0,1,2,5,1,1
M,1,8,229,3,3,2,2,0,3,4,0
M,45,2,559,4,3,2,0,4,4,3,2
M,56,12,937,4,4,5,3,3,2,0,1
M,56,7,66,0,4,4,2,2,0,3,4
F,35,19,60,3,4,4,0,4,1,4,0
M,56,16,372,0,1,5,5,0,0,1,0
M,25,5,830,0,0,5,1,0,5,0,2
M,56,15,245,1,3,2,5,4,5,5,3
F,35,19,330,0,5,1,0,5,3,3,3
M,25,19,786,2,3,4,3,0,4,1,0
F,35,20,114,2,1,0,2,1,2,4,3
M,50,11,362,5,1,4,4,4,1,5,2
F,1,1,65,1,2,1,1,3,0,0,0
M,25,19,74,4,4,2,5,0,4,4,5
M,56,8,63,0,4,5,4,5,4,4,4
M,56,17,130,4,4,5,0,5,2,5,2
F,56,17,144,1,0,2,0,4,1,4,1
M,45,15,431,4,4,5,4,5,5,2,1
M,25,15,66,3,4,3,4,4,2,2,3
M,18,2,405,0,3,2,1,3,1,3,3
M,56,3,223,0,4,0,2,0,4,5,0
M,25,14,523,2,4,1,0,0,2,5,1
F,45,11,473,2,3,2,2,1,5,0,2
M,25,0,196,0,1,0,4,4,4,5,0
F,35,1,382,3,4,0,4,0,1,2,0
M,56,17,336,0,5,2,2,4,0,2,4
F,56,20,282,2,4,1,1,4,2,3,0
F,18,4,503,5,0,4,5,0,2,1,4
M,18,15,680,5,4,0,1,2,3,1,4
M,35,5,358,1,1,0,0,3,2,4,2
M,18,12,627,5,5,5,0,2,4,5,3
M,56,17,80,1,5,3,2,4,2,1,0
M,50,15,786,4,3,2,5,0,1,0,5
M,35,2,319,1,5,5,3,5,1,4,3
F,50,1,82,5,3,3,0,0,5,3,5
F,18,1,382,4,1,5,4,5,3,5,3
M,35,9,122,5,5,2,4,5,1,1,2
M,56,12,551,2,1,5,5,1,5,1,2
M,50,15,240,3,3,2,2,0,4,4,0
M,50,1,111,4,1,3,2,4,0,4,5
F,50,9,280,5,0,0,0,0,5,0,4
M,25,0,613,3,0,1,1,0,0,1,5
F,35,8,524,2,4,0,3,3,1,3,0
M,1,17,853,4,4,0,0,1,3,3,4
M,25,11,326,2,4,0,4,2,4,0,4
M,35,1,224,2,1,1,2,3,4,0,1
M,25,12,834,4,1,0,1,0,2,4,3
F,56,1,895,1,3,4,2,1,4,4,0
M,25,3,623,4,2,3,4,2,0,4,4
F,35,1,61,4,5,2,2,0,5,3,3
F,1,11,396,2,2,5,2,5,1,4,2
F,56,3,261,1,4,0,0,3,1,3,0
M,1,17,616,5,5,0,0,0,5,0,4
F,45,7,813,1,3,1,5,3,4,2,1
M,18,14,843,4,4,0,5,1,4,1,0
M,25,3,571,1,2,4,3,4,2,0,3
M,50,12,571,0,5,0,3,4,3,5,0
F,25,3,207,4,4,5,4,1,4,1,0
F,18,7,997,1,2,4,2,4,3,3,2
F,18,15,612,3,4,0,2,1,4,3,5
F,25,11,501,0,5,5,5,0,1,0,5
M,35,11,208,3,4,0,1,4,5,4,1
F,18,4,17,2,3,2,2,0,5,3,2
F,50,14,354,4,3,2,1,4,1,4,3
M,25,9,928,5,0,2,5,3,1,2,0
F,56,2,833,5,2,3,5,4,0,5,3
F,1,11,630,1,4,0,0,0,0,5,2
F,18,20,473,5,3,3,3,0,2,0,4
M,18,13,959,4,1,2,2,0,0,0,2
