Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,35,20,600,0,5,5,0,5,0,4
M,35,20,600,0,5,5,0,5,0,4
F,56,3,537,0,1,5,5,4,2,4
F,35,15,801,2,0,5,0,4,3,0
F,56,8,181,5,1,4,1,4,3,0
F,25,12,81,0,4,1,3,4,0,4
M,35,7,285,3,4,3,1,3,2,5
F,56,8,181,5,1,4,1,4,3,0
F,25,12,81,0,4,1,3,4,0,4
M,35,20,600,0,5,5,0,5,0,4
F,25,12,740,5,2,0,0,0,0,1
F,35,15,801,2,0,5,0,4,3,0
M,35,7,285,3,4,3,1,3,2,5
F,35,15,801,2,0,5,0,4,3,0
F,1,12,950,3,4,1,2,2,2,0
M,56,16,296,0,0,3,0,0,0,0
F,1,10,534,3,0,0,3,2,5,1
M,45,17,115,0,0,0,0,0,0,0
F,56,13,983,1,3,0,1,4,0,5
F,1,10,534,3,0,0,3,2,5,1
M,35,19,811,4,0,4,0,4,0,5
F,56,8,181,5,1,4,1,4,3,0
F,56,3,537,0,1,5,5,4,2,4
M,18,4,6,2,0,3,0,0,3,3
F,56,8,181,5,1,4,1,4,3,0
F,56,3,537,0,1,5,5,4,2,4
F,35,15,801,2,0,5,0,4,3,0
M,25,1,662,0,0,3,0,0,0,0
F,1,12,950,3,4,1,2,2,2,0
M,35,5,230,3,2,0,3,5,2,2
M,35,16,152,2,0,5,3,4,3,0
M,35,20,600,0,5,5,0,5,0,4
M,56,16,296,0,0,3,0,0,0,0
M,56,20,803,2,1,0,2,0,3,0
F,45,11,780,3,5,1,2,0,5,3
F,25,12,740,5,2,0,0,0,0,1
M,56,20,803,2,1,0,2,0,3,0
F,1,12,950,3,4,1,2,2,2,0
M,35,20,600,0,5,5,0,5,0,4
M,35,7,285,3,4,3,1,3,2,5
F,35,0,48,4,0,2,1,0,0,5
F,35,15,801,2,0,5,0,4,3,0
M,25,17,522,0,0,0,0,4,2,2
F,56,3,537,0,1,5,5,4,2,4
M,56,16,296,0,0,3,0,0,0,0
M,1,4,142,4,0,5,3,0,0,2
F,1,5,462,0,0,5,0,2,0,1
M,25,17,522,0,0,0,0,4,2,2
F,45,11,780,3,5,1,2,0,5,3
F,45,11,780,3,5,1,2,0,5,3
F,18,4,857,5,2,1,3,4,3,0
M,56,16,296,0,0,3,0,0,0,0
F,1,12,950,3,4,1,2,2,2,0
F,1,10,534,3,0,0,3,2,5,1
M,35,2,701,0,2,4,0,2,0,3
F,35,14,10,5,2,2,0,0,0,0
F,56,3,537,0,1,5,5,4,2,4
F,45,1,554,0,4,4,0,3,0,0
M,25,13,446,0,0,0,0,5,4,2
F,25,15,986,1,0,1,1,4,0,5
F,45,1,554,0,4,4,0,3,0,0
F,1,10,534,3,0,0,3,2,5,1
F,56,5,212,1,4,0,4,0,0,3
F,56,5,212,1,4,0,4,0,0,3
M,50,10,915,1,2,1,2,3,5,0
M,18,19,826,3,0,4,0,0,0,5
M,35,11,406,0,0,0,0,5,0,0
M,18,10,109,0,0,1,0,0,0,0
F,1,5,462,0,0,5,0,2,0,1
M,35,11,406,0,0,0,0,5,0,0
F,1,12,950,3,4,1,2,2,2,0
F,45,1,554,0,4,4,0,3,0,0
M,25,0,12,0,0,4,0,2,0,2
F,1,5,370,0,0,4,0,5,0,2
M,45,20,773,4,0,5,3,3,0,2
M,50,16,946,1,1,0,1,5,3,5
M,45,20,773,4,0,5,3,3,0,2
F,45,11,780,3,5,1,2,0,5,3
F,45,1,554,0,4,4,0,3,0,0
F,35,0,48,4,0,2,1,0,0,5
M,18,6,758,0,0,3,3,2,3,5
F,35,5,786,0,0,4,4,2,0,3
F,50,11,811,0,0,4,0,0,0,2
F,56,3,537,0,1,5,5,4,2,4
M,56,14,109,4,4,0,2,5,1,0
M,50,2,847,4,0,4,0,2,0,0
M,35,2,701,0,2,4,0,2,0,3
F,56,3,537,0,1,5,5,4,2,4
F,25,16,468,3,3,3,0,3,0,0
F,35,14,10,5,2,2,0,0,0,0
F,56,3,537,0,1,5,5,4,2,4
M,35,19,811,4,0,4,0,4,0,5
F,35,5,786,0,0,4,4,2,0,3
F,35,15,584,0,0,0,0,0,0,0
M,35,16,152,2,0,5,3,4,3,0
F,1,10,534,3,0,0,3,2,5,1
M,35,9,245,1,1,2,0,0,3,5
F,35,15,801,2,0,5,0,4,3,0
M,56,14,109,4,4,0,2,5,1,0
M,50,16,946,1,1,0,1,5,3,5
M,25,13,446,0,0,0,0,5,4,2
M,35,16,152,2,0,5,3,4,3,0
F,45,1,934,0,0,1,0,4,0,0
F,18,20,194,4,0,1,0,0,0,5
F,56,6,809,2,1,5,2,0,0,2
F,35,15,801,2,0,5,0,4,3,0
M,25,16,532,4,0,5,0,3,3,2
F,50,0,501,0,0,4,0,0,0,4
F,35,0,48,4,0,2,1,0,0,5
M,45,6,48,0,1,2,4,3,0,1
F,56,6,752,0,1,0,0,0,1,0
F,25,14,957,0,2,1,0,2,0,0
F,56,13,983,1,3,0,1,4,0,5
F,56,6,752,0,1,0,0,0,1,0
M,18,5,23,2,3,0,2,4,2,4
F,18,6,946,0,0,0,4,4,0,3
M,35,2,228,2,0,0,0,0,0,0
F,1,5,370,0,0,4,0,5,0,2
F,1,12,950,3,4,1,2,2,2,0
M,35,11,406,0,0,0,0,5,0,0
F,56,5,212,1,4,0,4,0,0,3
F,25,11,486,0,2,5,0,4,0,0
F,25,7,906,0,5,5,3,0,0,0
M,35,20,600,0,5,5,0,5,0,4
M,35,11,406,0,0,0,0,5,0,0
M,50,16,946,1,1,0,1,5,3,5
F,25,12,469,0,1,3,0,5,1,3
M,50,16,946,1,1,0,1,5,3,5
M,50,20,975,2,0,3,0,3,0,0
F,1,6,452,2,0,2,0,0,2,5
M,25,17,522,0,0,0,0,4,2,2
M,35,9,245,1,1,2,0,0,3,5
M,50,9,878,2,3,5,0,2,2,2
F,45,4,309,0,0,5,0,4,4,0
F,56,14,941,4,0,5,0,0,3,0
M,25,4,115,0,0,0,0,4,1,0
F,50,17,446,2,0,4,0,0,0,1
F,25,0,62,0,0,2,0,0,0,0
F,25,14,957,0,2,1,0,2,0,0
F,18,0,275,2,0,0,2,0,0,0
M,1,4,142,4,0,5,3,0,0,2
F,35,15,584,0,0,0,0,0,0,0
F,45,4,309,0,0,5,0,4,4,0
M,50,10,915,1,2,1,2,3,5,0
M,50,11,489,0,0,0,1,2,3,3
M,50,10,915,1,2,1,2,3,5,0
M,18,4,6,2,0,3,0,0,3,3
