Gender,Age,Occupation,ZIP-code,260,653,1525,2105,2193,2253,2628,2872,3438,3439,3440,3877,3889
F,1,0,6,4,2,0,5,0,4,5,5,1,1,3,1,3
F,18,0,6,3,0,0,0,3,4,3,5,5,0,5,0,2
F,25,0,6,3,0,0,1,4,0,1,2,1,0,5,5,4
F,25,0,6,5,3,0,0,4,0,1,5,5,0,0,0,0
F,35,0,6,0,4,4,5,2,1,4,1,1,0,0,0,2
F,35,0,6,2,2,3,3,5,2,1,0,4,3,0,0,0
M,35,0,6,0,3,0,1,0,0,5,0,2,0,4,0,0
M,25,3,6,4,0,1,4,1,5,5,4,2,0,0,0,2
F,56,5,6,4,1,0,1,4,3,2,1,1,5,5,2,0
M,56,6,6,0,4,3,2,5,3,3,0,5,5,1,2,1
F,25,7,6,0,3,0,1,0,0,1,3,3,0,0,0,0
F,50,7,6,2,2,1,0,0,0,5,0,3,0,0,2,0
M,50,7,6,0,0,2,1,4,4,5,0,0,5,5,0,3
F,35,8,6,5,0,0,2,0,3,4,5,0,0,1,1,2
M,45,8,6,1,3,4,1,5,0,1,0,4,0,0,2,0
M,1,10,6,2,0,5,0,0,3,1,0,4,2,0,0,1
F,25,10,6,2,1,3,1,3,3,5,0,4,0,4,3,3
M,25,10,6,5,1,1,5,0,3,3,3,4,0,0,0,2
M,25,10,6,5,2,3,0,2,1,5,0,3,0,0,1,3
F,18,13,6,4,2,0,2,0,2,5,3,5,0,1,0,0
F,18,14,6,2,3,1,4,3,5,0,3,5,4,4,0,1
F,25,14,6,3,2,0,5,2,2,3,3,3,1,0,0,0
F,45,14,6,5,4,0,4,4,0,5,3,2,1,3,0,0
M,50,15,6,1,0,3,3,4,0,1,0,1,0,0,2,0
M,18,16,6,2,0,0,4,0,2,5,0,1,1,0,0,4
F,18,17,6,3,1,0,3,3,2,0,0,0,0,0,0,0
F,25,17,6,2,0,2,0,0,5,3,0,5,4,0,2,0
F,25,17,6,3,1,0,4,0,0,1,0,0,0,0,1,0
F,45,17,6,0,0,3,5,1,1,3,4,0,0,0,0,0
F,56,17,6,0,0,0,0,0,5,4,4,1,0,0,0,0
F,25,0,10,4,5,0,0,2,5,2,0,0,0,0,0,0
M,18,2,10,3,0,0,1,5,2,2,0,0,0,0,0,4
F,50,2,10,1,5,4,1,4,1,3,3,0,0,0,0,3
F,1,3,10,4,4,2,3,5,5,3,5,3,1,4,1,0
M,1,3,10,1,0,0,1,0,5,3,4,1,3,1,3,2
F,50,3,10,4,1,1,5,0,0,1,1,3,0,1,3,0
F,45,4,10,4,4,5,5,3,0,3,3,4,5,0,4,4
F,50,8,10,3,0,2,5,4,1,0,0,3,0,0,2,2
F,18,9,10,3,3,5,2,3,1,3,3,4,1,0,0,0
F,18,10,10,5,2,5,2,0,2,1,0,2,2,0,4,0
F,25,11,10,3,5,0,0,0,4,0,4,3,2,0,5,1
M,25,13,10,4,4,0,0,4,0,2,4,5,5,0,1,1
F,45,15,10,0,3,0,3,0,5,2,5,2,0,4,1,2
F,25,16,10,4,3,4,3,5,3,4,5,4,0,0,0,5
F,1,17,10,2,5,0,2,5,1,1,0,1,0,0,5,0
M,50,17,10,4,0,2,0,5,2,3,0,1,3,1,4,2
F,56,17,10,2,3,5,0,3,5,2,2,2,4,0,1,4
M,25,18,10,2,3,1,0,0,5,0,1,4,0,0,0,2
M,50,19,10,5,0,1,3,2,0,1,5,1,1,3,0,0
M,50,20,10,0,0,1,2,5,5,2,4,2,0,0,5,5
M,35,3,12,1,0,0,2,2,1,4,2,3,2,0,3,0
M,56,3,12,5,1,1,5,0,2,4,0,2,3,0,5,0
M,50,5,12,2,2,0,3,4,0,0,3,4,4,0,3,2
F,45,6,12,5,3,5,0,4,3,5,1,3,0,0,0,4
M,50,6,12,2,3,1,2,4,0,0,2,4,2,0,1,5
M,56,6,12,3,2,0,0,2,3,0,1,5,0,0,5,1
F,35,7,12,4,2,0,5,3,0,4,0,4,0,0,0,1
M,18,8,12,2,3,0,0,0,3,0,4,2,2,4,0,2
F,25,9,12,3,5,2,5,1,2,3,4,1,3,4,3,4
M,35,9,12,2,0,0,1,3,4,5,2,5,0,0,0,1
M,18,13,12,2,0,0,1,0,4,2,0,5,4,4,3,4
F,45,15,12,3,0,1,1,4,0,0,1,2,0,0,0,4
F,50,16,12,2,0,3,3,3,2,3,0,4,0,0,3,1
M,18,0,13,5,3,0,0,4,0,5,0,4,5,3,0,4
F,35,0,13,0,0,0,5,2,0,3,0,4,0,0,0,0
M,25,2,13,4,2,0,0,5,5,3,0,2,0,2,4,5
F,25,3,13,2,3,1,3,4,0,3,0,1,0,0,2,0
F,50,3,13,4,2,0,3,4,5,2,0,2,0,0,0,0
M,18,5,13,5,3,0,2,0,0,5,1,2,0,4,2,2
M,25,5,13,3,2,3,1,0,4,4,4,2,1,2,2,2
M,25,6,13,5,3,1,2,2,2,2,3,1,4,4,2,1
F,45,6,13,5,0,2,5,0,5,0,0,2,0,0,5,0
M,18,7,13,1,0,0,0,1,4,0,0,0,0,0,3,0
M,25,7,13,5,2,1,1,2,0,3,0,5,0,0,1,4
F,35,7,13,0,0,5,0,0,4,5,0,4,0,0,0,4
M,45,7,13,4,0,1,0,3,2,3,0,5,0,0,5,5
F,25,10,13,5,0,1,5,0,4,0,3,0,0,0,0,0
M,35,12,13,0,3,0,4,3,3,3,0,4,0,0,0,5
F,50,12,13,1,3,3,1,0,0,3,0,4,0,1,0,5
F,35,13,13,2,5,0,0,5,4,4,3,5,1,2,3,1
F,1,15,13,3,5,2,0,0,2,2,0,2,1,2,4,3
F,56,15,13,1,1,1,4,2,3,1,0,2,1,3,2,1
F,1,17,13,1,0,1,1,1,1,0,3,2,0,1,4,0
F,1,17,13,5,3,2,4,2,4,3,0,0,3,0,0,0
F,18,17,13,5,4,5,3,2,0,5,2,5,1,3,0,4
M,35,20,13,0,4,3,0,0,2,5,4,2,0,1,2,0
M,45,20,13,0,1,5,0,0,2,5,0,2,1,2,4,1
F,56,0,15,1,0,0,2,3,0,1,0,3,0,0,0,4
F,35,1,15,4,0,4,0,0,2,4,4,3,5,1,0,2
M,35,1,15,4,5,0,2,0,0,5,0,3,4,0,5,0
F,56,1,15,1,0,0,4,0,3,5,0,2,0,0,0,0
F,56,2,15,2,1,0,1,0,5,3,5,1,3,2,2,2
F,25,3,15,4,0,3,2,4,4,5,5,1,0,0,0,2
M,1,5,15,4,1,0,2,1,3,0,1,3,2,0,1,0
F,56,6,15,2,2,4,4,2,2,2,4,1,5,1,2,1
M,45,10,15,4,3,4,5,3,5,4,3,5,5,1,0,5
F,18,12,15,4,0,5,0,2,2,2,1,3,3,1,0,4
M,25,12,15,0,3,1,4,4,4,0,1,1,0,0,1,0
M,56,12,15,5,4,3,4,0,0,3,1,1,1,0,2,5
M,25,14,15,1,3,0,0,4,2,0,2,0,1,3,0,1
F,1,18,15,5,5,1,1,3,0,3,0,3,0,0,0,4
M,35,18,15,1,0,3,0,2,2,5,0,1,0,0,0,3
M,25,0,16,4,3,3,2,0,5,4,0,3,0,4,5,4
M,25,0,16,4,3,4,4,1,3,1,0,5,0,0,0,0
F,50,0,16,2,2,2,2,0,2,4,0,3,5,0,0,0
M,50,0,16,2,0,2,3,0,4,3,0,0,0,0,2,5
F,56,0,16,5,1,3,0,0,4,3,0,1,0,0,0,2
M,1,3,16,1,4,4,2,0,3,4,5,1,0,5,2,0
M,18,3,16,2,2,0,2,5,5,4,0,0,0,0,0,4
F,45,3,16,1,2,0,0,1,5,2,0,3,5,2,0,4
F,45,3,16,3,4,3,3,4,3,2,3,3,0,0,0,2
F,50,5,16,0,3,2,0,0,0,1,2,4,3,4,3,4
M,18,8,16,3,0,1,2,0,0,3,0,3,5,2,0,3
M,18,10,16,0,3,0,5,3,3,3,0,1,0,0,0,0
F,35,18,16,0,4,0,0,4,0,4,1,3,2,4,0,0
F,56,19,16,2,3,0,2,0,0,3,0,1,2,3,1,3
F,25,0,17,5,1,0,5,1,2,0,2,5,2,0,0,4
M,50,0,17,1,0,1,1,0,0,1,3,2,3,4,0,4
F,1,1,17,1,5,2,2,2,1,4,2,5,2,4,2,1
M,25,1,17,1,0,2,3,3,4,0,0,5,2,3,3,1
F,35,3,17,0,5,0,3,0,0,4,0,5,0,0,0,2
M,35,3,17,2,4,0,5,0,2,4,0,3,4,0,5,5
F,50,4,17,2,0,1,5,0,2,0,2,5,1,0,3,4
F,50,4,17,5,0,1,4,5,5,1,2,4,0,0,0,1
F,18,5,17,5,4,1,2,5,4,5,3,4,0,3,0,2
M,35,5,17,5,3,1,5,0,5,4,3,0,0,0,0,4
M,1,7,17,4,5,4,5,4,0,3,1,3,4,0,0,5
F,1,8,17,5,2,0,2,4,1,3,0,4,0,0,0,5
F,18,8,17,5,0,4,1,0,4,5,2,3,4,0,1,5
M,50,8,17,0,2,4,0,3,4,2,3,0,2,1,4,5
F,18,10,17,1,4,1,1,0,4,1,5,5,3,4,2,0
M,35,10,17,5,1,0,1,4,5,0,0,1,2,0,0,0
F,18,13,17,3,0,0,2,1,2,0,2,3,0,0,0,5
F,18,13,17,3,0,1,5,1,3,5,0,0,0,0,0,4
F,45,0,18,1,0,0,1,5,4,2,2,1,0,0,0,0
F,45,1,18,0,0,0,0,4,0,4,5,0,3,4,3,4
M,1,2,18,0,2,5,4,0,3,1,0,4,0,0,1,4
F,45,2,18,1,1,0,3,0,0,1,0,2,5,2,0,2
M,35,3,18,1,4,1,1,3,5,4,5,5,2,0,0,3
F,45,3,18,1,0,0,3,0,0,2,0,1,0,0,0,0
F,50,3,18,2,3,1,1,3,3,4,0,3,0,4,4,0
F,18,4,18,0,3,0,0,3,3,4,4,3,0,1,2,4
F,18,4,18,3,2,0,5,2,0,4,0,1,0,5,1,0
F,25,4,18,0,0,2,3,0,0,0,5,0,0,0,3,4
F,25,4,18,5,2,0,1,3,2,4,0,0,0,0,0,5
M,25,4,18,0,4,0,4,0,5,4,0,3,0,0,3,0
F,45,4,18,0,3,3,5,4,4,2,4,0,0,3,4,0
M,35,5,18,1,2,1,3,2,3,0,4,1,1,5,0,0
F,35,7,18,3,3,0,5,4,5,5,3,2,4,4,0,4
M,45,7,18,1,0,2,0,0,1,4,0,3,0,0,0,3
M,56,8,18,4,2,5,4,1,2,3,4,4,3,0,0,5
F,1,11,18,4,2,0,1,2,3,5,0,1,3,3,0,0
F,18,11,18,0,0,0,4,5,1,1,2,4,3,5,2,0
F,18,11,18,1,2,0,3,4,2,4,0,2,5,4,0,0
F,50,11,18,0,0,0,1,4,4,2,3,0,5,0,3,0
F,50,12,18,5,2,0,0,0,1,2,0,3,0,0,0,3
F,25,13,18,2,4,0,2,0,1,0,0,3,0,0,0,4
F,45,13,18,5,2,4,3,0,1,1,3,1,0,5,0,0
M,1,14,18,2,0,0,3,4,2,4,0,0,1,0,3,0
F,25,14,18,1,4,0,4,5,1,0,4,4,5,2,3,3
F,25,14,18,5,0,2,5,4,1,2,4,4,1,3,0,4
F,45,14,18,4,4,3,0,0,3,4,1,4,0,4,0,5
M,45,14,18,0,0,0,3,1,4,4,3,4,0,0,0,0
M,18,15,18,0,0,0,3,5,3,4,0,3,5,2,0,0
M,1,16,18,0,1,1,3,0,0,4,1,3,1,2,1,5
F,35,16,18,3,0,3,5,0,1,2,0,1,1,3,3,4
F,56,16,18,5,4,5,3,0,1,4,0,1,0,0,3,1
F,35,17,18,2,3,2,3,3,0,4,0,5,2,4,5,4
F,35,18,18,0,2,4,0,5,4,2,4,4,0,2,3,0
M,35,18,18,4,5,3,4,3,1,2,5,3,2,2,3,5
F,45,18,18,5,2,4,4,3,3,1,2,1,3,2,1,2
F,1,20,18,4,2,1,5,5,3,4,2,1,0,1,2,2
M,1,0,19,0,2,1,5,0,0,0,2,2,0,0,3,0
F,35,0,19,3,2,0,4,0,2,3,5,2,4,0,0,3
F,45,0,19,0,4,0,0,0,3,0,2,3,4,3,2,5
M,56,0,19,2,5,2,0,0,3,1,5,1,0,0,0,5
M,25,2,19,4,1,1,0,4,2,0,3,5,2,1,5,3
F,50,2,19,0,1,1,1,2,0,5,3,3,1,2,4,1
F,50,3,19,5,0,0,4,3,0,3,4,5,0,0,2,0
M,18,4,19,1,2,5,2,5,1,2,4,4,5,0,1,4
F,35,6,19,2,0,0,3,0,0,0,0,2,2,2,0,4
F,1,7,19,1,1,0,5,0,3,5,1,2,1,3,4,1
F,50,7,19,2,3,1,5,0,4,4,1,5,1,1,2,0
F,50,8,19,4,2,0,4,0,2,0,2,3,0,1,0,2
F,35,9,19,1,0,1,0,0,4,0,0,5,0,0,5,4
M,25,10,19,1,5,1,0,4,0,2,0,2,0,0,2,3
M,35,10,19,5,1,1,5,3,5,1,3,3,0,0,0,0
M,25,11,19,5,5,1,3,0,4,2,0,4,5,0,0,1
M,50,11,19,4,3,2,4,3,3,3,0,3,4,0,0,4
M,18,12,19,3,3,3,0,5,0,2,0,5,3,5,0,2
F,50,12,19,1,2,3,0,5,1,5,2,4,1,0,3,3
F,56,12,19,0,2,2,2,3,5,0,4,3,0,0,1,2
F,56,13,19,2,4,1,0,2,5,3,2,4,0,0,0,5
M,35,15,19,0,0,0,5,4,0,2,0,5,0,0,0,0
M,35,15,19,0,0,3,4,1,4,4,1,5,4,2,5,0
M,50,15,19,5,2,2,2,2,4,0,2,5,2,5,0,5
M,45,16,19,4,3,0,0,0,3,5,1,2,0,5,0,4
F,50,16,19,5,3,3,3,5,0,5,4,2,5,4,0,0
M,56,16,19,1,3,2,3,4,5,2,0,4,0,0,0,2
M,56,16,19,3,1,1,0,2,3,4,0,2,4,0,0,1
M,25,18,19,4,5,0,1,4,0,0,1,4,2,0,2,4
M,1,20,19,5,2,0,1,1,0,3,3,5,3,5,3,1
F,18,20,19,5,0,1,0,0,3,2,2,1,0,0,0,0
F,25,0,20,1,0,2,4,5,0,2,0,3,0,0,0,0
F,45,0,20,2,0,0,5,3,3,0,0,1,0,0,5,0
M,25,1,20,2,5,0,1,1,1,3,0,0,2,2,3,0
F,50,1,20,5,3,1,0,3,2,1,1,5,0,0,0,4
F,56,1,20,4,0,5,2,0,5,0,0,4,0,0,0,4
M,35,5,20,3,0,2,2,0,0,1,4,3,2,3,3,4
F,35,6,20,3,1,0,1,0,5,0,0,4,3,3,3,0
F,35,7,20,3,3,0,0,0,0,1,1,3,1,0,0,0
M,25,8,20,5,3,3,0,0,0,3,1,5,5,2,5,1
F,1,9,20,3,1,2,1,0,4,0,0,0,0,1,2,5
M,35,11,20,5,0,5,3,5,3,2,0,3,0,0,0,4
M,25,12,20,2,4,1,2,0,3,0,1,2,0,0,0,4
M,25,12,20,2,4,2,0,0,0,1,3,2,1,2,0,4
M,35,12,20,3,4,0,5,5,1,1,0,1,2,2,0,0
M,25,13,20,2,3,1,2,4,4,5,3,4,0,0,0,4
M,25,15,20,3,1,0,2,2,5,0,2,5,5,1,3,4
F,45,15,20,5,0,1,2,0,1,2,2,3,0,0,0,0
F,25,16,20,2,0,1,4,1,4,0,3,2,1,0,0,4
M,25,16,20,0,5,1,1,4,3,3,4,4,3,2,2,5
M,35,16,20,3,3,0,4,5,2,2,0,5,0,0,5,4
M,18,17,20,3,3,1,2,0,0,1,4,5,0,5,0,3
M,35,17,20,0,2,0,5,2,4,4,1,5,4,3,0,4
F,25,18,20,2,1,5,5,0,5,2,4,5,0,0,0,1
M,18,20,20,2,1,1,3,4,1,2,0,1,0,1,5,0
F,35,20,20,3,5,0,3,2,1,0,5,5,4,0,0,2
F,18,0,21,2,5,0,3,0,3,2,0,4,2,2,0,0
F,25,0,21,4,0,0,4,0,5,2,0,4,0,0,0,0
F,1,1,21,5,0,1,1,1,3,0,2,0,0,0,0,0
F,35,1,21,5,2,1,3,0,5,3,1,3,0,0,5,4
M,56,3,21,0,0,0,3,5,4,5,5,1,0,0,5,4
M,25,5,21,4,3,0,3,0,0,4,4,3,0,4,0,0
M,25,5,21,5,0,0,2,0,1,2,4,4,0,0,0,0
F,50,5,21,4,0,2,3,0,3,3,0,1,0,0,5,2
M,18,6,21,0,2,4,5,5,0,3,4,4,2,5,5,5
F,18,7,21,1,1,0,0,3,0,4,0,2,0,5,0,0
F,1,10,21,2,5,1,0,1,2,3,0,1,2,0,0,3
F,56,11,21,4,0,0,0,3,0,4,0,2,0,0,0,5
F,25,13,21,4,3,5,3,3,3,0,5,3,1,2,3,2
M,56,15,21,4,3,1,0,1,2,1,0,3,4,4,5,0
M,18,16,21,4,0,0,2,2,2,4,0,1,0,0,0,0
F,35,17,21,1,2,0,5,2,4,1,1,4,0,0,0,2
M,45,17,21,3,2,1,2,3,3,2,3,1,0,0,5,0
M,45,20,21,3,0,0,2,2,2,2,4,3,0,0,4,3
M,45,0,22,1,1,1,5,0,3,3,0,2,0,0,0,5
M,1,2,22,4,1,0,3,0,0,2,0,1,0,0,5,5
M,35,3,22,1,0,0,4,0,5,2,3,4,0,0,4,0
M,56,3,22,5,4,0,0,0,0,4,0,1,0,0,1,4
M,1,5,22,4,0,0,5,0,1,2,5,0,0,0,0,0
F,45,6,22,2,1,4,2,4,3,3,0,2,0,0,0,0
M,18,7,22,5,1,3,2,2,0,5,0,3,0,0,0,4
F,1,8,22,4,0,0,0,4,0,2,4,5,3,0,5,0
M,1,10,22,5,5,3,5,0,3,0,1,1,0,0,0,1
M,35,10,22,0,4,0,0,4,4,0,0,0,2,5,0,0
M,50,10,22,0,5,3,4,0,5,4,5,4,0,2,0,0
M,35,12,22,4,4,3,0,3,5,4,2,1,0,0,4,0
M,1,15,22,5,4,2,2,4,3,3,0,1,0,1,0,4
M,35,15,22,2,0,0,0,2,1,1,2,5,0,4,2,0
F,50,15,22,2,0,0,5,0,4,1,1,0,0,0,0,0
M,50,16,22,3,2,3,3,4,1,4,0,5,0,0,0,1
F,50,17,22,4,2,3,3,0,3,0,5,4,0,0,3,1
F,35,0,23,3,0,0,5,3,0,1,0,3,2,0,0,3
M,35,5,23,3,3,2,5,4,4,2,5,5,2,2,4,5
F,50,10,23,4,4,5,4,5,1,4,0,1,3,3,3,5
M,35,12,23,0,2,1,3,3,4,1,0,5,0,1,0,1
M,50,12,23,3,1,2,1,4,0,2,0,5,5,0,3,0
M,50,17,23,3,0,0,1,0,5,1,0,3,1,0,0,4
F,1,18,23,2,3,5,2,5,5,4,4,3,0,1,0,0
M,35,19,23,3,3,1,5,5,4,0,2,3,0,4,3,1
F,56,19,23,3,2,1,5,2,1,2,4,5,4,0,1,1
F,18,20,23,3,0,0,1,0,4,5,0,0,0,0,0,1
M,25,20,23,3,1,0,4,1,0,3,0,2,1,0,2,0
F,35,0,24,0,0,5,0,3,3,0,0,3,0,0,0,0
M,18,3,24,2,1,0,0,1,0,1,0,0,1,4,0,0
M,50,3,24,5,4,1,4,4,3,4,1,3,2,5,0,1
F,18,4,24,2,2,2,0,0,5,0,1,3,2,5,0,4
M,18,4,24,1,1,0,4,0,3,2,0,3,0,4,3,1
M,50,5,24,5,0,0,2,5,0,5,2,3,0,0,5,0
F,50,6,24,1,2,0,0,5,0,2,5,1,1,0,0,0
F,25,8,24,2,0,0,1,3,0,1,0,5,0,0,0,0
M,18,9,24,1,0,4,4,0,2,2,1,3,0,0,0,0
M,18,10,24,3,2,0,3,0,3,4,5,5,0,0,0,0
M,1,11,24,0,0,3,2,3,2,0,0,2,0,0,3,0
F,25,11,24,5,0,3,1,4,0,2,4,5,0,1,0,4
F,18,13,24,5,4,3,1,0,0,5,0,1,1,4,0,0
F,56,13,24,3,0,0,5,4,0,4,3,3,3,3,3,0
F,50,17,24,4,0,0,1,0,0,3,0,3,2,2,0,2
M,1,18,24,5,0,0,1,2,0,1,4,5,1,1,5,5
M,25,18,24,5,2,3,3,4,0,5,1,2,1,0,0,0
F,50,18,24,1,3,4,3,0,3,3,4,5,0,0,0,4
M,50,20,24,0,1,1,5,0,4,4,5,5,2,0,5,4
M,50,0,26,4,4,0,1,0,4,5,3,1,0,0,0,0
M,18,2,26,5,2,4,0,0,0,0,5,2,5,3,2,2
F,45,2,26,5,0,4,2,3,5,3,0,3,4,0,0,0
M,50,3,26,4,2,4,0,0,2,4,4,0,4,4,1,5
F,56,4,26,0,0,1,4,0,5,3,0,0,0,3,0,0
M,25,8,26,1,0,0,1,1,1,3,0,1,0,0,3,4
F,18,9,26,4,2,0,5,0,3,2,3,4,1,0,0,1
M,18,12,26,5,3,5,2,2,0,0,2,5,2,4,3,0
F,25,15,26,4,3,0,1,1,1,4,2,4,0,0,0,0
M,45,16,26,4,2,3,0,3,2,1,3,0,5,4,0,1
M,1,17,26,3,0,2,2,4,0,0,0,1,0,0,4,1
M,35,17,26,5,3,0,3,0,4,4,0,1,2,0,2,5
M,45,0,27,3,3,0,2,5,5,3,0,1,0,0,5,0
F,50,0,27,5,0,0,2,2,4,0,1,0,5,0,0,0
F,56,0,27,4,3,0,2,1,0,0,0,0,1,3,2,3
M,25,1,27,0,3,2,4,4,0,5,0,2,4,2,0,0
M,45,1,27,4,0,0,4,2,0,5,0,3,0,0,1,4
M,25,2,27,4,4,0,2,4,0,0,1,1,5,3,0,3
F,1,3,27,0,0,2,3,1,2,0,3,3,4,1,3,5
F,18,3,27,2,5,1,0,5,0,4,3,3,1,3,0,4
F,25,4,27,0,1,1,3,0,4,4,0,1,0,0,0,1
F,25,5,27,3,0,0,3,4,5,1,1,0,3,1,0,4
F,18,6,27,2,2,0,0,1,0,1,3,5,0,0,0,0
F,1,7,27,1,0,0,4,1,1,3,5,1,5,0,0,4
F,18,10,27,1,2,5,0,5,4,3,5,5,0,0,0,4
F,35,10,27,5,0,3,2,1,0,5,4,4,3,1,0,0
M,1,15,27,4,0,0,0,0,1,5,0,5,2,0,0,0
F,1,18,27,0,5,0,2,4,5,5,5,1,0,0,0,5
F,1,18,27,1,3,5,0,4,2,4,3,2,3,0,0,5
F,18,0,28,1,2,0,2,5,5,1,0,2,0,0,0,5
M,25,0,28,4,0,1,5,0,0,4,0,4,0,0,0,2
F,25,2,28,1,0,2,0,0,0,1,2,2,0,0,3,4
M,50,2,28,4,2,1,2,2,2,4,4,4,0,4,1,5
F,25,7,28,1,0,1,5,0,1,0,0,4,0,1,0,3
F,25,9,28,0,4,3,5,5,4,0,5,3,5,0,0,0
F,1,10,28,3,2,3,0,2,0,2,0,5,1,3,0,0
F,18,13,28,5,5,0,4,0,0,2,0,1,0,3,0,5
M,1,14,28,2,2,0,0,0,3,4,1,0,0,0,1,4
F,50,14,28,0,3,0,1,0,3,2,1,4,3,2,0,0
F,18,16,28,3,3,0,4,4,1,4,0,0,0,0,0,0
F,35,17,28,0,0,2,3,3,2,1,2,5,4,0,0,2
F,1,18,28,0,0,0,0,0,0,4,4,0,4,5,2,4
F,25,19,28,0,3,0,3,2,4,3,0,0,2,1,2,0
F,1,0,29,3,0,3,2,5,5,4,5,2,0,0,4,5
M,35,0,29,1,2,5,2,3,3,4,2,0,1,0,0,3
F,18,3,29,4,0,4,4,2,3,3,2,4,3,3,1,2
F,1,5,29,2,5,2,4,0,4,0,0,0,1,2,1,0
