Gender,Age,Occupation,ZIP-code,2,56,673,810,885,1009,1073,1097,1525,1654,1702,1750,1881,1920,1967,2017,2043,2087,2093,2138,2399,3438,3439,3440
M,50,4,226,1,4,5,4,0,5,2,2,1,0,4,2,0,1,3,3,1,3,3,1,5,5,0,3
M,25,7,80,4,0,1,0,2,0,0,2,0,0,0,1,0,0,4,3,4,0,0,3,5,3,3,0
M,35,7,489,5,0,4,2,2,0,1,0,0,0,5,3,0,3,0,0,0,0,0,0,0,2,3,0
M,56,12,473,1,0,2,0,5,0,0,3,2,2,2,0,5,4,3,3,1,3,3,3,5,1,1,5
F,25,9,406,3,3,1,3,3,4,1,3,1,4,4,1,1,3,5,3,5,3,4,1,2,0,3,1
M,25,1,799,0,0,4,0,0,5,1,2,0,5,5,0,0,5,3,0,0,0,0,5,0,3,0,0
M,25,0,917,5,0,2,0,0,5,1,4,3,2,0,2,3,2,0,0,2,4,5,2,2,1,1,0
M,25,14,743,4,3,3,4,0,0,5,4,1,0,4,4,0,1,0,0,1,4,1,5,0,4,0,0
M,25,7,547,4,0,3,0,4,5,5,4,0,5,0,2,1,1,0,0,0,0,0,1,4,2,2,0
F,25,10,281,5,0,1,4,2,1,4,5,5,2,5,3,0,5,3,0,1,0,5,2,2,0,3,3
F,1,19,166,4,0,0,1,0,0,1,4,1,4,5,3,0,2,4,4,1,3,4,1,3,1,4,0
M,45,20,765,1,4,1,0,4,3,5,4,5,1,3,2,3,3,4,0,1,5,5,3,4,0,3,0
F,50,20,330,4,4,1,2,0,3,0,2,1,1,0,4,0,0,4,4,2,4,2,1,4,2,0,1
F,25,10,312,1,0,4,0,1,0,2,3,0,0,3,2,0,1,0,1,5,3,4,0,2,1,4,2
F,35,19,640,0,3,1,0,5,0,5,2,1,0,0,5,0,1,5,5,2,4,3,2,1,0,1,0
F,35,4,558,3,0,1,0,1,1,3,5,0,4,4,4,1,2,1,5,0,5,2,5,1,2,0,0
M,45,16,235,5,0,2,3,5,3,5,1,2,1,3,2,5,4,0,0,0,4,5,0,2,0,0,0
M,50,4,480,0,0,0,2,2,0,0,0,0,5,0,2,0,0,0,3,5,1,0,3,0,1,0,4
F,1,10,325,3,0,2,4,2,1,0,2,0,0,0,0,5,2,0,0,0,0,0,1,0,0,0,1
M,25,19,685,2,3,3,0,2,0,2,3,0,0,5,5,3,4,5,3,2,0,3,1,5,4,2,0
M,45,11,430,4,0,0,2,2,5,0,3,1,2,5,1,0,3,5,0,3,3,4,0,4,0,0,0
M,56,4,290,3,0,1,2,5,0,5,3,2,0,3,1,3,0,3,3,5,3,3,5,5,4,1,0
M,35,15,604,0,4,5,0,0,5,0,4,3,1,0,2,0,2,0,0,0,5,5,2,0,1,3,5
M,25,17,770,2,1,3,0,1,4,4,4,3,0,0,5,1,1,0,0,2,4,0,4,4,4,4,0
M,35,1,843,0,0,0,0,5,5,5,3,0,0,4,0,5,0,0,0,2,0,0,0,0,5,1,0
M,18,20,926,2,0,1,2,1,0,0,1,0,0,2,5,0,5,2,3,0,3,3,0,5,2,3,3
F,18,5,193,2,0,2,4,5,2,2,0,3,1,0,0,5,1,0,0,1,3,2,1,2,5,2,3
M,35,19,820,3,4,1,4,5,0,4,0,1,2,0,1,0,5,5,2,0,4,4,4,5,1,2,0
M,50,0,370,1,0,1,0,0,0,0,0,4,0,0,2,3,4,0,4,0,4,0,0,4,3,0,2
M,25,5,947,1,0,0,0,0,4,2,4,1,4,1,5,0,3,0,4,5,1,0,2,4,1,0,5
F,35,13,761,1,1,0,0,1,2,2,4,0,1,0,0,1,3,0,1,4,5,0,3,1,0,2,0
F,18,2,212,5,0,5,4,4,5,2,0,3,1,5,0,0,0,5,0,4,5,0,2,4,0,3,2
F,50,9,201,0,0,0,0,3,2,5,4,0,4,0,5,0,3,0,0,2,3,5,0,0,0,1,3
M,25,12,417,0,3,4,4,2,4,4,3,0,0,0,1,3,0,0,0,5,0,5,0,3,0,4,0
M,56,14,372,4,0,4,0,1,0,5,4,3,3,4,0,2,5,0,0,0,3,3,1,0,4,0,0
F,56,4,920,0,0,4,0,1,3,3,3,1,2,4,0,0,0,0,1,0,0,5,5,4,0,4,0
F,50,7,460,0,0,5,0,1,1,5,0,0,0,0,0,1,0,1,0,5,2,0,3,0,0,2,2
F,25,9,708,5,0,4,3,2,0,2,5,3,2,3,3,1,0,4,0,0,3,0,4,4,0,0,2
M,50,14,236,0,0,5,0,2,4,0,4,1,0,0,0,2,0,4,0,2,0,2,1,0,0,1,0
M,56,1,553,0,0,5,2,2,5,5,1,5,0,0,1,5,4,0,0,0,2,2,4,0,0,3,5
M,1,0,627,0,3,2,3,0,2,5,1,2,5,0,3,5,4,2,5,1,0,0,1,1,1,0,1
M,45,15,830,0,3,3,2,2,0,2,3,5,0,0,0,5,2,0,0,0,0,2,2,0,5,0,1
F,1,6,338,0,0,1,0,0,0,1,4,4,1,0,1,5,4,1,0,5,5,5,2,0,3,3,1
M,25,4,224,3,0,4,4,1,4,4,3,3,3,4,1,0,1,0,0,0,5,0,3,1,1,2,4
M,45,7,933,0,4,0,0,2,3,5,0,0,0,5,3,3,0,4,3,2,0,0,2,1,1,0,4
M,25,10,930,3,3,1,0,5,2,0,4,5,1,0,2,3,0,5,0,1,3,0,4,0,0,3,0
M,45,4,609,4,0,1,0,3,5,2,0,0,1,0,2,1,1,5,5,1,0,3,5,1,3,1,0
F,50,15,221,1,0,0,3,1,0,3,2,0,2,2,3,0,1,2,0,5,0,0,0,0,0,0,0
F,25,18,582,2,4,0,3,0,4,4,3,1,0,0,1,3,0,0,0,0,1,0,4,0,2,3,0
M,25,3,987,0,2,5,1,0,1,4,4,0,5,3,3,5,2,2,5,0,3,2,1,0,1,0,0
M,1,4,338,5,3,2,0,0,0,0,3,1,4,0,3,0,1,3,4,3,0,0,1,3,0,0,0
F,25,8,90,5,3,2,2,4,0,0,4,2,0,5,0,4,0,0,1,2,0,4,0,1,0,0,0
M,45,1,196,2,0,5,0,1,3,2,3,4,0,3,0,0,5,5,0,3,5,1,3,4,1,1,4
F,18,11,917,2,0,0,0,3,4,3,5,0,0,0,2,2,0,0,0,0,0,3,0,4,0,0,4
M,25,20,627,2,0,5,2,0,2,3,4,0,5,5,0,2,4,1,5,0,2,0,2,1,0,0,4
M,25,3,338,0,4,2,1,0,2,0,0,3,4,1,2,0,2,0,5,5,5,3,4,1,5,2,2
F,25,17,474,4,0,5,2,2,5,5,4,4,5,2,1,0,0,2,4,2,0,0,4,2,2,1,0
F,45,12,662,2,3,5,1,0,0,4,4,1,1,4,5,1,2,4,0,5,4,3,2,5,1,1,0
M,35,11,284,0,0,1,1,1,2,5,0,0,1,0,0,3,0,1,1,2,4,0,2,5,0,4,4
M,1,7,826,0,4,2,0,4,3,1,3,1,3,0,1,5,1,5,1,5,0,5,1,5,5,0,3
M,56,16,358,0,0,1,0,2,3,0,4,0,0,0,1,0,1,0,4,0,3,0,0,4,0,3,3
M,25,8,605,4,1,2,0,3,0,3,4,0,3,4,0,5,4,0,0,0,4,0,5,0,3,2,0
F,45,20,613,0,0,3,0,1,3,5,5,1,5,2,5,0,0,1,3,0,4,4,1,5,2,1,0
M,45,0,64,5,0,2,4,5,0,1,3,3,1,0,0,3,0,0,5,4,4,4,5,1,4,5,2
M,56,8,900,0,4,0,2,0,4,5,2,4,3,5,3,4,2,0,4,4,4,0,1,4,0,2,0
F,25,16,603,1,0,4,0,5,5,0,1,0,2,3,2,1,3,5,4,0,0,0,1,4,0,2,0
M,45,17,402,0,3,2,1,1,2,3,5,4,3,0,0,1,5,0,1,1,0,5,4,2,0,3,4
M,25,10,108,5,1,5,0,4,4,1,3,0,2,0,0,3,1,2,0,5,3,0,3,0,5,0,2
M,35,8,560,0,0,5,2,4,1,4,3,5,3,4,0,0,3,5,0,1,0,0,3,0,2,4,0
M,35,17,100,1,0,4,0,0,2,1,5,2,0,4,0,1,5,0,3,2,1,1,1,0,4,0,0
M,1,1,328,0,0,2,0,2,0,0,3,4,0,0,5,4,5,4,0,3,5,2,2,0,0,0,5
F,25,4,974,3,3,2,0,1,0,2,0,5,1,0,4,0,2,3,5,0,1,0,5,0,0,2,2
M,45,17,931,5,0,4,0,2,1,4,4,0,0,0,4,3,0,0,0,0,0,0,3,0,0,4,0
M,25,4,434,0,0,5,2,4,0,4,4,0,2,2,0,2,4,5,0,0,0,1,1,0,0,2,0
M,35,4,211,0,0,2,0,0,0,4,4,0,1,5,3,5,4,0,2,4,2,5,3,2,0,0,2
M,25,7,910,4,0,5,2,0,0,4,3,2,1,5,0,0,5,5,0,0,4,2,1,0,0,2,5
F,45,11,285,0,0,1,0,5,0,4,3,4,4,4,5,4,2,5,1,3,2,0,3,2,0,1,5
M,45,13,450,4,3,0,0,1,4,0,2,1,0,2,2,5,2,3,0,3,0,2,0,0,2,2,5
M,25,11,15,0,4,5,1,5,0,1,0,1,1,4,5,2,0,0,0,0,2,0,1,0,5,3,0
M,45,12,334,2,0,3,0,3,3,4,1,4,5,4,3,3,1,4,1,5,3,3,1,2,4,1,3
F,56,14,625,2,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2
F,50,5,201,5,0,5,0,3,1,2,3,3,0,3,1,5,5,5,3,3,3,0,2,5,1,2,0
M,25,2,328,5,0,3,0,2,2,0,3,1,0,0,3,0,0,0,0,1,3,2,5,0,0,4,2
F,35,2,274,1,0,3,0,0,0,1,4,3,4,1,1,3,5,1,3,3,4,0,5,2,5,3,1
F,50,6,940,4,0,1,0,5,4,2,0,3,2,5,0,5,1,2,1,1,3,4,3,4,2,3,2
M,35,14,875,0,0,5,0,2,5,0,5,1,0,0,5,3,0,0,0,0,0,0,0,0,1,0,4
M,25,8,764,1,0,2,0,5,1,4,0,4,0,2,1,5,0,0,4,5,2,2,5,3,2,1,2
M,35,3,927,0,0,5,0,4,4,4,0,1,4,0,0,5,0,4,2,3,4,0,0,4,1,2,0
F,35,4,871,0,0,5,0,5,0,0,3,0,0,0,1,0,4,0,4,0,0,0,3,4,0,1,2
F,18,17,336,0,0,2,2,1,0,0,5,2,2,0,0,2,3,4,5,0,1,4,5,1,4,5,0
M,45,14,279,0,0,4,0,2,0,0,2,2,0,0,5,4,0,0,0,0,4,0,2,0,4,1,3
M,18,12,193,1,0,4,0,1,0,3,0,2,5,4,0,0,0,0,0,3,3,0,4,1,3,5,0
M,56,17,320,0,0,2,4,2,4,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,3,0
M,35,16,602,3,0,1,2,1,5,4,4,5,2,3,3,2,0,2,0,0,0,2,5,1,5,0,4
F,25,2,559,0,0,5,2,2,3,0,5,1,0,0,5,3,0,0,0,0,4,3,5,4,1,1,0
M,45,19,110,0,0,4,2,3,0,4,5,0,0,0,0,1,3,0,0,0,5,0,4,4,1,3,4
F,45,10,942,1,0,1,0,0,1,4,0,1,0,0,0,0,0,4,4,2,3,0,2,3,1,1,0
M,45,17,13,3,0,1,0,5,4,2,3,1,0,4,0,1,2,0,0,3,4,2,1,4,2,0,3
M,25,9,917,0,0,0,0,2,4,0,4,0,0,0,0,0,0,0,0,5,0,0,1,0,2,1,0
M,56,12,128,3,1,3,3,1,4,4,0,0,3,4,1,5,1,0,3,2,0,3,0,5,0,4,5
M,35,16,708,2,0,0,0,4,1,3,1,0,0,5,0,5,0,0,0,5,4,0,4,2,0,0,0
F,18,16,765,5,0,3,0,0,2,4,1,0,0,0,0,0,5,0,0,0,4,0,0,0,0,0,0
M,1,0,780,1,0,2,1,0,0,1,0,1,0,0,5,0,2,4,0,1,3,0,2,2,1,3,0
M,25,20,76,0,0,4,4,2,0,5,4,0,3,0,3,1,2,4,0,0,4,1,0,0,0,0,0
M,45,20,553,0,0,2,0,1,0,3,4,5,4,3,0,5,1,4,1,5,5,4,2,1,1,2,1
F,1,20,923,3,0,0,1,4,2,5,0,0,4,4,5,4,0,4,3,0,0,5,0,5,0,1,0
M,1,17,778,0,0,2,0,2,0,5,4,0,2,4,3,2,2,4,0,0,4,1,1,0,0,3,4
M,1,9,90,4,0,2,0,4,4,5,5,1,0,0,0,3,4,3,0,2,3,0,2,0,0,4,0
F,18,2,373,0,3,1,4,0,2,0,4,4,5,0,2,5,2,0,5,0,0,0,5,1,5,4,3
M,25,6,554,4,0,5,0,0,2,4,0,0,5,2,2,0,1,3,3,0,0,0,4,2,1,2,4
F,45,6,131,5,0,0,3,1,0,0,2,0,0,4,0,0,0,1,0,0,4,0,2,2,0,3,1
F,50,2,501,0,0,4,0,2,0,4,3,0,0,3,3,0,5,0,0,0,4,0,1,0,2,5,2
F,50,5,307,0,0,3,0,2,0,2,3,0,3,4,0,2,0,5,2,4,3,1,1,4,2,0,0
F,35,4,109,0,1,0,4,0,0,3,5,4,1,4,0,3,0,0,5,3,1,0,1,1,1,3,0
M,18,7,582,1,1,0,0,2,5,4,3,2,0,3,0,0,4,0,1,4,0,0,3,5,4,1,0
M,25,7,503,0,3,3,0,3,4,1,5,0,4,0,5,0,3,0,0,3,0,0,2,2,5,2,4
F,25,9,488,3,4,4,2,0,0,3,4,3,5,0,3,5,3,0,0,2,0,3,1,0,0,4,0
M,56,19,777,0,2,5,2,2,0,1,3,3,2,0,2,4,5,1,0,1,4,0,5,0,5,4,3
F,45,9,524,0,0,2,0,1,3,4,0,2,2,1,1,0,0,5,4,0,1,0,2,3,0,0,0
F,45,6,54,0,0,3,0,0,4,5,2,1,0,0,5,1,0,0,0,0,0,3,2,0,0,4,1
M,56,19,76,5,4,4,1,0,0,5,4,0,0,4,1,5,2,5,0,3,0,0,0,0,1,5,5
F,25,9,813,2,0,4,0,0,1,0,2,1,0,5,1,1,4,3,2,1,1,2,3,4,0,3,0
M,18,9,988,2,0,0,2,1,0,3,4,4,0,0,0,0,0,0,0,0,0,0,4,0,5,0,1
F,25,2,377,3,0,4,2,2,0,5,4,1,1,5,5,0,0,0,0,0,2,0,0,0,0,1,1
M,25,10,29,1,0,3,1,5,0,1,4,1,1,4,3,1,3,3,0,0,5,3,4,0,0,5,1
F,1,12,131,0,4,2,0,1,2,0,3,0,0,5,0,0,0,0,0,0,5,1,5,0,5,0,1
F,50,12,63,1,0,5,2,1,1,5,5,1,1,1,1,1,4,0,0,0,3,0,1,4,3,3,0
F,25,4,234,0,0,4,3,0,2,5,3,0,1,3,0,5,4,2,0,5,4,0,4,4,0,5,2
F,50,2,142,4,0,5,0,0,0,5,2,1,2,2,0,3,4,3,0,1,4,1,1,4,1,3,4
M,35,1,274,1,0,1,3,0,1,0,4,2,5,0,1,1,0,5,0,4,0,0,5,0,0,2,4
M,45,17,360,3,0,5,0,2,0,2,5,2,4,4,0,2,4,4,0,1,0,0,5,0,3,2,5
M,35,19,198,5,3,5,4,4,4,5,2,4,1,0,5,2,5,0,4,0,5,1,3,4,2,0,0
F,25,0,210,0,0,1,0,0,3,3,2,5,5,4,0,1,2,5,0,4,4,2,5,4,2,3,0
M,18,17,27,0,0,1,0,1,0,0,4,5,5,5,5,1,3,5,0,0,5,0,2,0,4,4,3
