Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,50,13,525,4,5,0,5,3
F,25,2,307,2,2,5,3,1
F,1,18,577,4,3,1,4,2
M,25,11,454,5,4,5,4,5
M,35,15,231,3,5,2,3,3
F,25,10,421,0,0,5,4,4
F,50,0,655,2,2,5,4,1
F,1,9,424,5,2,4,0,3
M,1,5,27,5,0,3,1,0
M,56,18,292,1,3,1,4,1
M,1,5,965,1,0,0,4,5
M,50,14,770,4,5,2,1,0
M,25,6,988,2,3,5,4,4
M,18,4,760,3,4,0,2,0
M,45,8,741,0,1,3,3,2
M,18,14,609,0,0,0,5,0
F,25,1,19,1,4,0,2,0
M,50,8,837,5,4,2,2,2
F,25,11,280,0,2,3,4,3
M,25,5,77,0,3,2,1,4
F,25,17,986,0,4,0,1,3
M,25,16,935,4,0,1,1,2
M,18,15,345,5,5,1,0,5
F,1,2,627,2,2,2,2,3
M,50,20,495,3,4,3,1,5
M,56,7,349,1,5,5,0,1
F,45,20,372,4,4,4,1,3
F,1,16,925,4,1,3,0,4
M,25,4,488,0,4,5,0,2
F,18,18,6,0,5,0,1,2
F,35,16,498,5,2,5,4,0
M,50,4,286,1,4,2,4,5
M,25,11,984,1,5,0,3,3
F,35,3,582,4,2,5,5,4
F,35,18,330,4,0,0,4,5
F,45,16,98,1,0,0,2,2
F,18,17,459,0,5,3,1,4
F,25,18,349,3,0,3,4,1
F,18,10,290,5,1,0,5,3
F,35,3,473,2,3,0,5,4
F,25,14,701,2,3,5,1,2
F,45,0,372,0,1,4,5,0
M,25,14,201,0,5,0,3,5
M,45,1,146,1,0,2,2,2
F,35,6,462,5,4,0,0,2
M,25,17,405,2,0,1,5,3
M,1,10,837,1,2,1,3,4
F,18,3,434,2,2,4,4,0
M,25,13,228,0,4,3,0,4
F,45,9,337,3,1,4,4,2
M,1,3,950,4,0,0,0,2
F,50,14,457,1,0,0,2,3
M,18,8,376,5,0,4,2,5
F,35,6,285,1,1,0,5,4
F,35,15,84,1,0,3,5,3
F,35,0,982,0,5,3,4,1
