Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,18,13,977,0,0,1,0,0,3,4
M,1,19,31,3,0,0,0,5,2,3
M,50,19,980,4,5,0,3,3,0,1
F,1,19,550,1,0,1,5,0,1,3
M,25,3,186,0,0,5,0,2,0,4
M,56,12,21,0,0,5,0,4,3,3
M,50,12,265,0,1,0,2,4,0,5
M,50,7,79,3,3,4,3,3,3,2
F,50,13,775,5,0,3,0,0,0,5
F,1,3,857,0,4,5,3,0,0,4
F,18,6,946,5,3,5,0,2,2,0
M,25,2,131,4,4,2,0,5,2,4
M,50,13,914,1,2,0,3,4,1,1
F,1,2,524,5,0,4,0,4,1,3
F,35,4,161,5,0,1,0,0,4,3
M,18,16,272,1,1,3,3,0,0,3
F,18,7,672,4,4,3,4,2,4,0
F,45,4,537,0,1,5,0,2,2,4
M,35,11,701,3,4,0,0,3,0,5
M,1,6,744,0,0,3,0,0,0,4
F,25,1,501,3,4,0,4,0,0,0
F,1,19,20,1,0,5,2,0,0,4
M,1,7,286,1,1,0,5,2,0,3
F,18,19,16,1,3,5,0,0,1,0
F,25,18,307,0,0,0,0,4,4,4
F,56,16,625,4,0,2,0,3,0,0
F,50,3,730,4,0,3,5,0,5,4
F,18,16,127,4,1,2,3,0,2,4
F,50,16,793,0,3,4,0,4,0,2
F,35,3,200,0,5,0,3,0,3,0
F,50,1,547,5,1,5,0,4,1,2
M,35,8,6,1,2,1,4,0,3,5
F,1,8,944,4,0,3,0,2,0,5
F,25,18,83,1,0,0,0,0,0,0
M,18,5,805,1,0,5,0,4,0,0
M,25,3,485,4,0,2,4,2,1,4
F,50,17,674,0,1,2,3,5,3,5
F,25,6,640,0,0,1,0,0,1,3
M,18,13,265,0,0,3,2,2,3,3
M,35,17,662,0,5,5,0,3,0,5
F,45,10,275,4,2,5,4,5,0,5
F,56,7,780,5,4,0,5,5,3,5
F,18,2,402,0,3,2,0,0,4,3
F,25,0,610,5,0,0,0,3,5,4
M,25,6,641,0,0,4,5,0,0,1
F,35,2,751,0,0,2,0,2,4,0
F,35,20,975,0,3,3,3,4,5,3
