Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,25,7,221,4,4,0,0,0,0,0
M,35,17,793,0,1,5,1,0,0,0
F,50,14,549,0,0,3,2,0,4,1
F,50,2,22,0,0,0,0,3,0,2
F,18,7,758,0,0,2,3,5,0,0
F,50,16,488,5,2,1,0,0,0,1
M,50,12,30,1,0,3,0,2,5,0
M,45,16,103,0,3,0,0,0,0,4
M,18,7,925,0,0,0,0,0,1,1
M,25,5,450,0,0,1,0,0,1,0
F,56,18,272,0,5,1,1,4,2,1
M,25,14,354,0,4,0,0,0,0,1
M,56,3,301,0,4,5,1,2,1,4
M,56,7,424,0,1,0,0,0,4,2
M,18,7,33,0,5,2,0,0,0,0
F,1,16,450,3,3,2,3,0,1,0
M,50,5,56,2,4,3,1,4,5,1
M,1,19,286,0,5,2,0,0,1,0
F,45,9,652,5,0,4,4,0,2,5
M,56,5,853,0,1,4,3,0,3,0
M,35,1,980,1,0,0,0,0,5,0
F,35,13,302,5,0,3,0,0,1,5
M,1,5,78,4,5,0,0,0,2,4
M,25,15,180,4,4,3,2,0,0,0
M,45,8,915,0,3,3,5,2,2,4
F,35,16,758,4,0,3,0,0,1,2
M,18,1,949,3,0,0,3,0,0,0
F,18,19,598,5,0,0,0,0,3,0
M,18,4,915,0,0,3,3,0,3,0
M,18,5,662,0,5,2,3,5,0,5
M,35,13,915,3,0,4,3,0,3,4
F,18,19,76,0,1,1,3,0,0,0
M,50,13,320,5,5,0,0,0,0,1
F,35,4,811,5,0,4,2,5,0,2
M,45,19,914,0,0,3,1,0,0,2
M,50,17,532,0,1,2,4,4,2,1
F,50,0,535,0,0,0,4,5,2,1
M,50,5,226,3,0,1,3,0,4,3
M,25,11,988,3,5,1,2,0,0,0
F,18,20,161,0,0,0,3,0,3,0
F,18,19,804,0,0,1,5,2,3,5
M,25,8,708,2,4,2,4,0,3,1
F,45,20,804,0,0,1,2,0,0,2
M,50,20,69,5,0,3,1,0,0,1
M,56,6,790,2,0,0,0,0,0,2
F,35,0,820,1,0,3,0,0,1,1
M,1,7,786,2,0,1,0,5,2,0
M,1,19,740,2,1,2,3,0,0,4
M,18,6,208,4,0,5,4,0,0,0
M,18,17,811,5,4,2,2,0,4,4
F,25,7,26,3,0,3,0,4,1,0
F,56,8,782,0,4,2,3,0,1,4
M,1,9,680,3,0,0,5,0,5,4
F,56,11,975,0,5,1,3,0,2,3
M,35,12,325,0,2,3,0,3,2,0
F,56,6,959,0,0,4,0,0,0,2
M,56,14,221,0,1,5,2,4,1,5
M,25,13,98,5,0,1,0,0,0,0
M,18,6,641,0,0,5,0,3,2,4
F,56,17,923,3,1,1,4,0,3,0
F,18,9,820,0,0,2,1,0,0,0
M,18,20,980,4,4,1,4,4,1,0
M,1,2,466,4,0,1,0,0,1,1
M,1,12,826,0,0,3,5,4,0,5
F,45,16,223,0,2,0,0,0,0,3
M,18,17,236,2,0,5,3,0,5,2
M,1,13,272,0,2,2,2,3,0,0
M,45,20,347,0,0,0,1,3,0,0
F,25,1,115,1,0,5,0,0,4,0
F,1,7,210,1,0,1,2,2,4,2
M,45,15,207,0,0,3,5,5,1,4
M,35,13,919,4,4,2,0,0,5,4
M,45,1,157,4,2,2,3,4,0,0
M,1,12,377,4,0,3,0,0,2,2
M,35,15,735,1,0,1,2,0,3,0
F,50,4,815,4,1,1,0,4,0,0
F,25,6,801,0,0,5,2,2,0,3
F,45,2,56,1,4,2,2,5,0,4
M,18,4,841,0,0,1,1,5,3,0
M,50,19,13,5,0,3,1,0,2,2
M,1,4,360,1,2,3,2,4,1,0
F,35,0,980,0,0,0,3,4,0,3
M,45,17,166,2,5,2,5,4,1,2
M,25,0,926,0,0,3,4,0,3,0
F,1,15,946,0,2,1,3,0,5,1
F,1,10,33,2,0,5,0,2,1,1
F,1,11,440,0,0,2,3,5,1,1
M,45,17,863,4,3,2,0,5,1,1
M,18,0,121,4,5,5,0,0,4,4
M,45,9,191,3,0,3,1,0,2,3
F,25,1,240,1,2,0,2,2,0,5
