Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,56,0,977,3,1,3,3,0,4,2,0
M,45,3,934,5,4,0,5,0,0,1,0
M,35,6,980,0,5,5,1,1,4,0,3
M,18,10,550,3,1,0,5,4,0,1,2
M,56,10,181,1,5,0,1,0,3,0,0
F,35,10,15,4,5,4,0,0,4,1,5
M,25,2,265,5,0,3,3,2,0,1,4
F,1,16,105,4,5,0,0,3,0,3,0
F,35,9,775,4,3,5,0,0,1,1,4
F,56,0,62,2,5,4,4,3,2,3,5
M,45,3,946,2,5,2,1,2,3,0,1
M,1,0,193,2,4,4,5,4,5,4,3
M,50,2,914,5,0,0,5,4,4,5,0
F,25,4,524,3,4,0,5,0,0,2,0
M,56,13,857,5,1,2,0,0,0,0,0
F,50,3,272,3,4,0,1,0,0,4,0
F,1,6,672,2,3,4,4,0,0,4,0
M,18,9,741,0,1,0,0,1,4,5,3
M,25,0,701,3,0,0,0,3,4,1,0
F,1,14,744,4,5,0,0,1,1,4,0
F,1,12,503,5,0,5,0,1,4,2,5
M,35,16,441,1,5,1,2,5,2,0,0
M,56,8,460,4,0,3,1,3,5,4,1
M,18,4,16,5,5,0,0,2,4,2,0
F,45,16,740,0,0,5,0,2,0,1,0
F,25,18,625,3,2,5,0,0,3,3,4
F,25,8,730,2,3,0,4,3,2,4,3
F,25,2,127,1,1,0,4,5,1,0,5
M,18,11,793,2,3,0,0,5,5,4,0
F,35,17,943,3,0,0,3,1,1,4,4
F,1,17,547,4,5,0,2,0,4,0,0
M,45,17,6,3,2,0,0,2,3,2,0
F,1,13,944,0,3,0,3,5,4,0,0
M,50,6,372,4,0,0,4,4,4,3,0
M,18,18,805,4,5,0,0,0,1,4,0
F,50,20,485,5,2,0,0,0,0,4,4
F,18,0,19,1,2,5,1,0,4,1,5
M,35,1,640,0,1,0,0,2,0,5,0
M,1,12,265,0,3,0,5,0,3,0,2
M,1,3,498,2,2,4,5,0,2,3,0
M,25,14,275,4,4,2,4,1,3,5,0
M,25,9,6,4,3,0,0,0,0,1,0
F,25,10,307,1,2,5,0,4,5,5,4
F,25,17,610,3,0,0,2,2,1,1,4
M,56,6,613,2,3,1,0,4,5,2,0
M,56,12,20,4,5,2,0,2,4,3,0
F,56,6,975,3,0,5,0,3,0,0,2
M,35,20,210,5,3,5,0,0,0,3,0
M,18,12,895,1,1,0,0,3,0,1,0
M,25,10,800,5,5,4,2,0,0,2,3
M,25,14,530,2,5,0,0,1,3,0,0
M,18,13,436,0,5,1,4,1,3,0,0
M,25,16,953,0,3,4,4,0,0,0,0
M,1,6,943,3,0,4,0,0,0,3,0
F,18,10,221,1,5,5,4,3,2,2,2
F,1,5,281,0,2,0,1,1,4,0,1
M,35,7,802,2,3,0,5,3,4,4,0
M,18,20,336,3,0,4,4,4,1,3,4
M,35,18,406,4,4,0,0,4,0,3,5
F,56,14,544,1,3,0,1,4,3,0,2
F,18,2,833,3,4,1,4,5,1,0,0
M,45,17,805,1,4,0,4,5,5,1,0
F,35,8,108,2,1,4,0,0,0,2,0
F,25,15,750,2,0,0,5,3,0,5,2
M,35,3,337,5,5,0,2,5,3,0,3
M,45,4,120,0,2,4,3,0,5,0,0
M,56,20,914,0,3,1,4,0,3,1,2
F,25,11,830,1,0,0,0,2,0,2,0
M,25,6,465,5,2,1,0,2,2,4,1
F,1,13,170,2,1,5,3,4,2,4,5
M,18,4,778,5,4,3,0,1,4,3,2
F,1,6,674,2,0,0,0,1,1,5,0
M,56,16,373,5,3,3,0,5,4,2,0
F,18,18,432,3,0,0,4,0,2,1,1
F,35,20,15,5,2,0,0,0,3,1,0
F,35,15,527,3,1,1,0,5,0,0,1
M,18,7,622,4,4,3,4,5,4,0,0
M,18,15,939,5,2,5,0,4,0,4,0
M,25,14,857,4,3,2,0,0,0,5,3
F,25,1,782,4,4,2,1,2,4,3,5
M,45,11,361,3,5,0,5,0,0,5,3
F,25,7,80,2,0,3,2,2,0,2,2
F,45,20,26,4,1,1,3,0,2,3,2
M,45,0,891,2,4,5,3,0,1,1,2
F,25,2,105,5,4,2,0,0,3,5,4
F,35,14,497,3,3,3,1,1,1,0,2
