Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,50,7,417,0,5,0,4,3,0,0,0,4,0
M,25,12,492,1,3,3,4,2,1,3,0,0,4
F,50,17,193,5,1,4,2,3,1,3,0,2,3
M,25,4,957,2,0,2,5,5,5,4,5,4,3
F,25,11,631,2,4,0,1,1,5,4,0,1,3
M,25,19,89,4,1,5,3,0,0,0,0,4,0
F,45,4,956,4,4,4,2,4,4,0,0,4,1
F,18,17,273,3,2,4,2,4,2,2,5,4,5
F,25,4,314,4,0,2,1,4,1,0,0,4,0
M,25,11,799,1,4,0,1,0,0,1,1,1,3
M,56,14,78,5,0,2,0,4,0,2,4,0,5
M,56,10,623,4,4,1,4,4,2,5,4,4,5
F,25,8,53,4,5,2,5,1,3,1,2,0,0
M,45,12,274,0,5,2,3,3,3,4,3,5,5
M,18,18,970,5,4,5,0,4,3,2,0,0,0
M,45,7,381,0,4,4,0,0,5,0,4,4,1
M,25,8,471,1,0,0,1,3,0,5,4,3,5
M,25,2,113,5,4,2,5,0,3,4,1,2,0
F,25,2,22,5,3,1,0,4,0,2,5,4,3
M,18,4,88,0,1,3,2,3,2,1,4,5,0
M,35,2,756,2,2,2,5,3,5,3,5,3,0
F,50,2,937,1,2,3,5,2,1,0,5,0,0
M,25,4,81,1,5,2,3,0,4,3,2,3,0
F,25,12,132,4,0,0,3,0,5,0,5,4,3
F,25,14,610,0,4,2,1,5,4,3,0,0,3
M,25,7,338,5,2,5,4,3,5,0,0,1,5
M,25,15,559,2,4,1,1,0,5,2,2,4,1
M,1,7,988,5,5,4,0,4,1,4,0,0,3
M,35,14,236,3,3,4,1,3,4,5,3,0,0
F,45,4,907,4,1,0,0,0,5,1,3,0,5
M,25,6,735,5,2,4,0,1,5,4,0,5,1
M,25,7,959,5,0,2,0,0,0,3,0,3,0
M,35,18,322,5,1,1,2,4,5,2,0,0,4
M,45,16,581,2,0,0,2,5,1,1,5,4,0
M,18,10,652,4,4,4,4,3,0,2,1,3,0
M,56,5,123,3,3,2,4,0,0,1,2,5,0
M,56,2,197,4,4,2,3,0,5,1,2,5,1
M,25,14,240,4,3,1,3,5,3,2,0,0,0
