Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,18,19,50,3,0,0,0,3,0,2,0
M,50,13,382,1,5,3,0,3,3,0,0
M,45,11,917,1,0,0,0,0,0,2,3
M,35,13,986,4,2,0,0,1,5,2,0
M,35,2,756,1,5,0,4,5,0,5,0
F,50,14,937,0,2,0,5,0,0,5,0
M,1,2,957,4,2,3,4,1,4,3,2
F,35,15,959,1,4,1,4,4,0,3,5
F,35,15,131,3,5,0,0,0,0,3,5
F,25,9,912,3,3,0,3,2,4,4,3
F,1,8,62,2,2,5,0,2,0,5,5
M,50,18,347,2,2,0,2,5,2,1,0
F,25,10,770,5,0,0,4,0,1,1,0
M,18,8,120,1,0,5,1,5,5,1,0
M,45,1,674,0,0,0,0,0,0,3,5
M,1,16,146,4,3,2,0,0,0,5,4
M,25,0,462,2,3,0,0,0,0,3,0
F,25,5,245,1,1,0,0,3,1,1,3
M,50,19,911,5,2,1,3,1,4,1,2
M,18,12,527,5,4,1,3,4,1,0,0
F,35,5,735,3,5,0,1,0,0,4,0
F,1,19,300,2,1,5,1,1,1,2,3
F,1,11,902,4,0,0,3,0,5,0,5
F,35,4,701,1,3,0,1,3,0,0,4
M,18,12,334,1,1,0,0,0,0,1,0
M,1,6,921,5,1,0,4,4,4,5,4
F,1,16,685,3,3,0,1,5,0,0,0
M,35,5,891,2,4,5,4,0,0,1,0
F,1,0,432,1,3,2,3,2,1,1,4
F,50,2,560,4,3,1,4,3,5,1,0
M,18,12,604,5,2,0,0,0,3,4,3
M,18,18,790,0,5,4,3,4,0,4,0
M,25,7,531,5,2,2,0,0,3,0,0
M,25,6,915,2,4,2,3,2,3,1,0
M,35,14,146,4,3,0,0,0,0,5,0
M,50,15,111,2,2,5,2,4,2,2,4
F,56,20,105,4,0,4,2,2,1,4,1
M,1,4,69,5,5,0,4,1,3,3,0
M,1,17,987,1,0,0,3,2,5,4,2
M,25,7,674,5,4,1,0,0,3,5,4
F,35,9,582,0,4,1,3,0,4,0,0
M,18,6,307,1,5,0,0,0,4,2,5
M,25,18,197,0,5,5,0,5,3,1,5
M,1,11,421,3,2,4,1,0,0,1,0
F,1,11,782,2,1,0,5,0,0,4,0
M,18,18,69,4,3,3,0,0,0,1,0
M,1,5,226,1,0,5,4,1,3,0,4
F,25,5,981,5,2,3,0,1,5,2,2
M,45,19,943,3,3,0,1,0,3,4,0
F,25,18,701,3,3,2,0,0,1,3,3
F,35,16,731,2,5,3,5,3,0,5,0
M,18,6,83,1,5,2,3,0,4,4,3
M,1,1,41,2,4,4,3,2,2,5,0
M,25,12,231,1,2,0,0,2,5,5,4
F,25,1,319,0,5,0,0,0,3,3,0
F,25,12,547,2,4,4,5,2,5,1,4
F,25,8,6,4,3,0,0,0,0,5,1
M,50,2,704,1,0,0,0,0,4,4,0
F,45,1,557,0,3,4,2,1,4,3,2
F,45,4,704,0,2,0,0,3,3,2,0
F,45,4,919,5,3,2,1,4,0,3,4
M,18,20,442,5,3,0,0,0,0,4,0
F,25,8,672,2,3,2,4,0,3,2,0
M,18,18,993,3,2,0,0,0,0,2,0
F,1,10,708,5,0,2,0,0,0,4,0
M,25,5,972,0,3,0,2,4,0,5,0
M,25,17,972,0,2,0,2,4,0,3,3
M,45,7,584,5,3,0,1,0,4,5,0
M,1,10,760,1,1,1,1,0,0,5,0
F,50,15,215,3,1,0,3,1,0,2,1
M,18,20,908,3,0,0,4,3,2,0,0
F,18,6,200,2,2,5,2,1,0,3,4
M,1,6,871,5,1,5,5,0,4,1,1
M,1,12,920,1,1,0,2,0,1,1,3
M,35,1,402,0,3,0,5,2,0,4,0
M,45,2,273,2,2,0,0,2,3,0,4
M,50,14,113,2,5,2,2,5,3,1,0
M,18,7,333,2,0,3,1,0,4,3,0
F,50,3,6,4,3,2,0,3,5,3,0
M,1,10,501,1,2,1,0,1,4,5,5
F,35,2,275,2,5,1,4,3,3,3,0
F,25,5,770,2,5,3,4,3,0,0,1
F,45,19,655,0,3,0,0,0,0,1,0
M,56,14,911,3,1,5,2,5,5,5,0
M,35,0,939,5,1,3,2,1,0,0,0
F,45,12,492,0,3,1,5,0,1,0,0
M,18,20,193,5,3,0,0,0,2,1,4
M,35,5,165,4,2,5,1,0,4,0,1
M,45,19,431,4,2,0,4,0,0,5,4
F,18,6,625,5,3,5,1,4,3,4,5
F,25,7,627,0,0,0,0,0,2,5,5
M,18,11,66,5,3,0,0,0,3,0,0
M,18,12,532,0,1,1,3,3,0,4,0
M,35,20,805,4,3,1,0,4,0,1,0
M,1,13,947,4,4,0,3,0,0,3,3
M,25,8,974,2,1,5,4,1,5,0,2
M,1,11,751,4,0,5,3,0,5,0,0
F,35,17,461,2,4,2,1,0,0,4,0
F,35,5,123,4,4,0,0,5,0,5,5
F,1,2,180,0,5,0,0,0,2,5,1
F,18,0,181,5,0,4,2,0,2,1,2
F,18,9,313,3,5,0,0,3,5,0,0
M,50,15,131,2,5,0,0,0,0,2,3
F,45,20,655,5,5,1,3,5,1,1,1
M,50,6,941,4,1,0,4,5,4,3,0
M,18,12,244,4,3,0,4,0,0,0,0
M,50,3,532,1,2,2,3,0,5,4,3
F,45,10,630,4,0,3,2,1,5,4,0
M,35,11,325,1,5,0,2,1,1,2,4
F,1,10,452,2,0,0,2,2,0,0,2
F,50,12,813,3,3,0,3,0,5,2,4
F,25,18,88,4,5,2,0,0,5,3,0
M,50,9,452,3,4,2,0,0,4,4,4
M,45,2,531,4,4,0,3,5,4,3,0
F,45,7,229,3,4,4,0,3,1,3,4
F,1,9,459,3,1,0,3,4,1,0,1
F,35,0,191,1,5,2,5,3,4,5,0
F,1,8,442,2,3,4,5,0,1,5,0
F,25,3,282,0,1,0,1,5,0,0,0
M,35,13,658,4,1,5,1,0,2,1,0
M,1,10,681,3,2,1,0,0,4,5,5
M,1,12,465,4,0,0,3,1,0,1,5
M,25,1,410,0,5,0,2,5,0,2,1
F,35,17,534,4,0,2,1,1,1,2,1
F,35,5,701,3,2,5,0,5,4,0,0
M,25,18,741,2,1,1,4,4,0,4,0
F,1,10,417,4,1,0,0,0,0,0,0
M,56,19,987,1,4,1,3,0,4,0,1
M,1,11,274,0,2,1,2,0,1,4,4
F,50,9,31,1,1,2,5,4,1,1,2
F,1,17,805,4,5,5,0,0,5,3,0
M,18,20,983,4,4,0,0,0,0,5,4
F,56,20,221,2,5,3,1,5,1,3,4
F,50,12,974,5,3,2,3,0,0,2,5
F,56,9,194,2,1,1,0,0,0,2,4
M,35,17,337,2,5,0,0,0,1,5,0
M,1,1,66,3,1,1,0,1,5,3,0
F,1,0,54,0,5,1,3,0,3,3,5
F,56,9,352,0,1,0,3,0,2,3,4
M,35,15,530,5,1,0,0,0,3,5,0
M,1,6,551,1,0,1,5,2,4,3,5
F,18,14,20,4,4,0,0,0,0,3,3
M,1,9,38,3,2,0,2,0,3,4,1
F,50,18,937,0,1,3,1,1,0,0,1
M,18,14,992,5,3,1,1,4,5,5,5
F,1,8,580,4,3,1,4,0,5,2,1
F,25,7,741,2,1,0,0,3,0,5,4
F,56,20,68,3,3,0,2,2,0,0,4
M,1,16,765,3,5,0,2,1,4,3,2
F,18,3,811,5,3,1,1,5,5,1,1
M,56,16,303,1,2,0,5,4,4,3,5
F,35,20,132,3,3,0,3,0,5,4,5
M,1,6,319,3,5,0,0,0,0,2,5
M,18,8,794,0,3,0,4,3,1,3,0
M,1,15,971,1,3,0,0,1,1,4,3
F,35,19,498,5,3,3,4,1,3,3,5
F,45,0,735,5,4,1,0,0,0,0,3
M,1,19,461,3,3,2,4,2,1,5,1
F,45,9,111,2,3,0,3,0,2,2,4
M,56,8,446,4,2,0,2,2,2,5,0
M,18,4,503,4,1,0,4,0,5,3,0
F,18,4,933,3,1,0,0,0,0,1,3
M,18,16,770,2,4,2,4,2,0,0,0
F,35,13,751,1,3,5,3,2,0,0,4
M,50,3,606,5,4,3,0,1,0,5,0
F,50,15,953,0,5,1,3,0,3,2,4
F,25,5,701,1,3,0,0,5,0,1,5
M,56,7,161,1,1,0,4,0,5,3,0
M,18,6,522,3,0,0,2,0,0,5,5
M,25,0,312,1,4,0,4,1,0,4,0
F,56,19,128,4,4,0,3,0,3,5,4
F,1,14,981,5,2,0,3,2,4,3,0
F,56,19,274,2,1,0,5,1,4,2,0
F,25,14,196,1,1,0,0,0,0,3,3
F,1,10,74,5,2,0,0,0,0,5,4
F,1,19,50,2,2,0,5,4,0,1,0
M,18,20,750,2,0,3,0,0,0,2,0
M,50,18,338,4,0,1,1,5,5,5,4
M,18,3,685,3,1,0,0,0,3,1,3
M,45,1,557,1,4,0,2,1,4,0,4
F,56,11,705,0,4,2,3,4,4,3,0
M,18,0,105,5,3,4,2,4,1,2,4
F,25,6,330,4,1,0,0,0,0,0,3
F,25,6,452,1,3,0,0,0,3,3,3
M,50,13,797,3,3,0,5,0,1,3,0
F,25,4,200,5,0,0,4,0,1,0,4
F,1,2,780,4,0,0,2,5,3,1,0
F,25,0,803,4,0,2,0,0,3,3,4
F,25,4,704,1,5,0,0,0,2,5,1
M,45,19,465,1,0,0,5,0,0,1,3
F,25,8,660,0,1,2,0,0,3,0,0
M,35,13,655,5,5,5,3,0,0,1,3
M,35,7,64,5,0,0,0,3,4,1,0
F,56,14,988,1,1,0,2,2,2,0,2
F,50,12,194,2,3,0,2,0,0,0,1
F,50,7,923,3,0,0,5,1,4,1,3
M,25,1,88,3,5,0,4,0,1,1,0
M,18,18,307,5,4,5,1,3,1,2,4
M,25,14,157,0,5,5,0,0,0,2,0
F,56,17,756,3,5,0,0,0,4,3,0
M,25,0,902,3,2,0,0,2,4,2,0
M,35,2,152,2,3,1,4,2,4,3,0
F,35,9,53,2,3,4,3,0,2,2,0
F,56,14,244,5,1,2,4,1,3,4,4
M,18,5,940,4,3,0,2,2,0,4,0
F,1,9,15,4,5,0,0,2,1,3,4
F,1,8,56,5,0,5,3,4,5,1,3
M,45,1,402,5,3,0,0,0,0,1,0
F,25,18,555,1,0,0,0,0,0,0,4
M,25,12,550,3,1,3,3,4,4,0,5
F,35,13,98,2,1,4,0,0,0,5,0
F,18,8,6,3,1,0,3,0,0,3,0
M,18,9,465,0,0,5,0,0,0,1,4
M,45,6,274,4,1,1,2,0,0,5,3
M,1,10,571,3,0,0,4,1,4,1,4
M,45,15,988,5,1,2,0,2,0,1,0
F,50,13,235,5,1,5,2,0,4,1,4
M,25,10,69,4,5,0,0,0,4,1,2
M,50,6,465,4,0,0,2,0,3,1,0
M,18,16,950,4,3,0,3,0,0,0,4
M,18,8,983,3,3,0,0,0,0,4,4
M,18,0,100,4,2,0,1,0,3,3,1
M,18,17,354,0,4,5,0,4,0,3,0
F,25,8,836,0,1,0,0,0,0,5,0
F,18,11,360,4,0,0,3,2,0,1,4
M,25,8,934,5,3,0,0,0,0,1,0
F,56,16,307,5,4,3,1,2,0,0,4
F,18,4,983,4,5,0,0,1,4,0,3
M,1,10,220,4,2,0,0,0,5,2,0
M,1,10,772,4,2,5,0,1,4,5,0
M,45,1,547,2,2,1,3,1,2,1,4
M,1,9,540,3,1,4,4,0,2,3,2
M,18,12,920,2,2,5,0,5,4,5,5
M,25,3,794,0,0,3,3,2,4,3,5
F,1,6,969,0,0,0,0,5,0,1,0
M,50,20,735,3,1,0,0,0,1,0,0
M,35,17,993,0,2,4,0,0,4,0,0
F,25,2,98,2,1,0,0,4,0,1,2
M,25,15,597,2,0,3,5,0,2,4,0
M,50,5,193,2,4,0,0,0,5,0,0
M,35,14,826,0,0,0,0,0,4,1,0
M,1,15,761,3,0,3,2,5,4,2,5
M,18,8,949,4,0,5,1,0,0,1,5
F,50,13,23,2,3,0,2,0,2,3,2
M,18,6,325,1,1,5,0,0,5,4,0
F,25,10,987,1,4,0,4,0,0,4,5
M,50,6,143,0,5,1,0,0,3,2,4
F,1,10,6,4,1,0,0,0,4,1,3
F,1,19,957,0,2,2,5,0,5,2,4
M,1,6,780,2,0,0,5,5,3,2,0
M,35,7,480,2,2,2,4,0,4,2,0
M,56,3,983,4,4,0,2,0,0,0,0
M,35,17,240,3,5,0,4,0,4,4,0
M,35,17,462,2,1,2,1,0,0,4,0
F,18,20,926,0,0,0,4,0,0,3,5
M,50,6,616,0,1,5,1,2,0,3,1
F,25,17,537,2,1,0,4,3,0,1,5
F,1,0,498,3,2,0,4,5,0,0,3
F,35,3,486,0,1,1,1,2,1,1,1
M,35,16,443,5,3,2,3,1,5,5,3
M,25,17,481,4,2,0,0,0,0,5,0
M,50,20,297,5,4,0,4,0,0,2,1
F,25,14,321,0,4,1,5,3,0,0,0
M,45,2,485,1,0,1,4,0,3,0,0
M,50,13,972,0,2,2,0,0,5,2,5
F,35,15,346,1,4,0,4,5,5,4,0
M,25,13,940,3,4,0,0,0,0,3,0
M,56,12,194,4,4,0,1,2,5,2,4
M,56,3,913,3,2,3,2,0,3,1,0
F,25,1,279,5,2,0,0,0,0,5,0
M,1,6,606,4,3,0,3,0,0,3,2
M,18,3,146,4,0,0,0,0,0,1,2
M,35,13,70,0,3,0,5,0,0,2,0
M,35,17,459,3,4,4,5,2,0,4,1
M,25,10,991,1,1,0,2,4,3,1,0
M,50,3,969,0,4,0,0,5,5,0,3
M,56,0,26,5,0,3,5,0,0,2,0
F,1,10,498,3,3,0,0,0,3,4,0
M,56,17,563,3,4,0,1,2,1,0,4
M,18,8,958,1,4,5,2,4,2,0,0
F,35,16,730,2,4,4,0,0,0,3,1
F,45,1,488,1,3,0,3,0,2,1,0
