Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,45,6,347,2,0,3,1,4,4,5
M,56,16,381,5,3,4,3,0,2,2
F,45,6,485,2,1,0,0,4,0,5
F,18,8,919,2,1,0,1,5,2,1
M,25,14,436,1,5,5,0,0,0,0
F,45,7,777,0,3,0,1,5,0,0
F,45,7,853,3,2,1,3,5,2,2
F,1,9,945,3,1,5,1,4,4,5
M,35,7,488,2,2,1,2,2,4,3
F,35,2,935,3,3,0,1,5,0,4
M,50,10,362,2,0,4,3,2,0,5
M,56,0,406,2,3,4,4,0,1,3
F,56,8,372,3,3,5,0,5,0,5
F,45,12,223,0,3,2,2,5,2,5
F,35,6,148,2,3,4,0,3,0,0
F,18,2,70,0,5,1,1,5,4,5
F,50,4,800,5,0,4,1,4,2,0
M,18,17,200,3,1,2,2,5,4,1
M,45,11,631,0,3,2,3,0,2,5
F,25,4,605,0,0,4,4,4,0,4
M,25,12,208,4,4,3,0,0,5,2
F,25,19,431,0,0,1,4,3,4,1
F,45,14,982,0,4,2,5,0,0,3
F,1,16,62,5,5,4,1,4,5,3
F,50,20,895,0,1,1,2,3,1,4
M,35,10,372,4,1,0,0,5,2,4
M,1,15,501,0,5,5,2,0,5,3
F,18,1,871,0,4,5,0,0,0,0
M,45,8,410,1,5,1,2,2,0,3
F,25,14,68,5,4,3,0,4,4,0
F,56,5,489,1,3,3,1,3,2,1
M,45,2,454,5,3,1,0,5,0,3
F,1,9,871,0,4,2,5,3,5,2
M,35,19,173,2,2,4,5,4,4,1
M,50,19,197,2,2,0,0,4,1,5
F,35,12,830,0,2,5,1,3,0,1
M,35,12,672,1,2,1,0,5,0,5
F,25,10,555,4,0,3,0,4,0,1
M,45,3,333,1,2,1,4,2,4,4
M,50,16,917,3,5,3,5,0,2,2
F,25,4,895,0,2,3,2,2,2,2
F,50,0,495,5,0,3,5,3,0,4
F,35,8,236,5,0,2,2,3,0,2
F,18,3,847,3,3,5,4,4,4,4
F,18,0,352,5,1,4,0,5,2,2
F,56,8,41,0,0,0,1,0,3,0
M,25,12,804,0,4,4,0,0,2,0
F,35,6,539,0,5,2,5,4,1,4
M,56,11,292,0,2,3,3,4,2,1
M,18,1,809,3,5,0,1,0,3,1
F,18,14,336,5,3,5,3,2,3,2
M,18,7,26,5,4,4,0,5,3,3
F,25,14,495,2,2,5,0,2,5,1
F,45,17,446,5,0,2,1,5,0,3
F,18,6,951,0,5,2,5,0,3,2
M,18,9,309,4,0,4,1,4,0,0
M,18,7,24,3,2,2,1,4,0,1
M,56,2,211,1,0,4,0,3,1,2
M,25,9,406,4,0,0,3,5,4,1
M,18,2,985,3,3,3,3,5,0,2
M,45,10,193,3,2,3,4,4,0,2
M,25,2,190,2,2,5,5,4,0,0
M,35,1,18,2,4,3,2,4,1,2
M,18,7,406,2,3,0,0,3,1,2
M,56,14,297,5,0,1,0,5,0,4
M,25,4,945,0,1,2,3,2,4,4
M,45,7,985,1,5,5,1,0,1,3
F,1,16,843,0,1,2,4,2,0,2
F,1,2,908,0,3,1,0,2,2,4
M,25,14,727,0,2,1,0,3,0,0
M,35,0,741,4,4,3,0,0,0,3
F,18,13,181,3,4,1,1,3,4,2
M,56,3,603,0,0,3,2,0,2,3
M,35,4,405,0,1,3,0,4,4,1
F,35,16,284,0,1,0,0,0,3,2
F,25,10,743,4,3,2,1,3,0,1
F,35,17,222,2,2,3,0,4,1,5
F,35,6,797,5,2,4,3,0,2,1
F,1,9,186,3,2,1,1,2,0,0
F,18,19,207,4,1,0,2,0,2,5
F,56,12,440,0,4,5,2,3,0,4
F,1,4,984,2,1,2,3,5,0,4
M,18,20,326,0,2,2,0,4,4,4
M,35,5,942,1,5,5,2,3,5,1
F,45,7,596,5,5,2,1,4,2,4
F,1,4,31,3,5,4,0,0,2,1
M,25,4,190,5,3,0,2,4,0,0
M,18,2,863,2,1,2,4,5,5,2
F,1,0,131,3,3,0,1,4,0,0
M,25,16,221,2,3,0,0,0,1,4
F,18,15,87,3,4,5,0,0,3,3
F,25,4,905,5,0,5,1,5,0,3
F,1,7,800,0,4,3,1,2,0,0
M,25,12,197,0,0,4,0,5,5,1
F,50,16,445,0,0,4,3,4,4,5
F,35,20,966,0,1,4,1,4,0,2
M,50,6,930,1,0,4,5,2,0,0
M,25,19,320,3,4,3,4,3,2,2
M,50,7,606,0,2,3,1,3,5,1
F,18,7,275,2,2,1,0,4,4,2
M,25,4,916,5,5,0,2,0,0,2
F,45,10,410,3,3,4,0,3,2,3
M,50,15,750,1,0,4,0,5,4,4
M,50,13,274,3,3,4,3,2,1,3
F,50,4,852,1,3,4,0,4,5,1
M,56,17,700,0,1,4,0,0,5,1
M,18,1,558,2,0,5,0,5,1,0
F,45,8,975,4,2,4,4,0,4,1
F,25,6,168,2,3,2,0,0,5,3
F,50,12,181,3,0,4,0,2,0,0
M,1,10,945,2,5,1,4,5,2,2
M,35,7,853,0,2,0,3,2,0,5
F,35,18,132,0,4,3,4,0,1,4
M,45,16,557,5,4,3,3,3,0,0
F,25,12,997,0,5,1,0,4,1,4
F,35,7,730,0,0,2,5,3,0,0
F,25,15,880,2,1,4,4,0,5,1
M,35,19,221,3,2,1,5,0,0,1
F,35,20,321,2,1,0,2,3,0,1
F,18,6,281,0,1,3,5,0,0,3
M,1,12,235,3,5,0,0,0,4,0
M,1,4,123,0,1,2,0,5,0,0
M,45,0,132,0,5,4,0,4,1,0
M,25,6,109,0,0,4,2,5,1,5
M,18,7,483,0,4,0,2,5,4,5
M,35,10,992,0,2,5,2,4,0,5
F,18,4,908,2,0,5,0,2,5,1
F,45,11,198,2,2,2,1,5,2,0
F,1,16,802,2,5,1,3,4,0,5
F,35,15,19,0,4,0,1,2,0,1
F,18,11,943,0,0,4,0,4,0,3
F,35,8,598,0,5,4,1,0,1,4
F,45,17,967,0,0,2,3,5,4,5
M,25,12,109,1,0,3,3,2,0,0
F,1,12,571,2,4,2,0,5,5,2
M,56,7,465,0,4,5,0,2,5,4
M,56,20,480,3,4,4,2,3,0,1
F,18,14,473,0,3,5,1,3,5,4
M,35,9,926,2,2,3,5,4,0,2
F,25,8,537,0,2,4,5,0,0,0
M,45,2,790,4,5,5,0,4,2,4
M,18,8,563,3,1,1,1,3,5,5
M,1,7,602,0,5,4,0,4,3,5
F,35,6,790,4,3,5,1,2,0,3
M,50,7,180,4,3,1,4,2,3,1
F,18,7,610,0,3,2,0,2,2,3
M,45,2,354,1,0,4,0,3,5,4
F,25,19,173,5,2,2,1,2,0,5
F,50,20,534,5,0,2,2,5,0,1
M,45,19,558,2,5,3,0,3,1,4
M,45,4,434,5,3,3,2,0,0,0
F,18,13,454,0,5,2,2,0,2,0
F,35,13,358,0,0,0,2,0,0,0
M,35,3,427,0,2,0,0,5,0,0
M,18,1,943,4,4,5,5,0,5,3
M,50,9,935,0,0,3,3,5,2,5
M,45,11,957,1,4,2,2,5,0,3
M,25,2,674,5,0,4,0,5,3,2
M,35,4,157,4,2,5,0,3,0,5
F,25,1,320,2,2,0,0,4,3,2
F,25,0,31,1,0,4,1,2,3,1
F,1,7,837,0,2,2,0,2,3,3
F,18,4,852,5,3,2,0,5,0,0
M,1,14,911,0,2,2,1,3,4,1
M,45,1,801,1,2,0,0,0,4,0
F,1,4,760,4,4,3,4,0,0,3
M,56,8,934,0,5,0,1,4,0,0
M,45,17,48,4,0,0,2,2,0,3
F,1,5,338,2,1,0,0,3,5,1
M,35,12,571,2,0,0,2,0,1,0
F,56,3,772,5,0,5,1,0,0,1
F,35,8,949,4,5,5,3,3,1,0
F,50,8,226,2,4,4,0,3,4,1
M,1,6,211,2,3,5,1,2,1,2
M,50,7,786,0,1,1,4,3,5,0
M,1,10,436,5,4,5,0,3,2,0
M,1,15,206,5,3,0,0,4,0,1
F,45,7,149,4,0,5,1,4,0,0
F,18,17,520,4,1,1,0,5,0,1
M,45,4,616,2,0,5,2,2,0,0
F,50,12,581,0,3,5,0,3,3,0
F,35,17,950,0,0,3,0,0,0,0
F,56,10,146,4,1,3,0,2,3,4
M,18,15,750,2,5,0,4,0,4,3
M,45,0,19,0,3,0,0,2,2,0
F,25,13,959,2,3,1,5,5,1,5
M,35,0,22,0,0,2,5,3,1,3
F,1,7,445,0,5,5,5,0,3,2
M,18,16,453,0,5,0,0,0,1,5
F,50,10,474,4,0,1,3,3,2,1
M,50,2,720,0,5,1,0,0,1,3
M,18,15,658,1,3,2,4,0,2,1
F,50,8,603,5,3,5,5,5,0,5
M,18,13,430,0,0,0,1,0,0,0
F,18,12,445,0,0,2,0,2,0,3
