Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,18,16,488,4,1,4,0,0,0,4
F,45,7,372,2,0,0,2,2,3,0
F,25,4,212,2,0,3,5,4,2,2
M,18,16,895,1,0,1,2,0,4,3
M,50,4,405,0,1,2,4,2,1,0
F,1,1,38,0,1,1,1,3,2,2
F,56,0,402,0,3,5,4,4,4,3
F,50,17,940,4,2,3,5,5,3,3
F,18,3,434,5,3,0,0,0,2,2
M,56,0,904,5,3,4,0,5,2,3
F,35,10,539,0,0,1,5,4,0,0
M,50,2,66,5,2,4,4,3,0,4
M,25,8,323,2,0,1,0,4,4,3
M,1,18,503,5,3,1,0,0,0,2
F,56,17,49,2,3,2,0,5,2,5
F,25,11,958,5,3,0,1,0,5,4
M,45,13,469,3,4,1,4,0,2,5
M,56,16,462,0,1,0,5,2,5,3
F,35,9,83,3,0,1,1,4,4,5
M,25,15,186,3,0,2,0,0,1,1
F,45,17,770,5,1,0,4,5,0,5
M,18,16,555,0,0,2,1,5,5,2
M,50,3,302,5,3,2,5,4,4,1
M,25,1,253,0,4,3,4,3,4,5
M,35,0,140,1,0,5,0,3,2,5
F,25,18,549,0,3,1,5,2,4,4
M,1,10,440,3,3,5,0,3,1,0
F,50,18,916,4,0,2,0,2,0,0
M,56,1,740,0,1,3,4,3,2,5
F,25,14,532,3,1,0,3,5,5,3
F,25,13,662,1,4,1,4,3,0,3
M,50,0,610,0,1,0,3,0,1,5
M,50,13,190,2,5,5,0,2,2,3
F,35,3,704,2,3,4,2,4,1,5
F,50,12,143,5,3,0,2,2,1,0
F,56,6,430,3,2,4,0,2,3,1
M,45,18,778,0,0,5,0,5,0,3
M,25,18,705,2,0,3,3,4,2,0
F,25,6,764,4,1,4,1,3,1,3
F,56,0,908,0,0,5,0,2,1,3
F,1,4,945,2,3,2,4,3,2,3
F,45,10,120,0,5,1,0,0,5,1
F,35,9,956,2,0,1,0,4,0,5
F,18,7,967,4,2,2,0,4,4,0
F,35,3,17,4,2,0,3,5,1,2
M,35,13,801,3,0,1,3,4,4,0
F,45,4,458,0,4,0,5,0,1,3
F,25,14,935,2,5,2,5,2,0,1
M,50,3,778,2,4,5,5,0,4,4
M,56,20,253,2,5,4,3,4,0,0
M,1,5,813,5,5,1,3,0,3,3
F,18,18,945,3,3,5,0,4,3,1
M,56,8,705,4,0,1,2,5,3,0
M,25,17,943,2,0,4,2,4,4,0
M,56,13,701,2,0,1,2,0,5,1
M,56,17,957,0,0,0,2,2,0,3
F,56,14,200,3,3,1,5,0,1,0
M,1,0,272,5,4,2,1,5,0,2
M,50,12,633,0,0,4,1,0,0,4
M,45,17,80,3,4,0,5,3,2,5
F,35,17,16,2,2,5,2,0,5,5
M,50,8,62,3,0,3,1,2,2,5
F,25,18,894,2,5,2,3,0,5,1
F,50,1,136,1,0,5,0,5,3,3
M,1,6,811,1,3,3,0,4,5,0
F,56,10,772,4,0,3,0,4,0,3
F,56,16,70,5,2,2,5,4,0,5
F,35,10,201,1,0,5,3,3,0,0
M,1,16,544,1,1,2,1,3,2,1
M,56,4,272,3,3,5,5,4,3,0
F,50,16,200,3,4,4,4,5,3,1
M,50,1,744,0,4,1,0,2,4,1
F,18,0,89,2,0,4,3,4,3,4
F,35,14,913,4,0,5,4,4,0,4
F,18,2,296,2,5,1,3,3,4,2
M,45,20,935,4,5,4,0,0,5,1
M,45,6,465,5,5,3,3,0,4,1
F,18,16,704,2,4,0,5,4,0,5
F,45,5,986,5,1,0,2,0,0,0
M,35,1,127,5,0,0,3,0,0,5
M,1,7,427,2,1,0,2,3,0,0
M,18,1,856,0,3,4,0,5,2,4
F,1,1,296,5,2,5,0,5,3,3
F,1,6,952,2,0,2,0,5,4,2
F,50,3,473,0,5,4,4,3,1,5
M,18,16,554,0,0,3,0,3,4,0
F,50,3,166,1,1,4,2,4,3,1
M,1,17,852,0,0,3,3,4,5,5
M,35,5,30,3,0,2,5,0,1,0
M,35,0,493,1,4,2,5,2,3,0
M,25,5,915,4,2,3,0,3,0,5
F,56,19,913,2,2,3,4,3,5,5
F,45,17,540,3,3,2,3,2,4,5
F,25,1,193,0,0,2,1,2,5,2
F,56,11,446,3,4,2,1,2,5,1
M,25,0,834,0,1,5,4,5,5,5
F,25,4,327,2,3,5,0,2,2,1
M,35,15,410,4,0,5,2,2,1,1
M,1,5,975,2,2,1,5,3,5,1
M,50,1,780,1,0,0,2,2,1,1
F,50,17,921,4,3,2,2,0,0,5
M,1,1,212,1,2,0,5,0,0,4
F,18,0,652,1,0,1,4,5,4,0
M,18,2,180,0,3,2,0,0,5,0
F,35,2,121,3,2,3,5,0,0,0
F,25,12,744,0,5,2,0,5,3,2
F,35,19,981,5,4,2,4,4,3,5
F,50,18,805,5,2,0,5,2,5,2
M,35,11,236,5,4,1,1,3,4,5
F,56,9,282,0,4,2,1,2,1,1
F,18,5,980,2,2,5,4,4,4,1
M,56,4,175,3,2,1,3,4,2,4
F,25,2,523,5,5,3,0,5,1,3
M,45,11,186,2,2,4,4,0,0,0
M,45,18,84,2,0,1,1,3,4,2
M,50,4,24,2,5,2,1,2,2,4
M,56,20,79,0,3,4,0,2,5,5
F,1,13,380,4,4,1,0,5,3,1
F,25,2,631,3,1,2,5,5,1,5
F,56,16,530,5,5,5,4,4,3,3
M,45,9,945,0,0,1,3,4,4,2
F,35,17,458,5,0,2,1,2,1,2
M,35,9,19,0,1,3,0,0,0,1
M,18,18,606,2,4,3,3,0,5,5
F,56,17,198,1,3,1,4,3,0,0
M,56,1,321,5,2,1,0,5,3,4
F,45,18,100,4,3,2,1,0,0,0
M,1,0,168,4,1,1,3,4,0,2
F,1,8,490,3,3,5,5,0,3,3
F,1,6,931,5,4,4,0,2,2,2
M,18,11,800,4,0,4,1,3,1,2
M,45,5,396,3,1,0,1,0,0,1
F,25,20,540,0,4,1,4,5,0,0
F,45,6,27,1,5,5,2,2,1,4
F,45,7,958,0,0,0,3,2,3,0
M,56,0,577,0,3,0,0,3,0,2
M,25,0,79,5,2,2,3,5,1,5
M,50,5,84,2,4,4,3,3,0,0
M,56,14,33,1,0,2,3,4,4,1
F,18,6,296,2,1,2,5,0,0,1
F,1,7,537,3,1,4,4,3,1,3
F,1,2,949,2,1,1,0,5,1,5
F,45,14,481,2,1,5,4,0,3,5
F,45,0,111,3,1,1,2,2,3,2
F,50,15,64,2,0,1,1,0,4,5
M,25,1,453,1,2,2,5,0,4,1
F,25,13,758,2,4,4,4,0,0,0
M,50,4,228,4,1,0,4,3,0,0
F,45,7,206,0,5,5,5,4,0,1
F,1,18,103,4,0,1,5,4,5,4
M,35,4,211,3,0,4,0,4,2,2
M,1,5,100,0,0,2,4,2,2,5
M,25,2,79,4,0,3,5,0,0,2
M,25,12,550,4,4,2,2,3,2,2
M,45,20,760,4,3,3,2,5,0,4
M,50,14,662,4,3,1,4,4,1,1
M,1,12,680,4,2,5,2,0,0,3
F,35,16,234,0,3,2,0,5,5,2
F,25,4,956,2,4,3,0,2,2,3
F,25,15,434,0,1,4,5,2,4,3
F,35,2,231,2,0,3,4,0,1,0
F,50,13,804,4,3,1,0,4,3,0
M,35,0,558,1,4,2,1,2,5,1
M,18,1,23,5,0,0,4,0,1,5
M,50,10,813,0,5,4,0,0,5,3
F,56,15,911,5,0,2,5,4,0,2
F,45,0,245,4,4,5,0,0,5,0
F,45,15,173,5,0,5,4,3,1,3
M,18,9,24,5,5,1,4,4,5,4
M,1,6,285,2,0,2,3,5,2,3
M,25,5,770,4,0,1,0,3,3,0
F,25,17,580,3,1,4,2,5,3,0
F,45,4,33,1,1,2,1,0,0,5
F,18,0,279,5,4,2,0,0,0,3
F,25,12,493,3,4,4,1,2,2,5
F,18,6,660,0,2,0,4,4,0,0
M,50,16,427,0,1,5,0,5,0,0
F,56,10,114,0,0,2,0,0,1,0
M,45,7,417,5,1,5,1,2,3,4
F,25,10,857,0,2,1,0,0,5,3
F,1,19,127,2,5,4,0,5,0,3
M,56,9,787,0,2,1,5,5,0,0
F,50,4,580,5,3,5,5,0,0,0
F,25,15,780,4,4,1,0,3,3,0
F,1,7,836,5,2,5,5,5,0,0
M,1,5,904,3,4,0,2,2,5,0
M,25,6,826,2,1,2,0,3,1,2
F,56,16,146,0,2,0,4,0,3,2
M,18,0,958,2,4,1,0,3,0,0
M,1,14,492,1,2,2,0,3,3,0
M,56,19,245,2,0,1,1,5,5,4
F,56,1,76,0,0,4,4,0,2,1
F,25,16,12,0,0,0,3,4,0,5
M,25,15,330,4,2,3,5,2,3,2
F,25,3,483,0,1,4,3,3,0,4
M,25,20,523,0,0,2,0,0,1,0
F,35,2,222,3,3,0,4,0,4,1
M,25,5,68,3,4,5,5,0,5,5
F,18,20,919,2,3,2,1,2,2,3
M,45,12,262,2,5,2,4,0,0,1
F,56,14,547,4,1,0,2,0,0,1
M,25,2,977,0,0,1,0,0,0,0
M,18,1,627,3,0,1,4,0,4,1
M,50,6,208,1,5,4,5,2,2,5
F,45,12,180,0,0,0,2,2,0,0
M,50,3,743,0,1,2,2,5,2,4
M,35,9,123,3,1,0,1,5,2,2
M,35,2,104,0,4,5,2,0,0,1
F,35,7,64,4,0,4,5,2,1,0
M,56,6,345,0,1,0,0,0,0,1
M,25,6,800,5,0,1,4,2,2,3
F,25,18,358,0,3,3,4,4,3,1
F,25,6,53,1,3,4,4,3,4,2
M,1,2,436,0,0,2,2,2,2,5
F,35,15,957,2,0,2,0,5,0,0
F,50,9,981,0,2,2,5,0,3,0
F,1,1,486,1,0,4,5,0,3,0
M,50,0,65,4,5,3,4,0,2,1
F,18,4,522,4,2,1,3,5,2,3
F,56,20,161,1,1,2,2,2,3,5
M,35,18,974,4,2,0,1,0,0,0
F,56,3,427,3,2,3,5,4,5,4
F,56,15,571,5,3,3,1,0,2,0
M,25,9,590,5,2,1,0,3,5,2
M,25,9,577,0,3,0,2,4,5,4
M,35,17,103,1,0,0,0,5,1,3
M,45,13,958,0,3,5,2,0,4,0
F,1,15,559,3,0,5,4,3,3,0
M,45,20,793,3,0,5,0,4,1,5
M,35,9,18,5,4,1,4,5,0,2
M,18,5,80,4,3,4,0,2,1,5
F,50,15,434,0,4,3,0,3,5,1
F,45,1,836,1,1,1,0,0,4,3
M,45,16,244,3,4,4,1,4,0,0
F,25,16,19,4,1,1,0,2,3,0
F,45,17,875,0,2,3,2,2,3,4
M,35,1,312,0,1,3,4,5,3,1
F,45,13,312,5,0,1,1,5,0,1
F,50,16,970,0,3,5,0,0,0,5
M,35,5,123,3,2,1,5,0,5,3
F,25,20,462,0,1,4,0,0,3,0
F,50,6,285,0,0,5,1,2,0,4
M,18,9,265,0,1,4,3,5,4,5
M,56,2,489,4,0,3,3,0,2,0
M,25,8,53,4,5,1,4,5,1,4
M,50,9,631,0,0,5,0,5,0,1
M,45,6,168,1,2,3,3,0,4,1
F,18,14,488,1,3,4,5,5,0,5
M,50,13,551,1,0,2,0,0,4,3
F,35,5,430,3,2,4,3,2,3,1
F,18,8,333,0,0,0,0,5,3,3
F,56,6,750,0,0,4,0,4,2,4
M,25,18,878,2,5,3,2,2,1,3
M,50,19,913,4,0,5,4,2,4,0
F,25,12,87,2,0,5,4,0,0,4
F,35,11,443,1,0,0,0,2,0,2
F,1,6,660,2,0,4,0,2,4,5
F,18,2,45,5,4,2,4,4,5,0
F,25,6,130,1,5,4,1,4,5,0
M,18,2,70,5,5,0,5,2,2,4
M,18,15,165,2,2,3,4,2,3,0
M,25,14,131,2,5,3,2,2,5,2
M,25,13,49,5,4,2,1,0,2,2
M,56,9,10,0,4,1,1,0,0,4
M,50,1,973,5,2,5,0,0,0,2
F,18,4,433,0,5,3,5,2,3,5
M,1,4,952,0,0,3,2,3,1,4
F,56,1,301,2,2,0,5,3,4,2
F,25,12,735,1,0,0,4,0,0,4
M,18,19,895,1,1,3,0,2,1,0
F,50,8,417,3,0,0,3,2,0,5
F,50,12,377,4,0,3,4,0,0,4
F,1,15,604,2,0,5,0,5,0,5
F,56,9,323,4,2,0,3,2,0,5
M,50,14,442,0,1,0,4,4,3,0
M,25,9,957,0,0,0,0,3,0,4
M,25,19,596,2,3,0,0,0,1,3
F,45,20,606,0,3,1,4,2,0,1
M,45,6,210,2,2,5,3,5,3,4
M,18,13,208,1,1,3,4,2,0,5
F,1,20,554,2,5,0,4,0,1,1
F,45,9,730,3,5,2,2,5,2,2
M,35,5,616,1,5,1,3,4,1,1
M,25,16,319,2,5,4,1,0,4,5
M,45,10,113,3,2,3,2,3,5,3
F,56,5,77,1,5,2,5,0,2,2
F,50,7,307,0,0,3,0,0,4,0
M,25,4,870,1,0,0,2,4,0,3
F,18,10,790,1,4,5,1,3,0,0
F,56,13,302,1,1,3,0,5,0,1
F,50,4,431,4,2,5,4,4,5,5
M,45,2,972,0,0,5,0,0,4,0
F,25,11,290,1,0,0,2,5,2,3
M,56,10,276,2,5,0,0,2,0,1
M,45,5,524,3,0,5,4,4,4,2
F,45,7,445,3,5,0,1,4,0,5
M,1,4,457,0,0,4,0,4,5,0
F,56,8,361,0,2,5,1,2,2,5
F,18,18,811,4,0,3,1,2,3,1
F,50,8,352,4,0,4,2,3,2,0
M,45,16,300,5,3,1,5,3,4,2
F,45,15,581,1,4,0,1,2,2,2
F,18,0,279,1,0,0,0,4,0,0
F,35,3,90,5,0,2,0,2,2,0
F,35,13,301,4,1,4,0,4,2,3
M,35,9,902,1,5,5,1,4,3,2
F,1,3,523,5,2,0,1,5,0,0
M,18,0,840,0,2,5,3,0,2,0
F,56,20,136,3,1,5,3,3,4,4
F,35,14,319,3,1,3,0,2,1,0
M,1,8,104,0,1,4,0,4,4,0
M,45,14,362,0,0,3,2,0,0,0
M,18,4,50,5,4,4,0,0,5,4
M,35,2,136,0,4,5,2,5,1,1
M,50,0,142,5,1,4,1,4,2,4
M,25,5,780,2,1,3,0,4,5,3
F,18,1,371,3,2,3,0,2,2,3
M,45,4,793,0,2,2,4,0,0,2
M,56,3,433,5,2,4,1,2,5,0
M,56,10,144,2,0,2,0,2,1,1
F,18,9,672,4,1,4,0,2,0,4
M,56,3,811,3,1,2,2,5,0,1
F,25,15,522,4,4,2,2,2,1,0
F,25,2,459,1,1,5,3,5,5,3
M,18,1,773,3,3,1,0,3,5,3
M,50,18,287,1,2,0,0,3,0,3
F,56,16,337,1,4,3,2,2,0,0
M,56,15,361,2,1,5,5,3,4,0
F,35,10,915,3,1,5,1,0,2,5
M,35,18,609,0,0,2,2,0,4,0
F,56,4,30,4,1,1,4,3,4,0
M,35,4,114,1,1,1,4,0,5,0
M,56,5,346,1,4,5,2,3,0,5
F,18,16,421,0,0,4,0,0,3,5
M,25,4,276,1,0,2,1,2,4,0
F,56,15,954,0,2,0,2,3,0,0
M,18,18,276,3,4,4,2,0,1,0
M,18,11,498,0,0,4,0,3,4,0
F,25,6,338,1,3,3,0,4,4,4
F,45,10,12,3,2,2,2,0,0,4
M,35,19,535,0,0,5,0,0,0,0
F,35,4,15,5,0,3,0,0,0,0
M,50,8,463,5,2,2,2,4,2,0
M,35,8,970,3,0,0,3,5,0,3
M,1,12,220,1,3,4,5,5,4,0
M,25,9,206,0,1,4,0,0,1,4
M,56,11,279,3,5,3,5,2,3,3
M,35,13,105,5,0,1,2,3,0,3
M,1,14,841,0,0,4,4,5,3,2
F,18,6,991,0,2,3,0,0,2,3
F,45,16,450,0,0,0,2,0,3,4
F,56,14,483,3,2,4,4,0,2,0
M,18,5,452,0,5,0,5,5,5,3
M,45,2,382,0,0,2,2,2,0,2
