Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
F,35,20,70,0,0,0,0,0,2,0,1
M,25,10,843,0,0,0,0,0,0,0,0
M,25,12,234,2,2,0,0,4,0,3,4
M,25,15,122,2,4,0,2,0,2,5,3
F,56,6,329,0,4,5,0,4,3,3,0
F,25,6,782,3,1,4,1,5,0,4,0
F,35,0,473,3,3,1,5,5,3,1,0
M,56,4,483,3,4,4,3,5,4,0,1
M,18,0,294,5,5,1,4,1,3,5,0
M,1,14,811,3,1,5,2,5,0,0,3
F,45,20,64,2,0,0,0,5,0,4,0
M,25,8,913,1,1,2,0,3,2,0,0
F,18,5,488,3,5,0,2,0,0,2,1
F,50,14,914,3,4,4,2,5,4,3,1
F,35,2,191,3,4,0,4,0,4,2,4
M,25,14,200,5,5,0,0,0,3,2,3
M,18,12,972,2,0,3,5,5,3,0,5
M,45,16,871,0,2,4,1,3,2,5,0
M,25,6,850,2,3,0,4,5,2,3,0
F,56,2,993,1,5,0,2,1,2,0,2
M,25,9,287,0,3,0,2,0,2,4,4
M,45,8,118,1,2,1,4,0,0,0,0
M,25,6,376,5,0,5,0,0,0,5,4
F,25,9,314,3,5,2,5,5,3,0,0
M,25,7,833,0,5,0,3,0,2,5,1
M,25,6,894,5,0,0,0,0,0,2,4
M,1,8,532,1,1,4,4,0,2,4,3
M,45,15,84,3,5,2,4,5,0,4,4
M,1,6,307,3,1,4,4,1,2,5,3
M,25,8,338,1,4,0,0,3,2,1,4
M,18,4,928,2,0,0,1,5,3,0,3
M,45,2,69,3,0,4,1,5,2,1,4
M,45,3,130,3,5,3,5,0,4,5,0
M,25,6,345,1,0,5,0,4,0,0,0
M,45,14,484,3,5,0,4,5,0,5,0
F,18,19,549,0,0,0,0,0,3,0,4
F,45,8,452,4,3,0,4,1,5,1,1
F,25,1,262,0,5,2,0,0,0,2,0
F,18,2,830,1,4,0,4,4,5,1,0
F,56,14,571,5,0,0,3,4,4,4,4
F,35,16,680,5,0,4,2,3,0,0,2
F,18,2,142,0,0,0,0,0,0,5,0
F,35,3,79,5,1,0,0,2,3,0,4
M,35,15,980,5,2,5,3,0,0,0,0
M,25,2,380,2,0,0,3,0,5,0,2
M,56,19,726,5,3,0,2,0,5,5,3
M,35,5,83,0,5,3,2,0,2,2,3
F,50,10,804,0,2,5,0,4,0,1,0
F,56,1,140,1,3,3,1,3,2,3,1
M,25,4,80,0,2,0,0,0,0,3,0
M,1,12,524,4,2,5,4,3,2,5,4
M,18,7,230,4,1,0,0,0,3,3,5
M,45,2,764,1,0,0,4,4,0,3,2
F,50,14,200,5,0,0,3,0,4,2,4
F,1,5,69,0,3,0,0,0,0,0,0
F,56,15,336,4,1,1,0,1,3,3,1
M,25,1,604,5,0,3,0,0,0,0,0
M,50,20,777,3,1,4,4,1,0,1,4
M,56,17,834,0,5,2,5,0,4,5,4
M,1,8,722,4,0,2,3,4,2,0,5
F,18,13,349,4,0,1,5,3,0,0,3
M,1,3,764,0,4,3,0,5,0,1,0
F,35,11,447,3,0,5,1,5,2,4,4
F,50,14,210,0,4,0,5,3,5,1,0
F,50,18,527,5,5,0,4,2,4,5,0
F,25,7,302,5,3,4,0,0,5,2,0
M,18,7,915,0,4,0,0,0,0,0,3
F,18,18,752,3,5,3,3,5,2,1,2
F,45,1,430,4,3,3,1,1,3,3,2
F,35,19,756,0,2,4,3,4,3,0,2
M,25,2,539,1,0,5,0,3,4,2,3
