Gender,Age,Occupation,ZIP-code,260,1097,2628,2174,2797,1073,2100,2968,2105,2193
F,25,19,463,5,2,2,0,4,2,1,5,0,3
F,35,12,492,5,1,1,3,3,0,3,0,5,0
M,25,17,215,4,0,4,4,0,1,3,5,3,0
F,50,5,460,0,0,0,0,4,5,0,3,0,1
M,56,6,284,5,1,2,1,0,3,3,5,2,1
M,56,4,602,1,0,3,5,0,2,5,0,1,3
M,45,8,370,5,3,2,4,2,2,1,2,3,0
F,25,15,900,5,4,3,2,0,2,5,2,0,0
F,25,9,704,3,0,4,3,4,3,5,0,4,4
M,25,7,441,5,1,0,2,0,5,0,0,3,2
F,50,1,33,2,0,3,3,0,4,4,3,2,3
M,25,13,968,0,2,4,5,4,1,1,2,2,0
M,35,4,292,5,0,5,0,0,3,3,3,1,4
M,25,13,705,5,3,2,4,5,1,3,0,2,5
M,18,5,944,2,3,4,5,0,3,3,0,1,5
M,18,19,282,5,1,4,3,0,0,1,0,0,0
F,56,1,235,0,4,5,0,0,4,3,5,0,3
M,35,16,705,5,0,2,0,2,3,4,1,5,0
F,25,19,925,0,5,1,5,4,4,0,5,2,4
F,56,7,927,5,5,5,3,1,4,0,3,3,2
M,25,6,111,3,0,1,1,4,0,1,0,0,2
F,56,5,756,4,4,3,3,4,5,4,4,3,5
F,18,3,674,2,2,0,1,4,3,1,0,0,0
M,18,14,805,5,3,5,0,0,4,1,0,2,1
M,35,16,937,2,1,4,3,3,2,2,3,2,1
F,25,12,103,4,3,4,4,4,3,1,4,3,5
M,18,2,421,0,2,0,2,0,1,3,0,3,5
F,35,9,833,0,5,0,0,4,1,5,0,5,4
M,25,7,895,3,5,4,5,4,0,3,2,3,0
M,50,12,19,0,2,2,3,5,5,5,0,2,5
M,45,13,115,5,4,1,4,3,5,4,2,3,5
M,25,4,805,5,2,0,0,0,5,0,4,3,5
M,1,10,82,2,4,1,2,1,0,4,5,5,3
M,35,2,973,4,1,0,0,2,5,2,3,0,4
F,45,7,560,4,2,4,5,3,5,5,5,0,4
M,18,2,13,5,0,5,3,0,0,0,5,3,0
M,35,9,462,2,1,0,0,3,2,4,3,2,0
M,45,12,114,2,1,0,0,4,2,5,4,0,4
M,18,4,231,1,5,2,3,5,2,5,4,0,5
M,35,13,983,1,2,2,3,0,5,4,0,0,0
M,1,5,120,2,3,1,4,5,2,1,4,3,5
F,35,16,983,1,1,0,5,2,2,4,4,5,1
M,25,11,484,5,0,5,2,2,4,3,0,2,3
M,1,7,544,3,3,0,3,0,5,1,3,5,0
M,25,15,209,3,2,2,4,5,3,5,2,3,3
M,45,14,946,4,3,3,1,0,1,3,5,3,0
F,50,11,967,5,0,0,0,5,0,4,5,0,4
M,18,10,987,5,3,2,3,2,0,5,0,4,3
M,50,8,143,4,2,2,0,2,1,0,2,1,2
F,25,13,743,5,3,3,1,5,3,4,0,4,0
M,25,4,471,3,0,2,5,2,2,1,0,2,4
M,25,14,457,2,3,5,1,0,3,5,0,4,0
F,50,10,405,2,0,0,5,2,5,1,4,4,4
M,50,16,942,5,3,0,3,4,0,5,5,5,5
M,45,6,424,2,3,1,3,0,2,2,4,3,0
M,1,2,347,5,4,2,2,4,1,4,0,4,4
M,35,20,875,2,0,1,5,2,0,4,0,2,2
M,18,10,109,5,2,5,5,3,1,4,4,2,3
F,35,18,337,5,0,1,1,2,5,4,0,2,1
M,18,5,16,3,3,0,0,4,1,3,0,0,0
M,45,2,40,4,2,4,4,2,0,3,4,4,3
M,35,20,141,5,0,2,5,2,5,0,4,3,4
M,18,0,118,4,4,5,5,3,0,0,2,3,1
M,25,4,488,5,1,5,1,2,2,5,0,2,0
F,50,6,314,4,4,2,3,2,1,5,0,3,0
M,50,6,83,2,1,4,4,1,2,4,4,5,4
M,35,7,627,2,1,1,4,4,2,1,4,2,0
F,25,7,231,4,1,4,3,0,2,3,4,3,1
M,56,1,459,0,2,5,3,2,2,3,5,4,1
M,45,9,627,5,3,0,1,4,5,5,5,2,5
M,18,17,30,5,1,4,0,0,5,4,4,2,0
M,25,7,62,0,0,5,3,3,5,5,4,3,2
M,50,0,33,4,3,5,5,3,4,0,2,4,5
M,25,12,980,4,2,0,3,3,0,5,0,4,0
F,25,0,285,5,1,2,3,0,1,3,4,1,5
F,56,4,372,5,2,0,1,0,1,4,4,5,4
M,25,9,442,3,1,4,1,5,5,5,3,5,4
M,35,19,334,3,4,2,3,2,1,4,4,2,0
M,56,0,618,0,0,5,4,3,1,2,4,0,0
M,25,3,843,0,3,0,4,2,1,0,3,5,3
M,45,17,302,2,4,0,5,2,3,5,4,0,5
F,35,19,925,4,1,3,5,5,2,3,2,2,0
F,56,1,540,4,1,3,3,5,5,3,2,1,2
F,35,1,660,5,5,1,3,5,5,3,3,4,5
F,25,11,685,0,4,2,5,4,4,2,3,4,4
M,35,4,469,2,1,4,0,0,0,0,3,1,1
M,56,19,65,4,4,5,2,4,2,3,4,5,0
F,35,15,352,5,4,4,2,1,2,0,0,0,2
F,50,19,761,5,3,2,1,1,5,4,4,0,5
M,1,19,421,3,4,0,5,3,2,0,5,0,3
M,56,20,993,4,1,0,4,0,1,5,0,3,2
F,18,11,346,5,4,0,5,0,2,3,4,5,2
F,35,19,492,0,1,0,0,0,5,4,0,3,4
M,25,19,114,2,0,1,0,4,3,4,0,0,2
F,56,13,777,5,3,3,1,3,1,1,1,5,0
F,25,11,45,5,0,5,0,4,4,2,2,0,0
M,56,10,459,0,3,2,2,2,0,5,3,2,0
M,25,11,421,2,3,0,5,1,5,5,0,3,0
M,45,4,186,0,0,3,4,0,3,1,5,3,0
F,50,0,494,3,2,3,5,5,4,5,3,3,1
M,50,20,90,0,3,0,4,3,2,4,0,4,0
M,25,0,731,5,1,3,3,0,5,2,4,0,3
M,18,3,229,2,0,3,5,5,5,2,3,3,0
M,18,1,115,5,2,0,3,4,5,5,3,5,5
M,1,13,525,4,4,4,5,2,4,3,3,3,1
M,1,9,63,4,2,2,4,3,2,4,3,4,4
M,18,20,435,1,2,0,1,4,0,2,1,0,1
F,50,11,878,2,2,2,5,5,4,3,5,2,5
M,35,15,421,2,0,3,0,2,4,3,4,0,5
M,35,14,110,4,0,2,5,5,2,5,4,0,0
M,25,1,229,5,0,3,5,2,4,1,2,0,4
F,25,7,253,2,4,1,5,4,1,4,0,2,4
M,45,2,535,2,1,3,3,1,1,4,0,1,0
F,45,15,131,2,4,0,5,4,5,1,2,3,4
M,25,14,28,5,2,0,2,4,5,1,4,3,0
M,56,14,432,2,3,3,0,4,2,1,1,5,3
M,35,18,875,3,2,3,3,2,5,0,3,3,3
M,18,1,406,5,0,0,0,0,5,4,0,0,0
