Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,45,0,200,0,0,0,0,0
M,25,17,967,2,2,4,0,3
M,18,6,193,4,5,3,0,5
M,50,5,235,2,0,0,3,3
M,1,17,83,1,0,0,0,5
M,25,3,121,4,3,0,0,5
F,45,16,452,1,0,2,4,2
F,18,0,435,5,5,4,1,0
M,50,9,240,2,4,5,2,0
F,25,1,417,5,4,1,4,0
M,35,20,805,1,0,2,3,2
M,50,2,830,4,1,1,0,2
F,50,1,336,3,2,0,0,0
M,50,7,581,4,2,4,0,0
F,25,15,33,1,4,2,2,3
F,56,18,166,2,1,3,0,0
M,35,3,581,4,3,4,3,3
F,50,0,547,5,5,0,0,0
M,45,11,23,5,0,0,0,0
M,18,12,16,1,1,4,2,5
M,45,17,275,3,2,4,4,1
M,1,4,834,4,3,4,3,0
F,35,5,301,3,0,0,4,0
M,25,8,623,0,2,0,1,5
M,35,9,801,0,3,5,3,2
M,25,1,600,1,0,0,0,0
F,50,12,805,3,0,0,5,0
F,45,1,165,5,2,0,1,0
F,25,4,235,2,4,0,5,5
F,50,8,622,1,3,3,0,4
F,1,10,302,0,0,2,5,0
M,1,1,613,4,4,0,2,4
M,50,3,277,2,2,0,3,0
F,1,0,539,3,4,0,0,3
M,1,3,327,3,5,0,2,0
F,56,7,740,1,1,4,0,3
M,18,17,485,2,0,0,0,2
M,25,3,325,3,0,3,3,3
F,1,15,84,3,4,0,3,4
F,35,20,228,4,3,5,0,3
F,25,18,285,2,0,0,0,4
M,1,5,121,2,0,4,4,2
M,18,14,122,4,1,1,2,2
M,50,2,370,0,0,5,0,0
M,35,17,880,1,4,0,4,3
F,35,12,194,5,0,2,0,3
M,56,5,111,4,3,4,0,2
M,50,8,122,0,0,3,3,0
M,56,0,307,5,4,0,0,3
F,50,15,944,5,4,0,3,0
M,45,3,226,3,1,0,2,3
F,50,13,474,3,4,4,0,2
F,18,18,17,4,1,0,2,1
M,1,10,610,5,3,2,0,0
F,35,8,495,2,4,4,2,4
M,18,2,919,5,0,0,3,2
M,56,20,524,2,0,0,2,4
M,1,6,277,4,0,5,0,4
F,50,17,68,4,4,4,3,3
M,56,14,10,0,0,5,1,2
F,25,13,42,0,0,4,0,2
M,56,6,345,2,4,1,4,0
F,35,18,331,4,5,4,0,3
F,18,0,833,1,0,5,0,0
M,25,1,912,0,4,4,1,0
F,1,20,492,0,4,4,5,2
M,25,17,836,1,3,3,0,2
