Gender,Age,Occupation,ZIP-code,247,1920,2017,2087
M,18,1,977,2,0,1,0
M,25,0,934,0,5,4,1
F,56,10,980,5,0,1,0
F,18,5,550,1,2,0,0
M,18,4,186,0,0,1,0
F,18,11,15,0,4,5,2
M,35,3,265,1,4,1,3
F,18,9,105,3,0,0,3
F,18,16,933,4,1,5,0
F,35,13,62,0,0,2,2
F,56,5,946,1,2,0,4
M,18,6,193,3,0,3,4
M,50,8,914,0,2,4,4
F,18,9,303,0,1,0,0
M,25,0,857,1,0,0,0
M,18,18,272,4,0,0,5
F,1,12,672,2,0,1,5
M,56,11,741,4,3,1,3
M,45,16,701,0,0,4,0
F,56,20,744,1,0,0,0
M,25,14,503,0,4,1,0
F,18,6,441,5,0,1,4
M,35,20,460,0,4,0,0
M,1,15,16,4,5,5,0
F,45,8,740,0,2,0,0
F,25,13,625,4,3,3,4
F,50,2,730,0,0,1,0
F,56,2,127,0,3,0,4
M,50,15,793,3,1,1,0
F,45,19,943,0,5,0,4
F,18,10,547,1,1,0,0
M,50,14,6,0,0,0,0
F,50,9,944,3,0,3,0
M,56,7,83,1,0,0,0
M,45,0,805,2,0,0,0
F,18,4,485,2,2,4,0
F,1,7,358,0,5,1,0
M,50,5,296,1,0,0,0
F,35,19,265,0,0,0,2
M,25,16,498,0,0,0,1
M,18,1,275,4,0,2,3
M,1,18,6,4,0,5,4
F,1,3,307,0,0,4,5
F,35,6,610,0,1,5,0
M,25,8,613,3,0,2,0
F,25,3,20,5,3,0,0
F,18,8,975,1,2,0,4
F,25,6,210,5,0,3,0
M,1,5,895,0,1,3,1
M,18,18,501,2,0,5,5
M,56,20,41,0,5,0,4
M,18,12,436,4,0,4,0
M,18,1,953,5,2,0,1
M,18,8,943,0,5,0,3
F,50,16,221,2,1,5,3
F,35,1,281,4,0,3,3
M,25,9,802,0,0,3,0
F,35,5,148,4,2,3,3
M,35,0,406,5,4,4,1
F,1,2,544,2,0,5,3
F,25,3,833,1,5,3,5
M,56,4,45,0,0,1,2
M,25,19,930,0,0,0,0
F,25,5,750,2,1,2,0
M,18,11,337,4,3,3,3
M,25,15,120,0,2,0,3
M,18,13,914,0,0,4,4
F,45,1,830,0,2,0,3
M,18,14,465,0,2,4,5
F,35,10,847,4,0,3,4
M,1,8,778,2,2,2,3
F,50,10,775,3,1,5,0
F,25,6,373,0,0,0,4
F,45,11,900,2,0,0,5
F,50,3,15,1,0,0,5
M,50,7,527,1,4,0,2
M,18,17,622,4,0,0,3
M,18,17,939,2,1,4,0
M,1,2,857,4,0,0,3
F,45,4,782,5,0,0,3
M,45,4,361,1,3,2,1
F,25,8,80,0,0,0,4
F,45,17,555,1,4,0,4
F,1,12,891,0,2,3,4
F,50,12,105,4,3,0,0
F,25,14,497,4,1,3,5
M,25,0,181,0,0,2,5
F,18,16,201,4,3,0,1
M,50,1,966,0,3,0,0
M,25,19,465,0,5,5,0
F,35,4,674,0,0,0,4
M,56,16,140,3,0,2,0
M,1,18,146,1,0,0,0
M,25,14,983,4,4,0,1
F,25,9,830,4,0,0,5
M,1,14,446,2,0,0,5
M,1,6,740,3,1,2,1
F,45,17,974,3,3,4,2
M,35,15,338,0,3,4,0
M,35,1,161,0,1,0,0
M,50,8,417,3,1,0,3
M,56,9,535,1,4,4,0
M,35,17,730,1,2,0,0
M,25,11,345,1,3,0,3
M,1,18,601,0,2,1,0
M,1,15,83,2,4,1,4
F,18,8,878,5,0,1,0
F,45,19,104,5,1,0,4
M,35,17,916,3,2,4,2
M,18,0,603,5,0,3,5
M,18,0,907,0,0,1,0
M,45,14,797,0,3,3,3
M,50,16,358,3,2,0,4
F,50,10,950,0,0,3,3
F,18,6,194,4,3,5,0
F,50,17,554,3,0,0,0
M,25,7,937,4,0,3,2
M,35,6,458,5,0,0,3
M,45,6,262,0,0,0,4
F,35,16,136,5,4,3,0
F,35,15,108,0,0,0,0
F,45,16,190,2,1,3,0
F,18,0,178,0,4,4,1
F,35,15,378,3,0,4,0
F,50,3,173,1,3,0,1
M,35,10,484,1,0,0,0
F,56,16,173,0,1,5,0
F,50,6,371,1,0,1,1
M,45,4,940,3,2,2,0
F,18,3,674,0,2,2,0
F,56,9,930,3,3,1,0
F,1,7,194,2,3,5,0
M,1,5,21,0,0,0,0
F,25,4,453,2,0,0,4
M,45,3,758,1,0,4,0
M,56,15,894,0,0,0,3
M,1,14,222,2,5,0,0
F,45,7,488,0,0,4,0
M,1,13,334,0,0,5,0
M,25,8,149,0,2,1,1
F,1,4,811,3,5,0,0
M,18,20,210,0,0,5,0
F,1,14,360,0,3,0,2
M,35,4,972,3,2,0,0
M,56,19,722,4,5,5,5
M,56,16,708,0,0,0,3
F,35,6,66,1,4,5,1
M,45,8,290,4,2,1,0
F,18,7,447,0,5,0,0
F,25,15,465,0,2,1,5
F,56,8,778,5,1,4,3
M,45,7,972,1,1,1,4
F,45,5,45,1,0,3,2
F,1,10,132,1,0,2,2
M,25,5,83,2,2,1,0
F,1,6,701,1,0,0,0
F,56,20,875,3,3,0,0
F,45,6,221,0,2,1,1
M,1,16,490,5,1,2,3
M,1,12,123,0,5,3,0
F,35,2,537,4,0,5,0
M,1,10,616,0,0,1,5
M,45,5,730,0,3,0,0
M,35,2,627,0,2,3,3
M,18,17,265,2,3,0,4
F,50,9,286,0,1,2,0
F,56,3,244,0,2,0,4
F,18,16,327,2,0,4,0
F,35,17,349,0,3,0,4
F,18,2,681,5,2,0,4
M,35,19,532,1,3,0,0
F,18,6,434,2,3,0,0
F,1,9,708,0,0,3,0
F,18,16,584,1,2,0,0
F,45,16,109,3,3,4,0
F,25,17,314,2,3,5,5
F,45,6,273,2,2,0,5
M,1,20,432,4,4,1,3
M,1,20,87,1,1,5,5
F,35,14,735,2,0,0,0
F,18,0,309,5,4,4,1
F,18,9,110,2,0,5,3
F,50,5,830,0,3,0,4
F,50,9,531,5,0,5,2
F,50,10,31,2,0,0,2
F,56,20,382,1,2,0,0
F,1,10,282,0,0,0,0
M,1,1,481,3,0,0,0
F,35,19,37,0,1,3,0
F,1,18,782,4,0,4,5
M,35,14,303,0,4,0,3
F,56,8,906,0,0,0,0
M,56,0,437,0,0,5,2
M,25,8,641,5,3,2,0
M,50,10,847,1,1,1,4
M,1,5,782,0,3,2,3
F,18,12,760,4,0,0,0
F,35,7,772,4,2,0,1
F,25,10,131,5,2,0,0
M,25,12,550,3,2,1,1
M,35,9,761,0,0,0,3
M,18,14,12,0,0,0,2
M,50,3,193,0,0,0,0
M,1,6,48,4,2,0,0
F,1,5,563,4,0,3,4
F,50,13,114,5,1,3,3
F,45,19,741,0,0,3,0
M,50,5,920,0,0,3,3
M,18,2,339,3,3,3,1
M,18,16,988,0,4,0,0
M,1,18,463,3,3,2,3
F,1,2,148,0,1,2,1
M,50,20,452,1,0,0,0
M,45,8,780,0,0,0,0
F,35,3,6,0,0,0,0
M,50,8,730,3,0,3,1
F,56,3,498,0,0,2,0
M,18,12,105,0,1,0,0
F,25,13,15,0,4,0,0
M,1,3,954,4,4,1,3
F,50,19,524,0,0,0,3
M,50,15,417,0,5,3,4
F,45,1,244,5,5,0,5
F,56,18,537,0,3,2,0
M,35,1,378,3,0,5,0
F,1,5,486,0,2,0,5
M,35,5,482,2,3,5,0
M,50,17,41,0,4,5,0
F,1,20,603,2,3,0,4
F,1,16,674,0,0,0,0
F,50,11,937,4,1,4,3
M,25,12,253,0,0,3,0
F,25,14,6,3,0,0,0
M,56,18,658,0,4,0,2
M,56,11,987,0,4,0,0
M,18,11,180,2,0,1,0
M,56,1,402,5,0,3,0
M,45,12,731,5,4,4,2
F,25,10,800,3,0,0,0
F,35,10,297,3,0,5,0
F,18,9,74,0,5,1,1
F,35,16,105,3,0,3,0
M,18,0,524,3,0,0,0
F,25,16,799,3,0,0,1
F,25,15,488,0,0,0,0
M,25,8,750,0,3,0,4
M,1,14,89,0,0,0,0
M,1,11,442,1,0,4,1
F,25,1,294,1,1,5,0
F,45,9,457,2,5,2,0
F,25,3,84,3,5,3,5
M,1,11,797,2,0,0,1
F,50,9,6,0,0,1,0
F,25,19,537,0,3,1,4
M,45,6,840,0,3,5,3
M,1,14,735,0,0,0,0
F,1,19,743,5,0,2,0
M,50,9,459,4,1,1,3
F,50,0,836,1,0,0,4
F,18,12,741,5,3,2,3
M,50,6,40,0,1,2,3
F,25,3,223,0,0,0,4
M,1,2,900,4,4,5,3
F,35,13,975,4,4,4,0
F,35,12,197,1,3,1,5
M,18,6,993,4,0,0,0
M,45,18,115,3,2,3,5
F,1,17,982,1,4,2,0
M,45,3,727,5,5,5,2
F,50,6,286,2,0,0,4
M,25,5,74,4,2,1,0
F,25,10,161,5,3,4,1
M,18,14,434,1,1,0,0
F,25,16,232,5,3,0,2
F,56,10,972,0,0,0,5
M,35,4,735,5,4,1,3
M,25,7,379,4,0,0,0
F,25,14,904,0,3,0,1
F,35,11,920,0,3,5,0
M,18,20,345,1,4,2,3
M,25,1,198,0,3,0,5
M,35,0,532,4,0,4,3
M,18,1,547,4,0,4,2
M,50,15,672,0,0,0,5
F,35,9,339,2,2,0,2
M,25,14,313,0,0,0,0
F,1,17,488,5,5,3,0
M,45,1,532,2,2,5,3
M,25,1,382,3,4,4,0
F,1,5,346,5,5,3,3
M,35,9,157,3,0,1,2
M,1,13,314,3,0,0,0
M,35,19,616,1,0,1,0
M,56,2,935,0,0,0,2
M,18,2,281,0,2,0,0
M,35,3,760,0,2,5,5
M,35,4,48,0,4,0,4
M,35,5,232,1,4,2,0
M,25,0,463,4,4,0,0
F,1,17,462,3,1,0,0
F,18,20,280,0,3,0,4
M,18,14,224,3,0,5,3
M,50,12,605,0,0,3,3
M,1,10,282,0,0,1,1
F,1,6,830,2,1,2,0
F,35,9,379,0,0,4,4
F,1,5,244,0,1,2,2
F,1,7,380,3,5,0,4
F,56,5,435,2,3,1,0
M,56,8,501,3,1,5,4
F,35,16,314,0,3,5,0
M,18,14,220,2,4,5,4
F,56,13,381,3,0,0,5
F,45,3,498,0,5,0,3
M,45,12,502,4,0,0,0
M,50,18,234,2,0,0,0
F,35,6,81,1,5,1,5
M,45,16,60,0,3,0,0
M,25,7,296,5,3,4,1
F,18,9,131,4,0,0,4
M,25,19,294,0,0,1,2
M,18,13,495,2,4,0,0
M,18,12,191,3,1,0,0
M,25,17,462,0,0,0,2
M,1,17,991,0,3,0,0
F,45,17,560,4,4,0,0
M,35,5,777,5,0,0,0
F,50,9,100,1,0,0,0
F,45,17,836,0,5,3,2
M,18,8,525,0,2,0,4
M,56,10,904,0,4,0,2
M,25,14,320,4,0,0,0
M,18,6,987,0,4,2,4
M,25,16,323,5,4,5,0
M,50,1,498,0,0,2,1
F,18,16,279,0,0,1,0
F,25,3,381,0,4,0,3
M,50,2,992,0,4,5,3
F,1,0,560,4,3,0,0
M,1,13,323,5,2,4,0
M,18,4,13,5,0,5,2
M,56,3,314,4,2,0,0
F,50,19,330,3,3,0,0
F,1,0,672,0,4,0,3
M,18,16,303,5,2,5,0
M,1,8,349,4,1,1,5
F,45,19,735,0,1,1,3
F,56,7,489,0,0,0,0
M,25,14,30,0,0,1,0
M,45,14,465,0,0,0,2
M,45,20,261,5,4,3,0
M,56,10,320,0,0,1,3
M,18,10,442,3,0,0,0
F,1,2,89,4,5,3,5
F,50,12,527,3,3,2,0
M,1,6,445,0,5,3,1
F,45,16,928,3,0,0,0
M,25,18,534,0,0,5,0
F,35,2,146,0,0,0,1
F,25,15,314,0,4,0,0
M,45,13,430,2,2,4,2
M,25,11,701,5,0,0,4
F,18,16,277,0,0,5,4
M,18,6,196,4,0,1,0
F,35,6,33,1,0,1,0
M,50,9,165,0,0,0,0
M,35,18,37,2,4,5,0
M,35,5,796,4,0,2,1
M,35,10,80,5,5,4,3
F,1,12,471,3,4,0,4
M,50,20,777,4,0,0,0
F,25,17,735,5,0,4,3
M,25,18,804,2,0,0,2
F,45,3,6,0,3,0,0
M,35,3,312,3,0,0,0
F,35,4,987,1,0,1,5
M,56,2,557,0,3,0,0
F,50,11,37,0,0,0,0
F,25,10,20,0,5,2,0
M,25,1,297,0,0,0,2
M,56,17,550,4,0,4,0
M,56,3,735,0,0,1,0
F,45,17,432,3,1,0,0
F,56,1,933,0,2,2,4
F,45,8,501,0,3,5,3
F,50,16,50,0,4,0,0
M,56,19,804,2,0,0,0
F,25,7,105,3,0,0,0
M,1,7,610,5,1,0,1
M,35,15,750,5,0,1,5
M,45,18,740,4,0,0,2
F,1,10,482,0,0,0,0
F,25,13,113,4,0,2,4
F,56,8,6,5,0,2,0
F,1,4,127,3,0,4,1
M,18,15,446,4,1,1,0
M,18,2,450,0,0,0,2
F,18,3,447,3,4,3,0
M,18,8,358,0,0,0,4
M,45,2,581,1,2,3,1
M,35,6,920,0,0,0,5
M,18,6,912,5,4,4,4
F,18,12,88,0,0,1,0
M,50,15,535,4,0,4,0
M,45,8,334,4,3,0,2
F,18,20,378,0,0,4,0
F,35,13,346,0,5,4,5
M,18,16,358,4,0,1,4
M,18,13,319,1,4,3,4
F,45,1,708,3,0,0,3
F,1,15,231,1,0,4,2
F,50,2,522,1,0,0,1
F,25,5,427,4,0,3,0
F,25,5,947,0,3,0,0
M,35,5,277,3,0,0,0
F,25,3,741,4,2,5,0
F,50,17,442,0,0,0,5
M,56,0,813,0,0,0,0
F,35,6,352,2,3,5,0
M,25,5,173,0,0,3,0
M,25,17,551,0,0,4,0
M,35,15,804,0,2,4,5
F,1,5,211,0,3,2,1
F,50,19,598,1,3,4,2
M,1,1,402,3,1,0,4
F,18,5,942,0,3,0,4
F,18,10,685,0,0,4,5
M,35,11,354,3,0,0,0
M,35,9,891,0,0,0,2
M,50,2,104,3,1,0,4
F,1,7,273,3,0,1,2
F,56,4,462,1,0,3,0
M,56,3,782,5,0,3,5
F,35,12,787,2,0,4,0
F,35,18,372,2,2,0,0
M,25,16,297,5,0,3,2
F,1,5,532,3,2,1,0
F,35,12,524,0,2,4,4
F,50,2,41,0,0,1,3
F,35,20,993,1,2,4,1
M,50,12,744,5,4,1,4
F,18,7,190,3,2,0,3
M,35,1,497,0,0,4,4
M,25,15,152,1,0,0,1
F,50,8,549,4,3,5,1
F,56,8,708,5,0,1,0
F,1,8,878,4,0,0,0
F,45,17,787,0,0,2,3
F,35,3,856,0,0,4,3
F,1,0,6,2,0,3,0
F,50,19,98,0,5,2,0
F,56,12,105,0,2,4,0
M,25,14,330,0,3,3,0
M,56,16,532,0,3,0,0
F,25,10,118,0,0,0,0
F,35,12,482,0,2,0,0
M,18,12,54,4,3,0,3
M,56,5,27,5,1,5,1
M,56,5,558,1,0,0,2
M,18,18,322,0,4,0,0
F,25,0,857,0,0,0,0
M,35,17,532,1,3,0,1
M,50,13,433,4,5,1,0
F,25,14,131,4,3,0,0
M,18,9,245,0,0,4,1
F,25,0,459,3,1,4,2
F,45,2,277,2,4,5,2
M,25,7,279,0,0,0,3
M,18,4,900,3,1,0,4
F,1,10,790,5,0,1,4
M,1,10,234,0,4,0,0
M,50,11,446,0,0,0,0
F,35,9,146,0,0,0,0
M,50,11,194,4,3,2,0
F,1,12,325,0,0,4,0
F,25,3,756,0,1,3,3
M,35,0,943,2,4,0,0
M,50,7,234,0,0,0,5
M,18,7,146,5,0,0,0
M,35,9,81,5,0,0,0
M,50,16,641,3,5,5,3
M,35,8,320,0,0,0,4
M,35,20,902,0,4,2,0
F,35,19,314,0,5,4,2
M,35,16,990,0,1,0,4
M,35,2,104,0,3,2,3
M,45,1,554,5,2,5,0
M,50,7,149,4,3,4,5
F,35,2,16,0,0,3,0
M,1,16,731,0,0,4,0
M,25,2,282,0,3,3,2
M,35,16,735,5,0,4,2
F,18,2,503,0,3,1,4
F,45,15,462,5,4,0,0
M,18,18,891,0,0,0,0
F,18,20,917,5,2,3,2
M,50,0,446,3,5,2,1
M,25,12,497,5,2,0,5
M,18,0,484,1,4,2,3
M,35,17,870,3,0,5,0
F,18,14,902,0,0,0,3
F,25,3,20,0,2,3,5
M,50,3,110,0,1,3,3
F,18,16,372,4,4,5,0
M,45,13,681,4,1,2,4
M,56,18,935,4,0,5,0
M,25,7,465,2,2,3,0
M,1,11,26,2,5,2,4
F,56,3,244,4,2,1,0
M,45,8,146,0,3,5,0
M,45,13,805,2,0,2,0
M,56,19,48,3,4,0,4
M,25,12,377,2,5,5,2
F,45,10,273,5,0,0,1
M,25,1,275,1,0,2,5
M,1,10,191,3,3,4,5
F,25,15,273,5,4,5,5
M,18,10,613,2,0,5,0
M,35,19,905,0,3,0,5
M,50,20,165,0,5,4,4
M,45,2,143,0,4,0,4
M,18,13,81,5,0,0,3
M,25,17,30,5,4,0,5
F,18,20,165,3,2,5,2
F,25,0,279,0,0,0,0
F,50,11,794,0,0,0,1
F,45,2,84,1,0,0,0
F,18,3,362,4,5,5,0
F,1,9,370,0,0,0,0
F,25,2,782,5,5,3,0
M,45,19,89,0,3,4,0
M,45,20,370,2,4,0,0
M,18,16,603,0,0,4,0
F,45,17,799,3,2,4,2
M,18,12,582,0,4,5,3
F,50,9,524,0,2,3,0
F,25,1,220,0,0,3,0
F,35,8,465,1,5,1,5
F,25,15,81,3,4,0,0
M,25,0,833,5,0,0,1
M,25,3,432,5,4,1,0
F,25,11,735,0,0,3,0
M,25,14,327,4,0,1,4
M,45,16,209,1,3,2,5
M,56,3,802,1,0,2,0
F,1,5,891,0,4,0,3
F,35,8,285,0,3,2,0
F,1,11,430,3,0,5,0
M,56,6,362,5,3,0,0
M,1,2,120,5,0,3,5
F,25,20,720,3,5,2,0
M,45,18,89,2,2,0,1
F,35,16,128,0,1,3,4
M,45,12,744,3,0,5,5
F,1,1,523,0,5,2,1
F,1,2,83,0,3,0,4
F,35,1,923,0,4,5,0
F,18,7,173,3,0,5,4
F,25,5,141,0,0,0,0
F,45,3,525,1,2,5,2
M,56,18,777,4,1,0,0
F,1,19,756,1,0,0,0
F,45,16,609,4,3,0,0
F,18,8,118,2,3,2,3
F,50,10,373,5,2,4,3
M,25,20,726,0,0,2,5
F,25,6,377,5,0,0,0
M,50,6,525,2,3,3,3
M,56,3,181,0,3,4,4
F,25,6,144,3,0,1,3
M,35,17,98,5,0,3,0
M,35,18,230,1,2,3,3
M,35,9,581,3,1,0,1
F,1,18,230,3,1,1,4
M,50,5,74,3,4,4,0
M,45,14,466,2,0,0,0
M,45,10,843,3,2,0,4
F,50,2,972,2,0,3,5
M,35,17,346,0,2,4,0
F,45,19,980,2,4,2,3
F,35,17,15,0,4,1,2
F,50,2,797,1,4,0,4
M,50,19,534,1,3,0,0
F,1,19,441,0,3,3,2
M,1,2,891,3,4,0,5
F,50,8,834,2,0,4,0
M,50,16,598,0,0,0,3
M,18,3,764,0,5,0,0
M,1,3,178,4,3,5,4
F,50,18,917,1,0,0,3
F,18,9,622,4,0,5,5
M,18,1,6,0,4,0,1
F,56,2,201,3,0,3,5
M,1,18,120,4,0,4,0
M,1,8,933,5,3,3,0
M,1,0,997,3,0,1,0
F,50,3,108,0,0,0,0
F,1,18,50,2,0,4,3
F,18,5,610,1,0,3,2
F,1,1,957,4,3,5,4
M,50,16,221,0,2,0,0
M,50,17,943,5,1,3,4
F,18,5,931,0,0,0,0
F,45,10,113,0,4,5,0
F,25,11,796,3,2,0,5
F,25,13,700,2,4,1,0
F,35,6,131,0,0,0,0
M,35,10,122,1,0,5,1
M,56,4,523,4,0,0,0
M,18,18,523,5,1,3,0
M,25,20,354,3,0,0,3
M,50,9,21,0,0,2,0
M,1,5,700,2,0,1,0
F,50,15,655,3,0,4,3
M,25,3,834,5,0,4,3
M,25,17,802,0,3,0,0
F,18,19,132,2,5,1,3
M,1,11,782,5,4,2,2
M,25,5,549,2,1,2,2
M,25,4,175,3,0,5,2
M,50,0,902,1,2,3,5
F,25,2,402,0,3,0,4
F,45,19,735,0,0,0,0
M,25,13,775,0,0,0,0
M,18,11,701,5,0,0,0
F,25,18,993,5,2,0,0
F,50,18,208,0,3,0,0
M,25,12,234,5,4,0,0
M,25,10,534,4,0,4,5
M,50,15,144,0,0,0,0
M,25,9,539,0,3,3,1
F,25,20,312,3,2,0,3
F,35,7,98,0,2,0,0
M,18,20,603,3,0,0,2
F,18,5,610,3,3,2,4
M,25,11,473,1,2,0,0
F,25,16,88,3,3,0,0
F,45,7,606,0,1,5,0
F,1,6,110,0,4,0,1
M,56,5,165,3,2,3,2
F,18,17,194,0,1,2,4
M,18,7,923,0,0,1,1
M,56,7,920,1,0,5,0
F,18,1,122,3,0,0,4
M,18,15,778,3,4,1,3
F,50,7,441,0,0,0,4
M,35,17,45,5,2,4,0
M,35,6,581,2,1,0,1
F,35,8,616,0,0,3,3
M,25,2,103,0,5,2,0
F,25,0,212,4,4,4,3
M,50,16,274,3,1,5,3
F,1,12,752,4,2,4,1
M,35,5,42,1,5,5,2
F,1,18,972,4,3,0,0
F,56,19,152,0,0,0,0
M,35,16,603,4,0,0,0
F,25,14,539,2,5,4,4
M,35,18,175,3,0,2,0
M,18,15,914,5,3,3,4
F,18,7,780,2,4,2,2
M,18,17,765,2,3,0,4
F,18,16,396,5,2,0,0
M,1,15,580,0,4,0,1
F,18,4,49,5,2,0,0
F,25,15,200,0,0,0,0
F,35,12,982,3,4,0,0
M,56,8,558,0,0,3,0
F,45,9,954,4,1,5,4
F,50,18,524,3,1,4,1
M,35,8,730,0,0,3,0
F,1,2,65,1,0,0,5
M,35,5,462,3,0,0,0
M,35,1,104,2,0,5,5
M,56,12,708,3,0,0,0
M,45,7,618,4,2,0,5
M,18,12,171,0,0,0,0
F,35,5,486,0,0,0,0
M,18,12,741,0,3,4,0
M,25,1,894,4,2,5,0
M,25,10,297,4,5,0,0
F,18,11,970,2,0,0,3
M,25,10,212,2,0,5,5
M,35,11,891,4,5,4,4
M,18,12,988,4,1,1,0
F,18,5,919,2,4,2,1
M,25,12,314,3,0,4,5
M,18,0,118,4,0,0,0
M,56,12,191,0,5,2,0
M,1,5,913,0,0,0,2
M,18,1,530,3,4,0,0
M,1,7,234,1,0,0,0
F,50,10,974,2,1,1,2
M,1,4,196,2,4,5,0
M,35,6,836,0,5,4,2
F,35,20,743,0,0,0,0
F,50,16,600,4,0,0,4
F,35,14,80,3,0,0,0
F,25,4,966,5,4,3,3
M,45,6,481,0,4,0,0
M,35,11,765,3,1,3,1
M,25,9,597,3,3,1,2
M,45,11,930,0,4,1,0
M,18,7,301,0,4,0,5
F,25,11,804,5,0,5,1
F,18,9,148,2,0,0,3
F,45,5,830,0,0,3,0
M,56,10,140,3,1,4,2
M,50,13,735,2,0,0,4
M,56,18,959,2,0,0,5
M,25,17,465,4,0,1,0
F,50,20,990,5,4,0,0
M,18,19,681,3,0,4,0
F,1,8,194,2,2,0,0
F,45,3,622,0,2,0,0
F,45,19,120,2,0,0,0
F,35,0,811,0,0,0,0
F,25,5,461,3,2,0,3
F,56,5,442,0,0,3,4
F,56,12,98,0,0,2,0
M,45,16,559,0,0,0,0
F,1,2,244,0,0,0,0
F,18,12,290,0,0,4,2
F,45,16,652,3,0,1,0
F,35,12,115,0,0,0,0
F,50,17,800,0,2,0,3
M,18,18,853,1,3,3,0
M,25,6,81,2,1,0,3
M,1,13,951,0,2,0,3
F,35,6,206,0,0,5,0
M,56,16,333,5,2,2,1
M,56,6,146,0,0,0,0
M,1,11,625,3,3,5,0
F,25,15,992,0,5,1,4
F,1,10,977,3,3,0,0
F,50,11,244,4,0,0,0
F,56,6,79,3,4,1,0
M,18,3,224,0,5,0,0
M,45,16,333,2,0,0,1
M,1,5,474,4,0,1,5
F,18,18,730,4,2,1,4
F,56,11,338,0,3,0,0
F,18,6,282,3,5,0,0
M,18,3,290,0,0,5,3
M,45,4,462,3,5,4,0
M,25,2,314,0,0,0,4
F,1,12,21,4,5,2,4
F,18,9,50,0,3,2,0
F,18,17,371,0,4,0,0
M,18,20,27,0,3,0,0
F,35,10,337,4,5,0,4
F,50,20,947,1,0,3,0
M,45,1,727,0,4,3,4
F,45,16,987,4,5,0,3
F,45,12,744,4,0,0,0
F,50,20,991,0,3,3,4
F,18,6,436,5,2,2,1
M,50,2,949,0,0,5,0
F,50,1,325,2,3,5,4
M,35,10,803,2,4,0,5
M,25,6,157,3,3,0,1
F,1,7,194,5,2,0,3
F,18,7,787,2,0,4,0
M,35,2,115,0,3,2,0
M,18,17,168,0,3,0,0
F,18,7,194,1,0,4,0
F,25,9,165,4,0,0,0
F,56,16,273,0,5,4,4
M,18,19,910,1,3,0,2
F,45,19,953,5,0,0,0
M,25,9,70,2,0,3,2
M,1,2,871,5,1,0,2
F,45,6,485,1,0,1,1
F,56,19,484,2,5,5,5
M,25,3,603,0,4,0,5
F,35,18,74,0,0,1,0
M,35,19,943,0,1,0,1
M,35,5,215,3,0,0,0
F,45,2,42,2,0,0,4
M,25,19,809,4,2,2,0
M,1,17,338,1,2,0,5
F,56,15,220,4,2,3,3
M,50,19,837,0,3,5,5
