Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
F,1,14,110,0,0,5,0,0,0,0,0,0,0,0
F,25,17,322,2,4,0,0,2,0,0,3,4,4,3
M,18,6,805,2,0,4,0,0,0,5,3,1,4,0
F,50,5,553,4,0,2,5,0,2,1,1,5,1,2
F,1,17,150,2,2,0,1,3,0,5,5,4,3,0
M,25,3,547,0,1,0,0,0,4,1,0,2,0,2
M,45,16,912,0,1,0,2,5,5,4,1,2,0,5
M,18,0,168,3,3,2,0,0,4,0,3,0,2,4
F,50,9,201,0,0,1,3,3,2,5,0,5,0,4
F,25,1,925,0,1,3,0,0,0,4,0,4,0,4
F,35,20,320,2,0,0,4,3,0,1,0,5,0,2
F,50,2,198,4,0,3,1,0,4,4,0,0,0,5
M,50,1,338,4,3,1,0,4,4,1,3,1,0,0
M,50,7,459,0,3,0,5,0,5,0,3,1,3,3
M,25,15,917,0,0,3,2,3,0,3,5,0,1,1
F,56,18,230,0,0,5,4,0,0,2,0,3,0,0
F,35,3,836,5,0,5,1,0,3,5,5,2,5,0
F,50,0,301,0,0,5,3,2,2,4,3,4,0,3
M,45,11,141,0,0,0,5,0,3,1,1,2,0,0
M,18,12,913,2,3,4,0,4,5,0,3,1,1,5
F,45,17,956,4,0,1,1,0,2,5,3,1,0,5
M,1,4,735,4,1,5,3,2,3,4,2,0,0,0
F,35,5,705,0,0,1,0,0,5,3,3,5,0,4
M,25,8,49,0,4,0,3,1,0,2,2,4,0,3
F,35,9,297,0,0,3,1,0,4,3,0,1,5,3
F,25,1,841,0,0,1,2,5,5,1,3,4,0,1
F,50,12,836,0,2,3,2,1,0,3,5,4,1,0
M,45,1,65,0,2,3,0,0,0,4,3,4,4,0
F,25,4,840,5,0,5,3,1,0,2,5,5,0,0
M,50,8,983,0,3,5,4,0,0,2,2,2,0,0
M,1,10,380,0,2,0,1,0,3,3,0,0,4,0
F,1,1,875,0,1,4,2,0,3,0,2,0,4,0
F,50,3,230,2,0,1,0,0,2,3,0,3,3,0
M,1,0,144,0,3,4,1,1,0,3,0,5,0,0
M,1,3,577,5,0,3,4,0,5,3,1,5,4,2
F,56,7,140,0,0,5,4,2,0,4,4,1,5,0
F,18,17,680,2,4,3,2,5,0,2,4,4,5,0
F,25,3,29,1,1,4,4,4,3,1,0,5,0,0
F,1,15,229,0,0,1,4,1,0,4,5,0,0,5
M,35,20,982,0,0,0,4,2,4,2,3,4,0,0
F,25,18,406,0,0,0,3,0,4,3,2,5,0,1
M,1,5,286,4,0,1,5,0,2,1,1,5,4,4
M,18,14,10,5,0,4,2,5,3,0,0,0,0,4
F,50,2,290,4,0,0,3,5,4,4,3,2,0,1
M,35,17,468,4,4,2,0,5,0,4,0,4,0,3
M,35,12,307,0,0,1,2,1,2,0,5,2,0,4
F,56,5,603,4,0,0,1,0,0,0,0,4,0,0
M,50,8,37,0,0,2,2,0,0,3,4,5,0,0
F,56,0,930,0,0,4,2,0,4,2,0,4,0,1
F,50,15,20,0,2,0,1,5,2,0,4,3,0,4
F,45,3,430,0,0,2,4,0,5,0,3,5,3,3
F,50,13,984,2,0,0,2,0,5,4,4,0,0,4
M,18,18,992,0,0,2,4,5,3,0,2,4,1,3
M,1,10,208,0,0,4,1,0,0,0,0,3,0,0
F,35,8,666,0,2,0,0,1,3,0,5,5,0,0
M,18,2,974,2,0,5,0,0,1,5,3,1,0,2
