Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,25,19,943,0,4,4,0,0,2,0,0
F,25,4,109,2,3,0,3,1,0,4,2
F,1,17,987,4,4,0,0,0,0,5,3
F,56,3,838,2,5,4,4,1,5,1,0
M,50,16,912,4,1,5,0,0,0,3,1
F,35,1,201,0,2,4,0,2,5,1,1
M,35,5,21,0,5,0,0,0,3,2,4
M,25,15,371,4,5,5,0,0,1,2,4
F,1,0,198,2,1,5,4,4,5,1,4
M,1,13,201,2,3,2,2,0,2,3,4
F,45,5,354,1,1,2,2,2,0,5,5
F,56,3,802,3,3,1,2,0,2,3,1
M,35,20,215,2,3,0,5,4,3,4,4
M,35,15,549,0,3,5,4,3,3,0,5
F,45,6,539,4,4,1,1,4,1,1,5
F,1,2,371,4,1,2,2,0,4,4,1
F,50,18,466,5,5,4,3,2,3,5,2
F,1,13,165,4,0,0,4,0,4,1,2
M,56,6,211,0,5,4,4,0,4,0,2
M,56,3,115,2,0,4,5,2,2,1,2
F,18,0,770,5,5,0,4,0,5,3,0
F,50,6,376,3,0,1,0,5,2,5,5
M,50,7,300,5,0,2,2,0,3,2,4
F,45,20,906,0,5,5,4,4,5,3,0
F,18,12,462,3,0,2,0,4,0,1,2
M,1,13,946,2,4,4,5,0,0,1,2
F,35,9,197,3,1,5,1,0,1,1,2
M,25,16,370,0,1,0,5,2,5,2,1
F,50,5,434,3,2,0,0,0,4,4,2
F,18,4,850,0,3,0,0,0,0,5,1
F,50,4,616,3,2,0,3,0,2,1,0
F,35,14,210,2,0,1,2,0,2,3,1
M,35,5,606,4,4,2,2,0,0,0,2
M,35,8,494,2,0,3,1,2,5,5,5
M,56,1,902,1,5,1,5,2,3,1,3
F,25,1,30,3,0,0,0,0,0,1,3
F,56,2,921,5,4,0,3,2,0,2,4
F,35,9,240,3,5,3,0,1,0,5,3
F,35,11,79,4,1,0,0,0,0,0,4
F,18,16,601,2,5,4,5,0,0,4,1
M,1,19,380,4,5,0,0,0,0,3,3
M,25,1,459,5,3,0,5,3,4,5,1
M,25,17,878,0,4,5,3,0,4,4,2
F,50,13,338,0,5,0,2,0,5,2,5
F,25,7,553,4,1,0,1,0,3,4,1
F,35,0,200,1,3,3,0,0,3,0,0
F,18,10,933,5,0,4,0,0,3,5,3
F,45,20,925,3,3,0,5,0,5,5,3
M,50,11,597,4,0,0,3,5,0,0,2
F,35,20,799,4,5,0,2,2,4,3,0
F,50,16,949,0,0,4,1,0,2,5,3
F,25,13,793,0,5,0,3,2,3,4,1
F,56,1,265,4,2,0,4,5,2,0,0
M,25,2,605,5,3,5,1,0,0,4,3
M,35,10,584,4,5,0,3,0,4,3,5
F,25,7,461,5,0,4,1,2,0,5,3
M,45,15,12,1,0,1,0,0,5,3,5
M,50,16,920,3,1,1,4,2,0,4,5
F,18,4,13,0,0,5,5,0,0,2,0
F,35,8,453,1,5,0,4,4,4,0,0
M,35,15,815,4,1,0,3,0,3,1,1
F,25,16,447,0,0,1,4,0,3,2,2
M,50,18,522,0,0,2,0,1,3,4,5
F,35,1,520,3,4,0,1,0,1,3,0
F,35,2,880,0,1,0,4,3,0,2,4
F,18,10,149,0,4,1,0,0,5,1,2
F,50,6,462,4,3,0,3,0,0,4,0
M,50,18,809,1,5,0,5,0,0,1,4
M,45,14,554,5,3,2,1,2,4,1,3
F,56,17,61,0,5,1,2,1,4,2,0
F,45,5,297,4,4,0,2,0,0,2,3
M,18,5,758,5,2,3,5,0,0,5,0
M,56,6,483,0,4,4,0,0,4,4,3
F,50,18,601,3,2,4,0,0,3,4,3
M,25,12,468,3,4,3,4,0,1,3,2
F,50,18,194,5,1,0,1,4,0,0,5
F,25,17,142,4,1,0,2,0,4,2,3
F,25,7,453,2,5,2,3,4,1,3,3
F,50,19,704,4,1,0,3,4,3,0,5
M,50,0,346,3,0,2,4,0,3,1,3
M,1,1,535,4,5,0,2,0,4,0,4
F,18,0,581,2,0,0,3,0,0,1,1
M,18,10,240,5,5,0,5,0,5,3,4
F,18,20,38,3,0,0,2,2,0,0,4
F,35,9,330,0,3,4,5,2,5,2,2
M,1,1,970,5,2,0,0,0,4,5,5
F,18,20,114,0,1,0,1,1,3,1,5
