Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
M,18,19,463,4,1,5,0,0,3,4,0,3,4,0,1,4,1,0,0,5,5,5,3,2,0,2
M,56,12,88,4,3,5,0,4,3,0,5,2,1,5,2,0,5,4,3,4,1,0,0,0,0,5
F,18,17,215,4,1,4,1,0,0,2,0,0,1,2,0,5,3,4,1,5,5,2,0,3,5,0
M,1,0,460,0,0,5,0,5,0,5,1,0,2,0,0,5,0,0,3,0,2,0,2,0,2,0
M,18,2,284,1,2,4,0,4,0,5,0,1,1,2,0,1,3,2,0,0,2,0,0,1,0,5
M,50,5,602,5,3,5,4,4,1,1,1,5,5,4,0,0,4,3,1,1,0,4,4,5,0,3
M,35,7,78,0,3,5,4,0,0,3,0,5,1,1,3,0,3,3,5,5,2,3,3,2,2,1
M,25,6,900,0,2,5,0,1,1,0,1,0,0,1,3,1,1,1,1,0,2,3,4,2,1,1
F,50,7,704,5,1,3,3,5,4,1,2,0,0,1,0,1,2,0,0,0,3,0,1,0,0,2
M,1,7,441,0,3,4,1,0,2,2,0,3,0,0,0,0,0,1,0,1,0,4,0,5,0,5
M,1,6,33,5,1,4,5,3,2,4,0,0,0,4,5,0,4,2,0,0,0,0,0,4,0,2
F,25,15,968,0,0,0,5,3,0,2,0,0,3,4,0,3,3,3,0,1,3,4,5,5,2,5
M,1,4,292,4,4,5,0,0,1,0,0,5,1,5,5,0,1,3,0,0,1,0,3,2,0,0
M,1,13,705,4,3,0,4,0,3,0,1,1,0,2,3,1,0,0,5,4,4,0,3,1,3,0
F,25,5,944,1,3,5,4,4,4,2,0,1,0,2,5,0,4,1,1,3,4,2,4,5,0,5
M,18,2,282,5,0,4,3,4,0,2,5,3,3,2,2,0,5,0,0,0,2,0,0,0,0,3
F,18,13,492,0,4,2,0,3,0,1,5,3,0,2,0,3,1,0,0,0,0,5,3,1,0,3
M,56,5,705,0,4,0,0,0,0,5,0,5,1,4,3,1,5,4,0,0,2,0,2,2,1,3
M,50,19,761,0,2,5,0,4,0,3,2,3,5,5,5,4,2,3,0,3,5,0,2,5,0,1
M,50,17,927,0,1,5,0,4,4,0,0,0,3,4,4,0,3,0,3,4,0,0,0,2,0,3
M,56,18,111,0,3,4,0,3,0,5,5,5,0,5,3,1,0,1,0,0,0,0,0,5,0,0
