Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,45,12,6,4,0,0,2,4,4,0,0,5,1,0
M,18,10,6,0,0,1,2,5,2,5,2,3,3,1
F,25,4,6,0,4,4,1,0,3,3,1,0,4,0
M,1,12,6,5,0,2,0,5,4,5,1,1,2,5
F,25,3,6,5,3,4,0,3,4,5,3,0,0,3
F,50,17,6,5,3,5,4,4,2,0,4,4,3,0
M,50,4,6,5,2,5,0,0,2,2,4,0,0,0
M,35,6,6,3,0,1,3,0,2,3,4,0,0,5
M,25,1,6,1,2,4,5,3,5,2,5,0,0,3
M,56,17,6,5,1,2,1,2,1,2,5,4,3,0
F,25,1,10,4,2,0,5,0,3,0,0,4,0,0
M,25,14,10,2,0,4,1,3,5,3,0,3,4,4
M,18,10,10,1,0,1,2,4,5,4,0,1,4,4
F,45,15,10,2,0,0,2,0,2,0,1,1,0,0
F,25,7,10,1,3,2,1,5,3,1,1,0,4,0
F,18,20,10,3,1,4,1,0,2,1,3,5,3,0
M,18,9,10,1,0,0,1,0,2,3,3,0,4,2
M,25,9,10,4,4,5,1,3,2,1,4,2,5,2
M,1,4,10,2,1,0,0,5,3,5,4,3,5,2
M,25,17,10,5,0,4,0,3,4,1,1,4,2,0
M,35,13,10,5,0,5,5,0,4,1,5,4,2,0
M,25,17,10,5,0,0,2,5,1,4,5,4,3,0
F,18,20,12,3,0,3,0,3,1,0,0,5,5,4
M,45,14,12,0,1,4,4,0,1,2,0,4,3,1
M,18,7,12,0,0,5,5,0,4,5,4,2,4,1
M,25,12,12,0,3,1,2,5,5,4,1,0,0,3
M,50,5,12,2,0,0,4,3,1,2,2,3,4,3
M,35,16,12,4,0,4,4,5,0,4,2,1,3,5
F,35,17,12,1,3,3,4,2,1,3,1,1,5,0
M,35,0,12,1,2,0,0,4,5,0,2,4,0,5
F,35,1,12,0,2,5,3,0,5,5,5,1,5,4
F,25,15,12,0,3,1,4,0,0,4,5,3,1,4
M,25,4,13,4,0,0,2,2,1,5,0,2,0,1
M,25,20,13,1,2,1,5,2,5,1,0,2,1,3
F,45,0,13,5,0,0,1,4,0,3,1,2,2,1
F,56,18,13,4,0,5,2,0,2,2,1,1,0,3
M,25,17,13,5,3,1,4,5,2,4,3,2,2,3
M,35,12,15,3,4,1,0,5,5,2,0,5,3,5
