Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
M,18,14,6,2,4,0,0,2,4,1
M,45,0,6,4,0,1,0,0,0,4
M,25,2,6,0,3,0,2,0,1,5
M,18,20,6,5,2,4,0,0,0,0
F,25,4,6,2,5,3,5,4,5,0
F,45,3,6,3,4,4,5,5,5,0
F,18,19,6,0,2,4,1,2,4,4
M,25,8,6,1,1,4,5,3,0,1
M,1,4,6,0,4,5,2,0,5,1
M,56,1,6,0,2,5,1,4,0,0
M,50,5,10,2,0,0,0,5,4,0
F,18,6,10,0,1,0,3,0,2,2
M,1,7,10,2,1,0,0,0,2,0
M,56,2,10,3,5,3,0,5,0,0
M,50,17,10,2,4,1,0,2,5,1
M,25,1,10,0,2,2,0,3,1,0
M,1,17,10,0,2,4,4,4,3,0
M,45,15,10,3,2,4,1,5,5,0
F,18,15,10,0,3,4,4,0,0,4
F,25,4,10,2,2,4,3,0,2,4
M,45,0,10,2,2,5,0,2,3,1
M,18,4,12,4,0,3,5,5,2,4
F,25,12,12,0,0,2,0,5,3,0
M,45,17,12,5,2,2,0,0,0,5
M,18,18,12,0,4,3,4,0,0,5
F,45,3,12,0,0,3,0,0,4,0
F,45,5,12,0,4,4,0,4,4,4
M,25,4,12,1,0,4,0,5,2,5
M,1,0,12,5,1,5,0,0,1,5
M,25,14,12,4,0,5,0,0,0,0
M,50,6,12,1,1,5,3,5,4,1
F,45,0,13,0,1,1,2,5,3,2
F,45,20,13,1,3,1,4,5,0,2
F,25,12,13,2,0,3,5,4,4,0
F,56,7,13,0,5,4,0,3,4,1
F,18,10,13,0,4,5,0,5,4,0
F,25,7,15,1,1,0,3,4,1,0
F,35,10,15,4,0,0,0,5,3,5
M,25,15,15,0,2,1,2,3,0,2
M,56,12,15,0,0,1,0,4,0,0
F,45,7,15,4,1,1,0,5,3,1
M,25,7,15,0,5,2,0,3,2,2
F,45,15,15,2,2,2,3,0,5,2
M,35,14,15,2,2,2,5,0,0,0
F,25,16,15,2,5,2,0,4,0,5
M,45,13,15,3,0,0,0,5,0,4
F,18,2,15,3,5,3,0,4,4,4
F,45,17,15,5,0,4,4,5,0,1
M,45,18,15,0,5,4,5,5,5,0
F,18,12,15,2,4,4,1,0,1,0
F,25,1,15,1,0,4,0,5,1,0
M,50,4,15,3,1,4,4,3,4,0
M,25,7,15,2,1,4,4,2,5,0
M,1,13,15,0,3,4,2,4,1,0
M,45,0,15,3,5,5,0,5,2,2
F,18,19,15,2,1,5,0,0,3,3
F,1,17,16,0,3,0,1,3,0,0
F,25,11,16,3,0,0,3,0,4,0
M,45,1,16,1,1,0,1,5,4,1
M,45,9,16,5,1,0,0,0,2,2
F,25,8,16,0,2,0,4,0,5,2
M,18,0,16,0,0,0,0,0,0,1
F,1,0,16,4,5,0,3,4,3,4
F,45,0,16,3,0,1,0,4,1,0
M,1,17,16,4,1,1,0,5,5,0
M,1,14,16,1,5,1,1,2,5,0
F,25,4,16,2,2,1,1,5,2,0
M,1,7,16,5,2,1,5,0,0,5
