Gender,Age,Occupation,ZIP-code,247,885,1097,1654,2086,2138,2872
F,18,16,175,2,0,2,4,4,0,0
F,18,3,165,1,4,2,5,0,4,0
F,35,13,280,0,4,4,5,0,0,1
M,50,7,944,4,0,3,2,0,5,3
M,50,3,446,0,4,5,0,0,1,2
F,45,20,935,0,0,4,2,0,0,0
F,45,9,672,5,0,2,3,4,0,2
F,45,9,358,0,4,2,1,5,0,2
F,1,7,915,2,2,4,0,4,2,0
F,35,7,120,0,0,0,2,0,0,0
F,35,4,794,0,0,2,0,4,1,0
F,1,11,287,5,0,0,1,0,5,3
M,1,5,906,0,0,4,1,4,1,3
M,56,14,201,5,1,0,0,2,0,1
F,1,19,531,2,0,3,2,0,0,4
F,25,6,727,0,0,2,4,0,1,5
M,1,20,905,1,0,3,0,4,0,5
M,56,8,530,2,0,4,3,4,5,2
M,25,20,281,1,5,2,0,0,0,0
M,35,4,830,0,4,0,0,0,0,3
M,45,10,949,3,4,0,0,0,0,2
M,25,11,622,0,0,0,4,0,0,0
M,45,1,793,1,0,4,5,0,0,2
M,56,7,130,0,0,0,5,0,2,0
M,25,5,765,4,0,2,0,5,5,0
M,18,4,427,0,0,0,0,0,1,0
F,25,11,557,4,0,0,0,3,1,0
M,25,17,143,0,0,0,1,0,4,4
M,25,20,919,0,4,0,0,0,0,3
F,50,19,90,3,0,0,4,5,4,0
F,45,16,61,0,0,5,3,0,0,4
F,56,13,469,5,0,4,4,0,4,0
F,18,5,61,0,0,3,4,0,3,5
F,25,6,347,0,0,0,1,0,0,3
M,45,5,435,2,5,2,0,5,0,4
M,25,15,850,0,0,0,0,0,0,0
M,25,3,345,0,0,0,0,0,1,0
M,18,9,319,5,1,2,4,0,0,4
F,25,12,957,0,0,0,0,0,0,0
F,25,17,780,5,0,3,4,4,5,0
F,56,14,327,0,0,3,2,4,0,5
M,25,0,19,5,0,4,0,0,0,4
M,56,17,838,1,0,3,4,0,0,0
M,50,7,320,4,5,0,3,0,1,3
