Gender,Age,Occupation,ZIP-code,260,1097,1750,2021,2093,2105,2628,2968
M,18,16,226,2,5,5,0,0,1,4,0
F,45,2,974,0,5,4,3,1,0,0,0
M,45,10,602,0,4,0,3,0,4,4,4
F,45,0,480,4,0,2,4,0,3,2,3
F,35,11,294,0,4,0,1,0,0,3,2
F,35,10,492,2,2,3,4,1,0,0,4
M,25,0,666,4,5,1,4,1,5,3,4
F,18,11,906,5,2,3,0,0,4,0,3
F,35,0,625,5,0,0,3,0,1,2,4
M,1,19,261,2,4,0,4,5,4,0,4
M,56,3,940,5,0,3,0,3,0,0,4
M,35,0,222,0,3,3,4,5,3,0,3
M,35,0,200,1,1,3,0,0,3,1,0
M,56,15,462,4,3,3,2,0,4,0,0
F,56,1,965,5,5,0,3,3,1,0,2
M,50,6,752,1,5,4,1,0,2,2,4
F,25,7,146,5,4,1,2,1,5,5,4
F,50,1,800,3,2,1,0,3,2,5,0
F,18,18,417,0,0,2,2,3,0,5,5
M,45,1,530,0,0,4,0,1,3,0,5
M,25,0,764,0,4,5,0,2,4,3,5
M,50,16,41,3,5,5,3,5,4,0,3
F,35,8,56,5,0,2,2,0,5,0,1
F,1,9,417,3,2,2,1,3,4,5,4
F,25,10,16,5,0,0,0,0,2,1,3
F,50,9,971,3,3,2,0,0,1,5,3
M,45,20,550,3,4,5,3,5,4,2,0
M,45,18,843,2,2,5,2,0,3,0,2
M,25,9,993,2,2,1,5,3,4,2,3
M,45,10,323,1,0,5,3,2,4,3,4
M,35,17,193,3,1,1,3,3,1,0,3
F,56,19,329,0,3,4,5,0,1,5,1
F,50,14,433,4,1,0,2,2,3,2,1
F,25,19,105,2,3,4,0,0,2,1,0
M,1,5,772,5,2,3,0,3,5,0,5
F,35,14,15,3,5,5,3,3,1,4,3
M,25,20,913,5,1,3,0,2,0,1,3
F,35,15,924,4,3,2,1,0,2,1,4
M,56,3,104,0,3,2,0,3,0,2,4
M,1,10,773,0,5,0,0,5,5,3,3
F,25,0,211,4,1,4,3,5,0,3,4
F,35,15,380,5,0,3,4,0,2,0,2
M,56,12,28,5,5,5,2,5,3,2,3
M,35,4,934,4,3,2,4,2,0,1,4
M,25,15,633,5,2,1,2,0,2,4,5
M,25,1,907,5,5,2,2,2,1,2,2
F,25,7,802,0,0,0,1,0,2,3,2
F,18,5,926,5,3,4,5,0,5,3,4
F,45,8,275,4,0,0,2,4,4,1,3
