Gender,Age,Occupation,ZIP-code,673,810,1073,1126,1702,2100,2174,2253,2797,3393,3466
M,45,17,461,4,3,1,0,1,2,3,1,5,5,4
F,35,4,945,1,1,3,0,1,5,4,0,3,0,5
M,45,16,212,3,5,5,2,0,0,5,1,2,0,0
M,45,9,797,2,4,2,1,4,0,1,2,5,0,3
F,56,16,338,0,0,0,0,0,2,2,4,3,0,5
F,56,4,630,1,2,2,4,4,2,5,2,5,5,3
M,45,4,982,0,0,5,0,0,5,0,5,3,0,4
F,45,0,600,0,0,4,4,0,5,5,0,0,2,0
M,18,3,436,2,2,0,0,4,2,4,4,2,4,5
M,35,9,680,0,0,4,5,0,3,3,0,4,4,0
M,56,16,307,1,1,1,4,0,2,3,2,5,1,0
M,25,20,878,0,2,0,1,4,5,0,5,1,5,4
F,25,19,209,1,0,4,5,0,0,1,0,4,0,0
M,45,3,466,3,3,1,4,3,4,2,4,5,0,4
M,56,2,553,4,3,2,2,0,4,5,0,0,4,0
M,35,20,469,3,2,5,5,4,5,0,2,4,4,5
M,56,12,100,0,3,5,1,2,2,4,0,0,4,4
M,25,20,605,1,5,2,0,4,0,0,5,4,5,3
F,50,6,930,0,0,1,0,3,3,5,2,4,0,0
M,18,10,136,4,3,0,2,3,4,5,0,3,5,0
F,56,20,87,1,3,0,2,1,0,2,0,5,0,4
M,45,11,480,4,2,4,3,0,1,4,4,3,4,0
M,18,12,235,1,4,3,0,4,0,5,2,5,4,3
M,18,10,765,3,5,1,1,0,4,1,3,3,5,0
M,25,12,956,1,3,3,2,1,3,3,3,4,5,1
M,25,17,558,1,4,3,3,3,5,2,1,4,2,1
M,45,4,930,5,3,2,1,2,0,2,0,5,0,2
M,35,0,115,0,2,0,0,2,0,5,3,4,0,4
F,56,9,833,3,3,4,2,3,2,0,4,3,0,4
M,50,15,600,4,5,1,4,1,0,0,1,1,3,4
F,18,1,275,4,3,4,1,4,4,3,5,4,2,5
M,18,5,276,3,3,4,2,0,0,4,1,4,0,0
F,45,12,421,4,0,0,5,3,2,2,2,0,4,2
M,50,7,88,3,0,5,5,3,5,3,3,1,5,1
M,1,3,602,2,4,5,0,1,3,5,2,3,0,4
M,45,11,196,0,1,2,3,4,4,5,0,5,0,2
M,25,8,410,2,2,4,2,5,0,5,0,2,2,0
M,56,11,652,1,1,4,0,1,2,5,0,0,0,4
M,35,18,840,5,1,2,5,2,0,2,0,3,4,0
M,18,0,782,3,4,1,1,0,0,4,2,3,2,3
F,18,16,50,3,0,3,3,5,4,3,1,3,0,3
M,56,12,212,2,2,1,2,5,5,2,2,3,0,3
M,25,17,465,1,0,4,3,0,0,3,5,1,0,0
F,35,19,309,5,0,5,0,3,2,3,5,2,5,3
M,45,2,70,0,0,2,0,0,0,1,4,5,0,4
M,1,8,329,4,2,4,4,4,1,5,1,1,2,5
M,35,11,891,1,4,0,2,5,3,2,5,1,4,2
M,45,9,345,3,0,5,0,5,1,5,5,2,0,0
M,50,8,895,2,1,1,4,2,2,4,5,3,0,2
F,18,16,741,0,0,0,1,3,2,1,5,0,0,0
M,25,3,326,1,1,4,4,5,4,2,4,4,0,3
M,56,6,666,1,2,0,0,0,2,5,0,0,0,4
M,18,15,136,4,1,0,4,0,4,4,4,2,0,2
M,18,4,939,3,3,0,2,1,0,0,1,5,4,1
M,35,10,743,0,0,3,3,3,5,0,3,1,0,0
F,35,14,38,1,0,0,0,0,1,2,0,5,0,2
M,45,4,481,0,4,4,5,3,4,1,1,4,0,0
F,56,14,50,0,0,5,0,0,2,1,0,5,0,5
F,56,20,79,1,1,1,2,2,0,4,5,4,2,0
F,25,20,813,3,5,5,0,2,4,0,0,2,5,4
F,35,17,100,2,0,4,4,0,1,1,0,2,2,2
M,18,6,943,0,1,3,1,1,3,3,2,2,0,5
F,56,17,88,0,0,4,2,0,3,4,0,4,0,0
F,35,0,301,0,0,4,5,0,3,3,3,4,2,0
F,25,15,904,0,0,0,2,0,0,5,1,2,2,5
M,1,20,136,4,1,2,0,1,2,0,0,4,0,2
M,35,8,226,1,0,0,0,0,1,4,2,1,4,3
M,25,6,631,1,0,1,1,0,5,3,2,3,0,0
M,45,5,627,1,1,4,5,5,3,5,1,3,1,2
F,18,2,982,0,1,3,4,0,0,4,0,2,3,2
M,25,13,38,4,3,5,0,0,0,0,4,1,0,4
M,45,15,196,2,3,1,0,3,2,3,5,4,4,3
M,25,2,577,3,3,0,3,5,3,4,4,5,5,3
M,50,5,65,4,5,4,3,5,2,0,0,4,2,4
F,1,14,321,3,0,4,5,5,2,0,4,1,2,5
F,18,14,481,1,1,0,2,2,3,4,4,4,4,0
F,25,5,540,4,3,2,1,0,3,4,5,0,0,0
M,18,9,235,4,3,1,0,0,2,4,0,3,0,2
F,45,0,281,3,4,1,0,0,1,3,5,4,1,0
M,18,0,120,4,0,5,1,0,3,5,4,3,5,4
M,56,12,301,0,4,0,0,4,3,3,1,5,0,0
M,45,8,761,0,0,3,2,5,4,2,2,5,3,3
M,25,3,406,1,1,2,1,2,0,5,2,3,1,1
F,35,5,285,0,3,2,5,0,3,2,2,5,0,0
M,56,10,142,3,0,1,0,4,0,0,0,0,2,3
M,25,12,193,2,2,1,2,1,5,4,1,5,2,0
F,18,10,933,4,0,4,2,5,2,0,5,1,2,0
M,45,6,100,0,2,3,5,0,0,0,0,5,1,0
F,18,4,984,0,0,2,0,1,4,5,5,5,4,0
M,18,19,535,4,2,2,1,4,5,4,5,4,2,4
M,18,10,140,5,1,5,5,4,1,0,5,5,4,4
F,1,4,54,1,0,2,1,0,3,0,1,5,2,3
F,18,7,985,3,4,5,5,4,3,4,5,1,4,5
F,18,5,24,4,0,3,1,2,2,2,0,0,0,4
M,18,16,830,2,2,5,4,5,5,3,2,2,5,3
M,18,16,492,0,4,4,5,0,2,5,1,0,3,0
M,35,3,584,1,2,2,0,3,5,3,5,5,5,3
M,1,16,212,3,4,2,0,3,5,2,5,4,0,4
M,45,4,235,0,0,0,3,0,0,5,3,0,1,0
M,56,10,307,3,3,4,0,0,1,3,0,3,0,4
M,18,11,991,2,4,1,2,4,3,0,2,5,4,5
F,18,7,208,4,2,5,2,4,5,3,0,3,2,5
M,56,17,726,5,1,0,5,0,1,4,2,0,4,4
M,35,4,770,2,0,0,4,0,5,0,4,0,5,4
M,45,12,148,1,0,4,5,5,4,2,2,0,2,3
F,45,1,140,1,3,0,0,0,4,2,4,2,0,0
M,35,18,701,5,4,4,0,4,2,5,0,2,5,5
M,25,0,109,1,5,4,5,1,0,4,4,0,2,0
M,50,8,81,4,0,3,3,5,0,4,4,5,0,3
M,18,16,631,3,0,4,1,4,4,4,4,0,0,0
F,35,1,89,4,4,1,5,4,5,2,2,2,5,5
M,35,7,968,3,3,5,1,1,4,4,5,3,0,4
M,25,9,307,0,3,5,3,2,5,0,0,1,5,2
M,18,4,705,0,0,5,0,0,1,4,1,5,0,0
M,18,16,603,1,1,1,1,0,5,4,1,4,1,3
F,18,2,952,0,0,4,5,4,5,2,1,4,4,3
M,25,2,286,2,0,0,0,0,3,4,4,1,3,2
M,25,5,622,0,0,2,4,0,0,2,2,1,4,0
F,1,10,503,0,0,0,5,0,0,3,2,5,4,2
M,25,5,681,5,0,2,1,1,3,5,5,1,0,3
M,25,1,803,3,0,4,2,5,2,2,1,4,5,3
M,45,0,130,0,0,0,0,1,0,5,3,2,0,5
F,45,7,770,1,5,1,5,1,0,4,3,5,4,0
M,18,13,45,3,0,4,3,0,3,3,4,3,4,1
F,25,16,23,4,4,4,2,2,2,3,2,4,5,3
M,18,17,672,0,0,3,1,0,4,3,2,5,0,0
M,1,0,421,1,0,3,5,0,1,3,0,2,5,0
F,18,3,168,5,2,3,3,1,5,2,4,5,4,0
F,18,20,212,1,0,4,4,0,2,1,5,5,0,0
M,50,2,194,1,0,2,0,0,5,1,1,0,0,3
M,18,16,64,0,0,0,3,5,5,1,3,4,5,0
M,25,5,90,0,0,3,5,5,0,4,4,1,2,3
M,18,18,222,3,1,1,5,4,4,1,3,0,4,1
M,18,17,157,1,5,1,2,0,0,4,2,1,2,4
M,35,9,940,4,0,0,1,0,5,2,4,1,0,0
M,18,20,950,1,0,4,4,0,0,2,4,0,2,1
F,18,5,751,2,0,0,1,5,5,5,5,1,5,5
M,56,20,279,1,3,5,0,5,0,2,0,2,5,0
F,25,1,609,2,1,4,3,2,0,1,5,0,0,0
M,35,16,296,0,0,2,0,4,1,4,2,2,0,5
M,35,0,581,5,0,3,2,2,5,3,2,3,4,3
F,18,19,480,3,0,0,0,0,4,1,1,0,0,0
M,18,5,421,5,3,1,2,2,2,2,0,2,5,5
M,18,18,924,0,0,3,4,5,1,1,0,4,0,1
F,45,2,597,1,3,2,0,0,4,5,2,1,0,0
F,18,16,306,4,1,5,1,4,4,4,1,4,0,1
F,45,20,951,4,0,2,5,1,0,5,0,1,4,5
F,18,14,17,5,3,3,2,3,5,2,4,2,4,0
M,25,5,796,1,1,4,5,2,0,3,2,0,0,4
M,18,3,285,3,0,0,2,0,4,0,4,5,4,0
F,50,1,292,1,1,4,5,0,2,0,5,1,2,3
M,1,20,984,1,1,4,2,0,4,3,2,2,0,5
M,35,16,581,0,3,5,0,1,3,5,5,3,4,2
F,50,1,294,1,1,3,2,0,4,0,1,2,2,0
M,50,7,87,3,0,2,3,3,4,4,5,0,5,4
