Gender,Age,Occupation,ZIP-code,2,56,260,653,673,1009,1073,1525,1750,1881,1967,2043,2093,2105,2143,2193,2399,2628,2968,3479,3489,3877,3889
M,45,6,276,1,0,3,0,4,2,0,2,3,0,4,0,0,4,0,0,0,4,1,0,1,1,3
F,18,12,622,0,2,1,3,2,5,5,1,0,4,3,3,3,3,1,2,1,0,4,4,3,0,1
F,25,1,489,4,2,4,0,2,5,1,0,4,3,5,3,0,4,2,5,2,0,4,0,0,0,0
M,25,0,772,2,1,3,2,4,0,0,2,0,5,0,0,0,0,0,0,0,4,2,0,0,0,0
M,50,8,66,3,3,1,0,3,0,3,3,1,3,5,0,3,5,4,3,0,3,2,4,0,0,2
M,18,0,921,2,1,0,0,4,2,1,3,3,5,2,1,3,1,5,1,4,2,1,4,1,4,5
F,50,2,273,4,4,5,0,4,0,5,0,2,0,3,0,0,2,3,0,4,4,4,4,0,3,0
F,35,5,98,0,4,0,0,5,5,4,0,4,3,4,5,4,4,5,2,0,4,4,4,0,2,3
F,1,3,140,1,4,3,0,1,5,3,2,2,2,5,3,0,3,4,4,4,3,4,3,0,0,0
M,25,16,80,0,0,3,2,5,5,5,0,0,0,1,5,5,0,3,4,0,0,0,2,0,2,4
F,35,15,207,5,2,0,1,0,2,3,0,1,4,5,3,5,5,2,3,1,3,4,2,0,1,3
F,18,9,875,0,1,4,3,0,0,0,0,4,2,4,1,0,4,0,4,3,0,3,5,2,0,0
F,50,5,80,3,4,5,4,5,4,1,1,2,4,5,2,5,5,5,1,1,4,5,4,0,3,1
M,45,0,666,4,0,4,0,0,0,0,4,5,0,5,0,0,0,0,3,0,2,4,0,0,0,0
M,35,13,312,5,3,0,4,2,3,4,1,2,3,1,4,4,0,2,4,1,2,5,3,0,0,0
F,25,0,666,2,1,5,0,1,0,4,0,0,0,4,5,0,0,0,5,3,2,5,4,0,0,0
M,35,0,292,3,1,4,2,2,0,3,1,0,2,0,5,5,4,2,5,0,1,2,0,2,1,3
M,18,8,148,1,2,0,0,2,5,4,4,3,5,1,0,0,2,0,1,0,3,4,1,0,0,0
M,18,10,130,3,2,2,0,4,5,1,2,0,4,0,1,0,2,0,0,4,4,4,1,0,0,1
F,18,4,210,3,3,5,3,1,0,5,1,2,2,3,0,3,2,4,5,0,2,4,0,3,3,3
M,50,0,166,1,0,4,2,0,0,0,0,0,0,0,0,4,2,0,0,4,4,0,0,4,0,0
M,35,11,945,2,4,5,0,1,0,0,5,1,3,0,0,0,4,0,0,4,3,0,3,5,0,0
F,45,19,220,0,0,3,4,1,0,5,0,1,2,0,0,5,5,0,0,0,0,4,0,1,0,4
F,45,1,914,4,0,5,1,0,0,1,2,2,3,2,0,2,0,0,0,5,1,4,0,0,4,0
F,35,6,396,5,0,3,2,2,5,3,1,0,4,0,0,0,0,2,2,1,3,5,3,5,2,1
