Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,56,19,992,0,2,0,4,4
F,1,1,705,2,3,3,0,0
M,1,15,606,1,0,5,0,5
F,45,4,457,5,3,2,4,4
F,25,18,200,5,1,0,0,3
M,18,8,965,0,0,0,2,0
M,1,4,805,3,0,2,0,5
M,25,3,173,1,2,1,4,3
F,35,0,54,1,0,5,3,0
M,56,5,750,1,0,1,1,1
M,18,1,971,5,2,0,0,0
M,1,1,956,0,2,0,4,4
F,35,12,262,2,0,5,2,2
M,18,17,462,4,5,2,4,0
M,45,8,180,3,1,2,4,0
M,35,18,973,4,0,5,3,2
F,56,18,200,5,0,3,4,0
F,25,13,770,3,0,2,2,5
M,1,6,685,3,0,3,3,1
M,35,14,700,4,1,0,2,4
M,35,18,836,3,5,2,5,4
F,35,5,201,3,5,3,4,5
M,18,0,12,0,0,3,2,0
F,50,6,40,3,5,1,0,0
F,18,2,652,2,1,2,3,3
F,1,0,292,2,0,3,4,5
M,45,13,902,2,5,0,0,1
F,45,11,17,5,0,5,1,0
M,35,15,306,0,2,2,0,0
F,35,5,89,0,1,0,5,0
F,56,10,31,0,0,3,5,2
F,25,12,741,1,0,5,4,4
M,18,9,622,1,5,0,2,1
M,56,5,149,0,1,5,4,0
F,25,9,905,5,3,0,0,0
M,45,5,800,0,3,3,3,5
F,56,19,48,5,2,5,0,4
M,45,19,797,0,1,2,1,1
F,35,7,85,1,5,0,4,0
M,25,5,630,2,0,0,0,0
M,1,20,53,1,5,3,0,5
F,25,20,61,2,0,3,3,2
M,1,1,900,3,1,5,3,1
F,18,9,681,0,2,0,0,1
F,50,4,787,2,0,0,4,2
F,18,13,481,0,1,1,0,0
M,18,11,480,0,0,1,3,5
M,56,2,90,3,0,0,0,3
F,56,12,276,4,0,1,0,0
M,50,19,201,1,0,0,0,5
M,35,11,787,2,0,0,0,3
F,1,9,993,0,0,4,4,0
M,35,14,406,0,0,0,4,0
M,35,5,309,4,0,0,0,2
M,35,9,471,5,0,5,4,0
M,25,8,803,0,0,5,5,1
F,50,9,140,0,4,0,2,0
M,56,11,178,5,3,0,0,0
F,45,10,640,1,0,1,0,0
M,18,9,953,0,0,2,0,0
M,1,13,336,1,0,1,0,3
M,18,4,612,2,5,4,0,4
M,56,15,436,3,1,5,4,0
M,35,4,803,0,1,0,0,2
F,35,9,309,0,1,3,0,1
M,35,3,535,1,0,2,4,1
F,25,13,916,0,0,1,2,2
M,18,9,863,1,3,0,4,2
M,35,6,680,0,1,4,0,0
M,35,16,198,0,0,0,4,1
M,25,13,82,0,0,0,4,0
M,25,14,730,3,0,0,4,0
F,1,20,730,0,3,4,5,5
M,18,15,457,0,4,0,0,4
M,45,9,309,0,0,0,0,0
M,18,20,532,0,5,4,3,0
F,45,5,443,0,0,1,2,3
M,56,15,144,0,0,5,5,3
M,18,11,447,1,0,3,5,0
F,45,3,602,5,0,4,0,4
F,18,2,345,0,0,3,4,0
F,45,14,672,2,0,0,0,0
M,45,5,235,3,0,4,0,0
M,45,14,982,1,0,0,0,0
M,25,16,483,0,2,3,0,4
M,50,19,84,0,0,4,3,0
M,25,1,433,0,0,0,0,0
M,35,13,354,3,1,4,0,0
M,25,8,173,0,2,0,2,0
F,25,6,78,2,0,0,0,3
F,18,5,524,1,4,0,3,5
M,25,20,983,0,0,3,0,4
F,25,17,445,2,1,0,4,4
M,18,14,928,5,0,4,2,2
M,50,6,240,0,5,2,2,5
M,35,8,109,1,3,0,4,4
M,1,11,581,3,0,0,0,3
M,1,18,606,0,0,2,4,2
M,1,15,346,2,0,5,0,0
M,50,13,108,3,4,0,4,4
F,56,17,74,2,0,5,0,0
M,1,4,180,3,3,1,4,0
M,45,19,232,0,0,0,5,0
F,18,11,222,0,0,0,5,0
M,18,0,435,0,0,2,4,4
M,1,17,306,0,1,3,0,5
F,45,11,553,0,2,4,0,1
F,50,13,70,5,0,0,0,5
M,18,17,743,5,3,4,0,0
M,1,1,977,1,3,1,0,0
M,50,8,253,2,0,0,5,0
