Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
F,45,19,558,2,5,1,5,4
M,50,18,532,1,4,1,1,1
F,45,19,118,1,1,4,4,5
F,50,3,965,0,5,0,3,0
M,25,1,235,3,4,0,5,2
F,56,5,457,4,1,4,3,1
F,1,16,793,0,5,4,5,0
M,45,0,10,2,5,5,0,0
M,1,14,641,2,3,4,2,2
M,35,20,16,2,5,2,3,5
F,18,16,445,0,3,4,1,3
F,35,13,488,4,4,3,4,0
M,25,11,523,4,3,0,0,5
M,1,11,84,0,5,3,0,0
M,56,20,273,0,0,1,2,0
M,56,10,777,0,0,0,0,3
F,45,12,894,2,3,1,2,3
F,50,4,495,1,2,3,4,3
F,35,6,787,1,5,5,3,5
F,35,7,170,5,0,4,5,5
F,50,7,991,3,4,0,5,0
M,18,9,290,3,1,4,0,0
M,45,17,910,4,0,4,3,1
F,1,19,37,0,2,3,4,1
F,56,14,231,0,2,1,2,4
F,45,13,377,4,1,1,0,5
M,25,2,89,2,3,3,0,1
F,18,0,427,0,4,4,0,1
M,35,7,802,1,5,0,0,4
F,56,2,201,3,5,4,0,4
F,50,4,66,2,0,5,5,5
F,56,4,836,1,3,4,4,3
F,25,15,743,4,5,1,2,5
M,45,12,597,5,3,4,4,3
F,18,17,612,0,0,2,0,5
F,56,6,530,3,3,0,3,1
F,18,9,445,1,1,4,1,3
F,50,19,446,2,1,2,5,0
F,18,17,652,0,0,3,0,5
F,45,10,750,0,2,2,1,2
F,25,0,760,1,5,5,5,1
F,35,17,306,3,4,4,3,4
M,56,12,582,3,0,0,1,4
F,25,9,232,1,3,0,5,0
F,25,20,977,0,4,5,0,0
F,50,4,226,2,5,1,3,0
F,25,0,485,0,4,0,1,3
F,45,13,442,1,1,2,0,1
M,35,11,596,1,4,0,5,1
F,45,10,986,5,1,1,3,3
F,35,1,337,4,2,4,3,0
F,18,5,459,1,5,2,3,4
M,1,2,618,2,2,5,5,1
M,1,8,327,4,5,4,4,0
M,56,3,459,0,3,5,1,2
F,50,16,445,3,3,3,2,1
F,18,5,212,0,5,5,0,5
M,35,1,68,5,4,0,1,3
F,50,15,173,1,0,3,5,1
M,25,11,840,0,3,5,0,1
F,18,11,841,2,3,0,4,3
M,18,2,490,0,4,4,0,0
F,50,4,21,2,1,5,2,1
M,56,2,704,4,4,1,0,2
F,1,3,577,0,0,0,5,0
F,25,9,563,0,0,1,5,2
F,25,20,756,0,4,2,5,3
F,18,4,740,0,0,3,4,5
M,35,12,598,5,1,4,2,4
F,35,2,631,2,2,5,0,2
F,18,10,466,3,0,4,5,5
F,56,19,313,0,1,3,0,0
M,18,7,597,3,5,0,0,0
F,35,9,115,2,5,4,5,0
M,45,9,337,5,5,0,1,3
F,50,19,870,0,4,2,1,3
M,56,5,622,0,3,0,0,0
M,25,11,597,5,0,0,1,0
M,56,16,770,4,1,0,0,5
M,56,7,17,5,3,3,1,4
M,56,5,279,1,1,4,4,5
M,45,6,524,1,3,4,5,2
F,1,3,731,4,5,1,4,2
M,25,8,127,2,0,3,0,2
F,56,17,121,5,2,3,3,0
M,18,2,708,3,4,3,3,0
F,1,10,140,2,3,3,1,3
M,56,4,303,5,2,4,5,3
F,45,0,730,0,2,5,3,5
M,25,15,103,5,1,5,3,4
M,56,18,170,3,1,4,5,3
M,50,18,501,2,3,1,2,0
M,50,15,935,4,1,5,1,4
F,25,10,988,0,3,1,5,5
M,25,13,466,0,1,2,4,0
M,45,18,424,1,4,1,4,4
M,35,3,454,4,5,5,3,4
F,35,1,977,3,1,1,4,2
M,25,14,525,2,0,5,5,4
M,56,15,178,5,5,2,0,1
M,50,2,727,4,3,3,3,3
M,1,14,292,3,4,4,1,0
M,18,14,157,1,4,5,3,3
F,56,12,345,3,3,3,1,0
M,1,19,226,0,4,0,0,2
F,1,20,120,2,3,0,0,1
M,1,17,31,1,1,4,0,3
M,25,6,949,4,2,1,2,4
M,35,4,524,4,4,0,0,0
M,50,11,272,3,5,1,3,2
M,56,9,454,2,2,0,2,0
M,25,18,975,4,4,4,1,5
F,18,1,547,1,3,5,3,0
M,50,1,537,4,4,1,0,5
M,45,9,334,5,4,0,2,0
F,56,11,191,2,4,4,2,2
M,25,13,726,0,4,0,4,2
F,50,0,482,5,5,0,1,3
F,1,15,950,2,1,5,0,4
M,18,8,530,5,5,0,1,3
M,35,6,953,0,0,0,2,2
F,50,14,988,0,0,2,1,3
M,50,1,24,1,0,4,2,0
F,35,6,312,4,1,4,0,5
F,50,9,544,5,5,1,2,3
M,50,11,186,0,0,0,0,5
M,1,9,60,4,0,5,0,5
F,50,3,170,5,4,2,5,4
F,25,1,431,1,0,0,2,2
F,1,3,461,2,4,1,4,1
M,1,0,811,1,5,2,5,5
F,25,13,970,2,4,5,2,3
F,18,14,31,4,1,4,0,4
F,35,6,951,3,0,4,2,2
F,50,18,970,1,0,1,4,2
F,56,8,949,0,4,0,0,4
F,25,12,980,3,1,5,5,3
F,25,18,322,3,0,3,4,1
F,18,5,433,5,5,0,2,2
F,50,3,10,0,2,5,3,5
F,25,13,313,2,3,5,0,5
F,1,13,672,3,1,1,1,1
F,56,14,934,1,4,5,0,0
F,45,8,361,2,0,5,4,3
F,45,0,590,1,5,1,5,2
M,25,16,992,3,4,5,2,0
M,25,11,337,1,3,3,5,5
F,18,4,53,1,3,4,3,2
F,18,9,281,0,1,2,0,4
M,35,19,495,5,3,3,3,2
M,25,8,146,0,4,4,2,0
M,50,19,927,5,3,5,3,0
M,25,17,503,4,1,0,5,0
F,56,14,6,4,3,5,4,3
M,25,13,114,1,5,2,4,1
M,1,5,346,4,4,4,0,4
F,18,15,601,4,5,0,1,4
M,56,5,471,0,4,4,2,0
F,18,12,674,4,4,4,1,0
F,45,20,965,5,3,1,0,0
M,45,0,379,4,2,2,2,4
M,56,15,303,2,2,3,4,0
F,45,8,704,0,1,1,2,5
F,56,4,437,0,4,2,5,4
F,18,11,930,5,0,1,0,1
F,1,10,917,4,5,3,4,0
F,50,13,794,2,1,1,3,0
F,50,9,904,4,2,1,2,1
M,25,19,445,4,0,5,2,4
M,18,5,345,2,5,4,3,3
F,45,0,402,1,5,1,5,0
F,45,10,446,0,0,5,5,1
F,45,3,987,3,0,2,5,5
M,50,15,601,0,0,0,5,4
M,56,5,580,5,0,0,2,2
M,1,17,321,5,4,3,1,1
M,25,7,186,5,2,3,0,4
M,56,19,797,2,0,3,1,3
F,25,9,235,0,0,4,1,4
F,50,15,88,4,3,4,3,3
