Gender,Age,Occupation,ZIP-code,247,2100,2143,2872,3479
M,50,7,220,3,0,4,1,4
M,35,0,660,3,0,4,0,5
F,25,3,701,5,3,2,2,0
F,45,1,349,0,0,0,0,3
F,25,17,88,2,2,3,5,0
M,45,2,913,0,4,0,0,4
M,56,12,207,3,4,0,4,0
F,18,12,907,2,3,5,0,4
M,25,7,352,0,2,4,0,3
M,56,0,913,2,2,4,2,3
F,50,12,494,0,3,2,1,0
M,45,17,245,5,0,4,1,1
M,1,12,551,0,1,2,4,2
M,25,17,613,0,3,0,0,1
F,18,12,215,3,3,0,4,0
F,45,20,497,0,3,0,3,4
M,18,12,405,2,4,4,3,1
M,35,4,193,2,3,1,1,0
F,50,5,522,3,1,5,4,1
F,56,17,166,5,1,2,3,3
F,18,6,282,0,1,3,0,4
M,18,4,61,5,4,3,0,3
M,35,9,370,4,0,5,3,3
F,56,17,853,0,1,0,2,4
F,56,0,937,2,2,0,0,3
M,25,0,307,0,2,3,0,0
M,25,16,803,1,2,5,1,4
M,56,12,837,3,1,4,0,1
F,18,13,830,0,2,0,5,0
F,35,4,813,0,5,2,1,3
F,18,0,104,1,0,4,0,2
M,18,2,354,0,5,2,0,1
M,1,0,296,0,0,4,1,0
F,18,7,461,0,1,3,1,1
M,18,4,41,4,2,5,0,4
F,45,7,498,1,4,0,4,5
M,1,12,501,0,5,1,1,0
M,1,19,181,3,2,2,0,4
M,25,15,333,4,5,4,5,1
F,45,4,333,0,3,0,4,0
M,45,7,985,5,5,4,0,3
F,1,2,945,0,0,0,0,0
M,25,0,954,3,0,0,0,0
M,1,0,53,0,4,0,0,5
M,50,7,78,4,0,0,2,3
M,18,2,462,4,3,2,4,2
F,1,7,370,2,0,0,4,1
F,25,8,69,0,5,5,2,4
F,18,2,190,5,4,3,4,2
M,1,17,700,3,2,4,1,0
F,35,6,913,2,1,0,2,1
F,56,15,972,0,4,2,4,1
F,18,4,940,2,3,4,5,3
M,35,8,778,3,3,5,4,1
F,45,1,244,0,4,2,1,4
F,25,8,144,1,2,0,0,0
M,25,7,281,3,5,2,1,0
F,25,6,212,1,3,3,4,0
F,50,1,775,0,0,4,0,3
M,56,12,708,0,1,0,5,3
M,45,3,336,0,2,4,4,5
M,56,18,972,2,3,0,5,3
M,18,12,622,3,4,5,1,2
M,35,9,265,0,1,4,3,3
M,25,15,850,0,2,3,1,1
F,25,7,571,2,3,0,1,3
F,18,1,921,1,3,4,4,3
M,35,7,752,0,3,0,4,0
M,35,16,450,4,1,5,2,0
M,56,9,191,5,3,0,1,2
M,18,7,339,2,5,1,5,2
M,18,17,973,4,1,1,5,3
M,25,14,921,0,2,1,1,5
M,35,10,132,1,3,0,0,0
M,1,20,301,1,4,5,0,1
F,56,5,787,0,0,3,1,1
M,56,13,275,0,5,0,1,2
M,35,13,480,1,3,5,5,0
F,1,13,826,0,1,2,3,4
M,18,8,362,4,0,4,2,1
F,25,4,432,5,2,0,2,3
M,50,7,752,5,4,0,0,0
M,1,17,919,0,0,0,0,3
F,35,2,360,3,0,1,0,4
M,50,5,750,3,0,0,0,5
F,50,0,197,0,2,5,2,0
M,50,10,142,5,1,0,2,0
M,35,17,141,1,3,0,0,3
M,35,9,333,2,1,4,3,3
F,25,7,941,0,0,4,0,0
M,1,9,727,3,0,5,1,0
F,45,3,609,5,0,4,0,5
F,45,7,959,0,1,0,5,0
F,18,2,758,3,4,0,0,0
F,35,1,799,0,2,2,2,3
M,45,2,750,4,3,3,5,3
M,45,9,958,0,4,1,5,1
M,35,0,801,0,1,0,5,3
F,1,14,326,5,3,0,3,1
F,18,17,800,2,0,1,2,0
M,18,10,577,3,3,2,4,1
M,56,17,924,0,0,3,1,3
F,18,16,150,0,4,0,2,2
F,50,7,330,0,3,5,5,5
F,45,6,468,0,0,4,3,3
M,25,4,220,0,5,3,0,1
F,50,15,555,5,3,4,1,3
M,25,11,115,4,1,1,2,1
F,50,3,598,3,2,2,0,0
M,18,14,290,1,3,0,4,3
F,45,2,935,4,1,2,3,1
M,50,8,655,2,5,0,1,0
M,35,16,727,0,5,3,5,3
F,25,0,333,3,0,4,5,4
M,25,7,346,4,5,0,0,0
M,25,10,280,3,1,0,4,0
M,18,0,908,2,2,4,0,5
M,25,13,445,3,3,0,0,4
M,45,11,301,0,3,2,2,0
F,50,5,104,0,3,5,4,3
F,25,5,453,0,0,2,4,3
M,25,7,916,1,5,5,0,1
M,25,4,108,1,2,4,1,3
M,45,0,981,0,4,0,4,0
M,56,11,853,3,4,5,4,0
M,1,5,674,4,0,0,0,0
F,18,7,953,4,0,0,0,0
F,18,3,294,0,2,2,4,1
M,56,11,337,1,3,0,4,0
M,18,8,240,0,2,0,0,4
M,35,1,274,5,1,0,4,0
F,25,17,958,3,3,1,0,1
M,50,6,780,4,4,2,5,3
F,45,0,756,5,0,3,0,0
F,56,2,74,0,0,0,0,3
M,18,7,850,0,0,0,5,0
F,45,8,743,3,4,0,3,0
M,35,17,953,0,4,4,3,0
M,18,17,274,5,4,0,2,0
M,1,14,320,0,4,2,4,4
F,25,10,136,5,5,0,1,1
M,25,17,631,0,2,3,5,0
F,45,12,290,0,2,0,4,0
M,56,9,551,0,0,4,0,0
F,45,12,453,2,2,2,4,3
M,45,7,123,0,3,1,1,0
M,18,13,165,0,3,4,1,5
F,25,10,559,3,4,0,4,0
F,56,20,209,2,0,0,0,1
M,50,20,606,0,4,2,3,0
F,25,4,38,0,3,4,4,3
M,25,17,523,5,3,3,0,0
F,25,13,993,4,3,4,2,3
M,18,17,940,0,3,4,1,3
F,18,13,847,0,4,1,0,4
M,35,17,708,0,4,4,4,1
M,1,19,468,5,4,4,2,1
F,18,19,396,3,3,4,2,3
M,45,16,81,3,2,0,4,1
M,25,11,660,0,2,4,2,2
M,1,6,323,0,2,0,1,5
F,50,6,372,0,3,5,1,5
F,1,8,497,2,0,0,1,0
M,25,17,582,0,1,1,4,3
F,1,4,325,4,3,0,0,0
F,18,10,484,1,1,2,5,5
F,1,2,904,3,4,5,1,3
M,35,0,440,0,3,0,5,0
M,18,10,70,0,3,2,3,0
M,18,15,405,3,0,3,5,1
F,25,8,379,0,0,5,1,2
F,18,9,465,4,2,0,2,0
F,50,9,276,2,4,4,1,2
M,1,2,80,0,5,5,0,5
F,25,7,436,0,0,2,1,1
F,18,3,730,0,2,5,1,0
F,18,3,402,0,2,0,0,0
M,35,7,42,0,3,0,1,0
M,18,11,735,4,0,2,0,0
F,56,16,339,1,5,5,2,3
M,25,19,352,0,4,2,3,4
F,35,4,923,3,0,3,1,2
M,25,15,142,0,0,1,5,0
M,50,11,54,0,1,4,2,1
M,50,16,726,1,0,1,0,3
M,25,5,70,0,0,3,3,3
F,18,9,907,1,2,4,5,0
M,35,11,90,4,4,0,4,0
F,56,16,782,0,0,0,0,0
M,25,3,793,0,1,1,4,1
M,18,2,830,0,3,0,4,0
M,1,8,302,4,2,2,5,4
M,1,6,966,0,2,1,4,5
M,35,2,170,1,0,0,0,0
M,25,15,360,2,3,2,5,3
M,45,12,323,2,0,0,0,1
M,18,10,65,4,0,0,0,0
M,45,4,727,0,0,2,0,3
M,1,10,468,0,2,2,0,1
M,1,11,406,0,0,2,1,2
F,25,8,234,4,3,3,5,0
F,50,17,497,1,1,5,3,2
F,45,6,294,5,4,5,5,5
M,18,4,265,5,0,4,1,3
M,25,4,662,3,4,3,0,0
M,18,4,157,0,2,3,5,3
M,45,3,547,0,0,3,4,5
M,18,20,279,3,1,2,0,0
M,25,5,815,1,3,3,0,0
M,45,4,840,0,2,3,0,5
M,25,8,105,5,0,4,5,2
M,25,5,843,2,1,0,4,4
F,25,4,973,3,4,5,4,3
M,50,17,685,4,1,4,5,3
M,50,4,347,5,0,0,5,0
M,25,12,279,0,0,5,5,5
