Gender,Age,Occupation,ZIP-code,673,1881,1920,2087,2138
F,18,14,6,0,4,0,5,0
M,35,5,6,5,4,1,3,0
F,45,10,6,3,1,4,0,2
M,56,1,6,5,4,2,2,2
M,1,14,6,1,1,5,4,1
M,45,13,6,5,5,2,0,4
F,1,6,6,4,0,2,0,4
M,50,14,6,0,0,4,0,4
M,18,7,6,1,4,5,5,4
F,18,7,6,5,0,0,0,5
M,35,5,10,5,0,5,0,0
F,50,20,10,2,2,1,0,0
M,25,1,10,4,0,4,4,1
M,1,0,10,3,0,4,3,2
M,1,5,10,3,5,1,3,2
F,18,13,10,1,3,5,4,4
M,45,15,430,5,1,0,5,2
M,50,2,10,3,0,0,3,3
M,45,2,10,3,2,2,4,4
M,56,17,10,1,0,2,4,4
F,45,11,10,4,0,3,4,4
M,25,0,10,2,4,3,5,4
F,1,8,10,4,0,0,3,5
M,18,1,10,5,0,0,4,5
M,25,17,12,0,0,3,3,0
M,45,15,12,4,2,5,3,1
F,45,12,12,3,0,4,0,1
F,18,12,12,5,3,2,0,2
M,25,15,12,0,5,0,4,5
M,35,5,12,1,0,2,1,1
F,25,17,12,2,2,0,3,3
F,35,0,12,2,2,3,3,3
F,25,20,12,0,4,2,5,4
M,18,0,12,4,4,4,1,4
F,1,4,13,5,0,5,4,1
F,56,12,13,5,5,4,2,4
M,18,2,13,4,1,3,5,2
F,25,16,13,4,2,0,0,4
M,45,11,13,0,4,4,1,3
F,25,4,15,3,4,5,0,0
M,35,7,15,1,0,3,4,0
M,35,12,15,0,4,3,0,0
F,25,5,15,5,0,3,4,0
M,18,14,15,3,0,1,4,0
M,56,16,15,2,0,3,4,0
M,50,0,15,1,0,2,4,1
M,56,18,15,5,1,2,5,1
M,45,5,15,0,5,0,0,1
M,25,2,15,0,0,4,0,3
F,35,10,15,4,1,1,3,3
M,45,15,15,3,0,5,3,3
F,25,13,15,3,2,0,2,0
M,1,17,15,5,5,0,3,1
F,35,20,15,0,2,0,5,4
F,50,12,15,5,0,0,0,4
F,35,10,15,0,0,0,3,4
M,25,14,15,5,2,3,2,4
M,25,1,15,5,1,1,0,5
M,25,7,15,4,4,2,0,5
M,25,14,16,4,2,1,0,0
M,35,1,16,0,0,3,0,0
M,18,14,16,4,4,3,0,0
M,45,4,16,1,3,5,4,0
M,1,2,16,3,0,0,4,0
M,56,1,16,3,2,0,4,0
M,25,8,16,2,0,3,4,0
F,25,19,16,5,0,1,2,0
F,18,6,16,2,0,4,0,0
M,18,13,16,2,0,0,3,0
M,50,0,16,1,2,0,0,0
M,25,10,16,0,0,1,0,0
M,50,0,16,3,4,2,0,0
M,25,19,16,3,3,2,1,1
M,45,7,16,2,3,0,3,1
M,1,7,16,3,5,0,4,1
M,50,0,16,4,0,0,3,1
F,35,18,16,0,2,0,1,2
F,56,4,16,5,5,3,2,2
F,45,0,16,3,0,3,3,2
M,35,6,16,1,0,3,3,2
M,1,12,16,3,1,0,0,2
M,56,13,16,3,0,5,5,2
M,25,7,16,3,0,4,0,2
M,25,13,16,0,0,2,0,3
M,56,14,16,0,4,2,0,3
M,50,15,16,1,1,1,1,3
M,25,9,16,0,4,2,4,3
M,25,7,16,0,3,1,3,4
F,25,11,16,3,0,0,4,4
F,18,18,16,3,0,0,0,4
F,25,12,16,2,2,0,4,4
F,35,8,16,0,0,5,5,4
F,25,16,16,5,1,0,2,5
M,25,0,16,1,5,0,0,5
M,45,1,16,3,2,2,5,5
F,35,16,16,5,0,2,5,5
M,1,6,16,3,2,1,3,5
F,18,17,16,3,2,4,5,5
F,50,7,16,1,4,0,0,5
M,56,5,16,3,1,0,0,5
M,35,4,17,2,5,5,0,0
M,50,17,17,3,0,0,4,0
M,35,4,17,3,0,0,5,0
M,45,17,17,2,5,2,2,1
M,45,15,17,5,0,4,4,2
M,35,5,17,1,0,0,0,2
F,45,9,17,5,1,1,4,2
M,56,8,17,3,1,3,0,3
M,25,3,17,3,2,1,0,1
M,50,2,17,5,5,3,3,1
M,25,6,17,5,1,4,0,1
F,45,4,17,1,0,3,1,4
F,18,13,17,0,1,4,0,4
M,25,2,17,5,5,4,0,5
M,25,11,17,5,0,0,5,5
F,35,5,17,1,5,0,0,5
F,1,14,17,3,5,0,4,5
M,50,17,18,1,0,0,2,0
F,45,19,18,4,0,0,3,0
M,35,16,18,5,5,5,5,0
M,56,17,18,3,0,0,3,0
F,1,12,18,5,4,0,3,0
F,35,11,18,1,0,2,5,0
F,45,20,18,4,1,1,3,0
M,25,5,18,2,0,3,3,1
F,56,11,18,3,0,4,0,1
M,45,4,18,4,0,0,5,4
F,25,3,18,2,4,2,3,2
